Date,FRANCE VALUE WEIGHTED
1997-02-25,1350.554007446377
1997-02-26,1335.538488369053
1997-02-27,1348.9990640386725
1997-02-28,1342.1091628722543
1997-03-03,1334.5638181105137
1997-03-04,1348.8275316989711
1997-03-05,1354.450497426519
1997-03-06,1366.5291185016702
1997-03-07,1370.9991726968562
1997-03-10,1383.1655028026569
1997-03-11,1370.440318546376
1997-03-12,1349.4547105358822
1997-03-13,1347.9036406112043
1997-03-14,1352.6488207225784
1997-03-17,1334.1141259514204
1997-03-18,1332.716967464871
1997-03-19,1340.9527490390694
1997-03-20,1314.7855980194042
1997-03-21,1331.7785765264448
1997-03-24,1324.1595862601505
1997-03-25,1343.3505040765474
1997-03-26,1352.376881734379
1997-03-27,1371.3747063157916
1997-03-28,1373.0751089274665
1997-03-31,1377.2222665807963
1997-04-01,1343.2258232246827
1997-04-02,1314.838056790216
1997-04-03,1307.6941708328254
1997-04-04,1306.5324313890549
1997-04-07,1303.5665066791746
1997-04-08,1304.4957005719891
1997-04-09,1312.2647743835994
1997-04-10,1310.4722147511386
1997-04-11,1291.174850783388
1997-04-14,1288.0013663967025
1997-04-15,1303.7758753766614
1997-04-16,1307.6922847087478
1997-04-17,1304.1377902782285
1997-04-18,1278.739557947304
1997-04-21,1275.941376687569
1997-04-22,1265.4558018074704
1997-04-23,1272.2607355367804
1997-04-24,1273.4029915770966
1997-04-25,1266.9850650472258
1997-04-28,1272.9787871543244
1997-04-29,1295.7000522971061
1997-04-30,1307.3213991896562
1997-05-01,1314.3816103635745
1997-05-02,1317.396089133847
1997-05-05,1320.2339764506146
1997-05-06,1320.6849038012465
1997-05-07,1321.2461259745933
1997-05-08,1330.166260011476
1997-05-09,1338.5929393223164
1997-05-12,1360.9347980902678
1997-05-13,1377.3246046849717
1997-05-14,1402.4207696416636
1997-05-15,1407.8026047149601
1997-05-16,1411.373814377462
1997-05-19,1401.1961100270885
1997-05-20,1398.360955928999
1997-05-21,1414.3912325478889
1997-05-22,1396.7949811949911
1997-05-23,1408.3388368282408
1997-05-26,1350.7117903144526
1997-05-27,1354.9903510655022
1997-05-28,1310.543110017988
1997-05-29,1304.4707791254373
1997-05-30,1300.9237120549772
1997-06-02,1289.512456320759
1997-06-03,1300.553951312854
1997-06-04,1305.5725636053403
1997-06-05,1332.1547044605265
1997-06-06,1344.6971021372826
1997-06-09,1342.8035685413804
1997-06-10,1326.0591390254108
1997-06-11,1341.06468143481
1997-06-12,1363.9568927405337
1997-06-13,1377.1360821859523
1997-06-16,1380.528403191389
1997-06-17,1362.9942889689135
1997-06-18,1366.6636699427727
1997-06-19,1361.0706286851835
1997-06-20,1356.404406943549
1997-06-23,1368.895036671167
1997-06-24,1376.04214526389
1997-06-25,1415.243739323829
1997-06-26,1426.6151282748272
1997-06-27,1422.703675194187
1997-06-30,1401.337025226001
1997-07-01,1439.7734007960646
1997-07-02,1419.0727625175184
1997-07-03,1431.4594927427227
1997-07-04,1431.6327515670093
1997-07-07,1444.834307090076
1997-07-08,1427.5817108201866
1997-07-09,1435.8536436556585
1997-07-10,1436.488825975944
1997-07-11,1430.0587150961023
1997-07-14,1413.2651046475705
1997-07-15,1408.8407347399154
1997-07-16,1428.1071404407721
1997-07-17,1421.8468515981654
1997-07-18,1387.7965421969643
1997-07-21,1378.975698325121
1997-07-22,1391.696612432542
1997-07-23,1419.758181355879
1997-07-24,1407.0822894612886
1997-07-25,1428.5924623123228
1997-07-28,1425.5979014284324
1997-07-29,1439.7429532653841
1997-07-30,1454.006429828803
1997-07-31,1458.6232316494247
1997-08-01,1428.7394427675997
1997-08-04,1400.0226857784837
1997-08-05,1383.3671329000729
1997-08-06,1408.0039031285621
1997-08-07,1417.470074749556
1997-08-08,1410.8622116287277
1997-08-11,1405.547852105159
1997-08-12,1406.9012274060485
1997-08-13,1397.8712061276196
1997-08-14,1384.4334448804702
1997-08-15,1405.7298137689938
1997-08-18,1378.196662086424
1997-08-19,1396.8615288928092
1997-08-20,1401.359482671605
1997-08-21,1402.9950478615604
1997-08-22,1400.9832487736173
1997-08-25,1396.5508860401399
1997-08-26,1397.8885193848932
1997-08-27,1391.744637502268
1997-08-28,1384.8373208085
1997-08-29,1356.537429064366
1997-09-01,1363.5394759556655
1997-09-02,1397.055643201742
1997-09-03,1405.784270812575
1997-09-04,1416.020664701826
1997-09-05,1429.459701697078
1997-09-08,1436.0966141524548
1997-09-09,1428.3833380971414
1997-09-10,1415.001959813136
1997-09-11,1411.6824312955396
1997-09-12,1425.0980470467523
1997-09-15,1456.6246175067522
1997-09-16,1469.6082402537584
1997-09-17,1468.8199423989547
1997-09-18,1484.8567115173487
1997-09-19,1486.550590878591
1997-09-22,1487.2644179387626
1997-09-23,1477.0198147834283
1997-09-24,1513.4532592462183
1997-09-25,1509.6442042764618
1997-09-26,1504.3112984658776
1997-09-29,1507.729765406486
1997-09-30,1513.8569324596513
1997-10-01,1526.75281737205
1997-10-02,1533.714196076372
1997-10-03,1554.6896902139556
1997-10-06,1547.1683011633968
1997-10-07,1552.7100173871613
1997-10-08,1537.122629697202
1997-10-09,1518.941244165475
1997-10-10,1505.1035168599462
1997-10-13,1531.4921464307
1997-10-14,1528.1590696988426
1997-10-15,1525.606418999151
1997-10-16,1532.0463539918892
1997-10-17,1496.4708818056179
1997-10-20,1483.3647945862565
1997-10-21,1494.4621965610477
1997-10-22,1484.1745012313424
1997-10-23,1440.8456077869414
1997-10-24,1434.2319261564046
1997-10-27,1407.2274989131336
1997-10-28,1368.0523010776096
1997-10-29,1433.9867463204812
1997-10-30,1408.3403766992926
1997-10-31,1415.0725957882207
1997-11-03,1424.972822213317
1997-11-04,1429.0932650297918
1997-11-05,1446.1532741949036
1997-11-06,1432.3041327970575
1997-11-07,1405.7507417144948
1997-11-10,1400.2831841074078
1997-11-11,1400.527455050994
1997-11-12,1391.3697627123602
1997-11-13,1393.822673090931
1997-11-14,1382.9870814391177
1997-11-17,1415.7315179366972
1997-11-18,1426.6277532248444
1997-11-19,1426.770375656033
1997-11-20,1443.951553005755
1997-11-21,1448.58938473691
1997-11-24,1432.5799705273498
1997-11-25,1418.7030173497506
1997-11-26,1418.0990829334714
1997-11-27,1423.6956492131994
1997-11-28,1438.4613083465804
1997-12-01,1453.9618309566677
1997-12-02,1455.3004526910481
1997-12-03,1461.3075881528732
1997-12-04,1467.8783457151078
1997-12-05,1455.3438812179638
1997-12-08,1463.105460893152
1997-12-09,1473.1009660545215
1997-12-10,1476.870947953345
1997-12-11,1437.9501652201527
1997-12-12,1440.7653881838894
1997-12-15,1444.758928344498
1997-12-16,1465.294625064172
1997-12-17,1469.689782436232
1997-12-18,1470.3490689116327
1997-12-19,1440.5141735747284
1997-12-22,1452.869161626438
1997-12-23,1453.5743994962193
1997-12-24,1459.4249652648587
1997-12-25,1459.4249652648589
1997-12-26,1457.9801797373423
1997-12-29,1479.2732199472994
1997-12-30,1488.6712350094517
1997-12-31,1495.2256258368734
1998-01-01,1495.2256258368734
1998-01-02,1510.8581628267286
1998-01-05,1514.0709151776432
1998-01-06,1495.0261037923008
1998-01-07,1474.1829263852385
1998-01-08,1454.6990122155223
1998-01-09,1438.2137012985368
1998-01-12,1408.5686860901235
1998-01-13,1427.7956793436929
1998-01-14,1437.5708753693436
1998-01-15,1436.7019515330517
1998-01-16,1461.1822624456672
1998-01-19,1458.1120139466952
1998-01-20,1463.8138140982892
1998-01-21,1472.0220729829969
1998-01-22,1487.192905056155
1998-01-23,1493.515574799508
1998-01-26,1501.6016480365956
1998-01-27,1519.6783758178813
1998-01-28,1523.8758050569918
1998-01-29,1525.5778048212946
1998-01-30,1541.5924548228575
1998-02-02,1554.7264480432623
1998-02-03,1561.4040667809268
1998-02-04,1562.549987593741
1998-02-05,1588.8041817723768
1998-02-06,1598.3587989399027
1998-02-09,1583.0947497430393
1998-02-10,1593.9254980191504
1998-02-11,1584.3523268968208
1998-02-12,1566.2916251372878
1998-02-13,1557.8276115833119
1998-02-16,1578.4225284900815
1998-02-17,1602.9878970219972
1998-02-18,1611.5684439842244
1998-02-19,1595.4382705189046
1998-02-20,1603.908555649121
1998-02-23,1632.3806689286066
1998-02-24,1623.7430517696457
1998-02-25,1650.3006900879514
1998-02-26,1665.9517366956063
1998-02-27,1675.3530572707018
1998-03-02,1694.0449396011013
1998-03-03,1685.5013154320482
1998-03-04,1661.4378049658828
1998-03-05,1662.4482381632608
1998-03-06,1702.603415082931
1998-03-09,1726.9378906932707
1998-03-10,1719.0977564399957
1998-03-11,1723.7569791347482
1998-03-12,1729.4467863507211
1998-03-13,1750.5913429398902
1998-03-16,1779.3590030849043
1998-03-17,1808.4967918484272
1998-03-18,1794.1435236028985
1998-03-19,1807.8272859934664
1998-03-20,1802.7364146968696
1998-03-23,1804.8783814097337
1998-03-24,1832.7106049179786
1998-03-25,1877.6770893175894
1998-03-26,1864.706186927219
1998-03-27,1874.718568186467
1998-03-30,1851.623965731125
1998-03-31,1875.992231342489
1998-04-01,1876.335436435471
1998-04-02,1906.9052140958438
1998-04-03,1908.6710131889251
1998-04-06,1940.6969789900745
1998-04-07,1910.9739436807959
1998-04-08,1911.1857586899011
1998-04-09,1928.0476241663584
1998-04-10,1928.0476241663584
1998-04-13,1922.4620073688488
1998-04-14,1933.2138885508082
1998-04-15,1946.7271281421292
1998-04-16,1918.182386042648
1998-04-17,1918.5715808300274
1998-04-20,1935.659173503526
1998-04-21,1938.2510677849477
1998-04-22,1923.3292055177258
1998-04-23,1907.5614624079683
1998-04-24,1897.2431741622459
1998-04-27,1856.3971640820578
1998-04-28,1889.647286637841
1998-04-29,1875.2307234838504
1998-04-30,1945.2077825277106
1998-05-01,1964.2208462632987
1998-05-04,2006.133033268778
1998-05-05,2001.0822446300137
1998-05-06,2016.1871630595783
1998-05-07,2005.2539643233292
1998-05-08,1998.9326141660727
1998-05-11,2043.2668319346424
1998-05-12,2032.44268549694
1998-05-13,2039.4220188794595
1998-05-14,2029.7013493686336
1998-05-15,2014.2882220898819
1998-05-18,1983.2189198451308
1998-05-19,2009.7378910847412
1998-05-20,2058.5246960042127
1998-05-21,2073.5440498564535
1998-05-22,2071.7722537121736
1998-05-25,2092.955095463657
1998-05-26,2096.7692081008568
1998-05-27,2038.8119522196282
1998-05-28,2041.9839607392082
1998-05-29,2048.0777408242525
1998-06-01,2052.675266807323
1998-06-02,2076.2387237836892
1998-06-03,2118.6112932812134
1998-06-04,2120.147837309013
1998-06-05,2140.3966452959667
1998-06-08,2146.6601461607247
1998-06-09,2140.3952172833724
1998-06-10,2120.4251504752788
1998-06-11,2077.250385552423
1998-06-12,2033.4708980285634
1998-06-15,2002.812595717124
1998-06-16,2020.5323572028085
1998-06-17,2072.576574988288
1998-06-18,2060.8968737832506
1998-06-19,2058.012872140811
1998-06-22,2041.0072684201318
1998-06-23,2050.6293086765872
1998-06-24,2080.6479352891865
1998-06-25,2121.0464256970154
1998-06-26,2105.621672277152
1998-06-29,2120.3118291161754
1998-06-30,2113.005391077845
1998-07-01,2127.8489010989792
1998-07-02,2118.5713295180612
1998-07-03,2143.9796083565516
1998-07-06,2159.6408167903564
1998-07-07,2159.884443988002
1998-07-08,2154.85828750916
1998-07-09,2129.4924011106527
1998-07-10,2113.163797977846
1998-07-13,2130.8715326999554
1998-07-14,2134.349713924099
1998-07-15,2169.959300728514
1998-07-16,2194.169823801323
1998-07-17,2215.276336600875
1998-07-20,2223.5504656794214
1998-07-21,2192.2931305808943
1998-07-22,2142.4221830232373
1998-07-23,2140.5601747929754
1998-07-24,2141.939606821522
1998-07-27,2105.695956803679
1998-07-28,2103.9329160810094
1998-07-29,2114.4741593127983
1998-07-30,2142.4296349108045
1998-07-31,2135.7566467516804
1998-08-03,2084.647697337572
1998-08-04,2058.807447912848
1998-08-05,2032.2556243080965
1998-08-06,2024.6748930136657
1998-08-07,2047.9090985358466
1998-08-10,1992.3509850369414
1998-08-11,1944.1173235969152
1998-08-12,1999.675924998533
1998-08-13,1989.908357645485
1998-08-14,1995.671164221686
1998-08-17,1993.7187988527517
1998-08-18,2052.22894515518
1998-08-19,2053.6524948303254
1998-08-20,2033.8364568375523
1998-08-21,1962.985814718557
1998-08-24,1965.6068001373833
1998-08-25,2006.2042548750294
1998-08-26,1938.4725982372058
1998-08-27,1856.3316320320996
1998-08-28,1874.4124579001216
1998-08-31,1863.4694086500454
1998-09-01,1870.7336939944503
1998-09-02,1901.0325937467494
1998-09-03,1881.1597905192027
1998-09-04,1891.5118805905324
1998-09-07,1902.3871435089052
1998-09-08,1946.2177438835572
1998-09-09,1926.0785373610017
1998-09-10,1878.6259898107378
1998-09-11,1876.3246997627173
1998-09-14,1934.135717027726
1998-09-15,1945.3723567459476
1998-09-16,1959.9856053761196
1998-09-17,1894.7223406402525
1998-09-18,1854.1284869526864
1998-09-21,1804.1525962240385
1998-09-22,1810.2006562844235
1998-09-23,1846.0571875551084
1998-09-24,1834.1580342812456
1998-09-25,1800.3401526112068
1998-09-28,1804.1855465261951
1998-09-29,1808.75951350546
1998-09-30,1740.9392516782405
1998-10-01,1682.957855914773
1998-10-02,1692.2666980959134
1998-10-05,1666.2192320229701
1998-10-06,1743.410785261815
1998-10-07,1748.6688784932178
1998-10-08,1683.3778677134296
1998-10-09,1726.99880011333
1998-10-12,1795.9802885774568
1998-10-13,1815.376647843577
1998-10-14,1847.6506723990253
1998-10-15,1869.3006630103314
1998-10-16,1885.6789828540439
1998-10-19,1887.1220810676118
1998-10-20,1921.0686655418315
1998-10-21,1884.593416237658
1998-10-22,1883.247913944814
1998-10-23,1870.8212893153482
1998-10-26,1887.7235585523663
1998-10-27,1927.006962019451
1998-10-28,1898.938949480684
1998-10-29,1899.6446262751592
1998-10-30,1909.4272614138006
1998-11-02,1946.7322406682201
1998-11-03,1949.0677234053035
1998-11-04,1991.3434846199532
1998-11-05,1957.633420715324
1998-11-06,1948.3317210274834
1998-11-09,1915.9872694161436
1998-11-10,1898.6478700821892
1998-11-11,1905.548117808432
1998-11-12,1892.4939929580346
1998-11-13,1900.1249644539325
1998-11-16,1953.8886414121166
1998-11-17,1939.0457281677939
1998-11-18,1943.2776049161994
1998-11-19,1971.4629873305994
1998-11-20,2011.471517898272
1998-11-23,2016.634131407502
1998-11-24,2013.8035232845837
1998-11-25,2021.023066767264
1998-11-26,2054.3627200311353
1998-11-27,2065.211880596609
1998-11-30,2026.1104167166093
1998-12-01,1961.5158314691591
1998-12-02,1947.1812794100188
1998-12-03,1973.8159195201863
1998-12-04,1981.2547687799558
1998-12-07,1984.346083636733
1998-12-08,1988.951880027099
1998-12-09,1993.053738157624
1998-12-10,1991.3172226587158
1998-12-11,1967.7226976173783
1998-12-14,1946.8948208272088
1998-12-15,1940.0160173255374
1998-12-16,1948.773811415906
1998-12-17,1965.11665025029
1998-12-18,1941.05419751665
1998-12-21,1979.696758802563
1998-12-22,1991.7261092817478
1998-12-23,2028.6777485603532
1998-12-24,2022.7311891623704
1998-12-25,2022.7311891623704
1998-12-28,2019.528209041568
1998-12-29,2033.6862506327966
1998-12-30,2058.44494756097
1998-12-31,2065.188269056864
1999-01-01,2065.1962501474877
1999-01-04,2176.1383167698464
1999-01-05,2194.4029102695704
1999-01-06,2240.218972724152
1999-01-07,2200.889192721741
1999-01-08,2185.1858458760503
1999-01-11,2162.889159433462
1999-01-12,2120.2454393089033
1999-01-13,2067.3677335183
1999-01-14,2072.2024747273663
1999-01-15,2078.4512026208595
1999-01-18,2130.3279531333824
1999-01-19,2116.2908320691195
1999-01-20,2139.3617155878055
1999-01-21,2123.1161705927584
1999-01-22,2065.0810630718333
1999-01-25,2074.5748148319676
1999-01-26,2080.7228828281673
1999-01-27,2085.2408832841165
1999-01-28,2123.884314533122
1999-01-29,2126.986225459101
1999-02-01,2143.1891999309437
1999-02-02,2126.195285466743
1999-02-03,2100.552296687342
1999-02-04,2082.407302012977
1999-02-05,2084.5031174232495
1999-02-08,2091.6561572054406
1999-02-09,2047.7380294409263
1999-02-10,2026.0528837759964
1999-02-11,2053.1357485821313
1999-02-12,2039.2911617423024
1999-02-15,2036.914379847915
1999-02-16,2022.3855009179185
1999-02-17,2004.304550274035
1999-02-18,2015.9961263706873
1999-02-19,2029.362269780898
1999-02-22,2035.7308653294335
1999-02-23,2044.94074257849
1999-02-24,2037.3630804842746
1999-02-25,2031.8850512644462
1999-02-26,1996.8422787821144
1999-03-01,1968.9684838270316
1999-03-02,1976.9730013844062
1999-03-03,1956.100826545598
1999-03-04,1983.3364926054012
1999-03-05,2036.939427863313
1999-03-08,2038.219282856125
1999-03-09,2030.5766877620576
1999-03-10,2047.9618136580536
1999-03-11,2059.464781336837
1999-03-12,2070.8583010081998
1999-03-15,2074.9209295147502
1999-03-16,2084.475807219539
1999-03-17,2096.9110795807483
1999-03-18,2089.0923935082833
1999-03-19,2106.35442049505
1999-03-22,2090.747509111367
1999-03-23,2036.1518391652617
1999-03-24,2031.1310099744255
1999-03-25,2059.502575345338
1999-03-26,2030.6959210050434
1999-03-29,2047.114946038303
1999-03-30,2055.862901484794
1999-03-31,2080.9086781270407
1999-04-01,2090.788112102723
1999-04-02,2086.14685837378
1999-04-05,2073.480103405207
1999-04-06,2112.8784080531373
1999-04-07,2122.812781426832
1999-04-08,2121.217465378567
1999-04-09,2120.2603624779213
1999-04-12,2138.090708300187
1999-04-13,2136.5073068822903
1999-04-14,2131.9826189177647
1999-04-15,2109.3809959108553
1999-04-16,2115.241244051412
1999-04-19,2132.151913395956
1999-04-20,2090.6939095877233
1999-04-21,2091.7750425347613
1999-04-22,2083.9558381021607
1999-04-23,2081.415273693468
1999-04-26,2089.3269763767025
1999-04-27,2147.7251639131327
1999-04-28,2137.3910932132403
1999-04-29,2135.5024326358393
1999-04-30,2152.513459399732
1999-05-03,2167.804621206755
1999-05-04,2184.3651858103544
1999-05-05,2157.6697019036155
1999-05-06,2168.7224134237863
1999-05-07,2152.91253345715
1999-05-10,2178.2180048090154
1999-05-11,2164.2056933500103
1999-05-12,2154.8907807854694
1999-05-13,2170.67843414818
1999-05-14,2150.5510771320623
1999-05-17,2102.8205060816726
1999-05-18,2126.5214145195823
1999-05-19,2155.525282050169
1999-05-20,2172.878743931346
1999-05-21,2155.894604457139
1999-05-24,2159.468869586977
1999-05-25,2149.2846194032268
1999-05-26,2122.2603152263328
1999-05-27,2092.435415572328
1999-05-28,2088.396381377845
1999-05-31,2099.665562088961
1999-06-01,2096.836354299702
1999-06-02,2073.387594199062
1999-06-03,2090.414548444137
1999-06-04,2074.796058821381
1999-06-07,2099.989593839892
1999-06-08,2134.767240718961
1999-06-09,2147.748456400771
1999-06-10,2144.3694537254664
1999-06-11,2149.4402781074327
1999-06-14,2129.6405323523254
1999-06-15,2149.7154504900186
1999-06-16,2154.476493805617
1999-06-17,2165.713812091578
1999-06-18,2195.9270131972726
1999-06-21,2177.5102709677135
1999-06-22,2158.8587194173215
1999-06-23,2142.733412788688
1999-06-24,2127.7157151190368
1999-06-25,2140.8285622897497
1999-06-28,2135.544601829672
1999-06-29,2147.9769019977107
1999-06-30,2159.183420876675
1999-07-01,2180.888940314242
1999-07-02,2174.088118572935
1999-07-05,2218.70827418622
1999-07-06,2217.1880905873413
1999-07-07,2202.8863533149356
1999-07-08,2180.3061598238955
1999-07-09,2191.6156987791237
1999-07-12,2186.647814022785
1999-07-13,2163.9382864284153
1999-07-14,2169.784182874879
1999-07-15,2213.6659737414793
1999-07-16,2206.944847001767
1999-07-19,2182.030210525446
1999-07-20,2198.0646098684406
1999-07-21,2195.2621958540994
1999-07-22,2181.7911923627134
1999-07-23,2161.045963860549
1999-07-26,2174.0846459656864
1999-07-27,2184.050579343472
1999-07-28,2182.5033451283743
1999-07-29,2166.8431218902124
1999-07-30,2202.0302262000682
1999-08-02,2191.8115285448184
1999-08-03,2184.1317135266563
1999-08-04,2194.174951270797
1999-08-05,2168.67142267332
1999-08-06,2158.4545443934026
1999-08-09,2176.6168792197195
1999-08-10,2164.539937274937
1999-08-11,2160.236872357429
1999-08-12,2205.1254030576174
1999-08-13,2224.52477979807
1999-08-16,2230.0033091513533
1999-08-17,2227.588342162392
1999-08-18,2238.6602330692467
1999-08-19,2225.760231757885
1999-08-20,2252.96185700713
1999-08-23,2239.391955704598
1999-08-24,2255.275792488954
1999-08-25,2284.929539417145
1999-08-26,2276.7587016932866
1999-08-27,2286.053713311799
1999-08-30,2282.9677954870804
1999-08-31,2269.115750649497
1999-09-01,2304.069305722572
1999-09-02,2291.863563597243
1999-09-03,2318.221491400502
1999-09-06,2317.584952776962
1999-09-07,2327.3487055470296
1999-09-08,2329.7029785600066
1999-09-09,2343.600294326145
1999-09-10,2339.7589281927103
1999-09-13,2307.646798842319
1999-09-14,2314.625285417691
1999-09-15,2287.474084920893
1999-09-16,2278.4209581336554
1999-09-17,2269.9772662508817
1999-09-20,2284.3315217371087
1999-09-21,2262.927330720725
1999-09-22,2251.960241609711
1999-09-23,2245.953003818361
1999-09-24,2227.1166151830944
1999-09-27,2250.4935021809147
1999-09-28,2243.545891340842
1999-09-29,2256.3343640305766
1999-09-30,2300.010792335132
1999-10-01,2297.3527059016337
1999-10-04,2320.616035803383
1999-10-05,2324.102079955946
1999-10-06,2344.003567687417
1999-10-07,2368.8505965127306
1999-10-08,2332.077028051196
1999-10-11,2326.458475385819
1999-10-12,2322.66339850283
1999-10-13,2315.9181828586293
1999-10-14,2318.1499522631284
1999-10-15,2302.73612987139
1999-10-18,2284.869548838037
1999-10-19,2318.1154707237292
1999-10-20,2310.718780114884
1999-10-21,2329.336997104462
1999-10-22,2340.907098837445
1999-10-25,2336.837404354563
1999-10-26,2343.1736850515426
1999-10-27,2323.4129276297062
1999-10-28,2347.7009373231745
1999-10-29,2401.21298963247
1999-11-01,2397.100736760258
1999-11-02,2398.8863958957836
1999-11-03,2403.9724688843585
1999-11-04,2404.6719129210646
1999-11-05,2400.0049508956413
1999-11-08,2398.6354085045
1999-11-09,2407.232667140193
1999-11-10,2447.3012656800906
1999-11-11,2479.983372880406
1999-11-12,2462.277281696258
1999-11-15,2473.5484145172672
1999-11-16,2477.0856971001895
1999-11-17,2493.4385620818503
1999-11-18,2500.2972993967287
1999-11-19,2507.243077986338
1999-11-22,2464.5091885394722
1999-11-23,2460.39908415718
1999-11-24,2445.632366258039
1999-11-25,2508.4561461657763
1999-11-26,2512.022838991121
1999-11-29,2491.572749808987
1999-11-30,2470.9343164355882
1999-12-01,2488.2708170469223
1999-12-02,2478.3715244273394
1999-12-03,2511.4655723360192
1999-12-06,2577.544142129698
1999-12-07,2587.805628967999
1999-12-08,2585.1359735398996
1999-12-09,2588.562289550144
1999-12-10,2572.1189685956056
1999-12-13,2575.5948326304597
1999-12-14,2575.9587605508887
1999-12-15,2571.250747556444
1999-12-16,2616.2308238445853
1999-12-17,2568.9074077449222
1999-12-20,2568.5757167862516
1999-12-21,2563.3876957194093
1999-12-22,2590.84067646919
1999-12-23,2644.2419699061693
1999-12-24,2693.6498163645256
1999-12-27,2675.287631538764
1999-12-28,2667.1120907671284
1999-12-29,2666.7951518252803
1999-12-30,2701.2212538778795
1999-12-31,2701.2212538778795
2000-01-03,2726.8071739249585
2000-01-04,2675.1422400867973
2000-01-05,2619.347495079752
2000-01-06,2620.292974806344
2000-01-07,2641.365156691077
2000-01-10,2677.430191910059
2000-01-11,2660.590288647468
2000-01-12,2642.180427921557
2000-01-13,2665.845147786606
2000-01-14,2683.1241918362443
2000-01-17,2687.1477332797463
2000-01-18,2615.512935357689
2000-01-19,2615.844406485152
2000-01-20,2627.2025525757736
2000-01-21,2596.806634331517
2000-01-24,2581.911375710266
2000-01-25,2556.8234001252627
2000-01-26,2555.2610428512003
2000-01-27,2538.8557569799527
2000-01-28,2534.5796201071885
2000-01-31,2503.756452323646
2000-02-01,2526.5617212592165
2000-02-02,2593.635400505347
2000-02-03,2697.5099497459632
2000-02-04,2717.009216570859
2000-02-07,2690.751627693606
2000-02-08,2743.8850258660627
2000-02-09,2727.539287246541
2000-02-10,2692.4265469196635
2000-02-11,2718.708891748763
2000-02-14,2695.5385411154084
2000-02-15,2654.0187687229436
2000-02-16,2649.3808055496365
2000-02-17,2698.8859412561155
2000-02-18,2655.2757740294996
2000-02-21,2615.6250847548017
2000-02-22,2668.9748225499784
2000-02-23,2689.57512393679
2000-02-24,2689.3211698772843
2000-02-25,2667.793193977891
2000-02-28,2607.962961212427
2000-02-29,2625.2192755350593
2000-03-01,2671.864395930916
2000-03-02,2733.2627239639155
2000-03-03,2733.7205727106143
2000-03-06,2760.36087704556
2000-03-07,2712.2046048999614
2000-03-08,2674.1198736701467
2000-03-09,2717.1098542875975
2000-03-10,2725.7237672766914
2000-03-13,2671.4866903704174
2000-03-14,2678.670622790099
2000-03-15,2644.99289332096
2000-03-16,2711.6194189517128
2000-03-17,2712.909642170188
2000-03-20,2720.150108191815
2000-03-21,2714.2348477425467
2000-03-22,2676.9322918638504
2000-03-23,2686.750092632729
2000-03-24,2717.5277794486715
2000-03-27,2750.3100010200264
2000-03-28,2765.9063779434728
2000-03-29,2725.744090306346
2000-03-30,2679.639557215827
2000-03-31,2679.398331651184
2000-04-03,2630.5081444185566
2000-04-04,2692.961159211156
2000-04-05,2643.1440160567054
2000-04-06,2677.254901812834
2000-04-07,2704.2350682686806
2000-04-10,2721.834285286184
2000-04-11,2709.9569978678296
2000-04-12,2687.8588804806855
2000-04-13,2693.443911320117
2000-04-14,2629.1982844665704
2000-04-17,2607.98943662604
