Date,JAPAN VALUE WEIGHTED
1997-10-21,652.8667382
1997-10-22,662.9417978
1997-10-23,641.9429313
1997-10-24,641.3014977
1997-10-27,630.7042053
1997-10-28,619.0582338
1997-10-29,632.9737322
1997-10-30,619.3068354
1997-10-31,618.523523
1997-11-03,615.8607841
1997-11-04,613.9148965
1997-11-05,606.256338
1997-11-06,605.1473778
1997-11-07,582.026531
1997-11-10,571.4133478
1997-11-11,573.8794291
1997-11-12,557.5088372
1997-11-13,556.6654853
1997-11-14,541.1761325
1997-11-17,582.43333
1997-11-18,594.2134692
1997-11-19,561.0628002
1997-11-20,570.3102871
1997-11-21,589.904971
1997-11-24,585.5989253
1997-11-25,552.6607362
1997-11-26,553.4524893
1997-11-27,568.8103002
1997-11-28,570.3849901
1997-12-01,576.03889
1997-12-02,576.529674
1997-12-03,569.1005035
1997-12-04,554.5711232
1997-12-05,553.3990878
1997-12-08,542.351421
1997-12-09,558.7301617
1997-12-10,558.7331261
1997-12-11,542.4731633
1997-12-12,534.3318697
1997-12-15,533.9586059
1997-12-16,534.0009928
1997-12-17,562.9724932
1997-12-18,550.8101458
1997-12-19,527.0093707
1997-12-22,504.455862
1997-12-23,506.1640395
1997-12-24,509.150671
1997-12-25,509.2432335
1997-12-26,511.4831138
1997-12-29,515.5216599
1997-12-30,530.9880574
1997-12-31,529.8241921
1998-01-01,529.8241921
1998-01-02,520.6150812
1998-01-05,510.7149652
1998-01-06,508.8755583
1998-01-07,517.0331039
1998-01-08,513.3476612
1998-01-09,511.4995686
1998-01-12,494.3187077
1998-01-13,499.0454245
1998-01-14,513.3198246
1998-01-15,517.4896382
1998-01-16,547.9291431
1998-01-19,563.1510148
1998-01-20,562.9417605
1998-01-21,576.6214444
1998-01-22,576.4476613
1998-01-23,588.3907654
1998-01-26,611.2567247
1998-01-27,615.9986864
1998-01-28,618.4331753
1998-01-29,612.0840515
1998-01-30,595.2312094
1998-02-02,593.1518612
1998-02-03,605.043563
1998-02-04,611.9935861
1998-02-05,619.6503655
1998-02-06,621.0697483
1998-02-09,627.2492314
1998-02-10,634.9439525
1998-02-11,633.9679849
1998-02-12,632.9332873
1998-02-13,614.2778841
1998-02-16,606.5201747
1998-02-17,602.1980773
1998-02-18,596.8800981
1998-02-19,597.5361583
1998-02-20,594.1666564
1998-02-23,588.5282616
1998-02-24,578.2920134
1998-02-25,577.711682
1998-02-26,585.1761918
1998-02-27,603.778317
1998-03-02,621.9216519
1998-03-03,618.0358649
1998-03-04,612.4557997
1998-03-05,600.4055644
1998-03-06,606.8615852
1998-03-09,601.9986525
1998-03-10,601.6113305
1998-03-11,587.3536391
1998-03-12,580.2884121
1998-03-13,598.2805066
1998-03-16,587.0126885
1998-03-17,589.3894389
1998-03-18,576.5039631
1998-03-19,574.070086
1998-03-20,576.3914975
1998-03-23,574.8335936
1998-03-24,567.6501951
1998-03-25,572.801537
1998-03-26,589.8282048
1998-03-27,581.0828
1998-03-30,563.2148876
1998-03-31,563.2235611
1998-04-01,552.5027662
1998-04-02,532.6560632
1998-04-03,526.2435721
1998-04-06,534.8591088
1998-04-07,545.2781409
1998-04-08,563.2813284
1998-04-09,581.2555445
1998-04-10,579.1831992
1998-04-13,577.3202562
1998-04-14,576.7766056
1998-04-15,577.2415809
1998-04-16,554.3249968
1998-04-17,553.1343004
1998-04-20,550.1179767
1998-04-21,557.3395471
1998-04-22,558.0441019
1998-04-23,562.9813182
1998-04-24,568.214522
1998-04-27,551.3396653
1998-04-28,544.3971228
1998-04-29,545.6762127
1998-04-30,556.6388532
1998-05-01,549.1038083
1998-05-04,548.5266288
1998-05-05,554.5640023
1998-05-06,542.0202511
1998-05-07,535.5546275
1998-05-08,536.4165576
1998-05-11,544.4532723
1998-05-12,539.7559189
1998-05-13,540.3800015
1998-05-14,540.3202587
1998-05-15,540.1787145
1998-05-18,534.0690015
1998-05-19,539.1773896
1998-05-20,541.5783838
1998-05-21,548.0899875
1998-05-22,546.0881653
1998-05-25,538.6408651
1998-05-26,537.6546149
1998-05-27,533.9151086
1998-05-28,531.0651818
1998-05-29,527.0890955
1998-06-01,512.0791008
1998-06-02,523.100077
1998-06-03,521.9382757
1998-06-04,523.6799641
1998-06-05,516.6015465
1998-06-08,511.9055495
1998-06-09,517.4698005
1998-06-10,509.2771822
1998-06-11,495.4461682
1998-06-12,489.0161121
1998-06-15,475.7371115
1998-06-16,478.5409834
1998-06-17,500.9789901
1998-06-18,524.8960151
1998-06-19,532.6854457
1998-06-22,517.3410224
1998-06-23,507.114734
1998-06-24,504.6784021
1998-06-25,503.4775029
1998-06-26,499.3305793
1998-06-29,509.3478032
1998-06-30,535.7762748
1998-07-01,555.701406
1998-07-02,545.3159836
1998-07-03,550.05169
1998-07-06,541.1484863
1998-07-07,549.7375183
1998-07-08,546.4735522
1998-07-09,537.6716124
1998-07-10,529.0504828
1998-07-13,536.5208424
1998-07-14,546.0590129
1998-07-15,547.406462
1998-07-16,552.1889558
1998-07-17,551.3023154
1998-07-20,553.8615295
1998-07-21,549.6447101
1998-07-22,537.0575615
1998-07-23,532.2122106
1998-07-24,537.5686135
1998-07-27,520.3880511
1998-07-28,526.1578127
1998-07-29,522.6326054
1998-07-30,525.8469541
1998-07-31,526.8143942
1998-08-03,513.8267414
1998-08-04,510.8818886
1998-08-05,514.4391169
1998-08-06,508.6208598
1998-08-07,503.216666
1998-08-10,493.569642
1998-08-11,483.085653
1998-08-12,483.4720635
1998-08-13,485.7953852
1998-08-14,477.9189974
1998-08-17,471.2699124
1998-08-18,479.9779828
1998-08-19,490.8135557
1998-08-20,495.8882207
1998-08-21,482.9974802
1998-08-24,478.8534674
1998-08-25,477.8153904
1998-08-26,472.2296047
1998-08-27,464.0173658
1998-08-28,449.3027223
1998-08-31,465.9525957
1998-09-01,484.5062589
1998-09-02,484.5017418
1998-09-03,493.1921931
1998-09-04,484.3215365
1998-09-07,512.6939112
1998-09-08,509.9273525
1998-09-09,483.8905709
1998-09-10,492.1566556
1998-09-11,485.0117388
1998-09-14,484.1135385
1998-09-15,485.2075391
1998-09-16,477.8557898
1998-09-17,478.2874758
1998-09-18,477.9773208
1998-09-21,464.0721316
1998-09-22,459.6771239
1998-09-23,455.951971
1998-09-24,471.1714533
1998-09-25,461.2058784
1998-09-28,464.362644
1998-09-29,471.5040574
1998-09-30,452.7045717
1998-10-01,442.8977292
1998-10-02,446.6314525
1998-10-05,438.8149678
1998-10-06,449.0808723
1998-10-07,507.3823397
1998-10-08,503.4260724
1998-10-09,502.9396226
1998-10-12,519.6972853
1998-10-13,500.8509449
1998-10-14,494.943789
1998-10-15,498.8850291
1998-10-16,520.0313066
1998-10-19,534.4182635
1998-10-20,532.0697258
1998-10-21,549.7049744
1998-10-22,550.0881219
1998-10-23,543.6636237
1998-10-26,531.7053005
1998-10-27,527.9518464
1998-10-28,521.0150452
1998-10-29,530.7537157
1998-10-30,531.3859955
1998-11-02,557.7645624
1998-11-03,555.8051172
1998-11-04,574.8379487
1998-11-05,571.1892501
1998-11-06,554.6476654
1998-11-09,538.6754762
1998-11-10,529.7670931
1998-11-11,543.3935505
1998-11-12,526.0883916
1998-11-13,538.4799624
1998-11-16,554.472431
1998-11-17,550.5992294
1998-11-18,551.7642167
1998-11-19,557.8183508
1998-11-20,567.7717907
1998-11-23,564.2991803
1998-11-24,580.4343991
1998-11-25,571.3117442
1998-11-26,574.2256646
1998-11-27,567.68844
1998-11-30,556.6531377
1998-12-01,561.839061
1998-12-02,570.7821711
1998-12-03,569.7390744
1998-12-04,566.9650618
1998-12-07,563.0465457
1998-12-08,567.7558567
1998-12-09,582.4363377
1998-12-10,584.396522
1998-12-11,573.8373491
1998-12-14,571.5379155
1998-12-15,560.2177367
1998-12-16,564.6381406
1998-12-17,563.3746986
1998-12-18,570.7103333
1998-12-21,567.0411957
1998-12-22,552.0656998
1998-12-23,556.8271445
1998-12-24,552.2082444
1998-12-25,557.4763105
1998-12-28,557.9479372
1998-12-29,566.3846601
1998-12-30,566.7559183
1998-12-31,576.3777056
1999-01-01,576.3777056
1999-01-04,564.553146
1999-01-05,560.8643921
1999-01-06,561.9107539
1999-01-07,575.2550572
1999-01-08,567.3817246
1999-01-11,577.5557789
1999-01-12,564.7042331
1999-01-13,556.4966123
1999-01-14,565.9560674
1999-01-15,563.395855
1999-01-18,564.0335097
1999-01-19,564.2764737
1999-01-20,573.963285
1999-01-21,583.1852986
1999-01-22,574.1086231
1999-01-25,576.6357827
1999-01-26,582.3001743
1999-01-27,578.9320005
1999-01-28,572.0972053
1999-01-29,581.0989174
1999-02-01,582.5529791
1999-02-02,592.5435206
1999-02-03,584.9607688
1999-02-04,581.6048632
1999-02-05,574.3212597
1999-02-08,574.4149802
1999-02-09,567.306689
1999-02-10,565.6151988
1999-02-11,566.7038719
1999-02-12,570.986219
1999-02-15,568.4473785
1999-02-16,559.3261584
1999-02-17,553.7939984
1999-02-18,548.6639114
1999-02-19,544.7502281
1999-02-22,553.1615842
1999-02-23,553.6858799
1999-02-24,550.9899968
1999-02-25,562.131378
1999-02-26,566.9003474
1999-03-01,558.6095323
1999-03-02,545.8828999
1999-03-03,545.200869
1999-03-04,538.33693
1999-03-05,564.9303742
1999-03-08,567.2238961
1999-03-09,578.7364445
1999-03-10,601.243518
1999-03-11,603.5663282
1999-03-12,608.9951068
1999-03-15,626.1177929
1999-03-16,641.2223077
1999-03-17,649.319635
1999-03-18,635.038904
1999-03-19,657.2053211
1999-03-22,652.7191829
1999-03-23,649.3174694
1999-03-24,632.696625
1999-03-25,643.0398296
1999-03-26,643.7343693
1999-03-29,643.9017394
1999-03-30,639.7069387
1999-03-31,651.8986215
1999-04-01,663.8857329
1999-04-02,659.8749577
1999-04-05,654.3300023
1999-04-06,669.9407294
1999-04-07,670.0450411
1999-04-08,680.8531512
1999-04-09,676.6878358
1999-04-12,666.9769023
1999-04-13,674.9760062
1999-04-14,689.8197263
1999-04-15,683.4399898
1999-04-16,694.6961141
1999-04-19,693.0477482
1999-04-20,689.458287
1999-04-21,670.4570546
1999-04-22,671.6535166
1999-04-23,682.596924
1999-04-26,688.0646068
1999-04-27,686.5531591
1999-04-28,691.2122232
1999-04-29,691.3862956
1999-04-30,682.9978026
1999-05-03,678.6766511
1999-05-04,674.1588746
1999-05-05,673.4905634
1999-05-06,700.5555977
1999-05-07,694.7357817
1999-05-10,696.6346058
1999-05-11,683.725166
1999-05-12,684.9748417
1999-05-13,675.2771055
1999-05-14,669.1421705
1999-05-17,648.8732907
1999-05-18,650.8826693
1999-05-19,630.001913
1999-05-20,632.6068706
1999-05-21,637.5490464
1999-05-24,640.7652596
1999-05-25,640.9438554
1999-05-26,644.5598876
1999-05-27,644.0661037
1999-05-28,646.8044966
1999-05-31,642.9529942
1999-06-01,659.8175842
1999-06-02,663.2765089
1999-06-03,651.6691106
1999-06-04,650.767594
1999-06-07,660.2632433
1999-06-08,672.8584194
1999-06-09,680.1311321
1999-06-10,694.455124
1999-06-11,707.3888388
1999-06-14,693.6492197
1999-06-15,696.4408543
1999-06-16,695.792183
1999-06-17,707.5653174
1999-06-18,699.2085005
1999-06-21,699.1745605
1999-06-22,704.7465022
1999-06-23,693.6417617
1999-06-24,694.2864881
1999-06-25,693.5221604
1999-06-28,699.8235852
1999-06-29,706.79402
1999-06-30,701.3939673
1999-07-01,715.9868655
1999-07-02,719.1625047
1999-07-05,721.8354071
1999-07-06,718.3288667
1999-07-07,718.3112478
1999-07-08,714.2379973
1999-07-09,715.7788685
1999-07-12,723.4428803
1999-07-13,728.206778
1999-07-14,739.9379405
1999-07-15,748.006166
1999-07-16,741.6243308
1999-07-19,756.6225983
1999-07-20,755.7032127
1999-07-21,753.2135537
1999-07-22,738.1160284
1999-07-23,731.4321109
1999-07-26,731.5354838
1999-07-27,730.1620886
1999-07-28,741.1791559
1999-07-29,756.7178213
1999-07-30,767.5453318
1999-08-02,760.7363519
1999-08-03,763.7265867
1999-08-04,756.5534954
1999-08-05,747.9071712
1999-08-06,735.9737514
1999-08-09,730.3638611
1999-08-10,734.8333782
1999-08-11,727.3600052
1999-08-12,736.2441404
1999-08-13,735.71671
1999-08-16,756.2944482
1999-08-17,762.1069511
1999-08-18,772.5835695
1999-08-19,774.0646806
1999-08-20,789.5829693
1999-08-23,798.4759811
1999-08-24,791.7550867
1999-08-25,784.4527405
1999-08-26,770.3211027
1999-08-27,766.8353924
1999-08-30,781.4411672
1999-08-31,762.9464699
1999-09-01,791.1508478
1999-09-02,795.4925959
1999-09-03,787.0678359
1999-09-06,797.1335906
1999-09-07,783.101643
1999-09-08,780.5020609
1999-09-09,801.1567487
1999-09-10,800.8516585
1999-09-13,825.7896687
1999-09-14,826.9084026
1999-09-15,835.2710211
1999-09-16,816.7826933
1999-09-17,805.8005516
1999-09-20,814.1815497
1999-09-21,840.6509447
1999-09-22,816.2340418
1999-09-23,814.7823662
1999-09-24,791.8498017
1999-09-27,777.6157936
1999-09-28,798.4655442
1999-09-29,790.0354016
1999-09-30,814.3101447
1999-10-01,825.7117088
1999-10-04,816.9837354
1999-10-05,808.9440353
1999-10-06,808.9192206
1999-10-07,814.0337478
1999-10-08,819.2372428
1999-10-11,824.3418835
1999-10-12,831.8081439
1999-10-13,814.3874752
1999-10-14,824.5003508
1999-10-15,822.0302946
1999-10-18,802.0619331
1999-10-19,802.7311496
1999-10-20,814.3914468
1999-10-21,811.3424492
1999-10-22,815.9161682
1999-10-25,828.3346451
1999-10-26,834.0321566
1999-10-27,829.3556147
1999-10-28,822.2084204
1999-10-29,849.3678387
1999-11-01,846.9042591
1999-11-02,852.45902
1999-11-03,845.0325707
1999-11-04,860.1469663
1999-11-05,845.3011612
1999-11-08,839.7180382
1999-11-09,842.783325
1999-11-10,855.6542271
1999-11-11,842.8599343
1999-11-12,842.0321992
1999-11-15,834.3773895
1999-11-16,828.1840385
1999-11-17,846.3677387
1999-11-18,859.3929498
1999-11-19,863.8990017
1999-11-22,877.3202252
1999-11-23,882.7539832
1999-11-24,873.8536276
1999-11-25,864.3807681
1999-11-26,889.16284
1999-11-29,889.5890948
1999-11-30,867.7837302
1999-12-01,871.0949868
1999-12-02,875.5473277
1999-12-03,872.2990407
1999-12-06,865.6055202
1999-12-07,872.9958346
1999-12-08,858.2346476
1999-12-09,859.1049698
1999-12-10,867.9933242
1999-12-13,855.5243409
1999-12-14,850.6124839
1999-12-15,852.8157759
1999-12-16,852.5604409
1999-12-17,857.0040566
1999-12-20,859.4681317
1999-12-21,859.0520175
1999-12-22,873.3585304
1999-12-23,871.1712742
1999-12-24,865.4941832
1999-12-27,861.040625
1999-12-28,872.60155
1999-12-29,873.1968463
1999-12-30,875.8111466
1999-12-31,875.8111466
2000-01-03,883.71106
2000-01-04,870.3368795
2000-01-05,851.2892439
2000-01-06,823.3078245
2000-01-07,827.1851777
2000-01-10,827.9310615
2000-01-11,849.0456056
2000-01-12,840.8971143
2000-01-13,847.4016054
2000-01-14,856.9493266
2000-01-17,879.7661003
2000-01-18,867.8031272
2000-01-19,851.8427003
2000-01-20,857.0777358
2000-01-21,860.842067
2000-01-24,859.101194
2000-01-25,845.860572
2000-01-26,853.352711
2000-01-27,861.6921488
2000-01-28,863.048341
2000-01-31,860.5964317
2000-02-01,845.8090836
2000-02-02,850.2271946
2000-02-03,855.9183464
2000-02-04,865.2037589
2000-02-07,860.9823994
2000-02-08,843.987155
2000-02-09,848.6311095
2000-02-10,843.3614136
2000-02-11,840.2640941
2000-02-14,830.1408173
2000-02-15,809.9678823
2000-02-16,807.7827156
2000-02-17,812.9629191
2000-02-18,807.4297688
2000-02-21,785.8294267
2000-02-22,781.6115474
2000-02-23,790.3435896
2000-02-24,796.5544199
2000-02-25,808.342843
2000-02-28,815.1298827
2000-02-29,809.1594639
2000-03-01,832.9025454
2000-03-02,829.6482348
2000-03-03,824.5303676
2000-03-06,819.5966951
2000-03-07,834.399647
2000-03-08,826.6622994
2000-03-09,830.8981404
2000-03-10,838.4413895
2000-03-13,828.0373259
2000-03-14,828.2772851
2000-03-15,818.3674349
2000-03-16,833.9486643
2000-03-17,841.4872169
2000-03-20,837.6976229
2000-03-21,830.9014909
2000-03-22,823.4502764
2000-03-23,825.5582329
2000-03-24,833.6490366
2000-03-27,852.7080222
2000-03-28,872.8460998
2000-03-29,898.2847479
2000-03-30,883.7319757
2000-03-31,909.8182765
2000-04-03,911.5442475
2000-04-04,904.3541906
2000-04-05,908.1243378
2000-04-06,895.7400283
2000-04-07,892.9688764
2000-04-10,893.7942902
2000-04-11,888.0258128
2000-04-12,907.9442061
2000-04-13,897.8954918
2000-04-14,903.5571755
2000-04-17,864.7437226
2000-04-18,883.1467382
2000-04-19,884.8677651
2000-04-20,880.733584
2000-04-21,866.009506
2000-04-24,891.9103938
2000-04-25,890.7211971
2000-04-26,878.7535261
2000-04-27,870.4711511
2000-04-28,856.4361584
2000-05-01,870.3835613
2000-05-02,875.5283103
2000-05-03,874.0833454
2000-05-04,882.2534823
2000-05-05,877.7855536
2000-05-08,877.6282086
2000-05-09,865.3431967
2000-05-10,866.100464
2000-05-11,851.9197164
2000-05-12,865.906254
2000-05-15,862.0261656
2000-05-16,861.0960343
2000-05-17,857.1446625
2000-05-18,856.9489105
2000-05-19,867.2668718
2000-05-22,847.5586416
2000-05-23,854.6553225
2000-05-24,848.9900779
2000-05-25,849.7143851
2000-05-26,847.3619813
2000-05-29,849.7355317
2000-05-30,854.1547342
2000-05-31,839.7902869
2000-06-01,842.9393188
2000-06-02,851.5417004
2000-06-05,873.8712804
2000-06-06,885.6760646
2000-06-07,882.9739948
2000-06-08,878.7081355
2000-06-09,877.6878267
2000-06-12,882.8270066
2000-06-13,879.5204903
2000-06-14,867.1151727
2000-06-15,850.4302332
2000-06-16,854.9778752
2000-06-19,870.7283335
2000-06-20,883.2581711
2000-06-21,896.0594068
2000-06-22,900.4257737
2000-06-23,896.358542
2000-06-26,883.7934455
2000-06-27,902.3762481
2000-06-28,909.8025069
2000-06-29,921.521937
2000-06-30,919.5213159
2000-07-03,927.0321277
2000-07-04,926.5619801
2000-07-05,915.3928732
2000-07-06,907.3121138
2000-07-07,907.5664491
2000-07-10,921.692903
2000-07-11,921.1937685
2000-07-12,908.8020938
2000-07-13,889.8295946
2000-07-14,891.7767105
2000-07-17,885.2131528
2000-07-18,869.6977242
2000-07-19,864.7255125
2000-07-20,864.1658713
2000-07-21,848.1229047
2000-07-24,842.6727279
2000-07-25,842.2504447
2000-07-26,838.9382353
2000-07-27,827.5472105
2000-07-28,815.9780563
2000-07-31,817.3567337
2000-08-01,829.3059825
2000-08-02,833.452471
2000-08-03,830.6391697
2000-08-04,826.7140176
2000-08-07,835.6358169
2000-08-08,829.2648614
2000-08-09,841.8072105
2000-08-10,834.1831795
2000-08-11,841.0705995
2000-08-14,831.395788
2000-08-15,835.7522205
2000-08-16,836.3952752
2000-08-17,827.5136634
2000-08-18,834.0899751
2000-08-21,824.6941315
2000-08-22,839.8169059
2000-08-23,850.8124763
2000-08-24,855.370274
2000-08-25,863.1757738
2000-08-28,867.1438623
2000-08-29,867.2367878
2000-08-30,854.9315591
2000-08-31,848.2225585
2000-09-01,855.917313
2000-09-04,853.0379428
2000-09-05,844.2840345
2000-09-06,835.3389211
2000-09-07,843.5948088
2000-09-08,845.1048491
2000-09-11,830.1733355
2000-09-12,819.4823457
2000-09-13,824.492096
2000-09-14,822.5955856
2000-09-15,823.1712298
2000-09-18,828.6121663
2000-09-19,833.0726749
2000-09-20,848.797163
2000-09-21,843.0576873
2000-09-22,817.0312152
2000-09-25,826.2336332
2000-09-26,826.3862695
2000-09-27,809.5457429
2000-09-28,812.8322134
2000-09-29,826.402355
2000-10-02,833.3021526
2000-10-03,840.4961633
2000-10-04,840.6223598
2000-10-05,839.2134266
2000-10-06,839.6023689
2000-10-09,838.5229903
2000-10-10,838.8036343
2000-10-11,830.6328974
2000-10-12,828.2189387
2000-10-13,820.5065184
2000-10-16,818.3229631
2000-10-17,813.015754
2000-10-18,801.9902905
2000-10-19,798.9411964
2000-10-20,804.7020118
2000-10-23,801.7003301
2000-10-24,802.4635626
2000-10-25,800.3720351
2000-10-26,800.6784723
2000-10-27,800.5315065
2000-10-30,793.2775093
2000-10-31,794.8688667
2000-11-01,813.0757153
2000-11-02,818.2755572
2000-11-03,825.8193745
2000-11-06,836.8170973
2000-11-07,832.9220073
2000-11-08,829.7880423
2000-11-09,817.6982264
2000-11-10,811.4646553
2000-11-13,803.0178701
2000-11-14,797.1185362
2000-11-15,797.3124328
2000-11-16,783.6484171
2000-11-17,783.8321303
2000-11-20,776.9961933
2000-11-21,766.62721
2000-11-22,763.5562965
2000-11-23,762.2070125
2000-11-24,757.2404597
2000-11-27,769.0293219
2000-11-28,771.8630801
2000-11-29,762.4431237
2000-11-30,773.9433531
2000-12-01,782.7886448
2000-12-04,785.0601696
2000-12-05,773.7850566
2000-12-06,779.1615463
2000-12-07,767.3439177
2000-12-08,764.8767219
2000-12-11,783.9052045
2000-12-12,783.6968862
2000-12-13,780.2491641
2000-12-14,774.2397929
2000-12-15,762.0153768
2000-12-18,760.6678223
2000-12-19,745.9541411
2000-12-20,738.9070324
2000-12-21,728.0964509
2000-12-22,724.6820594
2000-12-25,746.5904984
2000-12-26,740.9206168
2000-12-27,737.4044837
2000-12-28,734.349821
2000-12-29,737.591857
2001-01-01,737.591857
2001-01-02,735.6914281
2001-01-03,736.3989165
2001-01-04,725.5925335
2001-01-05,728.62687
2001-01-08,728.4700951
2001-01-09,713.1707267
2001-01-10,708.0071796
