Date,SWITZERLAND VALUE WEIGHTED
1997-10-03,2039.5004742233928
1997-10-06,2028.9778015290174
1997-10-07,2027.4832788430974
1997-10-08,2032.249784829715
1997-10-09,1985.0896242348497
1997-10-10,1959.8259511880879
1997-10-13,1985.0417474422572
1997-10-14,1995.0421507443505
1997-10-15,1995.261169017325
1997-10-16,1997.6220560495753
1997-10-17,1954.1632021519217
1997-10-20,1964.8177590700793
1997-10-21,1972.4250073903222
1997-10-22,1960.9360426518351
1997-10-23,1912.2744322786568
1997-10-24,1921.3265870394778
1997-10-27,1890.1603844746485
1997-10-28,1867.4259972725267
1997-10-29,1899.8157380431205
1997-10-30,1896.8993202655363
1997-10-31,1938.4953448086533
1997-11-03,1948.877994638066
1997-11-04,1953.8649088875989
1997-11-05,1971.0754365383625
1997-11-06,1956.503239363029
1997-11-07,1938.2844046850842
1997-11-10,1946.039126794628
1997-11-11,1953.7762477943702
1997-11-12,1923.7375659024763
1997-11-13,1919.3067417253558
1997-11-14,1922.4109035116956
1997-11-17,1953.022018109047
1997-11-18,1964.71347697685
1997-11-19,1965.635421291617
1997-11-20,1993.7135348585798
1997-11-21,1995.8855465799707
1997-11-24,1996.9305018028606
1997-11-25,1999.4927251081524
1997-11-26,2012.390641494376
1997-11-27,2012.3826187256416
1997-11-28,2008.2163476490969
1997-12-01,2030.5583722443457
1997-12-02,2044.254256577282
1997-12-03,2056.754247539346
1997-12-04,2065.921481757498
1997-12-05,2068.7428466487454
1997-12-08,2081.2682780656405
1997-12-09,2068.403041674689
1997-12-10,2077.2041252431477
1997-12-11,2070.480559772252
1997-12-12,2078.2842159945094
1997-12-15,2069.8262094326606
1997-12-16,2083.8331825825176
1997-12-17,2110.020816564822
1997-12-18,2112.7947313188174
1997-12-19,2082.3159873948457
1997-12-22,2091.0629114605676
1997-12-23,2098.461135674716
1997-12-24,2100.4259285579683
1997-12-25,2100.4259285579687
1997-12-26,2098.2291366929308
1997-12-29,2127.1673250413364
1997-12-30,2133.1968297433523
1997-12-31,2130.2053247133576
1998-01-01,2130.205324713358
1998-01-02,2117.5026317013007
1998-01-05,2149.3249088672005
1998-01-06,2148.1669413221825
1998-01-07,2146.1834623322634
1998-01-08,2134.9669440332036
1998-01-09,2091.797935672946
1998-01-12,2032.0547843112975
1998-01-13,2065.6868952024947
1998-01-14,2055.4929003047155
1998-01-15,2046.8176038096944
1998-01-16,2076.48793811106
1998-01-19,2093.584405112097
1998-01-20,2111.0624662439845
1998-01-21,2128.79183290768
1998-01-22,2145.042458781117
1998-01-23,2184.0445000965688
1998-01-26,2183.1998486062807
1998-01-27,2191.5208221076764
1998-01-28,2201.4532367532706
1998-01-29,2193.7714957367475
1998-01-30,2206.115900526475
1998-02-02,2237.686038350421
1998-02-03,2256.562166604941
1998-02-04,2272.06137219897
1998-02-05,2318.0169576346884
1998-02-06,2336.8912789654696
1998-02-09,2320.8669871062166
1998-02-10,2330.706974248867
1998-02-11,2349.8220145055834
1998-02-12,2344.9151668961526
1998-02-13,2335.5473740647694
1998-02-16,2342.5008850937484
1998-02-17,2353.3827743281013
1998-02-18,2354.5182704011563
1998-02-19,2342.9634688391484
1998-02-20,2359.4025859083035
1998-02-23,2391.202803795672
1998-02-24,2372.0780447741704
1998-02-25,2390.1704478089036
1998-02-26,2408.6160490465154
1998-02-27,2416.3702577268186
1998-03-02,2462.4934241421474
1998-03-03,2448.0440647969667
1998-03-04,2389.128780992382
1998-03-05,2365.626989611729
1998-03-06,2396.042427007578
1998-03-09,2403.702126009082
1998-03-10,2420.1676579342607
1998-03-11,2431.2381663776314
1998-03-12,2439.8156114647277
1998-03-13,2474.43245019554
1998-03-16,2449.161092621286
1998-03-17,2459.4171303428484
1998-03-18,2404.8693761763116
1998-03-19,2405.0468713537457
1998-03-20,2439.658658646671
1998-03-23,2468.5931974708997
1998-03-24,2495.9803566785463
1998-03-25,2513.5324828942666
1998-03-26,2501.7239431914095
1998-03-27,2528.1455876590903
1998-03-30,2500.819884352596
1998-03-31,2502.1899331123595
1998-04-01,2501.8848176948563
1998-04-02,2514.6449398478517
1998-04-03,2543.8103510989977
1998-04-06,2573.390283226579
1998-04-07,2555.996197167456
1998-04-08,2534.2145627085956
1998-04-09,2553.6046240183314
1998-04-10,2553.6046240183314
1998-04-13,2549.3851847849896
1998-04-14,2593.542820832606
1998-04-15,2587.079040319561
1998-04-16,2526.296280081533
1998-04-17,2525.3841606254364
1998-04-20,2547.002852749084
1998-04-21,2527.131566222553
1998-04-22,2517.3976008237914
1998-04-23,2491.2755636203683
1998-04-24,2475.397511067507
1998-04-27,2418.9886528748207
1998-04-28,2452.407154077487
1998-04-29,2477.8374217855817
1998-04-30,2518.4102024977124
1998-05-01,2532.5087745810188
1998-05-04,2618.50927031736
1998-05-05,2618.6568500871226
1998-05-06,2646.1582769429815
1998-05-07,2633.3232365963117
1998-05-08,2635.2538587720255
1998-05-11,2656.3470164298164
1998-05-12,2643.3663956188516
1998-05-13,2635.739752122002
1998-05-14,2615.3825008782023
1998-05-15,2610.0488219819185
1998-05-18,2547.2398668329315
1998-05-19,2595.2225698441266
1998-05-20,2607.6800191490574
1998-05-21,2626.3660494507467
1998-05-22,2650.776951323946
1998-05-25,2664.2965457933365
1998-05-26,2686.8176553342178
1998-05-27,2655.740075443361
1998-05-28,2644.5607862795755
1998-05-29,2651.7613900581837
1998-06-01,2653.3764575624486
1998-06-02,2651.2240960224544
1998-06-03,2667.694580342716
1998-06-04,2661.147070805071
1998-06-05,2685.9385055757252
1998-06-08,2690.3467848606765
1998-06-09,2678.8506249198317
1998-06-10,2640.6731067898195
1998-06-11,2585.003595790129
1998-06-12,2549.7535741252063
1998-06-15,2496.0303486613793
1998-06-16,2529.7918410893008
1998-06-17,2593.6725386737085
1998-06-18,2561.766306857209
1998-06-19,2579.252269476837
1998-06-22,2565.148686115976
1998-06-23,2591.8243148939428
1998-06-24,2603.0471936270433
1998-06-25,2638.022249035601
1998-06-26,2621.83023947858
1998-06-29,2640.6698371845428
1998-06-30,2658.143014426996
1998-07-01,2691.0965157684172
1998-07-02,2689.748319451648
1998-07-03,2712.455385577106
1998-07-06,2754.112868916676
1998-07-07,2749.391482603081
1998-07-08,2767.51577893402
1998-07-09,2734.7264640452654
1998-07-10,2741.046869099694
1998-07-13,2755.381257114943
1998-07-14,2782.3928300382427
1998-07-15,2777.8143041822796
1998-07-16,2787.602906319836
1998-07-17,2840.969117039671
1998-07-20,2888.0759408075037
1998-07-21,2874.70116850977
1998-07-22,2845.1499960238575
1998-07-23,2810.777864043251
1998-07-24,2830.1465981987308
1998-07-27,2753.24151496418
1998-07-28,2797.975986752779
1998-07-29,2807.2751472314503
1998-07-30,2850.6981240179216
1998-07-31,2854.8151899471777
1998-08-03,2795.909302400617
1998-08-04,2810.9387484285035
1998-08-05,2749.1936132294713
1998-08-06,2718.2919369623237
1998-08-07,2751.333340645612
1998-08-10,2669.9809113363794
1998-08-11,2584.1358621843883
1998-08-12,2648.158195728342
1998-08-13,2616.6239388993745
1998-08-14,2629.5710958116115
1998-08-17,2618.956099567754
1998-08-18,2684.0114305101633
1998-08-19,2664.80168951452
1998-08-20,2640.699445448214
1998-08-21,2535.796795701384
1998-08-24,2497.8056852833975
1998-08-25,2536.679200212751
1998-08-26,2474.9963817424987
1998-08-27,2358.843617641475
1998-08-28,2401.330936802013
1998-08-31,2389.9290189728645
1998-09-01,2373.6903155238324
1998-09-02,2460.6496439592775
1998-09-03,2427.1325909102734
1998-09-04,2438.612052999634
1998-09-07,2516.4791706136057
1998-09-08,2566.0174948854456
1998-09-09,2495.8798175858637
1998-09-10,2427.6724631383963
1998-09-11,2415.1343485583825
1998-09-14,2456.6110450074552
1998-09-15,2444.4500815704873
1998-09-16,2494.1756654634155
1998-09-17,2407.761430529228
1998-09-18,2365.587192636302
1998-09-21,2265.80813653669
1998-09-22,2289.9899329522564
1998-09-23,2351.5571753296927
1998-09-24,2304.934784844566
1998-09-25,2300.540135958987
1998-09-28,2301.1810640283943
1998-09-29,2259.355183608475
1998-09-30,2180.8451316637193
1998-10-01,2113.203775654993
1998-10-02,2039.323999176833
1998-10-05,1985.121132923903
1998-10-06,2123.676425091531
1998-10-07,2157.9190445418153
1998-10-08,2127.8978646994988
1998-10-09,2132.323169673384
1998-10-12,2224.9122863373327
1998-10-13,2251.1991479687827
1998-10-14,2312.4190738338384
1998-10-15,2390.7235185010672
1998-10-16,2407.4883721186447
1998-10-19,2364.641056305987
1998-10-20,2402.105995524393
1998-10-21,2368.056053309729
1998-10-22,2417.718290165914
1998-10-23,2421.8898770054325
1998-10-26,2441.83792611422
1998-10-27,2468.8837142943867
1998-10-28,2465.9545322064
1998-10-29,2479.887567621293
1998-10-30,2502.9397178855593
1998-11-02,2551.617463529009
1998-11-03,2528.4989221664714
1998-11-04,2554.1902855011476
1998-11-05,2504.3139700341108
1998-11-06,2521.79706276861
1998-11-09,2462.3048562491776
1998-11-10,2442.2842531170586
1998-11-11,2476.5719992197605
1998-11-12,2489.2792888992662
1998-11-13,2479.735740673856
1998-11-16,2542.8685382578415
1998-11-17,2547.8393094474727
1998-11-18,2575.580100438072
1998-11-19,2612.457369090552
1998-11-20,2650.6724420455857
1998-11-23,2691.4170182826424
1998-11-24,2635.656642589711
1998-11-25,2590.9296518039655
1998-11-26,2631.5979117858683
1998-11-27,2653.189611164782
1998-11-30,2636.1350193157464
1998-12-01,2557.2563003012997
1998-12-02,2552.8203849734086
1998-12-03,2584.693301140161
1998-12-04,2594.821023332752
1998-12-07,2598.2805443696416
1998-12-08,2596.9477930318017
1998-12-09,2618.4771695023337
1998-12-10,2602.4030107220487
1998-12-11,2621.6133883594243
1998-12-14,2611.9716141992026
1998-12-15,2638.1212375536315
1998-12-16,2681.0246227624866
1998-12-17,2742.361382310096
1998-12-18,2725.5403059860528
1998-12-21,2760.168731649186
1998-12-22,2726.7963674978464
1998-12-23,2756.859001657495
1998-12-24,2737.57605344918
1998-12-25,2737.57605344918
1998-12-28,2771.62183616714
1998-12-29,2772.596585980065
1998-12-30,2745.063966879588
1998-12-31,2738.56854795541
1999-01-01,2738.56854795541
1999-01-04,2841.958964903563
1999-01-05,2872.1206838780763
1999-01-06,2893.188043691745
1999-01-07,2847.249621051065
1999-01-08,2858.4941437364378
1999-01-11,2803.2736766829885
1999-01-12,2791.286682581764
1999-01-13,2746.417076452205
1999-01-14,2723.3700866461654
1999-01-15,2736.350589565873
1999-01-18,2735.0501537211867
1999-01-19,2730.3727456964784
1999-01-20,2734.523297895104
1999-01-21,2690.065949385588
1999-01-22,2666.967796759122
1999-01-25,2680.2097495388975
1999-01-26,2672.272664184045
1999-01-27,2636.502928461551
1999-01-28,2656.4216161433915
1999-01-29,2661.7142284297465
1999-02-01,2687.7189607858813
1999-02-02,2700.135675677155
1999-02-03,2685.046270172182
1999-02-04,2651.9387906347956
1999-02-05,2648.6474014499304
1999-02-08,2606.194185506633
1999-02-09,2578.6667761678277
1999-02-10,2566.482434349945
1999-02-11,2559.5624118521296
1999-02-12,2584.720250957125
1999-02-15,2581.7866215197173
1999-02-16,2576.604837144894
1999-02-17,2594.6087358204545
1999-02-18,2568.8927294316018
1999-02-19,2525.3049595828925
1999-02-22,2558.292592051233
1999-02-23,2581.192501730193
1999-02-24,2619.591570013596
1999-02-25,2599.3916587231533
1999-02-26,2574.6294558285804
1999-03-01,2542.5417035473633
1999-03-02,2532.39744580178
1999-03-03,2540.9151641225485
1999-03-04,2559.0757101370264
1999-03-05,2600.6282281996923
1999-03-08,2595.149087410142
1999-03-09,2609.9181916566554
1999-03-10,2595.336104239112
1999-03-11,2619.57279339963
1999-03-12,2616.0599152175464
1999-03-15,2618.1161165191843
1999-03-16,2608.830235321392
1999-03-17,2639.9565228553556
1999-03-18,2625.503738926289
1999-03-19,2617.042737098917
1999-03-22,2592.588167999668
1999-03-23,2548.115560374742
1999-03-24,2529.4763073876834
1999-03-25,2555.8308915796124
1999-03-26,2496.5751228923377
1999-03-29,2522.7312461366528
1999-03-30,2507.7126342004053
1999-03-31,2552.8957098401
1999-04-01,2560.242815934962
1999-04-02,2553.6705517313867
1999-04-05,2536.194912933896
1999-04-06,2566.0481253396306
1999-04-07,2593.025808216353
1999-04-08,2641.8610322089385
1999-04-09,2630.2813628831286
1999-04-12,2629.1677306918573
1999-04-13,2618.978710346367
1999-04-14,2620.109082706625
1999-04-15,2551.772855905257
1999-04-16,2532.6194068591503
1999-04-19,2538.6799918045313
1999-04-20,2507.010979873194
1999-04-21,2505.388353935236
1999-04-22,2532.7520209783183
1999-04-23,2539.6952249738124
1999-04-26,2567.7619795839955
1999-04-27,2622.06790980418
1999-04-28,2609.536539182084
1999-04-29,2580.15649503517
1999-04-30,2583.716707119512
1999-05-03,2614.107105446507
1999-05-04,2604.132499248294
1999-05-05,2597.981420407769
1999-05-06,2603.0575862963306
1999-05-07,2597.61545011172
1999-05-10,2603.639377239935
1999-05-11,2584.822519211009
1999-05-12,2566.9981283477246
1999-05-13,2559.1646459340327
1999-05-14,2542.548299406812
1999-05-17,2482.2564384898396
1999-05-18,2511.4853441925084
1999-05-19,2524.7173059622596
1999-05-20,2536.4198069935424
1999-05-21,2495.433798727522
1999-05-24,2503.0892611481604
1999-05-25,2471.4305152165757
1999-05-26,2449.1242877513323
1999-05-27,2400.0534929559117
1999-05-28,2410.830009168393
1999-05-31,2445.2671138266146
1999-06-01,2439.8091109054462
1999-06-02,2446.647425266203
1999-06-03,2474.8354795739965
1999-06-04,2500.137856627755
1999-06-07,2514.8675123026833
1999-06-08,2536.321792034273
1999-06-09,2544.1453355453855
1999-06-10,2495.4275017329974
1999-06-11,2500.739732629233
1999-06-14,2486.923377825014
1999-06-15,2492.1985787567323
1999-06-16,2484.4607499968815
1999-06-17,2501.190803577905
1999-06-18,2530.027845334128
1999-06-21,2540.664577622358
1999-06-22,2506.8346683718582
1999-06-23,2477.8987762847714
1999-06-24,2469.271245392554
1999-06-25,2473.673189037075
1999-06-28,2446.1504825200573
1999-06-29,2460.4035614246236
1999-06-30,2419.9041098817775
1999-07-01,2460.840542069047
1999-07-02,2492.8253633306754
1999-07-05,2522.3997954553643
1999-07-06,2501.9629678607585
1999-07-07,2481.096909749839
1999-07-08,2476.260534237894
1999-07-09,2467.230068353692
1999-07-12,2457.8421246425064
1999-07-13,2438.557236246464
1999-07-14,2453.283912942261
1999-07-15,2472.146387331396
1999-07-16,2448.512493959515
1999-07-19,2447.452595958353
1999-07-20,2464.8859226343966
1999-07-21,2491.399000344468
1999-07-22,2463.4498075681436
1999-07-23,2411.1148054055207
1999-07-26,2431.596626247785
1999-07-27,2465.508070574837
1999-07-28,2462.4753140090097
1999-07-29,2451.099255671799
1999-07-30,2506.5690566868557
1999-08-02,2507.0508668356465
1999-08-03,2505.7190656859925
1999-08-04,2518.637340966519
1999-08-05,2484.5239034195124
1999-08-06,2463.2501563365636
1999-08-09,2451.9566607953134
1999-08-10,2423.978252297377
1999-08-11,2426.426391669839
1999-08-12,2462.4064076932314
1999-08-13,2479.54053650331
1999-08-16,2495.5554473942566
1999-08-17,2484.334265410212
1999-08-18,2490.6202988232285
1999-08-19,2515.0847976204086
1999-08-20,2540.535559588884
1999-08-23,2555.1367305417416
1999-08-24,2522.049380703197
1999-08-25,2520.919235252666
1999-08-26,2517.305602809209
1999-08-27,2529.8886726605583
1999-08-30,2522.288221181212
1999-08-31,2501.720176317962
1999-09-01,2538.7549540620266
1999-09-02,2541.206031931217
1999-09-03,2553.213294944426
1999-09-06,2568.381845629922
1999-09-07,2569.8467299477284
1999-09-08,2562.6466358948046
1999-09-09,2563.5775698702096
1999-09-10,2526.8993917470398
1999-09-13,2474.958821448778
1999-09-14,2476.4169737352922
1999-09-15,2470.51182539344
1999-09-16,2454.6572309616267
1999-09-17,2468.970909027222
1999-09-20,2481.178221185418
1999-09-21,2481.2458127402706
1999-09-22,2482.2985698199914
1999-09-23,2483.1657716180384
1999-09-24,2460.8010036593096
1999-09-27,2484.3309512294313
1999-09-28,2453.287123282304
1999-09-29,2471.009831931545
1999-09-30,2487.1068229015727
1999-10-01,2493.0547428248537
1999-10-04,2541.061492033623
1999-10-05,2536.4808378247576
1999-10-06,2555.610276751803
1999-10-07,2572.062164236338
1999-10-08,2554.763053626147
1999-10-11,2562.1620850968698
1999-10-12,2559.140389072395
1999-10-13,2547.4171602281144
1999-10-14,2547.5342341349633
1999-10-15,2516.879574854022
1999-10-18,2480.7133785922115
1999-10-19,2518.217628747523
1999-10-20,2509.1722212239006
1999-10-21,2490.912364256009
1999-10-22,2485.756192695269
1999-10-25,2460.39850009466
1999-10-26,2462.9329776732734
1999-10-27,2444.8221414282466
1999-10-28,2480.8614495441957
1999-10-29,2529.020707026727
1999-11-01,2519.768187730433
1999-11-02,2525.2233774655
1999-11-03,2546.2948872669276
1999-11-04,2539.7399883657217
1999-11-05,2543.251748959922
1999-11-08,2539.262446246426
1999-11-09,2553.7090855447004
1999-11-10,2572.9729510371167
1999-11-11,2586.872422181088
1999-11-12,2569.0869470687458
1999-11-15,2566.0061383246907
1999-11-16,2565.814381068187
1999-11-17,2585.396262724041
1999-11-18,2571.414785422476
1999-11-19,2550.9970235351975
1999-11-22,2550.7605328515547
1999-11-23,2532.6455110740494
1999-11-24,2498.9814200235137
1999-11-25,2522.202193264362
1999-11-26,2512.403394492025
1999-11-29,2507.6983687858524
1999-11-30,2507.9555522961673
1999-12-01,2537.777718416939
1999-12-02,2532.122818416315
1999-12-03,2558.8506534809053
1999-12-06,2577.570704771684
1999-12-07,2563.7503909331235
1999-12-08,2548.725837929713
1999-12-09,2539.7896583078427
1999-12-10,2525.0812290448816
1999-12-13,2510.97364776421
1999-12-14,2505.7026340216526
1999-12-15,2478.795518331151
1999-12-16,2544.1808736958287
1999-12-17,2542.3555565987604
1999-12-20,2549.1101168353935
1999-12-21,2523.998757038467
1999-12-22,2526.04513828817
1999-12-23,2576.860736215347
1999-12-24,2576.860736215347
1999-12-27,2564.5700403398537
1999-12-28,2564.0904538320065
1999-12-29,2569.837380412404
1999-12-30,2592.02404770236
1999-12-31,2592.02404770236
2000-01-03,2623.0775363724783
2000-01-04,2564.056607827108
2000-01-05,2544.8928490337676
2000-01-06,2580.3666312063297
2000-01-07,2613.482909064617
2000-01-10,2608.394165367723
2000-01-11,2608.398320772574
2000-01-12,2608.071431836107
2000-01-13,2600.1934937295546
2000-01-14,2586.7971393119124
2000-01-17,2576.3420049019487
2000-01-18,2551.712444971662
2000-01-19,2529.842387733935
2000-01-20,2498.121317924124
2000-01-21,2487.849023451822
2000-01-24,2439.276191244278
2000-01-25,2390.845910562888
2000-01-26,2388.5542254903385
2000-01-27,2405.944380505607
2000-01-28,2363.614868395134
2000-01-31,2316.516333036292
2000-02-01,2330.4659298756037
2000-02-02,2349.7110278727964
2000-02-03,2416.230761555977
2000-02-04,2394.692454163801
2000-02-07,2388.4427681796637
2000-02-08,2403.8086369005755
2000-02-09,2371.6574111466384
2000-02-10,2356.2791749259254
2000-02-11,2345.2539819751237
2000-02-14,2319.3330238738167
2000-02-15,2294.2133645039667
2000-02-16,2332.381998083429
2000-02-17,2360.0392075894943
2000-02-18,2364.5750211468226
2000-02-21,2340.8106738557944
2000-02-22,2407.052811041341
2000-02-23,2409.373845186852
2000-02-24,2379.5368579280266
2000-02-25,2323.7205901944512
2000-02-28,2275.440998553255
2000-02-29,2262.2597079062184
2000-03-01,2295.5372546496105
2000-03-02,2326.6580323343856
2000-03-03,2318.6205130506446
2000-03-06,2338.693024778315
2000-03-07,2318.139211470634
2000-03-08,2282.4411121813932
2000-03-09,2296.0018636148643
2000-03-10,2285.992233828351
2000-03-13,2244.9719730208258
2000-03-14,2255.863502868187
2000-03-15,2271.625512707813
2000-03-16,2374.402423795316
2000-03-17,2349.2840443069854
2000-03-20,2380.3234366009983
2000-03-21,2410.888337149587
2000-03-22,2421.9775760641605
2000-03-23,2446.398349071621
2000-03-24,2491.668396731037
2000-03-27,2470.1970372072306
2000-03-28,2462.7353034347975
2000-03-29,2436.980172368137
2000-03-30,2436.356792956613
2000-03-31,2450.7303274438077
2000-04-03,2481.673587608247
2000-04-04,2502.538435043019
2000-04-05,2503.426840530438
2000-04-06,2496.685783052116
2000-04-07,2472.4449986082686
2000-04-10,2463.4445855369613
2000-04-11,2490.945304595717
2000-04-12,2499.748941695336
2000-04-13,2504.999973688998
2000-04-14,2478.9482844276367
2000-04-17,2424.3684093135516
2000-04-18,2410.469933993251
2000-04-19,2392.250705146276
2000-04-20,2397.9891534960116
