Date,AUSTRALIA VALUE WEIGHTED
1988-04-29,92.19835463
1988-05-31,106.27059692
1988-06-30,102.80133952
1988-07-29,109.12448955
1988-08-31,106.29124073
1988-09-30,103.8119706
1988-10-31,109.69115474
1988-11-30,107.52819311
1988-12-30,107.95074807
1989-01-31,116.89604061
1989-02-28,100.19340895
1989-03-31,102.79728797
1989-04-28,102.37499024
1989-05-31,99.62500265
1989-06-30,99.56348475
1989-07-31,107.36316411
1989-08-31,115.46710566
1989-09-29,115.94531866
1989-10-31,110.90422754
1989-11-30,108.7726218
1989-12-29,112.24252804
1990-01-31,111.64653286
1990-02-28,103.5879405
1990-03-30,100.77967297
1990-04-30,94.08435319
1990-05-31,102.13032325
1990-06-29,106.38395427
1990-07-31,110.75475279
1990-08-31,109.22163904
1990-09-28,101.59346771
1990-10-31,91.29537398
1990-11-30,91.53450389
1990-12-31,88.13685188
1991-01-31,94.21776687
1991-02-28,102.97265619
1991-03-29,103.28071477
1991-04-30,110.08225862
1991-05-31,106.83206206
1991-06-28,106.22978398
1991-07-31,113.43373634
1991-08-30,113.06474044
1991-09-30,117.96076588
1991-10-31,125.3453603
1991-11-29,120.0606648
1991-12-31,120.63503612
1992-01-31,117.43839395
1992-02-28,119.06782064
1992-03-31,119.88703436
1992-04-30,124.01467086
1992-05-29,125.91399671
1992-06-30,121.60098374
1992-07-31,119.18324786
1992-08-31,109.73752077
1992-09-30,105.12057369
1992-10-30,98.81316358
1992-11-30,99.86355647
1992-12-31,109.30070921
1993-01-29,105.95479129
1993-02-26,114.17964396
1993-03-31,119.3354011
1993-04-30,120.54324427
1993-05-31,119.17016795
1993-06-30,116.54574641
1993-07-30,127.84422982
1993-08-31,132.89977792
1993-09-30,129.60786367
1993-10-29,143.8583321
1993-11-30,135.03079769
1993-12-31,149.79073767
1994-01-31,165.30419821
1994-02-28,157.164362
1994-03-31,145.89690219
1994-04-29,150.89652538
1994-05-31,157.91847723
1994-06-30,149.93190826
1994-07-29,157.33836231
1994-08-31,164.18482803
1994-09-30,155.62040013
1994-10-31,159.31481151
1994-11-30,154.35709191
1994-12-30,157.54471679
1995-01-31,148.62871106
1995-02-28,154.69670212
1995-03-31,154.848885
1995-04-28,163.63740225
1995-05-31,161.15715727
1995-06-30,159.58966569
1995-07-31,172.19046849
1995-08-31,175.23191604
1995-09-29,174.95305726
1995-10-31,170.64775641
1995-11-30,173.80379
1995-12-29,178.23823025
1996-01-31,183.95902785
1996-02-29,189.49884883
1996-03-29,188.41642979
1996-04-30,196.22829805
1996-05-31,194.58841623
1996-06-28,190.59850477
1996-07-31,181.29543574
1996-08-30,191.93181798
1996-09-30,194.57804911
1996-10-31,203.15414521
1996-11-29,213.32729157
1996-12-31,213.40913617
1997-01-01,213.40913617
1997-01-02,211.171762
1997-01-03,210.25280275
1997-01-06,210.14762069
1997-01-07,209.58750329
1997-01-08,208.7282764
1997-01-09,208.9187699
1997-01-10,208.73710602
1997-01-13,208.56487113
1997-01-14,209.02809442
1997-01-15,209.50198355
1997-01-16,209.71875913
1997-01-17,210.39438759
1997-01-20,210.33613486
1997-01-21,208.57004245
1997-01-22,209.02875571
1997-01-23,208.18213803
1997-01-24,207.97963661
1997-01-27,207.60273999
1997-01-28,205.34524684
1997-01-29,207.02401759
1997-01-30,205.06402941
1997-01-31,205.06313908
1997-02-03,206.87404917
1997-02-04,203.88467857
1997-02-05,205.9071622
1997-02-06,206.24886687
1997-02-07,206.41689486
1997-02-10,204.75548525
1997-02-11,206.40024505
1997-02-12,207.51133568
1997-02-13,212.74306377
1997-02-14,211.10223163
1997-02-17,213.09699747
1997-02-18,213.52988819
1997-02-19,212.72136874
1997-02-20,212.46522408
1997-02-21,214.41571679
1997-02-24,215.75594863
1997-02-25,218.03102126
1997-02-26,216.19948216
1997-02-27,214.76612153
1997-02-28,212.5886779
1997-03-03,212.60271958
1997-03-04,214.7809174
1997-03-05,213.56969733
1997-03-06,215.53047581
1997-03-07,215.4220778
1997-03-10,217.20554302
1997-03-11,219.17983153
1997-03-12,218.22976306
1997-03-13,217.78284197
1997-03-14,216.62284252
1997-03-17,215.79922177
1997-03-18,211.03888763
1997-03-19,209.21333635
1997-03-20,210.22872854
1997-03-21,208.90752603
1997-03-24,211.15650393
1997-03-25,209.91153094
1997-03-26,210.55350482
1997-03-27,211.44235779
1997-03-28,212.06420731
1997-03-31,211.92902263
1997-04-01,206.52507385
1997-04-02,206.06942457
1997-04-03,204.68561337
1997-04-04,204.28747721
1997-04-07,203.96008798
1997-04-08,205.65478991
1997-04-09,207.60092228
1997-04-10,207.59513913
1997-04-11,207.39758233
1997-04-14,204.16868981
1997-04-15,204.5779604
1997-04-16,205.82729584
1997-04-17,207.35385438
1997-04-18,210.61184535
1997-04-21,211.44902729
1997-04-22,212.1735773
1997-04-23,213.95568906
1997-04-24,213.5280365
1997-04-25,213.74826784
1997-04-28,213.06422448
1997-04-29,215.18871867
1997-04-30,216.08441208
1997-05-01,216.6416859
1997-05-02,217.30035715
1997-05-05,216.31983705
1997-05-06,217.12443803
1997-05-07,217.43937417
1997-05-08,217.58993921
1997-05-09,219.40136073
1997-05-12,219.31075604
1997-05-13,219.00608714
1997-05-14,218.01923575
1997-05-15,216.66446497
1997-05-16,217.72262838
1997-05-19,217.25356454
1997-05-20,217.21783304
1997-05-21,221.01373888
1997-05-22,220.67453413
1997-05-23,217.78582545
1997-05-26,219.75795293
1997-05-27,217.94353457
1997-05-28,217.3546633
1997-05-29,218.1449445
1997-05-30,219.58206519
1997-06-02,220.32179004
1997-06-03,219.73033653
1997-06-04,218.78240078
1997-06-05,219.09310912
1997-06-06,218.4092199
1997-06-09,218.8980563
1997-06-10,221.77832959
1997-06-11,219.6471654
1997-06-12,220.93489704
1997-06-13,222.28033095
1997-06-16,221.82652763
1997-06-17,223.4963329
1997-06-18,223.28575676
1997-06-19,224.69108497
1997-06-20,227.75219729
1997-06-23,227.99520053
1997-06-24,226.09192032
1997-06-25,227.481786
1997-06-26,226.76202868
1997-06-27,225.41126156
1997-06-30,228.14075146
1997-07-01,229.45502951
1997-07-02,231.57997064
1997-07-03,231.91232526
1997-07-04,229.09253286
1997-07-07,225.99518036
1997-07-08,225.25294061
1997-07-09,225.72158216
1997-07-10,225.42598204
1997-07-11,225.2817227
1997-07-14,220.68444461
1997-07-15,216.81654596
1997-07-16,217.43551521
1997-07-17,219.69257704
1997-07-18,221.76750539
1997-07-21,219.66128771
1997-07-22,219.01410181
1997-07-23,220.12696943
1997-07-24,219.67441056
1997-07-25,221.33855658
1997-07-28,224.02302834
1997-07-29,227.24749004
1997-07-30,227.03586832
1997-07-31,227.40711962
1997-08-01,224.44469315
1997-08-04,222.69625756
1997-08-05,222.1336935
1997-08-06,222.85798146
1997-08-07,222.26616412
1997-08-08,219.99295152
1997-08-11,217.54037131
1997-08-12,216.54351848
1997-08-13,216.13418461
1997-08-14,216.51261203
1997-08-15,220.05347183
1997-08-18,215.3555335
1997-08-19,215.39511992
1997-08-20,216.78927798
1997-08-21,219.90082876
1997-08-22,217.49881247
1997-08-25,218.65789713
1997-08-26,217.6708024
1997-08-27,216.29014445
1997-08-28,215.53254959
1997-08-29,212.53413328
1997-09-01,211.93580327
1997-09-02,210.356569
1997-09-03,212.96650257
1997-09-04,213.69459531
1997-09-05,214.71956996
1997-09-08,217.46956118
1997-09-09,218.79173443
1997-09-10,217.08337192
1997-09-11,214.86669879
1997-09-12,213.14248041
1997-09-15,214.84619884
1997-09-16,213.11324931
1997-09-17,215.89582753
1997-09-18,217.65391437
1997-09-19,222.26231334
1997-09-22,225.16244472
1997-09-23,226.70615332
1997-09-24,225.93167697
1997-09-25,228.0248115
1997-09-26,227.02520183
1997-09-29,225.24044413
1997-09-30,225.24000853
1997-10-01,227.45902245
1997-10-02,228.09519231
1997-10-03,225.83735964
1997-10-06,225.55231476
1997-10-07,224.83691713
1997-10-08,226.98506549
1997-10-09,225.33511841
1997-10-10,223.37349155
1997-10-13,221.53013372
1997-10-14,220.45983927
1997-10-15,218.94762838
1997-10-16,219.80874816
1997-10-17,217.89558621
1997-10-20,217.03130153
1997-10-21,217.00110413
1997-10-22,214.12782858
1997-10-23,208.16021415
1997-10-24,204.22691209
1997-10-27,195.4922537
1997-10-28,185.13027662
1997-10-29,196.29339851
1997-10-30,194.78468272
1997-10-31,198.08084343
1997-11-03,203.63589571
1997-11-04,205.22196031
1997-11-05,204.64800827
1997-11-06,206.54217204
1997-11-07,199.01938854
1997-11-10,201.95397258
1997-11-11,202.29570634
1997-11-12,199.88156118
1997-11-13,200.53178676
1997-11-14,197.05784605
1997-11-17,199.18949651
1997-11-18,197.88804411
1997-11-19,193.04164783
1997-11-20,192.66988923
1997-11-21,200.3110714
1997-11-24,198.60918648
1997-11-25,194.54400956
1997-11-26,195.3347911
1997-11-27,194.60414332
1997-11-28,196.46086132
1997-12-01,199.05625119
1997-12-02,200.09616057
1997-12-03,202.01382801
1997-12-04,200.64162234
1997-12-05,200.48517058
1997-12-08,203.4822978
1997-12-09,202.45803829
1997-12-10,200.47037451
1997-12-11,196.64605696
1997-12-12,193.59852204
1997-12-15,192.25395208
1997-12-16,192.01741008
1997-12-17,199.09413609
1997-12-18,198.9678228
1997-12-19,194.35560292
1997-12-22,192.92098248
1997-12-23,198.80746286
1997-12-24,198.23816338
1997-12-25,198.23816338
1997-12-26,198.34390651
1997-12-29,199.83476995
1997-12-30,200.88886912
1997-12-31,201.65168575
1998-01-01,201.65168575
1998-01-02,200.62966872
1998-01-05,201.08389341
1998-01-06,201.02899921
1998-01-07,199.89832712
1998-01-08,199.42264623
1998-01-09,198.7347755
1998-01-12,192.48139006
1998-01-13,196.26063188
1998-01-14,200.18365617
1998-01-15,198.53493755
1998-01-16,204.90382856
1998-01-19,209.70723491
1998-01-20,207.37450652
1998-01-21,205.00308551
1998-01-22,201.82098878
1998-01-23,204.80777401
1998-01-26,207.38951454
1998-01-27,206.77095324
1998-01-28,209.88126402
1998-01-29,210.80748887
1998-01-30,214.19895377
1998-02-02,215.57502611
1998-02-03,212.99454458
1998-02-04,212.43477816
1998-02-05,212.55867123
1998-02-06,211.02511392
1998-02-09,214.19520222
1998-02-10,214.79158451
1998-02-11,214.5851797
1998-02-12,213.7773869
1998-02-13,209.63772367
1998-02-16,204.47561035
1998-02-17,209.85346021
1998-02-18,210.02901107
1998-02-19,211.5951732
1998-02-20,209.4726057
1998-02-23,208.7196988
1998-02-24,208.63052405
1998-02-25,209.97358431
1998-02-26,213.94251283
1998-02-27,216.65223798
1998-03-02,216.9556847
1998-03-03,216.31665871
1998-03-04,217.26477504
1998-03-05,210.35783731
1998-03-06,212.43628104
1998-03-09,212.9235425
1998-03-10,214.70120359
1998-03-11,215.58786092
1998-03-12,217.19753818
1998-03-13,220.03191451
1998-03-16,218.60775405
1998-03-17,222.5151964
1998-03-18,220.6402609
1998-03-19,220.39525744
1998-03-20,221.94691098
1998-03-23,223.1140422
1998-03-24,225.47195324
1998-03-25,223.8902555
1998-03-26,224.91342821
1998-03-27,223.30222348
1998-03-30,218.1051456
1998-03-31,218.42395722
1998-04-01,218.22941229
1998-04-02,217.10900084
1998-04-03,219.63949482
1998-04-06,222.94425397
1998-04-07,221.57838647
1998-04-08,222.39865052
1998-04-09,221.62646037
1998-04-10,221.62646037
1998-04-13,221.01931081
1998-04-14,220.47131439
1998-04-15,223.7540046
1998-04-16,224.07985196
1998-04-17,224.89163945
1998-04-20,223.06633903
1998-04-21,223.74368463
1998-04-22,224.16725153
1998-04-23,226.65472821
1998-04-24,223.56933638
1998-04-27,219.13458605
1998-04-28,215.02738018
1998-04-29,213.38797912
1998-04-30,215.94354514
1998-05-01,219.25060408
1998-05-04,216.91908756
1998-05-05,214.86201854
1998-05-06,213.03979365
1998-05-07,211.84748353
1998-05-08,211.88662542
1998-05-11,212.34132377
1998-05-12,210.93905371
1998-05-13,208.09684269
1998-05-14,206.74035549
1998-05-15,207.61971359
1998-05-18,203.62009852
1998-05-19,205.04680767
1998-05-20,203.86671539
1998-05-21,206.55596502
1998-05-22,206.08608356
1998-05-25,204.18782943
1998-05-26,203.27668334
1998-05-27,199.36207337
1998-05-28,201.69507299
1998-05-29,202.74824919
1998-06-01,198.06848789
1998-06-02,196.63136422
1998-06-03,195.21329481
1998-06-04,195.68581966
1998-06-05,190.10150253
1998-06-08,189.31040178
1998-06-09,187.67415893
1998-06-10,182.40392674
1998-06-11,180.1753843
1998-06-12,183.37106603
1998-06-15,181.55137984
1998-06-16,179.91058536
1998-06-17,186.72557014
1998-06-18,191.81302516
1998-06-19,195.27712171
1998-06-22,192.0808189
1998-06-23,190.85437277
1998-06-24,191.68935612
1998-06-25,190.84998181
1998-06-26,192.29345711
1998-06-29,193.99597662
1998-06-30,202.37931239
1998-07-01,204.45108844
1998-07-02,206.79387241
1998-07-03,208.47313252
1998-07-06,208.45511971
1998-07-07,210.80894975
1998-07-08,209.60971786
1998-07-09,209.47514015
1998-07-10,207.5763443
1998-07-13,205.71533779
1998-07-14,211.45187192
1998-07-15,212.83783739
1998-07-16,218.22683653
1998-07-17,217.52908061
1998-07-20,216.19328852
1998-07-21,215.46010667
1998-07-22,211.37539781
1998-07-23,208.73348936
1998-07-24,209.98602172
1998-07-27,203.54616107
1998-07-28,204.77283512
1998-07-29,201.97068171
1998-07-30,203.63298559
1998-07-31,200.48528799
1998-08-03,196.9726522
1998-08-04,198.82423124
1998-08-05,196.91676176
1998-08-06,192.31336391
1998-08-07,190.72831951
1998-08-10,190.33956894
1998-08-11,185.34688299
1998-08-12,185.22347286
1998-08-13,184.77349206
1998-08-14,185.65937176
1998-08-17,183.0674661
1998-08-18,185.78985
1998-08-19,193.15242136
1998-08-20,192.54906999
1998-08-21,187.56723288
1998-08-24,185.10239288
1998-08-25,186.7980687
1998-08-26,183.86240809
1998-08-27,174.8933454
1998-08-28,174.0964601
1998-08-31,172.93225617
1998-09-01,173.46887939
1998-09-02,178.78020331
1998-09-03,177.28697406
1998-09-04,178.18629544
1998-09-07,184.46974749
1998-09-08,182.40417104
1998-09-09,180.43121866
1998-09-10,182.10026475
1998-09-11,178.78071115
1998-09-14,180.66175447
1998-09-15,184.50178425
1998-09-16,183.65581406
1998-09-17,182.61742072
1998-09-18,181.41555041
1998-09-21,178.26383608
1998-09-22,178.19204028
1998-09-23,180.38554914
1998-09-24,185.72978526
1998-09-25,183.03891891
1998-09-28,184.39117096
1998-09-29,189.06457128
1998-09-30,185.48194021
1998-10-01,186.27772269
1998-10-02,183.2155646
1998-10-05,181.65249264
1998-10-06,177.00396327
1998-10-07,190.51375768
1998-10-08,186.34451239
1998-10-09,184.36616142
1998-10-12,188.38316176
1998-10-13,188.65029309
1998-10-14,187.53975496
1998-10-15,187.27834857
1998-10-16,191.8632278
1998-10-19,192.76237024
1998-10-20,191.67115116
1998-10-21,194.2564017
1998-10-22,193.81259092
1998-10-23,193.03353924
1998-10-26,193.78510309
1998-10-27,195.09533236
1998-10-28,199.00000108
1998-10-29,201.26017403
1998-10-30,203.04584624
1998-11-02,205.81943201
1998-11-03,206.79296103
1998-11-04,208.0633157
1998-11-05,208.6444306
1998-11-06,211.15008304
1998-11-09,210.23577232
1998-11-10,206.43020978
1998-11-11,212.40342407
1998-11-12,211.33838187
1998-11-13,211.2480971
1998-11-16,211.01856689
1998-11-17,209.13122427
1998-11-18,211.69364556
1998-11-19,213.34190542
1998-11-20,214.36394919
1998-11-23,217.41037388
1998-11-24,218.56765563
1998-11-25,217.33250804
1998-11-26,217.84381532
1998-11-27,216.69759055
1998-11-30,214.80870717
1998-12-01,211.87130722
1998-12-02,215.35386029
1998-12-03,208.86646774
1998-12-04,206.87639739
1998-12-07,209.66248138
1998-12-08,209.40924642
1998-12-09,208.09022054
1998-12-10,210.44194669
1998-12-11,207.76874564
1998-12-14,203.59815981
1998-12-15,205.94577416
1998-12-16,205.37161929
1998-12-17,209.50545067
1998-12-18,210.38822185
1998-12-21,208.08078363
1998-12-22,208.66018543
1998-12-23,207.23115135
1998-12-24,207.2215772
1998-12-25,207.2215772
1998-12-28,206.08355703
1998-12-29,207.63904141
1998-12-30,209.59513809
1998-12-31,211.73164003
1999-01-01,211.73164003
1999-01-04,215.1403693
1999-01-05,214.02423831
1999-01-06,219.77885781
1999-01-07,224.33892712
1999-01-08,221.07346703
1999-01-11,223.97426743
1999-01-12,224.47952656
1999-01-13,218.66542262
1999-01-14,217.76543736
1999-01-15,218.00400813
1999-01-18,219.49219563
1999-01-19,223.11147216
1999-01-20,225.34831785
1999-01-21,224.02346313
1999-01-22,221.09219785
1999-01-25,218.52051763
1999-01-26,218.03626163
1999-01-27,219.62990228
1999-01-28,220.77884787
1999-01-29,222.43029188
1999-02-01,227.44443107
1999-02-02,227.22413155
1999-02-03,228.62578118
1999-02-04,231.50376338
1999-02-05,231.93928861
1999-02-08,230.79358123
1999-02-09,229.167189
1999-02-10,224.87834431
1999-02-11,227.13591955
1999-02-12,227.72181918
1999-02-15,226.24755281
1999-02-16,222.59505193
1999-02-17,223.0026104
1999-02-18,222.75806097
1999-02-19,227.04598268
1999-02-22,226.94927408
1999-02-23,227.40784478
1999-02-24,226.11589746
1999-02-25,222.2028503
1999-02-26,217.83403894
1999-03-01,219.64837344
1999-03-02,218.88126292
1999-03-03,219.53911161
1999-03-04,218.64184664
1999-03-05,221.63459627
1999-03-08,224.80473347
1999-03-09,226.2301577
1999-03-10,226.53148397
1999-03-11,227.28263249
1999-03-12,229.08722377
1999-03-15,230.50486076
1999-03-16,228.39147177
1999-03-17,227.60008451
1999-03-18,228.69570635
1999-03-19,229.65074743
1999-03-22,231.16527992
1999-03-23,233.42868415
1999-03-24,232.59035291
1999-03-25,233.78080045
1999-03-26,233.55161784
1999-03-29,230.87787115
1999-03-30,229.92987886
1999-03-31,229.07756684
1999-04-01,232.25189459
1999-04-02,231.08598975
1999-04-05,230.5030373
1999-04-06,234.98273023
1999-04-07,235.21642912
1999-04-08,235.92933753
1999-04-09,237.39188425
1999-04-12,237.72818231
1999-04-13,241.7323086
1999-04-14,243.18829493
1999-04-15,243.28738512
1999-04-16,248.67728796
1999-04-19,252.14857767
1999-04-20,248.74756401
1999-04-21,246.0397139
1999-04-22,251.27428504
1999-04-23,252.48582409
1999-04-26,251.01067451
1999-04-27,253.43938603
1999-04-28,253.64499643
1999-04-29,254.93147688
1999-04-30,256.59471319
1999-05-03,254.78786759
1999-05-04,256.27909616
1999-05-05,252.49094006
1999-05-06,256.64323392
1999-05-07,252.62516244
1999-05-10,251.79499878
1999-05-11,251.80519492
1999-05-12,252.81605127
1999-05-13,254.17396058
1999-05-14,255.43762691
1999-05-17,250.29399244
1999-05-18,252.88195645
1999-05-19,247.84088401
1999-05-20,244.73759591
1999-05-21,243.56647857
1999-05-24,243.11498533
1999-05-25,238.72936545
1999-05-26,236.58534821
1999-05-27,235.38770242
1999-05-28,235.82909718
1999-05-31,234.29421122
1999-06-01,233.68157427
1999-06-02,234.85477331
1999-06-03,238.86121605
1999-06-04,241.06909532
1999-06-07,244.08715183
1999-06-08,245.74729115
1999-06-09,247.34696108
1999-06-10,247.79602654
1999-06-11,246.15233584
1999-06-14,245.5419032
1999-06-15,242.92420237
1999-06-16,242.419625
1999-06-17,245.4083617
1999-06-18,244.5963837
1999-06-21,243.11638002
1999-06-22,244.81631557
1999-06-23,244.52483376
1999-06-24,242.23001602
1999-06-25,244.53580322
1999-06-28,245.64348699
1999-06-29,244.91078592
1999-06-30,244.23291246
1999-07-01,249.15507323
1999-07-02,253.41471046
1999-07-05,256.63532383
1999-07-06,257.30335389
1999-07-07,254.66970707
1999-07-08,256.81258486
1999-07-09,252.9800815
1999-07-12,251.46093391
1999-07-13,251.48944043
1999-07-14,251.57976299
1999-07-15,253.65324143
1999-07-16,251.51919316
1999-07-19,249.97455536
1999-07-20,252.82323074
1999-07-21,250.52071514
1999-07-22,248.24017253
1999-07-23,247.66858059
1999-07-26,245.08872737
1999-07-27,243.83486821
1999-07-28,244.62814492
1999-07-29,246.42540519
1999-07-30,244.72354579
1999-08-02,242.01065381
1999-08-03,246.43365369
1999-08-04,245.08231358
1999-08-05,245.39358647
1999-08-06,244.14910378
1999-08-09,241.5062546
1999-08-10,239.21648257
1999-08-11,236.19320365
1999-08-12,236.90192576
1999-08-13,239.89193919
1999-08-16,243.73423771
1999-08-17,239.12581344
1999-08-18,242.72772568
1999-08-19,238.14035895
1999-08-20,238.01540804
1999-08-23,240.62491601
1999-08-24,240.62123228
1999-08-25,236.76868884
1999-08-26,237.07427137
1999-08-27,235.66223466
1999-08-30,232.60135585
1999-08-31,230.61222229
1999-09-01,235.49728206
1999-09-02,237.10748426
1999-09-03,234.86086187
1999-09-06,237.73831944
1999-09-07,239.14780832
1999-09-08,240.49580753
1999-09-09,243.0597789
1999-09-10,242.6078052
1999-09-13,243.0632025
1999-09-14,241.44678277
1999-09-15,235.6022843
1999-09-16,232.24783319
1999-09-17,233.7561868
1999-09-20,231.45163129
1999-09-21,232.02970799
1999-09-22,233.39110683
1999-09-23,234.42988416
1999-09-24,233.07005756
1999-09-27,235.23362555
1999-09-28,237.10870848
1999-09-29,234.20265817
1999-09-30,231.93709211
1999-10-01,235.91486891
1999-10-04,235.88063502
1999-10-05,239.42220009
1999-10-06,236.64436701
1999-10-07,238.16707684
1999-10-08,234.75924257
1999-10-11,235.80119281
1999-10-12,236.84066135
1999-10-13,234.45088195
1999-10-14,232.61522095
1999-10-15,228.25342499
1999-10-18,222.38192203
1999-10-19,221.58269551
1999-10-20,225.49239207
1999-10-21,225.83845302
1999-10-22,227.61765187
1999-10-25,229.26057415
1999-10-26,226.45095144
1999-10-27,223.51287714
1999-10-28,226.19603274
1999-10-29,226.70384196
1999-11-01,227.77001328
1999-11-02,229.66771117
1999-11-03,232.51311932
1999-11-04,230.22972328
1999-11-05,228.46281103
1999-11-08,225.84436791
1999-11-09,225.96196815
1999-11-10,229.55303213
1999-11-11,234.3906252
1999-11-12,236.93603815
1999-11-15,238.07404878
1999-11-16,235.83738998
1999-11-17,238.0230173
1999-11-18,239.19940495
1999-11-19,240.39869385
1999-11-22,238.65007518
1999-11-23,238.24673892
1999-11-24,234.42812018
1999-11-25,236.22780292
1999-11-26,236.70387151
1999-11-29,238.51464512
1999-11-30,236.10323336
1999-12-01,236.02398942
1999-12-02,238.41324873
1999-12-03,239.0089036
1999-12-06,241.46822834
1999-12-07,240.84012405
1999-12-08,242.05574823
1999-12-09,244.87696141
1999-12-10,241.79830604
1999-12-13,240.16811929
1999-12-14,240.95766711
1999-12-15,242.31339145
1999-12-16,244.9357275
1999-12-17,245.94324952
1999-12-20,246.11920402
1999-12-21,244.28207493
1999-12-22,247.13074525
1999-12-23,245.53855058
1999-12-24,246.73571088
1999-12-27,246.52531609
1999-12-28,246.79309129
1999-12-29,248.95454887
1999-12-30,251.16971173
1999-12-31,251.16971173
2000-01-03,253.33844227
2000-01-04,249.64798713
2000-01-05,244.1957396
2000-01-06,241.98695998
2000-01-07,245.02918528
2000-01-10,249.82036694
2000-01-11,254.50195274
2000-01-12,249.52169498
2000-01-13,251.58261998
2000-01-14,255.19113909
2000-01-17,255.02173674
2000-01-18,255.96313542
2000-01-19,251.89446414
2000-01-20,254.53320115
2000-01-21,249.62752496
2000-01-24,246.25945082
2000-01-25,244.52222641
2000-01-26,243.10210646
2000-01-27,244.40312016
2000-01-28,240.36471633
2000-01-31,239.12001508
2000-02-01,236.76794233
2000-02-02,239.97359321
2000-02-03,241.34713095
2000-02-04,237.04794777
2000-02-07,239.17197714
2000-02-08,238.47313324
2000-02-09,239.63103045
2000-02-10,240.70027303
2000-02-11,237.92329569
2000-02-14,233.9179234
2000-02-15,235.59850157
2000-02-16,234.44954876
2000-02-17,233.212951
2000-02-18,230.26405107
2000-02-21,229.82073125
2000-02-22,228.00449111
2000-02-23,227.76748745
2000-02-24,226.05557727
2000-02-25,228.63280163
2000-02-28,226.05846462
2000-02-29,228.79729678
2000-03-01,229.77434453
2000-03-02,232.49204416
2000-03-03,232.61019919
2000-03-06,228.55973535
2000-03-07,231.7688664
2000-03-08,231.3686398
2000-03-09,231.41890495
