Date,EAFE SMALL CAP HIGH DIVIDEND YIELD
2008-05-30,1000.0
2008-06-02,993.6099058056899
2008-06-03,996.0621470970655
2008-06-04,989.0125584872881
2008-06-05,989.884412156464
2008-06-06,975.2385631029681
2008-06-09,961.3405591282441
2008-06-10,945.7539995934924
2008-06-11,930.5023124155742
2008-06-12,930.3750098579549
2008-06-13,940.5247080433295
2008-06-16,940.0656076771302
2008-06-17,940.812461864246
2008-06-18,922.9615964118696
2008-06-19,913.1462493679188
2008-06-20,905.0160679534182
2008-06-23,893.8530284260548
2008-06-24,880.2508714055986
2008-06-25,890.6545921928602
2008-06-26,872.109825112162
2008-06-27,862.9737603911489
2008-06-30,859.3249234260127
2008-07-01,841.2115198843575
2008-07-02,822.9392152651338
2008-07-03,820.8324233361794
2008-07-04,818.8218983025228
2008-07-07,819.7225509524712
2008-07-08,804.7749085333874
2008-07-09,818.7671362712675
2008-07-10,805.81229813315
2008-07-11,790.4164790684401
2008-07-14,793.1450521369526
2008-07-15,780.7237187934988
2008-07-16,787.8279363304723
2008-07-17,814.2635055146375
2008-07-18,831.6087759731531
2008-07-21,846.2153642823648
2008-07-22,842.2200931661134
2008-07-23,863.7926914047648
2008-07-24,848.6856719474164
2008-07-25,836.3541525350936
2008-07-28,824.967816734111
2008-07-29,823.3798089339691
2008-07-30,836.9010884737578
2008-07-31,831.2900856608433
2008-08-01,828.5090334363721
2008-08-04,823.8728449527881
2008-08-05,845.224218520224
2008-08-06,862.1361526069269
2008-08-07,857.5040019691618
2008-08-08,870.9432545088341
2008-08-11,890.9832579104739
2008-08-12,887.2784993348828
2008-08-13,862.8265306777139
2008-08-14,862.2385815917788
2008-08-15,872.5693858321375
2008-08-18,868.6707058374176
2008-08-19,844.6057631317741
2008-08-20,842.1381042466187
2008-08-21,838.0139059354494
2008-08-22,853.6907938485716
2008-08-25,855.0584616946599
2008-08-26,854.3966848198435
2008-08-27,849.640085285417
2008-08-28,859.492452922642
2008-08-29,867.4928354992103
2008-09-01,867.0292777914949
2008-09-02,879.9714938806321
2008-09-03,875.6366540226021
2008-09-04,860.162089246414
2008-09-05,847.9925592228951
2008-09-08,872.829731272021
2008-09-09,867.5797888533125
2008-09-10,861.2056095100739
2008-09-11,849.8685442242013
2008-09-12,856.5823615555117
2008-09-15,843.9573373935253
2008-09-16,823.2162401673319
2008-09-17,818.4102201883275
2008-09-18,807.761449014447
2008-09-19,847.5981837254069
2008-09-22,838.1133490308645
2008-09-23,816.6015214894326
2008-09-24,815.6012962802859
2008-09-25,816.980892378062
2008-09-26,800.1901752028687
2008-09-29,765.3850891616611
2008-09-30,769.6802991137807
2008-10-01,773.7354768363184
2008-10-02,775.4461688360124
2008-10-03,775.6797226529278
2008-10-06,730.4464303872354
2008-10-07,719.2178971650325
2008-10-08,684.3685950798074
2008-10-09,684.0561548166769
2008-10-10,641.9032535985782
2008-10-13,677.8270761665178
2008-10-14,696.4806741751302
2008-10-15,670.721258364502
2008-10-16,642.0069692461001
2008-10-17,640.3027470963272
2008-10-20,648.2975407421198
2008-10-21,654.4470779225713
2008-10-22,630.2580992185702
2008-10-23,614.3833421188056
2008-10-24,584.9349032057136
2008-10-27,572.2958108846614
2008-10-28,573.0706231296634
2008-10-29,596.0726425235048
2008-10-30,616.268070305105
2008-10-31,630.5266206530878
2008-11-03,643.4562364894354
2008-11-04,661.5986603633298
2008-11-05,662.0531383130952
2008-11-06,642.4775766216261
2008-11-07,638.2804131498242
2008-11-10,643.7644243653748
2008-11-11,629.5080418808117
2008-11-12,611.7241953706097
2008-11-13,596.542740591174
2008-11-14,594.6848228648499
2008-11-17,585.4314389723187
2008-11-18,578.5766496633695
2008-11-19,561.961158582658
2008-11-20,543.5421851407084
2008-11-21,541.2358488155197
2008-11-24,557.7138381112777
2008-11-25,555.4759902715605
2008-11-26,555.3592395483566
2008-11-27,571.5878208741618
2008-11-28,576.051430921374
2008-12-01,556.253015358592
2008-12-02,552.4278456596261
2008-12-03,552.7558047368677
2008-12-04,549.9049843826137
2008-12-05,539.087393176217
2008-12-08,562.0213746237536
2008-12-09,568.1823987043032
2008-12-10,577.9324224490305
2008-12-11,574.3275715210202
2008-12-12,556.2193031177761
2008-12-15,559.5357619919242
2008-12-16,556.564699057061
2008-12-17,554.1457334927335
2008-12-18,555.245467784679
2008-12-19,554.8955041482004
2008-12-22,549.1068823905905
2008-12-23,548.5954979554597
2008-12-24,548.0384499171885
2008-12-25,548.6440164676991
2008-12-26,547.4909736624473
2008-12-29,553.7491435424189
2008-12-30,563.3124319765882
2008-12-31,570.4452182874985
2009-01-01,570.4452182874985
2009-01-02,587.6943774357833
2009-01-05,606.2493423374136
2009-01-06,622.1421318929895
2009-01-07,622.2052262023586
2009-01-08,609.1870099285143
2009-01-09,615.4884756836548
2009-01-12,609.1190179426771
2009-01-13,595.4273079510253
2009-01-14,580.0512417618015
2009-01-15,572.1424366457563
2009-01-16,576.7262686411873
2009-01-19,568.7360636018535
2009-01-20,554.429897523909
2009-01-21,554.7316739861171
2009-01-22,551.9302528515777
2009-01-23,545.3106825174577
2009-01-26,547.5122068538242
2009-01-27,550.7514957647738
2009-01-28,566.3850916980733
2009-01-29,563.1141621558777
2009-01-30,567.3824786196346
2009-02-02,552.7399297537117
2009-02-03,555.4046490365616
2009-02-04,572.1416405137219
2009-02-05,576.0156246228665
2009-02-06,593.2745029422196
2009-02-09,599.638172933699
2009-02-10,585.2698454111546
2009-02-11,580.6510110568557
2009-02-12,578.7155796512706
2009-02-13,585.1525966304639
2009-02-16,577.6710473660161
2009-02-17,565.4689222656832
2009-02-18,559.7525435103987
2009-02-19,556.4369585544921
2009-02-20,540.2569281715059
2009-02-23,531.5754951412197
2009-02-24,522.4491245110991
2009-02-25,529.4109646695622
2009-02-26,537.0783474134569
2009-02-27,535.2398187580932
2009-03-02,518.1992304748898
2009-03-03,513.4477224066678
2009-03-04,527.9679615641837
2009-03-05,515.6346457732702
2009-03-06,505.82446412227245
2009-03-09,496.68902527187964
2009-03-10,511.6314580914375
2009-03-11,517.5828955834343
2009-03-12,516.1126140862293
2009-03-13,526.905991804078
2009-03-16,538.3046927448272
2009-03-17,538.7298053784154
2009-03-18,536.19388640044
2009-03-19,542.1269014020374
2009-03-20,541.326604961328
2009-03-23,555.0160699859233
2009-03-24,561.9337744688195
2009-03-25,565.3002690417529
2009-03-26,568.3693294299491
2009-03-27,572.2451393430993
2009-03-30,558.9341368831292
2009-03-31,564.8175648035115
2009-04-01,576.5029898242069
2009-04-02,607.0268867738271
2009-04-03,619.4600146623243
2009-04-06,625.8554541071662
2009-04-07,620.1014834188802
2009-04-08,616.4339960081029
2009-04-09,638.7818892917237
2009-04-10,639.568112465311
2009-04-13,641.0570761882598
2009-04-14,664.9784007864737
2009-04-15,670.4258495947327
2009-04-16,675.653170179677
2009-04-17,686.7913011681345
2009-04-20,667.0008000685945
2009-04-21,661.4512670329974
2009-04-22,670.509737351956
2009-04-23,678.4992447527839
2009-04-24,688.5500122997565
2009-04-27,686.302863349639
2009-04-28,672.4561432997749
2009-04-29,684.5980369519461
2009-04-30,701.8386634737362
2009-05-01,705.0649929807156
2009-05-04,725.107365265662
2009-05-05,741.3270682409533
2009-05-06,748.3458433463519
2009-05-07,755.6933330225631
2009-05-08,759.2852488598285
2009-05-11,742.8830886758298
2009-05-12,743.6355987756481
2009-05-13,719.9197543595589
2009-05-14,720.1478417654527
2009-05-15,731.2494499034426
2009-05-18,741.8728337687146
2009-05-19,762.0096196408558
2009-05-20,769.202417750977
2009-05-21,760.9263332755654
2009-05-22,755.3645979798274
2009-05-25,757.7536241929499
2009-05-26,754.4083058426133
2009-05-27,763.9623395743329
2009-05-28,753.1414453644704
2009-05-29,754.9291937715708
2009-06-01,778.6618139310968
2009-06-02,785.1157004416373
2009-06-03,783.7278541176313
2009-06-04,773.7476093179461
2009-06-05,780.4383183920048
2009-06-08,774.0769206257891
2009-06-09,776.8034222827005
2009-06-10,789.2120037874507
2009-06-11,797.791469007497
2009-06-12,796.1880634229384
2009-06-15,783.2782763139274
2009-06-16,777.7577087304159
2009-06-17,758.5173106816038
2009-06-18,753.3228292300454
2009-06-19,762.8580996120326
2009-06-22,745.4551447528675
2009-06-23,735.0456735182621
2009-06-24,751.9742398665813
2009-06-25,754.2299933279459
2009-06-26,761.5097569145289
2009-06-29,769.3172946366146
2009-06-30,767.8598783050367
2009-07-01,771.9634101406249
2009-07-02,764.0498469237616
2009-07-03,760.5136316195294
2009-07-06,749.8878567617818
2009-07-07,748.1194467901663
2009-07-08,739.0161020176334
2009-07-09,740.9145189107735
2009-07-10,737.3946788644664
2009-07-13,738.4865381733371
2009-07-14,754.3521997171644
2009-07-15,771.1199269574194
2009-07-16,773.947460721317
2009-07-17,774.7056682228123
2009-07-20,783.8263145698027
2009-07-21,791.5326977274514
2009-07-22,794.9735576167794
2009-07-23,807.2069614743893
2009-07-24,812.4198974076215
2009-07-27,814.849438540608
2009-07-28,812.0167612833995
2009-07-29,818.15479397281
2009-07-30,836.8264647455553
2009-07-31,844.7721068252071
2009-08-03,859.0144938914183
2009-08-04,862.0006300488499
2009-08-05,865.4544795119102
2009-08-06,870.5118958637828
2009-08-07,873.5718874221409
2009-08-10,873.5242789025535
2009-08-11,869.0526029341917
2009-08-12,871.806473266431
2009-08-13,888.1990249718407
2009-08-14,890.6847712846925
2009-08-17,870.3257300888217
2009-08-18,880.6277026836252
2009-08-19,878.0447301252015
2009-08-20,892.4327482481656
2009-08-21,902.463527560577
2009-08-24,917.598640956946
2009-08-25,922.9036287122335
2009-08-26,918.9600548886332
2009-08-27,916.3694049620568
2009-08-28,925.8365374433602
2009-08-31,920.3923396511776
2009-09-01,908.007649348169
2009-09-02,896.0325317213318
2009-09-03,904.1104086377878
2009-09-04,918.2833173167562
2009-09-07,933.610619105855
2009-09-08,941.1209389007091
2009-09-09,946.799668127747
2009-09-10,955.4565437498966
2009-09-11,960.388118838093
2009-09-14,952.6845964557194
2009-09-15,957.6414842388571
2009-09-16,969.5298016440504
2009-09-17,975.4151297779306
2009-09-18,969.9220275761614
2009-09-21,961.1117203878961
2009-09-22,965.484797487441
2009-09-23,970.2095009948042
2009-09-24,953.8375162051258
2009-09-25,948.6217350500849
2009-09-28,956.6625593800843
2009-09-29,966.9375032592731
2009-09-30,966.7523893516485
2009-10-01,957.8669284255824
2009-10-02,934.546429230442
2009-10-05,940.4248735024819
2009-10-06,958.9112000010603
2009-10-07,966.1392408345936
2009-10-08,982.0799466931401
2009-10-09,980.9825163006461
2009-10-12,984.3079548906301
2009-10-13,981.0988004135542
2009-10-14,994.3785890419375
2009-10-15,1000.5211179397647
2009-10-16,997.12667908733
2009-10-19,1003.1015374907464
2009-10-20,1003.8216802726148
2009-10-21,1003.0240176606377
2009-10-22,989.001270201042
2009-10-23,987.3982697060799
2009-10-26,977.8128611963728
2009-10-27,971.2072632620943
2009-10-28,948.5019249149898
2009-10-29,958.7379079584546
2009-10-30,956.8231480280068
2009-11-02,946.4595094651962
2009-11-03,941.1615815472964
2009-11-04,956.1768174407576
2009-11-05,962.0261936645588
2009-11-06,970.9714322577429
2009-11-09,986.1020891041685
2009-11-10,986.6625403724204
2009-11-11,989.496526077716
2009-11-12,993.5545757256749
2009-11-13,996.9281568051907
2009-11-16,1008.0278971452091
2009-11-17,1004.8049547050425
2009-11-18,1001.3855565222359
2009-11-19,984.6292651019012
2009-11-20,975.3485466988874
2009-11-23,985.9814794238259
2009-11-24,979.1078998352251
2009-11-25,976.7136530727793
2009-11-26,949.9818794159735
2009-11-27,955.915783769759
2009-11-30,945.2330601306505
2009-12-01,967.21904230224
2009-12-02,974.3710433195725
2009-12-03,975.3232593357827
2009-12-04,980.6481886038665
2009-12-07,981.0457624979838
2009-12-08,969.1243585610085
2009-12-09,959.8587257388342
2009-12-10,966.2710961798771
2009-12-11,971.3568912014689
2009-12-14,975.3638610774119
2009-12-15,976.9835010020158
2009-12-16,982.5007091196201
2009-12-17,982.4225199789013
2009-12-18,981.2256817371963
2009-12-21,985.5525930243414
2009-12-22,991.076413917494
2009-12-23,991.9400307046012
2009-12-24,991.701597720577
2009-12-25,991.756974249129
2009-12-28,995.2275459642776
2009-12-29,1002.2601112590175
2009-12-30,1006.9833186829916
2009-12-31,1009.2649353454026
2010-01-01,1009.2649353454026
2010-01-04,1025.0522078365073
2010-01-05,1031.1410209692012
2010-01-06,1036.320712132448
2010-01-07,1038.497251183817
2010-01-08,1045.0291972667922
2010-01-11,1046.9765106672435
2010-01-12,1037.086890005317
2010-01-13,1038.5390440472306
2010-01-14,1047.2991396924285
2010-01-15,1048.3242158240034
2010-01-18,1050.2569179887462
2010-01-19,1054.852542893483
2010-01-20,1051.0126579546584
2010-01-21,1043.824078400803
2010-01-22,1029.3658719313526
2010-01-25,1028.6417746409284
2010-01-26,1026.660447637512
2010-01-27,1022.500764033061
2010-01-28,1025.8703530918026
2010-01-29,1026.2874243729234
2010-02-01,1025.3073287863683
2010-02-02,1037.2485132948761
2010-02-03,1038.361402266282
2010-02-04,1022.9014466189274
2010-02-05,1003.385412475825
2010-02-08,998.0547574786203
2010-02-09,997.4469914833829
2010-02-10,1004.9227711482077
2010-02-11,1018.4311461856526
2010-02-12,1017.0945107574729
2010-02-15,1017.0776233474207
2010-02-16,1019.2713539163052
2010-02-17,1035.9069572630171
2010-02-18,1041.1288447808317
2010-02-19,1039.5992498582982
2010-02-22,1044.4599309935836
2010-02-23,1039.911155063363
2010-02-24,1035.2863809756884
2010-02-25,1023.5805093115459
2010-02-26,1029.1490708988326
2010-03-01,1044.8906753711321
2010-03-02,1049.462273459126
2010-03-03,1052.7846001991472
