Date,EAFE SMALL CAP HIGH DIVIDEND YIELD
2010-03-04,1056.257965841026
2010-03-05,1069.3512066910305
2010-03-08,1070.1554366846406
2010-03-09,1073.823987872662
2010-03-10,1078.542730586711
2010-03-11,1079.0720021380919
2010-03-12,1084.522119498846
2010-03-15,1082.8110608847057
2010-03-16,1086.0445664706
2010-03-17,1100.6248466466798
2010-03-18,1104.804921989627
2010-03-19,1102.029886992569
2010-03-22,1101.8680376407606
2010-03-23,1108.8072512745966
2010-03-24,1114.797241658627
2010-03-25,1119.7996287191356
2010-03-26,1120.8604751842427
2010-03-29,1119.8935483570124
2010-03-30,1125.7931835245856
2010-03-31,1118.7586183390913
2010-04-01,1134.2676063607255
2010-04-02,1134.5880471430614
2010-04-05,1136.9631505075936
2010-04-06,1151.5298403705765
2010-04-07,1155.7917577853189
2010-04-08,1153.4433423770497
2010-04-09,1161.1696868878062
2010-04-12,1156.8723433446319
2010-04-13,1152.2832064849858
2010-04-14,1162.53316541845
2010-04-15,1172.347983636192
2010-04-16,1165.438501957936
2010-04-19,1155.2267675569308
2010-04-20,1169.017049869682
2010-04-21,1174.639096654317
2010-04-22,1172.7387853358214
2010-04-23,1180.9006565696166
2010-04-26,1194.9741905093074
2010-04-27,1175.2282446421066
2010-04-28,1155.4299256666368
2010-04-29,1168.209303593833
2010-04-30,1169.3634554577732
2010-05-03,1173.1294450889316
2010-05-04,1153.773093604888
2010-05-05,1143.0375436606719
2010-05-06,1136.5557183586625
2010-05-07,1093.9029055774367
2010-05-10,1144.9386499628242
2010-05-11,1145.2153370478595
2010-05-12,1163.9233675428566
2010-05-13,1173.248187636391
2010-05-14,1155.807573960706
2010-05-17,1138.432119998998
2010-05-18,1142.1191680368065
2010-05-19,1108.9026411789837
2010-05-20,1082.1744874677115
2010-05-21,1071.4338765670645
2010-05-24,1082.2188247612223
2010-05-25,1052.0637883714987
2010-05-26,1073.728122071199
2010-05-27,1095.9904398684357
2010-05-28,1098.6757212352557
2010-05-31,1106.5781098855985
2010-06-01,1104.8864344586061
2010-06-02,1106.6109265851087
2010-06-03,1126.3528882188336
2010-06-04,1119.619043131164
2010-06-07,1105.539349803339
2010-06-08,1097.275610422343
2010-06-09,1112.0765273283105
2010-06-10,1129.4764347831178
2010-06-11,1133.6919778693793
2010-06-14,1144.9226071264586
2010-06-15,1150.5027183942805
2010-06-16,1151.861654338937
2010-06-17,1149.4808277994107
2010-06-18,1156.2319065264176
2010-06-21,1165.8917386486019
2010-06-22,1167.274103566692
2010-06-23,1159.1366189334508
2010-06-24,1145.5390307340786
2010-06-25,1139.0599395690658
2010-06-28,1145.6441795611836
2010-06-29,1126.7255980657822
2010-06-30,1117.1207352256063
2010-07-01,1090.8101177776732
2010-07-02,1092.0451387223354
2010-07-05,1094.396930417514
2010-07-06,1112.23112335759
2010-07-07,1114.6271049687025
2010-07-08,1126.9860729581085
2010-07-09,1131.670399712363
2010-07-12,1137.2976922907008
2010-07-13,1145.2087995329084
2010-07-14,1148.002985276061
2010-07-15,1135.882557004939
2010-07-16,1122.781502529434
2010-07-19,1111.4562251570992
2010-07-20,1114.7228632401825
2010-07-21,1130.7695522984789
2010-07-22,1140.5137780714767
2010-07-23,1157.089814497032
2010-07-26,1161.496242715571
2010-07-27,1158.3969377095952
2010-07-28,1153.2361152953263
2010-07-29,1152.9539036147078
2010-07-30,1150.4896288166092
2010-08-02,1165.7982226558327
2010-08-03,1166.6836159029792
2010-08-04,1168.3466107453312
2010-08-05,1169.4584020670115
2010-08-06,1161.119075472785
2010-08-09,1171.2378130601367
2010-08-10,1163.2520360174497
2010-08-11,1149.918939547027
2010-08-12,1140.483895524214
2010-08-13,1149.4134216621278
2010-08-16,1148.147248299916
2010-08-17,1160.1333825478748
2010-08-18,1161.396522815904
2010-08-19,1157.1047728026083
2010-08-20,1149.9947045739614
2010-08-23,1157.7145275582088
2010-08-24,1141.1572188698706
2010-08-25,1134.319633851029
2010-08-26,1139.158375242352
2010-08-27,1146.7362123483165
2010-08-30,1155.839403328601
2010-08-31,1151.540986978598
2010-09-01,1170.6966546954895
2010-09-02,1176.7612019922456
2010-09-03,1183.0342803815151
2010-09-06,1189.8950531612434
2010-09-07,1192.042693544202
2010-09-08,1199.5460835649938
2010-09-09,1211.6242046676343
2010-09-10,1215.709239025061
2010-09-13,1219.942792878093
2010-09-14,1217.2885347476465
2010-09-15,1215.3156182578355
2010-09-16,1207.1235181254892
2010-09-17,1212.058121338507
2010-09-20,1219.3049216240086
2010-09-21,1220.3321513231576
2010-09-22,1205.9098030883188
2010-09-23,1207.5661260043034
2010-09-24,1211.7475819217107
2010-09-27,1221.31536770103
2010-09-28,1218.277658739525
2010-09-29,1217.269244434859
2010-09-30,1208.7907592637787
2010-10-01,1206.6586889220582
2010-10-04,1208.4317540404031
2010-10-05,1210.8603357866277
2010-10-06,1219.4745626564659
2010-10-07,1218.94125276899
2010-10-08,1218.5574982912929
2010-10-11,1227.5560207763858
2010-10-12,1223.0207667006885
2010-10-13,1232.3489373604455
2010-10-14,1233.9287464827464
2010-10-15,1231.6684141662095
2010-10-18,1233.9261967351015
2010-10-19,1235.151692128085
2010-10-20,1232.9724158871145
2010-10-21,1238.4518279549634
2010-10-22,1239.716576071999
2010-10-25,1249.013610196199
2010-10-26,1252.3462215976615
2010-10-27,1243.273697707001
2010-10-28,1242.8710517503036
2010-10-29,1245.0451072169944
2010-11-01,1252.9363685827598
2010-11-02,1249.6690253106244
2010-11-03,1248.3238309554233
2010-11-04,1257.3605751264292
2010-11-05,1270.3581902215428
2010-11-08,1276.5642350259216
2010-11-09,1279.3643941099497
2010-11-10,1275.0713271596912
2010-11-11,1268.513899977394
2010-11-12,1260.739116530384
2010-11-15,1270.2774116727303
2010-11-16,1250.7228420924394
2010-11-17,1253.0954637367558
2010-11-18,1265.9344642921124
2010-11-19,1263.6863779720302
2010-11-22,1267.6300207247314
2010-11-23,1255.8945815920254
2010-11-24,1266.445132330885
2010-11-25,1273.3521550372795
2010-11-26,1272.8402334250857
2010-11-29,1266.7177507954716
2010-11-30,1269.0061038896245
2010-12-01,1282.5545952960003
2010-12-02,1300.3520936210034
2010-12-03,1299.3683366209907
2010-12-06,1314.0723262082745
2010-12-07,1320.9563828027874
2010-12-08,1321.1509130768002
2010-12-09,1323.8581209836104
2010-12-10,1322.7556777474795
2010-12-13,1324.0747987751572
2010-12-14,1329.4367168780302
2010-12-15,1327.5248459648665
2010-12-16,1331.288259499409
2010-12-17,1339.2594320198991
2010-12-20,1346.5058115696163
2010-12-21,1351.5608090460223
2010-12-22,1357.1364592465286
2010-12-23,1362.130342079089
2010-12-24,1355.4500584746982
2010-12-27,1350.6985137442025
2010-12-28,1356.3564948390215
2010-12-29,1368.7577516953436
2010-12-30,1357.3388234887107
2010-12-31,1358.6145514588818
2011-01-03,1359.1803370286616
2011-01-04,1368.0812041466618
2011-01-05,1369.9203497594963
2011-01-06,1379.1977588074835
2011-01-07,1382.7104667992314
2011-01-10,1378.639518170515
2011-01-11,1390.5101691182217
2011-01-12,1392.0540227694285
2011-01-13,1381.2619284753166
2011-01-14,1374.0928067658058
2011-01-17,1383.143769983782
2011-01-18,1382.9509373752162
2011-01-19,1374.3044944623073
2011-01-20,1351.435488420349
2011-01-21,1343.6136472947564
2011-01-24,1340.3112734445945
2011-01-25,1336.735649441955
2011-01-26,1346.385403321243
2011-01-27,1343.7196414860416
2011-01-28,1341.2862198056225
2011-01-31,1333.5480981815003
2011-02-01,1346.197280442157
2011-02-02,1345.338914432565
2011-02-03,1354.018544827641
2011-02-04,1365.9420653941506
2011-02-07,1378.3332916662746
2011-02-08,1370.734583680128
2011-02-09,1365.756636014581
2011-02-10,1360.7732992402669
2011-02-11,1364.3667268114334
2011-02-14,1378.2798819266643
2011-02-15,1371.8494478268601
2011-02-16,1370.7102961417338
2011-02-17,1373.9758693862286
2011-02-18,1375.8476063407288
2011-02-21,1362.8557610089733
2011-02-22,1346.8237073338921
2011-02-23,1335.0137085176805
2011-02-24,1318.8961958368395
2011-02-25,1338.4134782348135
2011-02-28,1349.3943102645842
2011-03-01,1353.5581402737282
2011-03-02,1343.0086902484302
2011-03-03,1342.8884930314805
2011-03-04,1348.0672981281475
2011-03-07,1344.3541754111563
2011-03-08,1346.1568906676346
2011-03-09,1348.5054092796922
2011-03-10,1332.923546137862
2011-03-11,1318.5766119825903
2011-03-14,1293.8349550142261
2011-03-15,1251.355163302502
2011-03-16,1260.5633419695218
2011-03-17,1271.0730943760768
2011-03-18,1281.7023143947913
2011-03-21,1298.2575562490952
2011-03-22,1306.1684802486257
2011-03-23,1306.0306132986334
2011-03-24,1312.4192610971795
2011-03-25,1319.1678153788985
2011-03-28,1321.9833977305238
2011-03-29,1322.642444642501
2011-03-30,1333.4981993357865
2011-03-31,1325.3023158026722
2011-04-01,1332.1403981065598
2011-04-04,1334.0097395388452
2011-04-05,1332.9641475842036
2011-04-06,1328.015563831584
2011-04-07,1324.6674217709678
2011-04-08,1327.7802912361255
2011-04-11,1323.658617223101
2011-04-12,1301.9806319932597
2011-04-13,1311.5670195646264
2011-04-14,1318.6308295325698
2011-04-15,1320.788370156081
2011-04-18,1320.109623040017
2011-04-19,1319.717549946354
2011-04-20,1328.5815806390647
2011-04-21,1339.086463093263
2011-04-22,1339.1513814044345
2011-04-25,1336.0218944136361
2011-04-26,1336.936165627437
2011-04-27,1335.5108977057675
2011-04-28,1342.1142324729892
2011-04-29,1343.7760232447172
2011-05-02,1343.521313273152
2011-05-03,1337.0181180135735
2011-05-04,1321.768396551506
2011-05-05,1330.0214887987574
2011-05-06,1343.572453623367
2011-05-09,1356.0168778981604
2011-05-10,1361.9448734223763
2011-05-11,1370.556277044505
2011-05-12,1358.601572094451
2011-05-13,1353.930966047342
2011-05-16,1345.6272745375284
2011-05-17,1338.945891265269
2011-05-18,1337.8136341633906
2011-05-19,1343.2154775741817
2011-05-20,1352.179522288123
2011-05-23,1338.070036733745
2011-05-24,1336.3025568411038
2011-05-25,1338.5863172986635
2011-05-26,1342.940793991686
2011-05-27,1344.9357538894665
2011-05-30,1346.7094751255484
2011-05-31,1348.1040291967124
2011-06-01,1345.342243683587
2011-06-02,1331.6538951822463
2011-06-03,1323.249388456294
2011-06-06,1317.7445004777103
2011-06-07,1314.4889434929323
2011-06-08,1301.1210817417643
2011-06-09,1310.103473067253
2011-06-10,1306.8025358366274
2011-06-13,1304.5284965207134
2011-06-14,1309.3435241067305
2011-06-15,1308.9679102971836
2011-06-16,1295.3149309823855
2011-06-17,1289.2216993102143
2011-06-20,1276.9644445273022
2011-06-21,1286.1436762169221
2011-06-22,1282.231102402883
2011-06-23,1278.5799673166784
2011-06-24,1280.0070654935053
2011-06-27,1268.1049628435287
2011-06-28,1268.0508980625023
2011-06-29,1290.9048475522636
2011-06-30,1304.621430396781
2011-07-01,1309.9366759106795
2011-07-04,1317.4178079846627
2011-07-05,1319.9429125631825
2011-07-06,1324.0908052100874
2011-07-07,1326.3034323784607
2011-07-08,1334.2063228462828
2011-07-11,1326.7471415389364
2011-07-12,1312.4195394878066
2011-07-13,1317.2979899089187
2011-07-14,1306.5964540082412
2011-07-15,1303.05599389363
2011-07-18,1286.193055716254
2011-07-19,1287.1847747634636
2011-07-20,1299.9664576367704
2011-07-21,1297.8872408311445
2011-07-22,1313.0437405019327
2011-07-25,1308.8439308371605
2011-07-26,1305.5017103935088
2011-07-27,1303.5359606577942
2011-07-28,1301.338315058311
2011-07-29,1294.1450570870836
2011-08-01,1298.2776006267607
2011-08-02,1266.8758253075582
2011-08-03,1237.3730976142062
2011-08-04,1201.2188942703374
2011-08-05,1172.264120291884
2011-08-08,1125.8551248507506
2011-08-09,1132.5376834832339
2011-08-10,1133.5952827465294
2011-08-11,1142.2386847452367
2011-08-12,1171.7257047017724
2011-08-15,1178.7194596798313
2011-08-16,1175.7934327646929
2011-08-17,1181.5833968430331
2011-08-18,1146.2054073927552
2011-08-19,1124.150846897754
2011-08-22,1124.7262026707394
2011-08-23,1140.7024527225828
2011-08-24,1146.6630249548548
2011-08-25,1145.4254806243882
2011-08-26,1143.6730378055668
2011-08-29,1152.3223773507993
2011-08-30,1171.499290883903
2011-08-31,1201.052475053672
2011-09-01,1209.1976068535803
2011-09-02,1194.3645533510144
2011-09-05,1164.0604017205765
2011-09-06,1152.8710365912118
2011-09-07,1178.6504294545448
2011-09-08,1187.5478788574494
2011-09-09,1183.3058772197062
2011-09-12,1155.3425980641593
2011-09-13,1154.9233885109268
2011-09-14,1155.3150498462223
2011-09-15,1170.0625173305343
2011-09-16,1190.0028500518424
2011-09-19,1176.3943900124239
2011-09-20,1176.9505739064255
2011-09-21,1170.4143904009316
2011-09-22,1134.2709208948827
2011-09-23,1122.5798379173823
2011-09-26,1117.0249815631996
2011-09-27,1152.6079740834423
2011-09-28,1153.7255431957376
2011-09-29,1153.3985833219988
2011-09-30,1152.6374605198898
2011-10-03,1140.0054285590509
2011-10-04,1106.42713863927
2011-10-05,1117.2771771139442
2011-10-06,1142.2875411540567
2011-10-07,1156.5007904994395
2011-10-10,1162.9429054734665
2011-10-11,1169.15793140136
2011-10-12,1179.0069764964987
2011-10-13,1181.8566659330695
2011-10-14,1182.0987386948025
2011-10-17,1185.9961298454068
2011-10-18,1178.4181551321553
2011-10-19,1181.7692829880305
2011-10-20,1170.6239054324399
2011-10-21,1180.3564966127306
2011-10-24,1201.1060510980074
2011-10-25,1196.6820943118917
2011-10-26,1200.2019688764249
2011-10-27,1223.0552609026709
2011-10-28,1228.3806158767072
2011-10-31,1214.8480308278736
2011-11-01,1188.5576831456428
2011-11-02,1187.508621669629
2011-11-03,1203.087872030897
2011-11-04,1206.04283336549
2011-11-07,1201.6984692361914
2011-11-08,1203.7899112285886
2011-11-09,1203.8455153194989
2011-11-10,1185.0284753414571
2011-11-11,1200.559778876407
2011-11-14,1200.478343050099
2011-11-15,1196.168274501549
2011-11-16,1191.112682084157
2011-11-17,1183.8351233835285
2011-11-18,1174.7094070957803
2011-11-21,1147.940784867827
