Date,WRLD ex USA SMALL CAP HIGH DIVIDEND YLD
2008-05-30,1000.0
2008-06-02,993.3984335090811
2008-06-03,995.6880969936811
2008-06-04,989.416711351283
2008-06-05,990.262917561857
2008-06-06,975.9035768894653
2008-06-09,962.2184776970666
2008-06-10,949.483664714586
2008-06-11,934.9561854678653
2008-06-12,935.456723550308
2008-06-13,945.4488320931844
2008-06-16,944.9326779859626
2008-06-17,946.4624786352368
2008-06-18,928.9975150917004
2008-06-19,920.825901041244
2008-06-20,911.4272680395345
2008-06-23,902.4231612802083
2008-06-24,888.668391276025
2008-06-25,899.0562433732371
2008-06-26,881.0923514336271
2008-06-27,872.3488854521901
2008-06-30,869.4297270439688
2008-07-01,852.2250937250021
2008-07-02,834.1954211778493
2008-07-03,833.2518718428196
2008-07-04,830.695785692395
2008-07-07,832.109940495407
2008-07-08,817.6424016381402
2008-07-09,830.7235961536288
2008-07-10,817.8578277833361
2008-07-11,802.6490467452746
2008-07-14,804.1185008895873
2008-07-15,792.1100572622245
2008-07-16,800.6129431783468
2008-07-17,825.0989617333411
2008-07-18,841.0796686964065
2008-07-21,854.7300888377772
2008-07-22,850.8929682952577
2008-07-23,871.7251310971681
2008-07-24,856.0547739874925
2008-07-25,845.49094183705
2008-07-28,833.9780353030301
2008-07-29,833.1456838328547
2008-07-30,846.574583589436
2008-07-31,842.159959314084
2008-08-01,839.6057700901882
2008-08-04,834.1027195768525
2008-08-05,855.4888518672728
2008-08-06,871.232010425577
2008-08-07,867.1340904366344
2008-08-08,880.4191378138349
2008-08-11,898.1187803346969
2008-08-12,894.2365302298285
2008-08-13,873.7368186230419
2008-08-14,873.8361093758041
2008-08-15,885.4119104093613
2008-08-18,882.8226329059484
2008-08-19,860.8217134182916
2008-08-20,859.2156922446175
2008-08-21,855.4184145530803
2008-08-22,870.4754920820548
2008-08-25,871.3566424826773
2008-08-26,872.3227452667923
2008-08-27,868.4752533349867
2008-08-28,878.911940099898
2008-08-29,887.4401810204043
2008-09-01,887.0556665642779
2008-09-02,897.8482113875958
2008-09-03,893.2639683169748
2008-09-04,877.2906698462316
2008-09-05,865.3648667793377
2008-09-08,889.0523781316658
2008-09-09,883.7146229685028
2008-09-10,877.3831400708391
2008-09-11,866.2549846086192
2008-09-12,872.7601811903156
2008-09-15,858.8220591464568
2008-09-16,838.1307865333107
2008-09-17,831.01505922626
2008-09-18,821.8201159598826
2008-09-19,860.6420295795007
2008-09-22,849.9684670997387
2008-09-23,828.2792226454027
2008-09-24,828.5273701642958
2008-09-25,830.417394426864
2008-09-26,813.9629875117246
2008-09-29,778.0928148142772
2008-09-30,784.114547840695
2008-10-01,787.7672828999866
2008-10-02,788.7218596913367
2008-10-03,789.1680070673847
2008-10-06,742.1286524117834
2008-10-07,729.3317664407182
2008-10-08,694.4808500502554
2008-10-09,693.412555470607
2008-10-10,651.5453277179515
2008-10-13,688.1513511010783
2008-10-14,708.796191587663
2008-10-15,679.6621254178832
2008-10-16,651.0627302870879
2008-10-17,653.0817670664421
2008-10-20,662.7739754697878
2008-10-21,667.3781932076768
2008-10-22,643.342966352878
2008-10-23,627.9496406557294
2008-10-24,599.0909666187956
2008-10-27,584.8804888132197
2008-10-28,587.2894007502434
2008-10-29,612.4352583636347
2008-10-30,630.6025059616686
2008-10-31,644.9235530469714
2008-11-03,656.6185716230497
2008-11-04,676.5433158233138
2008-11-05,675.595343515438
2008-11-06,655.2528774447104
2008-11-07,650.9750698894733
2008-11-10,656.2922075343333
2008-11-11,641.3590536736014
2008-11-12,622.6209406985339
2008-11-13,608.8349006348654
2008-11-14,606.2125526054701
2008-11-17,595.6560727625257
2008-11-18,589.475757672346
2008-11-19,572.3705103000477
2008-11-20,551.1065916029535
2008-11-21,548.7305203570539
2008-11-24,566.8598527916475
2008-11-25,563.8166454884405
2008-11-26,564.678762139973
2008-11-27,580.0390787678582
2008-11-28,584.7934035123159
2008-12-01,564.6038065916708
2008-12-02,560.5006060021325
2008-12-03,560.196731544347
2008-12-04,555.7717470953409
2008-12-05,544.1110992156337
2008-12-08,567.7282675633032
2008-12-09,573.540588888999
2008-12-10,582.9207802857234
2008-12-11,579.1912910094189
2008-12-12,562.1196978195886
2008-12-15,564.5183583462333
2008-12-16,562.4802603631432
2008-12-17,558.6294996768445
2008-12-18,559.4765898864522
2008-12-19,561.3781694930959
2008-12-22,555.2991284229215
2008-12-23,554.567911983724
2008-12-24,554.1593816748542
2008-12-25,554.697820452624
2008-12-26,553.2487839810979
2008-12-29,560.8375654291243
2008-12-30,571.0007582455936
2008-12-31,579.0526145024285
2009-01-01,579.0526145024285
2009-01-02,597.1369803349808
2009-01-05,616.9061122602077
2009-01-06,633.3711167289517
2009-01-07,630.1202874968664
2009-01-08,617.614433312868
2009-01-09,623.0539451367628
2009-01-12,616.0253994168698
2009-01-13,603.8019187067546
2009-01-14,588.0261208960643
2009-01-15,580.3648341604271
2009-01-16,585.059392707496
2009-01-19,577.9714840223508
2009-01-20,565.4926198237584
2009-01-21,565.3395023767171
2009-01-22,562.1692868596615
2009-01-23,556.5227024494841
2009-01-26,558.9439084188945
2009-01-27,562.2032332105987
2009-01-28,578.1171590741545
2009-01-29,574.3861075987987
2009-01-30,578.7792504614315
2009-02-02,564.318182048167
2009-02-03,566.5341063990345
2009-02-04,583.538723808825
2009-02-05,586.8129721731486
2009-02-06,603.3924609556369
2009-02-09,609.7705113669506
2009-02-10,595.4909948786101
2009-02-11,590.5412136417924
2009-02-12,588.9392995459875
2009-02-13,595.3377942005193
2009-02-16,588.5274231804385
2009-02-17,575.9152252611232
2009-02-18,569.4326462435754
2009-02-19,566.1017507645485
2009-02-20,549.6897067746646
2009-02-23,539.8576802476391
2009-02-24,532.0053426322515
2009-02-25,538.9278797299339
2009-02-26,548.3288364115464
2009-02-27,544.9709589628131
2009-03-02,527.005119760446
2009-03-03,522.1240632757895
2009-03-04,537.7506310424402
2009-03-05,524.6389821428742
2009-03-06,514.0030774263562
2009-03-09,504.7997976658523
2009-03-10,519.926659726369
2009-03-11,525.4354973309837
2009-03-12,524.795361695967
2009-03-13,535.4860015741424
2009-03-16,546.3989084021852
2009-03-17,547.01422331755
2009-03-18,543.7489283838675
2009-03-19,547.9617944193972
2009-03-20,547.1524174513185
2009-03-23,561.2535374796546
2009-03-24,567.9857446011389
2009-03-25,571.0896320335771
2009-03-26,573.7251424034216
2009-03-27,577.6084482771498
2009-03-30,563.3223103823663
2009-03-31,569.8472387113565
2009-04-01,580.9503825827578
2009-04-02,610.8609174034863
2009-04-03,622.5360872594898
2009-04-06,628.2998873771797
2009-04-07,622.9486085847021
2009-04-08,619.4682934213341
2009-04-09,642.0211115411884
2009-04-10,642.7216526577205
2009-04-13,644.4029087224262
2009-04-14,667.5826522731252
2009-04-15,673.3210725226176
2009-04-16,679.0744135369991
2009-04-17,690.1745365072853
2009-04-20,669.705868193143
2009-04-21,665.3199775737146
2009-04-22,674.1608470708117
2009-04-23,681.8666888809302
2009-04-24,691.4123267815487
2009-04-27,689.743751233009
2009-04-28,676.2326359335447
2009-04-29,688.4394916967398
2009-04-30,705.3347879568213
2009-05-01,709.0874680375285
2009-05-04,729.3857601555785
2009-05-05,744.2912250722808
2009-05-06,751.7228318911052
2009-05-07,757.2127174929507
2009-05-08,761.7125698783062
2009-05-11,745.7364548088226
2009-05-12,745.5926835686404
2009-05-13,722.1492426679974
2009-05-14,722.6217066844746
2009-05-15,734.1622564250414
2009-05-18,744.7388117526287
2009-05-19,764.1246126559341
2009-05-20,771.5090821945194
2009-05-21,762.3303444793668
2009-05-22,756.9677921178139
2009-05-25,758.9763462732991
2009-05-26,756.8763780547763
2009-05-27,766.5008038107701
2009-05-28,756.1580826092369
2009-05-29,757.6300554966161
2009-06-01,781.3620992760895
2009-06-02,786.9654896082873
2009-06-03,783.5553031166113
2009-06-04,775.0978287681382
2009-06-05,781.9255844038775
2009-06-08,776.286644393359
2009-06-09,780.1337497287833
2009-06-10,792.2077137676118
2009-06-11,801.7991826358464
2009-06-12,800.1247718203726
2009-06-15,786.9894237999578
2009-06-16,780.9523880684317
2009-06-17,762.1254121631943
2009-06-18,757.7879269934853
2009-06-19,766.5922346157466
2009-06-22,748.1002849785602
2009-06-23,737.9588807893282
2009-06-24,755.0961122866405
2009-06-25,758.3819427244729
2009-06-26,765.1113429736608
2009-06-29,771.7651430117256
2009-06-30,770.0516392242394
2009-07-01,773.9552539930703
2009-07-02,766.3798377650819
2009-07-03,763.5192975626295
2009-07-06,753.2499592152121
2009-07-07,750.2947369466567
2009-07-08,740.7697072839422
2009-07-09,743.0229830869355
2009-07-10,740.2021674355409
2009-07-13,741.8182374031337
2009-07-14,758.2878198591942
2009-07-15,775.4144792831025
2009-07-16,778.3408775174271
2009-07-17,779.5898410048883
2009-07-20,788.9018455772331
2009-07-21,796.9644357681801
2009-07-22,800.4197320776524
2009-07-23,813.268344756319
2009-07-24,819.5280451033594
2009-07-27,822.1090060815882
2009-07-28,819.0902236781783
2009-07-29,824.1378374541362
2009-07-30,843.076551093897
2009-07-31,850.9548229013242
2009-08-03,863.7037802950531
2009-08-04,867.8469631681941
2009-08-05,870.6806095428273
2009-08-06,874.1070287778724
2009-08-07,877.8002364616715
2009-08-10,877.7854751078406
2009-08-11,872.3216014227863
2009-08-12,876.2847808855892
2009-08-13,891.525314499457
2009-08-14,893.8656135397052
2009-08-17,872.7303388091916
2009-08-18,883.7990112264471
2009-08-19,881.3903998067934
