Date,USA SMALL CAP EXTENDED ESG FOCUS
2013-11-26,1000.0
2013-11-27,1004.2163359925133
2013-11-28,1004.2163359925133
2013-11-29,1003.8192614567824
2013-12-02,997.0623903149793
2013-12-03,992.7117450850377
2013-12-04,991.1117423441962
2013-12-05,991.8124191892192
2013-12-06,998.9978991956835
2013-12-09,999.0677130048545
2013-12-10,993.9961218206747
2013-12-11,977.9249169823474
2013-12-12,978.8960365108867
2013-12-13,981.3163492460681
2013-12-16,990.5282848919792
2013-12-17,990.720940774921
2013-12-18,1003.1588096789981
2013-12-19,997.6437748238575
2013-12-20,1012.5465619937635
2013-12-23,1021.5857073478142
2013-12-24,1025.386518445555
2013-12-25,1025.386518445555
2013-12-26,1026.5937861004747
2013-12-27,1025.9847604006713
2013-12-30,1026.6792103851071
2013-12-31,1029.474146624148
2014-01-01,1029.474146624148
2014-01-02,1019.4971032125177
2014-01-03,1023.4625343038853
2014-01-06,1016.2601666847463
2014-01-07,1025.347504028912
2014-01-08,1026.8561704463514
2014-01-09,1026.920019414533
2014-01-10,1033.2122952325658
2014-01-13,1019.403874673989
2014-01-14,1032.7960428927338
2014-01-15,1039.000227037454
2014-01-16,1039.7672490095854
2014-01-17,1035.89496135053
2014-01-20,1035.89496135053
2014-01-21,1041.2465781056576
2014-01-22,1046.5797952535418
2014-01-23,1039.3659712399162
2014-01-24,1013.5749720064399
2014-01-27,1002.1682328864051
2014-01-28,1011.8435659390441
2014-01-29,999.828486980032
2014-01-30,1015.2505716772728
2014-01-31,1010.0122551674043
2014-02-03,977.5627665265771
2014-02-04,987.1000499171246
2014-02-05,982.3188831872313
2014-02-06,993.1983845011986
2014-02-07,1003.6239094465781
2014-02-10,1006.0364445765614
2014-02-11,1015.5134545876443
2014-02-12,1019.552416000772
2014-02-13,1031.0804140149146
2014-02-14,1033.1007004220885
2014-02-17,1033.1007004220885
2014-02-18,1041.6630518448353
2014-02-19,1033.516590240626
2014-02-20,1043.5102549729847
2014-02-21,1045.395336172402
2014-02-24,1052.6550883046184
2014-02-25,1052.7617594792737
2014-02-26,1058.3007228470572
2014-02-27,1063.2306562286674
2014-02-28,1061.8643879996075
2014-03-03,1056.0478864129975
2014-03-04,1079.3164663816503
2014-03-05,1077.4160916764197
2014-03-06,1076.9329652625413
2014-03-07,1076.7870517576016
2014-03-10,1072.430474125698
2014-03-11,1063.0899788931395
2014-03-12,1066.133381039346
2014-03-13,1052.7560851532721
2014-03-14,1056.075052458967
2014-03-17,1062.9078010175317
2014-03-18,1076.6823556610714
2014-03-19,1069.7192552725069
2014-03-20,1072.2608005571374
2014-03-21,1068.3319443163618
2014-03-24,1055.2861717544968
2014-03-25,1055.5261780825792
2014-03-26,1039.1969294284038
2014-03-27,1037.2304348436737
2014-03-28,1039.836860305613
2014-03-31,1057.1670181737225
2014-04-01,1068.8025391849771
2014-04-02,1072.9126181180588
2014-04-03,1065.3788613619588
2014-04-04,1043.8609784210184
2014-04-07,1026.7308763684396
2014-04-08,1034.0273210000744
2014-04-09,1047.8705745679465
2014-04-10,1020.7914511229376
2014-04-11,1006.8531334532115
2014-04-14,1010.8019563572844
2014-04-15,1015.6012575445465
2014-04-16,1027.6302998057176
2014-04-17,1031.7155623824244
2014-04-18,1031.7155623824244
2014-04-21,1035.9809777632959
2014-04-22,1045.9981274079867
2014-04-23,1040.5070371582376
2014-04-24,1039.414473158171
2014-04-25,1022.7017745545047
2014-04-28,1017.8498669557281
2014-04-29,1021.7638404950244
2014-04-30,1027.596144951866
2014-05-01,1027.9844081331976
2014-05-02,1029.0900344132533
2014-05-05,1027.7869005301354
2014-05-06,1015.1112621370197
2014-05-07,1015.0256751156041
2014-05-08,1007.3077867058241
2014-05-09,1012.9528315294798
2014-05-12,1032.5688207083979
2014-05-13,1024.3881426530768
2014-05-14,1012.4659013945325
2014-05-15,1005.4462789134612
2014-05-16,1010.4065184059729
2014-05-19,1018.9029368669285
2014-05-20,1006.4886764776528
2014-05-21,1011.5394743886276
2014-05-22,1018.9396791211292
2014-05-23,1028.0939761681177
2014-05-26,1028.0939761681177
2014-05-27,1039.1396228735066
2014-05-28,1034.9033790332794
2014-05-29,1039.8172276180098
2014-05-30,1035.7808969021773
2014-06-02,1034.8489520249811
2014-06-03,1033.7583707927447
2014-06-04,1038.5609028456022
2014-06-05,1054.1048387836902
2014-06-06,1063.030532864946
2014-06-09,1068.9243329163985
2014-06-10,1066.4188237683918
2014-06-11,1061.5594158094189
2014-06-12,1054.9372538171772
2014-06-13,1057.876715150587
2014-06-16,1059.83427318596
2014-06-17,1069.4327317275
2014-06-18,1074.8449398720463
2014-06-19,1075.8703653095797
2014-06-20,1078.5024230859178
2014-06-23,1077.5752397002154
2014-06-24,1068.4209828918931
2014-06-25,1076.2606858681022
2014-06-26,1074.2973115873967
2014-06-27,1080.4889169169892
2014-06-30,1084.7228534871685
2014-07-01,1095.3092644742787
2014-07-02,1091.1475638556096
2014-07-03,1097.6203150096178
2014-07-04,1097.6203150096178
2014-07-07,1082.4306427257347
2014-07-08,1070.5519098352195
2014-07-09,1072.6847066834007
2014-07-10,1064.415861669279
2014-07-11,1063.00256678104
2014-07-14,1068.1905192384977
2014-07-15,1060.2861557560238
2014-07-16,1059.3895701476822
2014-07-17,1045.931536980366
2014-07-18,1060.6812649552844
2014-07-21,1057.0334540683862
2014-07-22,1065.135417131788
2014-07-23,1064.3908094563674
2014-07-24,1064.1608044934694
2014-07-25,1056.2587871018418
2014-07-28,1052.063328517193
2014-07-29,1050.9764976666174
2014-07-30,1054.0982583437142
2014-07-31,1030.6436499476101
2014-08-01,1026.8311740729607
2014-08-04,1034.2698699044995
2014-08-05,1030.9703636463364
2014-08-06,1032.2624531601232
2014-08-07,1028.7887236280392
2014-08-08,1038.7423101352415
2014-08-11,1046.3517068773804
2014-08-12,1039.7705847416578
2014-08-13,1048.4148656120717
2014-08-14,1051.3335196206906
2014-08-15,1050.5479273513627
2014-08-18,1064.2617178286796
2014-08-19,1069.8378848176299
2014-08-20,1068.4001957435794
2014-08-21,1070.3102763117506
2014-08-22,1070.311318618089
2014-08-25,1074.678236462178
2014-08-26,1080.6813672565859
