Date,MEXICO IMI VALUE WEIGHTED
1997-04-03,1065.014192577077
1997-04-04,1070.8822684465547
1997-04-07,1087.0310152584543
1997-04-08,1084.8933024563778
1997-04-09,1088.5501373145012
1997-04-10,1086.742422777552
1997-04-11,1075.0358631632985
1997-04-14,1077.510145551143
1997-04-15,1083.9686647102053
1997-04-16,1096.8574506256382
1997-04-17,1088.5752473652283
1997-04-18,1087.9012194578877
1997-04-21,1081.9190318136928
1997-04-22,1094.5311971758058
1997-04-23,1100.30588630648
1997-04-24,1089.2998528848766
1997-04-25,1090.3260028853888
1997-04-28,1072.1291750609566
1997-04-29,1078.1057104887882
1997-04-30,1078.587200710922
1997-05-01,1080.0135439864214
1997-05-02,1085.8799858950078
1997-05-05,1086.9108846157942
1997-05-06,1091.57958290609
1997-05-07,1085.534594041098
1997-05-08,1098.467377952508
1997-05-09,1107.398952907902
1997-05-12,1124.507100583106
1997-05-13,1125.3086973442482
1997-05-14,1119.868796481542
1997-05-15,1121.5512904110808
1997-05-16,1122.6248914499365
1997-05-19,1128.6060843241555
1997-05-20,1136.9675007550816
1997-05-21,1143.1704852348096
1997-05-22,1146.9856323080005
1997-05-23,1141.952327171206
1997-05-26,1136.3640207954402
1997-05-27,1135.162350396684
1997-05-28,1121.6127332858691
1997-05-29,1129.2932237875782
1997-05-30,1135.213503492057
1997-06-02,1144.1116706242053
1997-06-03,1155.678561086755
1997-06-04,1167.5599881615697
1997-06-05,1156.2873114704862
1997-06-06,1165.0295646964883
1997-06-09,1161.2799394097221
1997-06-10,1161.1691316200458
1997-06-11,1177.4566422972719
1997-06-12,1188.6054702315337
1997-06-13,1193.6428200958233
1997-06-16,1196.4380061489453
1997-06-17,1209.8851070993014
1997-06-18,1213.38024683321
1997-06-19,1223.52449772525
1997-06-20,1240.1200056872508
1997-06-23,1242.231255933963
1997-06-24,1235.7086015462935
1997-06-25,1232.3151224409285
1997-06-26,1247.0256254888993
1997-06-27,1255.900076437006
1997-06-30,1259.4952928570578
1997-07-01,1276.7852611553
1997-07-02,1285.4878409166945
1997-07-03,1291.8091451488274
1997-07-04,1307.0735623478092
1997-07-07,1338.0416459180412
1997-07-08,1373.6130000792039
1997-07-09,1379.9197352779838
1997-07-10,1389.3839199474571
1997-07-11,1386.6884745798764
1997-07-14,1376.7514022486732
1997-07-15,1341.4521400964675
1997-07-16,1378.797238763177
1997-07-17,1384.328331853972
1997-07-18,1360.2352664952687
1997-07-21,1337.4919966977197
1997-07-22,1360.9225668222632
1997-07-23,1386.49022368428
1997-07-24,1393.5006447065273
1997-07-25,1392.8686366360869
1997-07-28,1383.3607843622442
1997-07-29,1406.1472308255704
1997-07-30,1444.0356674941333
1997-07-31,1464.4621189832208
1997-08-01,1462.89843928309
1997-08-04,1487.174401518136
1997-08-05,1503.7305321757663
1997-08-06,1524.1008115536624
1997-08-07,1505.3928254135628
1997-08-08,1481.4314160620945
1997-08-11,1480.7789532495697
1997-08-12,1475.447578586018
1997-08-13,1479.8437148766095
1997-08-14,1482.6706169356007
1997-08-15,1470.994242538135
1997-08-18,1469.0300325607816
1997-08-19,1487.0761766550302
1997-08-20,1512.006361616103
1997-08-21,1491.378777744719
1997-08-22,1486.2432494600876
1997-08-25,1477.8497875603477
1997-08-26,1458.6925543542693
1997-08-27,1458.3689414059666
1997-08-28,1427.4225478765738
1997-08-29,1387.6761617121233
1997-09-01,1385.4565901162946
1997-09-02,1420.871095423384
1997-09-03,1442.4347824345994
1997-09-04,1435.8789736114397
1997-09-05,1446.394983729406
1997-09-08,1452.0707925174636
1997-09-09,1454.9148129976109
1997-09-10,1430.1670310163865
1997-09-11,1406.43067810511
1997-09-12,1431.2930773103094
1997-09-15,1433.9035113042341
1997-09-16,1437.6939719079398
1997-09-17,1473.6858185848296
1997-09-18,1487.9821799031777
1997-09-19,1501.658493936663
1997-09-22,1530.1464128738278
1997-09-23,1529.4651975372503
1997-09-24,1519.6611177465302
1997-09-25,1523.3701072865376
1997-09-26,1527.2398427361247
1997-09-29,1541.1001917315705
1997-09-30,1563.743175327094
1997-10-01,1572.2276464538863
1997-10-02,1560.5793116679042
1997-10-03,1556.8018066206444
1997-10-06,1559.7841475824916
1997-10-07,1574.3569540654273
1997-10-08,1555.2072906728931
1997-10-09,1548.706684120265
1997-10-10,1554.92080929415
1997-10-13,1557.21565127058
1997-10-14,1573.9412148134445
1997-10-15,1580.3370399711566
1997-10-16,1580.528623973351
1997-10-17,1562.0895058503072
1997-10-20,1575.6449726079304
1997-10-21,1591.660028162991
1997-10-22,1569.337704327491
1997-10-23,1496.9568812449288
1997-10-24,1446.101567741006
1997-10-27,1197.7568021622978
1997-10-28,1342.8215594747583
1997-10-29,1333.2019857001073
1997-10-30,1273.7212625553275
1997-10-31,1278.5225961673814
1997-11-03,1362.618494832775
1997-11-04,1354.7083739148895
1997-11-05,1338.069954705926
1997-11-06,1321.68133913984
1997-11-07,1281.6800111350433
1997-11-10,1254.2798407300304
1997-11-11,1258.1515471104663
1997-11-12,1195.358195113577
1997-11-13,1221.0774861637537
1997-11-14,1251.3354004806872
1997-11-17,1283.8747707575735
1997-11-18,1278.5958497948209
1997-11-19,1300.5867058149454
1997-11-20,1305.324726601157
1997-11-21,1348.5920573383723
1997-11-24,1316.707342753682
1997-11-25,1334.569636118202
1997-11-26,1358.8822912971239
1997-11-27,1373.921057161646
1997-11-28,1374.4316985256758
1997-12-01,1415.7267915604757
1997-12-02,1425.5698455194909
1997-12-03,1423.9896856255193
1997-12-04,1428.640846787137
1997-12-05,1427.3968712450283
1997-12-08,1429.8209017503796
1997-12-09,1425.3199652088977
1997-12-10,1404.4227017651142
1997-12-11,1373.8724461169406
1997-12-12,1373.4535825662954
1997-12-15,1406.313944718194
1997-12-16,1423.7311542604843
1997-12-17,1436.5458924655886
1997-12-18,1421.5178693049247
1997-12-19,1395.7931278514855
1997-12-22,1391.8674622375443
1997-12-23,1378.416660145733
1997-12-24,1392.3301449106764
1997-12-25,1392.3301449106764
1997-12-26,1408.966172311654
1997-12-29,1440.4540170150474
1997-12-30,1466.796199243994
1997-12-31,1473.916452896682
1998-01-01,1473.916452896682
1998-01-02,1469.6322211465397
1998-01-05,1464.297556801065
1998-01-06,1428.3407983126044
1998-01-07,1403.1862002069872
1998-01-08,1372.0119039426972
1998-01-09,1285.0437614505115
1998-01-12,1308.4287583868881
1998-01-13,1316.0105920738376
1998-01-14,1302.483573806053
1998-01-15,1285.4831458309052
1998-01-16,1321.4863093725103
1998-01-19,1342.3608180639553
1998-01-20,1321.6825369740795
1998-01-21,1294.7702063708612
1998-01-22,1276.3820355619428
1998-01-23,1266.5434481548198
1998-01-26,1270.458140521926
1998-01-27,1277.6340249394364
1998-01-28,1256.42060418605
1998-01-29,1234.6676224833805
1998-01-30,1259.0299828885097
1998-02-02,1290.7160606821133
1998-02-03,1306.2108041712206
1998-02-04,1311.4939508475718
1998-02-05,1311.4939508475718
1998-02-06,1309.1574407512212
1998-02-09,1292.1925566413793
1998-02-10,1297.0171101568665
1998-02-11,1297.072180400186
1998-02-12,1287.926449564808
1998-02-13,1270.6527338278681
1998-02-16,1263.1631463011654
1998-02-17,1245.8317910996766
1998-02-18,1243.3469554821672
1998-02-19,1253.2962579801783
1998-02-20,1241.1567782132336
1998-02-23,1229.4410555650334
1998-02-24,1242.3672464989538
1998-02-25,1263.5842169956961
1998-02-26,1275.968429437787
1998-02-27,1284.1271565277061
1998-03-02,1300.8450205157233
1998-03-03,1292.2038370302644
1998-03-04,1276.903775655782
1998-03-05,1260.5876891381092
1998-03-06,1285.4369077433323
1998-03-09,1272.8083338318097
1998-03-10,1254.5357476587396
1998-03-11,1266.4553348241022
1998-03-12,1269.731974439025
1998-03-13,1272.2869344635612
1998-03-16,1261.403942507555
1998-03-17,1273.3270675216258
1998-03-18,1286.686864503467
1998-03-19,1287.415456239556
1998-03-20,1303.1074586340294
1998-03-23,1330.149462175336
1998-03-24,1328.3596629407803
1998-03-25,1330.6925983841159
1998-03-26,1334.326602635976
1998-03-27,1349.398391109181
1998-03-30,1351.9800940270866
1998-03-31,1345.1080386321562
1998-04-01,1338.9504856668466
1998-04-02,1340.6569763165498
1998-04-03,1327.3009306155154
1998-04-06,1329.0112777573174
1998-04-07,1320.3384562400342
1998-04-08,1333.7792338466675
1998-04-09,1336.6080339184525
1998-04-10,1336.8067572785121
1998-04-13,1330.7324663984225
1998-04-14,1343.7083585242988
1998-04-15,1347.207310256572
1998-04-16,1343.6866724379988
1998-04-17,1365.5794253371291
1998-04-20,1386.7363059903005
1998-04-21,1387.3036030513456
1998-04-22,1387.0600032914385
1998-04-23,1385.9639985787057
1998-04-24,1369.744911101689
1998-04-27,1328.9516661696293
1998-04-28,1351.9350379163543
1998-04-29,1352.113529054333
1998-04-30,1376.6471543530936
1998-05-01,1375.9988246165406
1998-05-04,1382.6907022324497
1998-05-05,1381.059305026111
1998-05-06,1352.3317661403003
1998-05-07,1349.197230621608
1998-05-08,1354.3803054442164
1998-05-11,1330.8523745779644
1998-05-12,1315.9784586630892
1998-05-13,1303.7634567011937
1998-05-14,1301.0267031813657
1998-05-15,1308.9215872646785
1998-05-18,1260.332011562491
1998-05-19,1256.4024438082056
1998-05-20,1242.9237857785915
1998-05-21,1259.7059623872606
1998-05-22,1259.3413550042299
1998-05-25,1245.3335126555514
1998-05-26,1192.8424245240867
1998-05-27,1188.2371053929412
1998-05-28,1184.5579236760448
1998-05-29,1195.1110880213676
1998-06-01,1159.6309239216362
1998-06-02,1181.6371938595737
1998-06-03,1180.5190315773307
1998-06-04,1218.3566127339307
1998-06-05,1214.0822101597607
1998-06-08,1204.0911646743893
1998-06-09,1194.1305782043437
1998-06-10,1150.3735909806655
1998-06-11,1109.023401211911
1998-06-12,1101.840039400743
1998-06-15,1060.1129527238386
1998-06-16,1082.2237734185926
1998-06-17,1140.5595033350278
1998-06-18,1116.022840292534
1998-06-19,1136.789582440206
1998-06-22,1130.1965336359897
1998-06-23,1140.8260365421575
1998-06-24,1137.625724934999
1998-06-25,1108.9003918769058
1998-06-26,1086.6354486791497
1998-06-29,1087.3140696642834
1998-06-30,1105.9903927979642
1998-07-01,1131.8904697552819
1998-07-02,1130.823328529652
1998-07-03,1145.1840363680294
1998-07-06,1130.85497345902
1998-07-07,1153.5924240066863
1998-07-08,1163.18951757666
1998-07-09,1154.0314387725518
1998-07-10,1160.1645440933241
1998-07-13,1178.3422229660403
1998-07-14,1193.678304993873
1998-07-15,1183.0650190780034
1998-07-16,1195.2143226820733
1998-07-17,1199.3691247305214
1998-07-20,1190.3132679300663
1998-07-21,1171.6412999595816
1998-07-22,1173.8530203964392
1998-07-23,1158.516718470692
1998-07-24,1162.321632976586
1998-07-27,1153.9805597759769
1998-07-28,1125.9850631930703
1998-07-29,1125.4207621933922
1998-07-30,1127.8622438646091
1998-07-31,1102.8631947875922
1998-08-03,1080.617035337058
1998-08-04,1056.080262853435
1998-08-05,1055.1958508515947
1998-08-06,1040.264066830217
1998-08-07,1012.7917490089933
1998-08-10,979.6210447308897
1998-08-11,948.2642983933399
1998-08-12,929.9912299158108
1998-08-13,939.6093368366185
1998-08-14,936.7136427141667
1998-08-17,925.4866724164817
1998-08-18,947.0282789673638
1998-08-19,938.3187762470399
1998-08-20,902.939158372178
1998-08-21,866.3432194729402
1998-08-24,861.975156382302
1998-08-25,855.8292793685629
1998-08-26,821.9134122910353
1998-08-27,764.5210460721015
1998-08-28,778.1172059014415
1998-08-31,742.8784665457847
1998-09-01,759.3370025619048
1998-09-02,789.2144772789376
1998-09-03,754.4537461088014
1998-09-04,734.1365342657017
1998-09-07,752.311398968305
1998-09-08,751.7242892331434
1998-09-09,727.3050125360538
1998-09-10,661.298936293371
1998-09-11,681.9860090454453
1998-09-14,705.7239099275406
1998-09-15,793.9164868079151
1998-09-16,796.2723220803422
1998-09-17,784.8068939610691
1998-09-18,808.8715455333181
1998-09-21,813.8447027485713
1998-09-22,820.4955894656406
1998-09-23,880.3174935732375
1998-09-24,846.4503963850992
1998-09-25,849.8104196645386
1998-09-28,848.8291014387727
1998-09-29,843.8185920345462
1998-09-30,823.9211528106846
1998-10-01,783.6650596371438
1998-10-02,815.3894130317016
1998-10-05,795.9371669245215
1998-10-06,800.8900025679974
1998-10-07,781.7038874377608
1998-10-08,785.3683307156376
1998-10-09,802.3116329069894
1998-10-12,819.230365357315
1998-10-13,813.9074217966902
1998-10-14,820.3230647220179
1998-10-15,857.1628233640448
1998-10-16,865.5531421770115
1998-10-19,860.5683395071392
1998-10-20,866.7332190780086
1998-10-21,871.3070289882178
1998-10-22,902.0423906637128
1998-10-23,894.0310787199626
1998-10-26,894.4289846286827
1998-10-27,874.418542002101
1998-10-28,859.7924897017095
1998-10-29,862.1827200834169
1998-10-30,900.9639507907732
1998-11-02,907.2706984463085
1998-11-03,915.0590419080081
1998-11-04,939.3624807266135
1998-11-05,946.4776382090939
1998-11-06,945.7359221084605
1998-11-09,928.824824698038
1998-11-10,913.2539622369284
1998-11-11,912.4888604457614
1998-11-12,898.4442336836253
1998-11-13,896.2636656607642
1998-11-16,898.5059087739571
1998-11-17,900.9151017802695
1998-11-18,917.2922913275632
1998-11-19,909.6288629364841
1998-11-20,912.3867068867715
1998-11-23,931.72714166152
1998-11-24,912.0093462336074
1998-11-25,906.8190301332369
1998-11-26,908.9976486896999
1998-11-27,897.6526995449773
1998-11-30,865.6026441462344
1998-12-01,858.5838775799295
1998-12-02,876.8826055268934
1998-12-03,851.9110569372476
1998-12-04,858.9207278373426
1998-12-07,867.2869880068296
1998-12-08,868.4710013266048
1998-12-09,866.3955384956341
1998-12-10,865.4262511388133
1998-12-11,873.2359618814999
1998-12-14,858.4443009507246
1998-12-15,855.3972830819383
1998-12-16,863.0223533993101
1998-12-17,864.3615094278069
1998-12-18,876.076762857937
1998-12-21,894.307703560282
1998-12-22,895.5767687631052
1998-12-23,897.0939457409927
1998-12-24,908.8806905769056
1998-12-25,908.8806905769056
1998-12-28,900.5125948391105
1998-12-29,895.4074196532329
1998-12-30,900.0242226835016
1998-12-31,916.3184722301836
1999-01-01,916.3184722301836
1999-01-04,903.7842281533405
1999-01-05,893.6454420546821
1999-01-06,881.672036932763
1999-01-07,872.7516294856279
1999-01-08,863.3182668177731
1999-01-11,844.633884192089
1999-01-12,804.6951303933569
1999-01-13,740.8854996481887
1999-01-14,735.990988064181
1999-01-15,811.9224042598777
1999-01-18,818.7400023213332
1999-01-19,813.0544456723259
1999-01-20,842.5667650396865
1999-01-21,828.9733227247921
1999-01-22,824.6423499919973
1999-01-25,822.4717316226125
1999-01-26,839.2835324850911
1999-01-27,847.4716800193287
1999-01-28,878.0002832486754
1999-01-29,881.2285990745332
1999-02-01,899.6281688577966
1999-02-02,896.8835855965448
1999-02-03,900.1126362953371
1999-02-04,898.4459250087066
1999-02-05,900.0076636416991
1999-02-08,898.295188653402
1999-02-09,887.9380042240955
1999-02-10,894.4169231457496
1999-02-11,923.688748632694
1999-02-12,923.5791873926592
1999-02-15,926.395939652793
1999-02-16,938.673886615955
1999-02-17,927.1799373502482
1999-02-18,933.4824731803634
1999-02-19,945.1709103544874
1999-02-22,954.0198632543633
1999-02-23,949.706690215454
1999-02-24,956.4269028722708
1999-02-25,960.5568608692233
1999-02-26,965.505138336849
1999-03-01,954.6272420449181
1999-03-02,946.9220198143926
1999-03-03,934.8756361803657
1999-03-04,953.0411000815824
1999-03-05,976.0405101976371
1999-03-08,1008.8686656352222
1999-03-09,1031.2688717566687
1999-03-10,1064.73858610688
1999-03-11,1065.5203749234868
1999-03-12,1074.2232941984003
1999-03-15,1100.0770772315234
1999-03-16,1129.046468573582
1999-03-17,1126.7612865662984
1999-03-18,1134.0239067367124
1999-03-19,1115.0725291068056
1999-03-22,1100.525099563867
1999-03-23,1085.9594525308187
1999-03-24,1119.8065425359205
1999-03-25,1132.4828411535473
1999-03-26,1122.9742456114045
1999-03-29,1143.445138697801
1999-03-30,1153.3402128396126
1999-03-31,1171.1323724987217
1999-04-01,1169.7803095161978
1999-04-02,1172.6109194182359
1999-04-05,1216.4920521504368
1999-04-06,1219.370006874736
1999-04-07,1216.1753880857295
1999-04-08,1225.5733998988574
1999-04-09,1226.197793621574
1999-04-12,1245.5056839304746
1999-04-13,1242.8109647203808
1999-04-14,1242.69290961545
1999-04-15,1290.861213443683
1999-04-16,1317.8800580265893
1999-04-19,1314.3071351597075
1999-04-20,1294.646913871717
1999-04-21,1281.9857240607048
1999-04-22,1322.249413828575
1999-04-23,1322.9347134820216
1999-04-26,1301.8669127318203
1999-04-27,1298.2277047833925
1999-04-28,1314.5546720246336
1999-04-29,1324.3276918657082
1999-04-30,1304.3506622904922
1999-05-03,1338.4744089141095
1999-05-04,1325.19033726524
1999-05-05,1325.19033726524
1999-05-06,1366.8328650715475
1999-05-07,1405.4223991271947
1999-05-10,1437.1948459953153
1999-05-11,1417.4726474754982
1999-05-12,1392.9500625475248
1999-05-13,1427.3152420223512
1999-05-14,1390.527465509104
1999-05-17,1385.1225423649014
1999-05-18,1389.6888583715386
1999-05-19,1359.1897255856838
1999-05-20,1368.5571960740667
1999-05-21,1319.2090424819726
1999-05-24,1276.547019863481
1999-05-25,1233.1867328327453
1999-05-26,1272.170325217335
1999-05-27,1210.6588747762262
1999-05-28,1212.544850894149
1999-05-31,1220.6166785077912
1999-06-01,1204.5329459875977
1999-06-02,1201.0269460861393
1999-06-03,1197.7608921856686
1999-06-04,1217.7629411201049
1999-06-07,1239.2940051145724
1999-06-08,1235.4739753779922
1999-06-09,1226.1266762318353
1999-06-10,1216.1326680093116
1999-06-11,1191.0590834552258
1999-06-14,1177.789232461932
1999-06-15,1205.311200086586
1999-06-16,1276.846081673205
1999-06-17,1292.474376364534
1999-06-18,1299.8144581108334
1999-06-21,1318.78949705653
1999-06-22,1316.1315476538032
1999-06-23,1285.5377005837538
1999-06-24,1255.865333959323
1999-06-25,1246.9245185338627
1999-06-28,1270.1625376713625
1999-06-29,1288.1629544524435
1999-06-30,1331.3879747127344
1999-07-01,1333.2884027112577
1999-07-02,1346.5882705162771
1999-07-05,1358.1573226718485
1999-07-06,1355.5785763902147
1999-07-07,1362.5795935487722
1999-07-08,1352.1519028688592
1999-07-09,1347.0735859280812
1999-07-12,1318.3816255853367
1999-07-13,1331.5327047437174
1999-07-14,1337.878290294351
1999-07-15,1340.0269899354603
1999-07-16,1333.7882133508806
1999-07-19,1351.9668633063486
1999-07-20,1328.3230243182466
1999-07-21,1334.5991346601031
1999-07-22,1316.7926590255618
1999-07-23,1274.544830047739
1999-07-26,1240.4038484258283
1999-07-27,1240.0583548518407
1999-07-28,1253.6050074677655
1999-07-29,1209.807307383912
1999-07-30,1205.0664344359498
1999-08-02,1179.5031666343746
1999-08-03,1188.4432132933314
1999-08-04,1178.1168406286274
1999-08-05,1173.6419931688647
1999-08-06,1148.8791551009165
1999-08-09,1163.418133025609
1999-08-10,1158.225199768063
1999-08-11,1180.7443468198674
1999-08-12,1195.6997477684506
1999-08-13,1218.9489399478107
1999-08-16,1213.0025819516954
1999-08-17,1216.1427084147838
1999-08-18,1191.3023457038144
1999-08-19,1183.5379293914618
1999-08-20,1176.7529644055228
1999-08-23,1204.6116975742516
1999-08-24,1212.9033232784736
1999-08-25,1229.2494829699885
1999-08-26,1223.0559083686994
1999-08-27,1206.8440687435213
1999-08-30,1193.7605017874184
1999-08-31,1183.6026376105997
1999-09-01,1178.563350170001
1999-09-02,1171.606127727303
1999-09-03,1173.9287088757753
1999-09-06,1177.3859838541914
1999-09-07,1152.6101676912433
1999-09-08,1138.5169098630145
1999-09-09,1131.865083110611
1999-09-10,1162.524357878547
1999-09-13,1163.39974218927
1999-09-14,1156.9491449790635
1999-09-15,1157.3609808115873
1999-09-16,1151.8086093684612
1999-09-17,1159.4191094073128
1999-09-20,1170.2595191320477
1999-09-21,1153.5294691314793
1999-09-22,1162.0449909888603
1999-09-23,1157.9838187029648
1999-09-24,1161.541514430567
1999-09-27,1177.996914806615
1999-09-28,1180.562640980231
1999-09-29,1177.5499286167876
1999-09-30,1173.6856039264103
1999-10-01,1156.1581764729071
1999-10-04,1153.8864992279166
1999-10-05,1151.3459560310346
1999-10-06,1170.3988356911743
1999-10-07,1175.7472652531803
1999-10-08,1192.868950052546
1999-10-11,1200.3115947022716
1999-10-12,1173.0059727610983
1999-10-13,1138.9302720703733
1999-10-14,1119.8587273761157
1999-10-15,1075.0834412362485
1999-10-18,1080.8080676822108
1999-10-19,1107.1593511865335
1999-10-20,1116.6541968398196
1999-10-21,1124.7964321613938
1999-10-22,1135.4297548895822
1999-10-25,1130.415560648814
1999-10-26,1130.0499546111837
1999-10-27,1131.2587454200864
1999-10-28,1161.0847650304445
1999-10-29,1199.5099742454279
1999-11-01,1208.6854342140123
1999-11-02,1211.7101409989698
1999-11-03,1271.1657847099357
1999-11-04,1279.4469985740423
1999-11-05,1289.1902752330168
1999-11-08,1302.3655792104873
1999-11-09,1290.4969815884378
1999-11-10,1307.538798460664
1999-11-11,1324.630175138946
1999-11-12,1324.8778575383371
1999-11-15,1341.7506570038227
1999-11-16,1345.3836495401542
1999-11-17,1355.3821181312542
1999-11-18,1375.0425418835584
1999-11-19,1390.6081686961968
1999-11-22,1358.4104618124152
1999-11-23,1355.361372841609
1999-11-24,1378.006484402786
1999-11-25,1401.1714158547684
1999-11-26,1400.8738149808826
1999-11-29,1387.4793996889448
1999-11-30,1363.6892712052077
1999-12-01,1361.2593970215962
1999-12-02,1377.7484093157648
1999-12-03,1409.717693880448
1999-12-06,1401.9983751622055
1999-12-07,1398.3377384539256
1999-12-08,1435.3349601902005
1999-12-09,1445.1440921945114
1999-12-10,1457.3179111922138
1999-12-13,1439.2865721288022
1999-12-14,1429.3301781031264
1999-12-15,1464.7369916613118
1999-12-16,1478.7477365240104
1999-12-17,1488.6867451724675
1999-12-20,1486.356478838188
1999-12-21,1493.1403746161448
1999-12-22,1477.4022613803913
1999-12-23,1483.8004997546143
1999-12-24,1479.7493677361465
1999-12-27,1470.9269020942222
1999-12-28,1487.5031787946332
1999-12-29,1498.8969352093063
1999-12-30,1506.034943954062
1999-12-31,1506.034943954062
2000-01-03,1505.5024625913225
2000-01-04,1404.7653849474134
2000-01-05,1426.0010582449113
2000-01-06,1406.5193019752169
2000-01-07,1468.9008486905952
2000-01-10,1516.4952656680546
2000-01-11,1475.2604603950701
2000-01-12,1471.966318144476
2000-01-13,1494.0873044003938
2000-01-14,1528.2742529643115
2000-01-17,1540.708242073383
2000-01-18,1517.035413924816
2000-01-19,1496.4388264667466
2000-01-20,1467.2061633643016
2000-01-21,1437.0114583768002
2000-01-24,1420.342028724418
2000-01-25,1422.7761208958839
2000-01-26,1429.2099005761747
2000-01-27,1416.5531047344818
2000-01-28,1374.6163010020405
2000-01-31,1366.8008717685377
2000-02-01,1388.7183772380647
2000-02-02,1399.0805301220703
2000-02-03,1447.9876066134896
2000-02-04,1479.3022308728189
2000-02-07,1527.5828553150498
2000-02-08,1527.4385751406858
2000-02-09,1502.0397672783113
2000-02-10,1536.555360660549
2000-02-11,1527.1359103184586
2000-02-14,1527.3583148864946
2000-02-15,1534.3141380859497
2000-02-16,1530.1273950358536
2000-02-17,1523.853499290263
2000-02-18,1483.8965772155266
2000-02-21,1475.799335125935
2000-02-22,1452.5244783948247
2000-02-23,1490.3425008681766
2000-02-24,1484.5138537928492
2000-02-25,1462.5945497343882
2000-02-28,1459.2554149728644
2000-02-29,1470.1013601777338
2000-03-01,1511.1495931296722
2000-03-02,1575.2156725619288
2000-03-03,1596.1174960691276
2000-03-06,1572.7984802052451
2000-03-07,1589.4981519445048
2000-03-08,1634.517802871782
2000-03-09,1649.832845037276
2000-03-10,1618.9639900867
2000-03-13,1589.9793991313536
2000-03-14,1559.6820043360913
2000-03-15,1582.4986496274723
2000-03-16,1586.7418546612646
2000-03-17,1589.9446399904723
2000-03-20,1587.176991151125
2000-03-21,1592.6453011981575
2000-03-22,1566.1960630306085
2000-03-23,1595.8958786113387
2000-03-24,1609.9826308153765
2000-03-27,1625.273773006043
2000-03-28,1591.4035022130424
2000-03-29,1582.3515361146285
2000-03-30,1542.6671981850436
2000-03-31,1536.631314989604
2000-04-03,1520.7982303703595
2000-04-04,1478.876618569748
2000-04-05,1483.3567261759035
2000-04-06,1513.6484636850228
2000-04-07,1536.1983533148784
2000-04-10,1500.6652434245282
2000-04-11,1464.4520605649436
2000-04-12,1423.6804052016828
2000-04-13,1400.43376763243
2000-04-14,1326.9508317432146
2000-04-17,1316.3538665529106
2000-04-18,1377.047610164064
2000-04-19,1335.3334696680427
2000-04-20,1339.314446792266
2000-04-21,1339.314446792266
2000-04-24,1342.1873269375749
2000-04-25,1382.8843563519147
2000-04-26,1378.1487859518127
2000-04-27,1381.9358261844911
2000-04-28,1362.0497965279133
2000-05-01,1372.7930127155832
2000-05-02,1363.643748441449
2000-05-03,1335.294676348847
2000-05-04,1354.7476811188533
2000-05-05,1347.8758763324531
2000-05-08,1314.3247379792924
2000-05-09,1296.19094923249
2000-05-10,1274.6460828459929
2000-05-11,1271.9495645221734
2000-05-12,1295.4521423058602
2000-05-15,1309.1384929487417
2000-05-16,1315.9878437220516
2000-05-17,1282.9012082567792
2000-05-18,1265.4247273029073
2000-05-19,1226.8264701632452
2000-05-22,1202.6817847125155
2000-05-23,1188.8465530214612
2000-05-24,1225.5894633387034
