Date,THAILAND IMI VALUE WEIGHTED
1994-11-30,1000.0
1994-12-30,1023.6643230929844
1995-01-31,908.977570001497
1995-02-28,947.0666724525983
1995-03-31,894.6299695496311
1995-04-28,887.19511414737
1995-05-31,1050.392879015833
1995-06-30,1053.6127578400333
1995-07-31,1034.321994068612
1995-08-31,975.4615522320538
1995-09-29,965.0431291729735
1995-10-31,944.4534499772667
1995-11-30,889.3327645996915
1995-12-29,956.0651230672926
1996-01-31,1075.8297535174904
1996-02-29,1011.3404608052363
1996-03-29,997.4714992742378
1996-04-30,1007.9346889097329
1996-05-31,1016.2647735912003
1996-06-28,962.5952870264408
1996-07-31,831.5771491119975
1996-08-30,862.9249946575801
1996-09-30,857.5508618728802
1996-10-31,693.4179240123849
1996-11-29,705.5969100439635
1996-12-31,620.2500940487669
1997-01-01,620.198228789223
1997-01-02,597.5837751792665
1997-01-03,585.2429417870763
1997-01-06,585.7679805924837
1997-01-07,610.4215722423454
1997-01-08,618.1455388763101
1997-01-09,631.3297908258052
1997-01-10,627.3976462751128
1997-01-13,612.2871230004548
1997-01-14,598.9032698692276
1997-01-15,618.8798845718424
1997-01-16,612.4065827296276
1997-01-17,619.5205550782805
1997-01-20,625.1250000961152
1997-01-21,635.8334508234102
1997-01-22,640.5382271603079
1997-01-23,628.0153606127733
1997-01-24,627.2112457480035
1997-01-27,619.5596424635273
1997-01-28,620.2294661861557
1997-01-29,599.3813524412607
1997-01-30,600.3930205045907
1997-01-31,576.3899925680004
1997-02-03,557.8737364229355
1997-02-04,564.7664217634276
1997-02-05,547.3481360631561
1997-02-06,551.0267853172527
1997-02-07,548.6602185150906
1997-02-10,541.7917749678305
1997-02-11,540.8189257165118
1997-02-12,530.2971200699369
1997-02-13,508.01706696442307
1997-02-14,513.6611401970587
1997-02-17,506.43122270387545
1997-02-18,502.37168883950966
1997-02-19,526.6914136632842
1997-02-20,541.1705225369268
1997-02-21,541.3791464854753
1997-02-24,538.925042209967
1997-02-25,540.6987710619561
1997-02-26,540.9521182962038
1997-02-27,529.592452369951
1997-02-28,529.1478186592008
1997-03-03,520.147090993874
1997-03-04,504.5966643768692
1997-03-05,501.0587008069021
1997-03-06,495.74661642144287
1997-03-07,507.1413401695475
1997-03-10,517.1416800369059
1997-03-11,532.2427114072558
1997-03-12,535.5778076931891
1997-03-13,534.0249377138266
1997-03-14,515.773863358248
1997-03-17,511.7699406150724
1997-03-18,515.9015534560324
1997-03-19,520.2134159258943
1997-03-20,519.8650927677706
1997-03-21,519.9994837139969
1997-03-24,529.3210417233902
1997-03-25,527.3824961989977
1997-03-26,529.7751793797023
1997-03-27,529.6772265241134
1997-03-28,526.3532884189746
1997-03-31,522.6824029864634
1997-04-01,517.5744217123315
1997-04-02,538.1295076178187
1997-04-03,531.3971831345513
1997-04-04,536.949601385047
1997-04-07,535.6098039151799
1997-04-08,533.3830446258181
1997-04-09,531.4812368503264
1997-04-10,533.3114295938136
1997-04-11,531.9480122874525
1997-04-14,531.9480122874523
1997-04-15,532.0499961855134
1997-04-16,535.550490668766
1997-04-17,528.6785455121767
1997-04-18,527.6878662509492
1997-04-21,523.547026366798
1997-04-22,522.5177857271005
1997-04-23,520.8419271796888
1997-04-24,518.8544798440503
1997-04-25,515.8079222201617
1997-04-28,506.04292979047636
1997-04-29,494.18586602232017
1997-04-30,495.42229160609617
1997-05-01,495.70690801261105
1997-05-02,494.2553166205989
1997-05-05,494.5394802752294
1997-05-06,484.0689777909713
1997-05-07,472.3383660243339
1997-05-08,462.7601621544897
1997-05-09,458.2667590676638
1997-05-12,448.837103082595
1997-05-13,454.98232404725223
1997-05-14,433.75358645775646
1997-05-15,433.56290383945765
1997-05-16,424.7713472486382
1997-05-19,445.37785673325203
1997-05-20,451.00937682535823
1997-05-21,466.65871504620037
1997-05-22,443.5421731992016
1997-05-23,444.70108743753
1997-05-26,436.6457616442257
1997-05-27,431.58905256301506
1997-05-28,426.74856161575536
1997-05-29,429.0235985891807
1997-05-30,445.13500374074874
1997-06-02,438.681915890825
1997-06-03,432.90172659060363
1997-06-04,434.769035827707
1997-06-05,442.5927652838786
1997-06-06,430.0445612908906
1997-06-09,422.7715380318517
1997-06-10,425.79949172069945
1997-06-11,423.17455986237854
1997-06-12,421.062436807399
1997-06-13,394.2014032559671
1997-06-16,390.4302925006356
1997-06-17,380.6601932826247
1997-06-18,371.93595540434427
1997-06-19,362.66706740661294
1997-06-20,370.65972960335034
1997-06-23,388.33029750843554
1997-06-24,378.3527533835597
1997-06-25,379.3642635647513
1997-06-26,392.40795577683434
1997-06-27,392.76620330437134
1997-06-30,387.23755975325366
1997-07-01,387.23755975325366
1997-07-02,389.0168566194016
1997-07-03,412.1403752959154
1997-07-04,432.9317247792259
1997-07-07,416.7605244336626
1997-07-08,400.50231318093256
1997-07-09,416.0767879836436
1997-07-10,419.1087644355603
1997-07-11,398.4353838460458
1997-07-14,390.5836347555536
1997-07-15,401.50888810871567
1997-07-16,424.61612036293405
1997-07-17,416.2648738040051
1997-07-18,413.54518878850524
1997-07-21,413.54518878850524
1997-07-22,412.51142463174773
1997-07-23,376.55665132239943
1997-07-24,383.0726267651728
1997-07-25,391.4057171319786
1997-07-28,412.94450207449364
1997-07-29,416.7925536580775
1997-07-30,412.8866567013926
1997-07-31,407.3878835753888
1997-08-01,395.45005468512863
1997-08-04,404.8860093968215
1997-08-05,385.9875013677841
1997-08-06,377.1498396303368
1997-08-07,390.1649636160817
1997-08-08,385.92872118223636
1997-08-11,380.03763983739833
1997-08-12,380.03763983739833
1997-08-13,377.9635071125137
1997-08-14,371.7000269398836
1997-08-15,368.94180372284586
1997-08-18,351.23306000437805
1997-08-19,336.05345445081775
1997-08-20,336.06001013080567
1997-08-21,333.5612803060879
1997-08-22,310.5233986433138
1997-08-25,294.9311228373897
1997-08-26,295.92914011656075
1997-08-27,293.5360352280207
1997-08-28,287.73764366450996
1997-08-29,280.0881096292767
1997-09-01,273.74958942013615
1997-09-02,279.90858090573994
1997-09-03,260.5474882604424
1997-09-04,262.6187560481718
1997-09-05,276.82581381219325
1997-09-08,301.21882231698726
1997-09-09,301.3287037930044
1997-09-10,289.6899047896126
1997-09-11,293.46413113997755
1997-09-12,277.97769871602844
1997-09-15,276.84218128843
1997-09-16,272.3774399010486
1997-09-17,262.47242111659676
1997-09-18,266.6490669056153
1997-09-19,268.29314787294084
1997-09-22,266.47727986201136
1997-09-23,273.3206870248765
1997-09-24,282.67796915190905
1997-09-25,296.0185598556449
1997-09-26,291.0344434012597
1997-09-29,284.8139969031266
1997-09-30,278.4387207643565
1997-10-01,275.3712028296803
1997-10-02,278.9046520857396
1997-10-03,275.82940925837704
1997-10-06,269.7018182114842
1997-10-07,266.1833750681018
1997-10-08,260.1057700073079
1997-10-09,262.51502178094614
1997-10-10,267.1793323870562
1997-10-13,265.7656380997935
1997-10-14,263.5104793074855
1997-10-15,270.6848283410383
1997-10-16,266.7019033822128
1997-10-17,262.81458858349123
1997-10-20,247.76181147191818
1997-10-21,242.36402865247177
1997-10-22,247.56712378367226
1997-10-23,247.56712378367226
1997-10-24,236.6288804580627
1997-10-27,234.30021617797345
1997-10-28,216.54720683024215
1997-10-29,212.71339139644002
1997-10-30,201.77242478182328
1997-10-31,196.48724389528047
1997-11-03,193.28554712342856
1997-11-04,217.40282031373565
1997-11-05,220.06260715365696
1997-11-06,218.05312300701752
1997-11-07,230.55044255826928
1997-11-10,236.16517741524189
1997-11-11,222.67935910077748
1997-11-12,219.81417739176243
1997-11-13,212.70188995415785
1997-11-14,213.28229458709825
1997-11-17,203.29427707875394
1997-11-18,198.19439653867323
1997-11-19,195.65465797920666
1997-11-20,188.5244150615263
1997-11-21,184.89045023775162
1997-11-24,179.84411393846014
1997-11-25,171.0930625347741
1997-11-26,175.64020508082172
1997-11-27,175.15758852332976
1997-11-28,170.37430565264478
1997-12-01,162.94720810078917
1997-12-02,154.42118490306288
1997-12-03,150.2361315929178
1997-12-04,158.85390126739054
1997-12-05,158.8539012673905
1997-12-08,167.53414285379836
1997-12-09,159.02819166955962
1997-12-10,159.02819166955965
1997-12-11,143.22651088349167
1997-12-12,137.1937004986968
1997-12-15,127.80182639317754
1997-12-16,127.09436790752648
1997-12-17,131.02231206096405
1997-12-18,140.71874406751363
1997-12-19,137.22520639288905
1997-12-22,128.38121055678636
1997-12-23,120.7802361968853
1997-12-24,121.57737037985072
1997-12-25,121.54127892670435
1997-12-26,119.64925356827067
1997-12-29,122.7463494437875
1997-12-30,122.88718859088304
1997-12-31,122.59595354192597
1998-01-01,122.59595354192595
1998-01-02,122.59595354192598
1998-01-05,116.0175350400646
1998-01-06,112.34692243794694
1998-01-07,110.55304661213643
1998-01-08,106.06302499657346
1998-01-09,100.73804912071027
1998-01-12,92.31987406274358
1998-01-13,97.8250114849687
1998-01-14,108.95080764451463
1998-01-15,107.83858949614768
1998-01-16,115.79288122623112
1998-01-19,132.81012410508978
1998-01-20,131.08504522327587
1998-01-21,133.22947244124052
1998-01-22,127.50668451980415
1998-01-23,126.70991816219887
1998-01-26,126.40445750798322
1998-01-27,125.62286809856595
1998-01-28,130.5726939130922
1998-01-29,134.42171713192693
1998-01-30,160.20164784439714
1998-02-02,193.04690325300902
1998-02-03,204.3931618235417
1998-02-04,175.66005216287775
1998-02-05,191.6712245112581
1998-02-06,197.71794363347897
1998-02-09,192.63488830455137
1998-02-10,203.73196524093973
1998-02-11,211.21695133475143
1998-02-12,199.82457588431046
1998-02-13,185.91813329226412
1998-02-16,173.48316187254565
1998-02-17,185.72854965683635
1998-02-18,193.20897344314463
1998-02-19,201.152803397201
1998-02-20,204.53296391929257
1998-02-23,204.45322129528938
1998-02-24,204.76912874261464
1998-02-25,206.78414975216361
1998-02-26,211.10577498512657
1998-02-27,210.35201432884583
1998-03-02,213.03070592414753
1998-03-03,209.2872177694476
1998-03-04,201.42163169458988
1998-03-05,193.20410403287158
1998-03-06,194.73246946538737
1998-03-09,192.61478539110138
1998-03-10,196.91041030793713
1998-03-11,191.47231190454457
1998-03-12,192.50668229626726
1998-03-13,212.4016246048315
1998-03-16,212.59835300590993
1998-03-17,213.58556563604222
1998-03-18,206.0494501207108
1998-03-19,211.48930771330805
1998-03-20,211.18084678439538
1998-03-23,219.403514736363
1998-03-24,210.24065842795702
1998-03-25,209.41113617224048
1998-03-26,203.12785966952725
1998-03-27,207.07619299711985
1998-03-30,197.37426739698114
1998-03-31,191.30415106721557
1998-04-01,187.41500197875456
1998-04-02,180.7482917717042
1998-04-03,175.68315037373736
1998-04-06,180.29483307104815
1998-04-07,173.01997888951706
1998-04-08,176.86891753967072
1998-04-09,179.08240952830002
1998-04-10,180.60761037592593
1998-04-13,180.15439178025215
1998-04-14,180.15439178025213
1998-04-15,179.9286343970688
1998-04-16,172.41564246151563
1998-04-17,176.90472294090839
1998-04-20,175.72580531594846
1998-04-21,175.16076090185135
1998-04-22,175.1918456432419
1998-04-23,170.542193992399
1998-04-24,169.0631847550685
1998-04-27,166.83664652878915
1998-04-28,166.2876747128348
1998-04-29,164.55718651855472
1998-04-30,164.9609165654469
1998-05-01,165.71073891347152
1998-05-04,162.44603061171304
1998-05-05,162.86851703723116
1998-05-06,156.5486362670856
1998-05-07,156.20201773298206
1998-05-08,153.37487552052676
1998-05-11,153.5937266854932
1998-05-12,148.8829788027664
1998-05-13,142.48600119378648
1998-05-14,143.43189267364258
1998-05-15,143.3775187052533
1998-05-18,135.02554023099816
1998-05-19,129.41212876952596
1998-05-20,133.8954281623245
1998-05-21,135.74272401068956
1998-05-22,134.17005490345431
1998-05-25,136.0396543593321
1998-05-26,134.3798243303423
1998-05-27,128.27773859585244
1998-05-28,124.59040333856018
1998-05-29,118.41428524578102
1998-06-01,107.03899192286143
1998-06-02,109.59630715719814
1998-06-03,107.33227877041351
1998-06-04,105.32207461623142
1998-06-05,104.05986035073187
1998-06-08,101.3490100831544
1998-06-09,99.60078916769801
1998-06-10,92.63110604979917
1998-06-11,91.87982628170641
1998-06-12,89.34405862415312
1998-06-15,84.37728988673548
1998-06-16,83.97903374132282
1998-06-17,94.17851850034839
1998-06-18,97.72042892287583
1998-06-19,96.49522493966812
1998-06-22,90.96188230574171
1998-06-23,90.7064804380646
1998-06-24,89.2445437180296
1998-06-25,87.18371193908847
1998-06-26,85.20399666553432
1998-06-29,83.30299742923643
