Date,THAILAND IMI VALUE WEIGHTED
1998-06-30,84.07558867786545
1998-07-01,84.37479006106075
1998-07-02,86.72326618455762
1998-07-03,87.13945788734063
1998-07-06,87.79139723527955
1998-07-07,88.1193428580939
1998-07-08,88.22345455944749
1998-07-09,86.85646420274566
1998-07-10,85.47017752068922
1998-07-13,82.7947627400502
1998-07-14,83.06252460172162
1998-07-15,86.32798517244534
1998-07-16,90.87737829518419
1998-07-17,96.76486019468076
1998-07-20,98.03772228935735
1998-07-21,95.0278012172199
1998-07-22,92.11383788895998
1998-07-23,89.04870088608492
1998-07-24,89.28761911685467
1998-07-27,86.60345059954214
1998-07-28,84.91527174828559
1998-07-29,83.38389156918825
1998-07-30,86.01407663774042
1998-07-31,86.03633242490992
1998-08-03,84.34750883737547
1998-08-04,82.82119054559362
1998-08-05,82.05313256656598
1998-08-06,79.53631160308039
1998-08-07,76.95814780702635
1998-08-10,72.72678061797626
1998-08-11,70.93991260097252
1998-08-12,71.95697227983948
1998-08-13,73.62488560872005
1998-08-14,76.70550332082881
1998-08-17,75.80293182153272
1998-08-18,77.21610381607336
1998-08-19,82.84518288017559
1998-08-20,81.68362584909143
1998-08-21,78.09481144159751
1998-08-24,75.56943432546974
1998-08-25,75.25627726974375
1998-08-26,74.62033694269215
1998-08-27,73.6571491148532
1998-08-28,70.43061551756297
1998-08-31,69.2657392421555
1998-09-01,70.9730194649352
1998-09-02,69.07887793458264
1998-09-03,69.04054863674484
1998-09-04,69.61004286529638
1998-09-07,78.6088069717826
1998-09-08,74.06327105414411
1998-09-09,72.92120478158526
1998-09-10,74.40511131476899
1998-09-11,72.90768288668879
1998-09-14,72.49668838650194
1998-09-15,72.49805152506877
1998-09-16,77.05058331555831
1998-09-17,77.63085189253283
1998-09-18,79.72927774917852
1998-09-21,77.82431859766191
1998-09-22,79.088941625569
1998-09-23,83.23711392514336
1998-09-24,91.4624763497301
1998-09-25,93.92869106050267
1998-09-28,94.70266646119826
1998-09-29,95.12216169982807
1998-09-30,92.16416601765292
1998-10-01,92.01713635160125
1998-10-02,90.2063092862625
1998-10-05,90.48909493241608
1998-10-06,93.10664105391456
1998-10-07,97.0045845885385
1998-10-08,105.35728264229108
1998-10-09,111.15833459136883
1998-10-12,116.18319046682873
1998-10-13,114.48104589289363
1998-10-14,110.0002124870083
1998-10-15,117.1846061246438
1998-10-16,131.9903977960832
1998-10-19,128.49072582390826
1998-10-20,144.87790414422486
1998-10-21,141.2932900854384
1998-10-22,142.22005304610516
1998-10-23,142.69380405558604
1998-10-26,137.89184006456526
1998-10-27,139.19788720618615
1998-10-28,149.60682744597435
1998-10-29,162.73607077745012
1998-10-30,152.02353637161232
1998-11-02,159.7772877062729
1998-11-03,166.66851325314636
1998-11-04,179.94743925939173
1998-11-05,186.1609698468514
1998-11-06,198.716161462102
1998-11-09,184.87256526195216
1998-11-10,162.40706856651178
1998-11-11,179.11654787939977
1998-11-12,161.79912211592986
1998-11-13,160.7502434342357
1998-11-16,171.710653152026
1998-11-17,172.30014333027862
1998-11-18,173.10753470564137
1998-11-19,187.47723866491978
1998-11-20,200.7757192419702
1998-11-23,213.73516033708881
1998-11-24,210.81089071042535
1998-11-25,215.81841750120125
1998-11-26,212.83905717726066
1998-11-27,206.27722009279134
1998-11-30,198.78621929112353
1998-12-01,194.93873145835914
1998-12-02,187.01292504428858
1998-12-03,182.5853450744782
1998-12-04,181.52503971574885
1998-12-07,181.67641570439292
1998-12-08,189.17963916474358
1998-12-09,198.39788476114254
1998-12-10,198.59203898920458
1998-12-11,201.20549643549995
1998-12-14,190.99820879786782
1998-12-15,192.41362578115462
1998-12-16,187.90296083803213
1998-12-17,178.86928333747215
1998-12-18,182.68355679750982
1998-12-21,182.0273094918403
1998-12-22,185.63647941364584
1998-12-23,187.26575324970815
1998-12-24,187.3696738996101
1998-12-25,193.48756036168223
1998-12-28,194.22918885240566
1998-12-29,188.08648339596326
1998-12-30,191.16052001338574
1998-12-31,192.81775308904892
1999-01-01,192.81775308904892
1999-01-04,193.16531904151324
1999-01-05,205.70880295564666
1999-01-06,215.9378132573158
1999-01-07,215.78722110575714
1999-01-08,212.54423152465728
1999-01-11,215.09386385566944
1999-01-12,215.13870833836444
1999-01-13,203.70858085656303
1999-01-14,202.95145909577857
1999-01-15,202.77271178003065
1999-01-18,208.10863473988852
1999-01-19,208.35216530489936
1999-01-20,214.0380881556192
1999-01-21,208.42370065951962
1999-01-22,199.02096125351534
1999-01-25,193.444985732126
1999-01-26,195.41604477157296
1999-01-27,199.56482334154748
1999-01-28,194.88989822696036
1999-01-29,191.2200093205026
1999-02-01,189.23681806798783
1999-02-02,182.76159451497085
1999-02-03,177.85628868695116
1999-02-04,177.70078967865595
1999-02-05,176.94035724328793
1999-02-08,172.19137964580432
1999-02-09,165.22261579079262
1999-02-10,163.23716246449808
1999-02-11,162.1548041652935
1999-02-12,178.0457838737458
1999-02-15,179.8779452852773
1999-02-16,181.0758958656193
1999-02-17,174.14405771366705
1999-02-18,174.80676075022836
1999-02-19,173.51582651716512
1999-02-22,171.8242670978672
1999-02-23,172.5405442994596
1999-02-24,172.2624583682113
1999-02-25,171.23206241825557
1999-02-26,176.37055233776732
1999-03-01,176.46512099853814
1999-03-02,174.57392648455266
1999-03-03,175.28297057487515
1999-03-04,172.09974405049445
1999-03-05,172.15882592610308
1999-03-08,174.2025493623453
1999-03-09,168.57560944790748
1999-03-10,169.79445039058697
1999-03-11,176.36268410195515
1999-03-12,178.5943478311585
1999-03-15,186.80040112708994
1999-03-16,184.26427384070374
1999-03-17,184.98473003794658
1999-03-18,188.91264925229933
1999-03-19,191.67536798832114
1999-03-22,190.66788860439294
1999-03-23,190.01467844843413
1999-03-24,188.3482885404113
1999-03-25,191.93600039136962
1999-03-26,192.1645470114311
1999-03-29,190.57772734825994
1999-03-30,188.27413351500158
1999-03-31,183.45323018748684
1999-04-01,185.6759636695778
1999-04-02,185.15377329144042
1999-04-05,181.51056994704535
1999-04-06,181.05475434712542
1999-04-07,187.6339111550025
1999-04-08,190.45246730849482
1999-04-09,192.5878826160993
1999-04-12,191.81407127784976
1999-04-13,192.1431702519307
1999-04-14,193.5223715271673
1999-04-15,193.7283833664511
1999-04-16,219.9049040524305
1999-04-19,225.29068418881266
1999-04-20,219.22700427556296
1999-04-21,214.34641516015972
1999-04-22,215.94379238365937
1999-04-23,216.0013849142486
1999-04-26,228.23722961155676
1999-04-27,234.8937531941249
1999-04-28,233.19752672096186
1999-04-29,241.55669234652407
1999-04-30,265.3152685275404
1999-05-03,266.39188939265955
1999-05-04,308.3764371610685
1999-05-05,308.2926961054919
1999-05-06,305.7465368263778
1999-05-07,287.7589514516943
1999-05-10,291.2058981900889
1999-05-11,292.2564447618562
1999-05-12,288.4961834545032
1999-05-13,277.8299558432165
1999-05-14,276.8923743552537
1999-05-17,272.7624725740942
1999-05-18,284.71687732448845
1999-05-19,285.20684112902404
1999-05-20,283.3830078048409
1999-05-21,281.57034620318996
1999-05-24,277.01636317411567
1999-05-25,273.6214351278758
1999-05-26,271.92365728658234
1999-05-27,274.5950686727178
1999-05-28,267.5264833178688
1999-05-31,267.8870797369523
1999-06-01,272.7939878985402
1999-06-02,280.2548374716136
1999-06-03,282.08962157675586
1999-06-04,282.66177370091265
1999-06-07,288.6750642166849
1999-06-08,296.5026473476392
1999-06-09,308.03450594597547
1999-06-10,311.2526291021298
1999-06-11,309.726978901463
1999-06-14,311.9354324089967
1999-06-15,306.8215260764843
1999-06-16,308.9194525260789
1999-06-17,319.77202741123097
1999-06-18,317.40714017138237
1999-06-21,327.6647613433705
1999-06-22,340.50605649995134
1999-06-23,338.5083552083244
1999-06-24,340.1210782736987
1999-06-25,341.6022670340549
1999-06-28,334.39647445707175
1999-06-29,325.4564014438925
1999-06-30,325.2796673496069
1999-07-01,325.8540541569344
1999-07-02,329.0099139057086
1999-07-05,330.5415832499495
1999-07-06,328.9561186167003
1999-07-07,319.1611642145655
1999-07-08,304.8042096781833
1999-07-09,309.87189172325463
1999-07-12,310.78622007263544
1999-07-13,302.72130904458254
1999-07-14,297.5342573458675
1999-07-15,299.2830949069152
1999-07-16,295.54236169884337
1999-07-19,298.6428943448774
1999-07-20,301.0712954509907
1999-07-21,304.75361021880093
1999-07-22,297.3023126185533
1999-07-23,290.40416608473055
1999-07-26,280.4832923852881
1999-07-27,280.6779528820771
1999-07-28,282.4968460558776
1999-07-29,282.4578464742957
1999-07-30,279.2989108460493
1999-08-02,274.0521376424375
1999-08-03,275.9476232642685
1999-08-04,274.4754490591081
1999-08-05,269.6140436775623
1999-08-06,260.07983842449124
1999-08-09,254.55076469165076
1999-08-10,254.78662729756624
1999-08-11,247.04380653438938
1999-08-12,247.5947372324197
1999-08-13,246.92146932868584
1999-08-16,245.69179593421515
1999-08-17,240.39174185408112
1999-08-18,240.35653582053817
1999-08-19,246.08215084156657
1999-08-20,259.97886011499503
1999-08-23,267.63668473086005
1999-08-24,265.7838388526366
1999-08-25,278.5452782277525
1999-08-26,271.37095900025815
1999-08-27,271.9748736669181
1999-08-30,265.84709605537864
1999-08-31,259.76807811298687
1999-09-01,253.3548173650397
1999-09-02,246.48016703475508
1999-09-03,244.92578165228954
1999-09-06,243.25895706961552
1999-09-07,241.0967031698605
1999-09-08,235.19788542373087
1999-09-09,239.25381032544976
1999-09-10,240.99155183765245
1999-09-13,248.78877795266047
1999-09-14,245.42283582698846
1999-09-15,242.1751670526639
1999-09-16,235.0309997965373
1999-09-17,237.8054381340642
1999-09-20,235.66096671802123
1999-09-21,230.13161755303892
1999-09-22,219.78091011309704
1999-09-23,208.73666034730883
1999-09-24,199.50212962024105
1999-09-27,200.6826227685024
1999-09-28,201.9124406377673
1999-09-29,207.35262038885696
1999-09-30,206.82550213079563
1999-10-01,218.98940441514353
1999-10-04,212.49722642537924
1999-10-05,222.13192792450806
1999-10-06,217.91811162842754
1999-10-07,216.28391509041825
1999-10-08,211.53058443476877
1999-10-11,214.76154093550383
1999-10-12,222.84465860435273
1999-10-13,216.76056673006084
1999-10-14,218.74782180834293
1999-10-15,215.18109221408005
1999-10-18,205.91842882409128
1999-10-19,203.53040681577835
1999-10-20,206.74733172717623
1999-10-21,206.2089004632436
1999-10-22,212.79303181244092
1999-10-25,214.1604205273391
1999-10-26,217.04699352947696
1999-10-27,215.92679502800888
1999-10-28,222.23189496898846
1999-10-29,229.85105862576302
1999-11-01,227.8507311866311
1999-11-02,232.43040491548155
1999-11-03,232.5353140667362
1999-11-04,242.0905460743409
1999-11-05,243.44935962841996
1999-11-08,237.83914985571926
1999-11-09,245.16010342422666
1999-11-10,244.10385232834196
1999-11-11,249.48704392459535
1999-11-12,249.67200292215742
1999-11-15,250.511062951758
1999-11-16,243.93836058659966
1999-11-17,235.022798242881
1999-11-18,234.84797500238219
1999-11-19,233.58124817699422
1999-11-22,231.47439689236182
1999-11-23,231.07454853655562
1999-11-24,225.67593373480003
1999-11-25,230.6105677801912
1999-11-26,234.87286526827978
1999-11-29,235.14756751464333
1999-11-30,235.96267567691675
1999-12-01,236.55523230254937
1999-12-02,234.01178688135582
1999-12-03,232.4530180337328
1999-12-06,232.7516089367949
1999-12-07,231.83854158712063
1999-12-08,230.71105273593818
1999-12-09,232.59370629732769
1999-12-10,232.7142055623436
1999-12-13,239.60596546513838
1999-12-14,240.47556556554375
1999-12-15,242.9720196289823
1999-12-16,244.8876794750142
1999-12-17,242.40168811492546
1999-12-20,246.49344914425555
1999-12-21,244.91877514753583
1999-12-22,255.30057427202402
1999-12-23,259.5524113377551
1999-12-24,260.9212162582626
1999-12-27,260.2064148755343
1999-12-28,260.2868001751458
1999-12-29,268.4538516135966
1999-12-30,269.866668035625
1999-12-31,269.866668035625
2000-01-03,274.2829334984748
2000-01-04,278.97261450295264
2000-01-05,260.8442396465179
2000-01-06,246.07143941613455
2000-01-07,256.12174928995535
2000-01-10,261.69778797533684
2000-01-11,253.36680752611903
2000-01-12,255.83281781105163
2000-01-13,255.52721960035646
2000-01-14,262.55460484901994
2000-01-17,268.0164124650177
2000-01-18,274.2106171282889
2000-01-19,273.8635810515899
2000-01-20,274.5352151085962
2000-01-21,270.0276283757806
2000-01-24,267.7935237320559
2000-01-25,264.7155725261581
2000-01-26,258.81365686595973
2000-01-27,263.64298596847107
2000-01-28,262.92502220851867
2000-01-31,262.1292894770187
2000-02-01,260.84573060895366
2000-02-02,257.58312333759267
2000-02-03,254.75210881080116
2000-02-04,259.13482630171006
2000-02-07,257.7860381084022
2000-02-08,252.9892400172577
2000-02-09,246.42169714376377
2000-02-10,243.71052734078125
2000-02-11,242.31201297158609
2000-02-14,238.8051423618393
2000-02-15,231.49975353153482
2000-02-16,226.12459826102696
2000-02-17,217.74303171405145
2000-02-18,214.59828352954437
2000-02-21,214.31706444485104
2000-02-22,198.7653112194939
2000-02-23,205.4923956493372
2000-02-24,206.7331449992852
2000-02-25,213.26502635372137
2000-02-28,201.53166351835236
2000-02-29,191.6973974945404
2000-03-01,189.43129808187135
2000-03-02,203.83721126283567
2000-03-03,198.40848321790904
2000-03-06,191.52148641072583
2000-03-07,192.94567735000263
2000-03-08,197.22643991435152
2000-03-09,201.50221375326785
2000-03-10,207.0451996592715
2000-03-13,201.42023009364755
2000-03-14,207.30211262399519
2000-03-15,198.958503859351
2000-03-16,205.02583964171993
2000-03-17,208.11117873698217
2000-03-20,208.0250766008519
2000-03-21,206.10663758506544
2000-03-22,206.3095157442642
2000-03-23,209.91795865221417
2000-03-24,211.55728192199498
2000-03-27,215.59295804292984
2000-03-28,218.73059240621532
2000-03-29,217.54824682096782
2000-03-30,211.93110102991807
2000-03-31,213.0761349343124
2000-04-03,214.20776398263556
2000-04-04,210.6435673996212
2000-04-05,213.11388383177447
2000-04-06,213.11388383177447
2000-04-07,216.02566861848658
2000-04-10,214.78469247188713
2000-04-11,214.0425690377816
2000-04-12,222.36471920526128
2000-04-13,223.54047449517682
2000-04-14,223.0686834924169
2000-04-17,210.1387689936431
2000-04-18,205.03946155069062
2000-04-19,209.0732797321216
2000-04-20,208.47587843669785
2000-04-21,211.70629990000754
2000-04-24,211.45114475204699
2000-04-25,209.98364105639092
2000-04-26,210.70041636671232
2000-04-27,209.96333637302322
2000-04-28,208.09878273980385
2000-05-01,207.98955886748277
2000-05-02,204.19685708964366
2000-05-03,201.22719049219148
2000-05-04,201.2553355152197
2000-05-05,201.07242362887766
2000-05-08,194.16997180279915
2000-05-09,188.23032810686712
2000-05-10,181.2774582028574
2000-05-11,175.4580949567937
2000-05-12,178.33329259690728
2000-05-15,174.40010525070545
2000-05-16,178.15730968359802
2000-05-17,178.45156009979507
2000-05-18,174.69180614535895
2000-05-19,175.84942177551255
2000-05-22,169.98159799934146
2000-05-23,165.1655700158837
2000-05-24,162.00700892058012
2000-05-25,157.11606277283025
2000-05-26,159.84143616351653
2000-05-29,158.2165269409992
2000-05-30,157.4540851138085
2000-05-31,163.5002788037142
2000-06-01,166.96510669000182
2000-06-02,174.8441968068795
2000-06-05,181.6645113519856
2000-06-06,177.7896476757556
2000-06-07,175.30991935106977
2000-06-08,176.31552749238028
2000-06-09,174.4569628448605
2000-06-12,174.67171081531166
2000-06-13,171.87057942490463
2000-06-14,175.9425992330698
2000-06-15,176.6479886954008
2000-06-16,176.07454930304536
2000-06-19,174.49957511147798
2000-06-20,174.0141009575227
2000-06-21,173.2481282139266
