Date,MALAYSIA IMI VALUE WEIGHTED
1994-11-30,1000.0
1994-12-30,956.4392326827735
1995-01-31,836.0473844979224
1995-02-28,956.2064280354549
1995-03-31,959.9038061199647
1995-04-28,936.1528902651181
1995-05-31,1025.141387498418
1995-06-30,1036.8420174644068
1995-07-31,1079.8203033715158
1995-08-31,1032.0657620458583
1995-09-29,992.9971587070099
1995-10-31,928.2666756527774
1995-11-30,922.7936101205565
1995-12-29,988.614223000248
1996-01-31,1044.3181172233487
1996-02-29,1076.0267850109506
1996-03-29,1144.639343935616
1996-04-30,1256.1772244188776
1996-05-31,1179.3917700001018
1996-06-28,1193.3309591706488
1996-07-31,1132.1698860836775
1996-08-30,1197.6448607551752
1996-09-30,1225.0089316611234
1996-10-31,1256.5159040980966
1996-11-29,1295.972368849367
1996-12-31,1303.8207639080413
1997-01-01,1304.0337748836114
1997-01-02,1301.8187513316675
1997-01-03,1310.3450294318454
1997-01-06,1332.186468727915
1997-01-07,1333.711289918519
1997-01-08,1348.667673745697
1997-01-09,1348.513083512268
1997-01-10,1350.4727174244463
1997-01-13,1352.4725602582016
1997-01-14,1339.4849892046
1997-01-15,1344.9128516704263
1997-01-16,1356.6601891308785
1997-01-17,1368.8541414020422
1997-01-20,1379.463058832683
1997-01-21,1368.6090438280273
1997-01-22,1377.1107356063892
1997-01-23,1391.3424194035022
1997-01-24,1398.2262452498635
1997-01-27,1402.6119357354726
1997-01-28,1394.2048369877566
1997-01-29,1384.0773104185237
1997-01-30,1392.0422622585613
1997-01-31,1389.5702319994928
1997-02-03,1384.400243581126
1997-02-04,1384.5311563173598
1997-02-05,1401.653950484521
1997-02-06,1401.455332056394
1997-02-07,1401.0057333614243
1997-02-10,1405.0625366110532
1997-02-11,1404.1731639553423
1997-02-12,1424.455317531596
1997-02-13,1438.231571596077
1997-02-14,1437.0115431066956
1997-02-17,1446.5968660014944
1997-02-18,1440.627842558031
1997-02-19,1456.7997087987594
1997-02-20,1469.1091475488522
1997-02-21,1481.751746661096
1997-02-24,1489.2376794879544
1997-02-25,1499.5237841179448
1997-02-26,1489.8820886190263
1997-02-27,1481.2479357038703
1997-02-28,1495.7758274805801
1997-03-03,1481.938874114937
1997-03-04,1467.5080699815194
1997-03-05,1479.9393450701775
1997-03-06,1469.8977511557703
1997-03-07,1466.1953533109197
1997-03-10,1457.408415143041
1997-03-11,1477.8613020968203
1997-03-12,1471.7904248557663
1997-03-13,1473.2355338461393
1997-03-14,1464.1272171693436
1997-03-17,1454.3385910671611
1997-03-18,1453.0107868986913
1997-03-19,1460.403868116985
1997-03-20,1446.048177963901
1997-03-21,1428.285277157009
1997-03-24,1426.2253024637726
1997-03-25,1434.3679665316072
1997-03-26,1445.5638872016516
1997-03-27,1439.85636047608
1997-03-28,1439.4217358549918
1997-03-31,1417.9503553833395
1997-04-01,1397.476724746046
1997-04-02,1373.9239853237984
1997-04-03,1339.0272146573898
1997-04-04,1317.795334763826
1997-04-07,1305.554469250518
1997-04-08,1337.2078734826664
1997-04-09,1335.8139371280574
1997-04-10,1310.0408173793785
1997-04-11,1297.7594462293805
1997-04-14,1245.0700465131565
1997-04-15,1207.2832025598934
1997-04-16,1213.4039285654935
1997-04-17,1238.868420302503
1997-04-18,1239.9765860826417
1997-04-21,1271.9937450753569
1997-04-22,1259.565663876345
1997-04-23,1257.2995405482447
1997-04-24,1235.6088671836678
1997-04-25,1234.737045619329
1997-04-28,1215.680918858208
1997-04-29,1196.003714871551
1997-04-30,1221.2758498467285
1997-05-01,1222.8836251307648
1997-05-02,1234.956287510372
1997-05-05,1236.601004084034
1997-05-06,1233.3089513000548
1997-05-07,1239.0727830387755
1997-05-08,1240.3824373057314
1997-05-09,1237.8410536747701
1997-05-12,1215.8744413542668
1997-05-13,1202.540875684429
1997-05-14,1183.1918988626257
1997-05-15,1155.7144275397138
1997-05-16,1171.932610704678
1997-05-19,1175.7155583001006
1997-05-20,1191.3571599380427
1997-05-21,1191.1500296342524
1997-05-22,1209.5216490827504
1997-05-23,1220.363380153795
1997-05-26,1227.4740843025547
1997-05-27,1223.946367941365
1997-05-28,1234.855909132199
1997-05-29,1235.137199210043
1997-05-30,1234.7859794899507
1997-06-02,1239.5222466016835
1997-06-03,1244.9546377522456
1997-06-04,1236.227562655584
1997-06-05,1231.3976881762978
1997-06-06,1238.7467439714906
1997-06-09,1239.6515336414827
1997-06-10,1234.5168194858582
1997-06-11,1230.5457493799756
1997-06-12,1226.673254504594
1997-06-13,1215.785031487954
1997-06-16,1209.3959330828332
1997-06-17,1209.7753434159101
1997-06-18,1218.2109666170315
1997-06-19,1219.0059584008193
1997-06-20,1216.9844921664342
1997-06-23,1211.6809888073442
1997-06-24,1199.9130735055141
1997-06-25,1192.604732835555
1997-06-26,1190.9841810353942
1997-06-27,1192.4633125468524
1997-06-30,1194.5003092992736
1997-07-01,1193.1011965050236
1997-07-02,1199.0169094280452
1997-07-03,1193.5096046629212
1997-07-04,1187.4450514429861
1997-07-07,1175.1996688849117
1997-07-08,1175.5727768622132
1997-07-09,1152.9618350462258
1997-07-10,1131.1385634322808
1997-07-11,1139.4376773447457
1997-07-14,1106.528010709377
1997-07-15,1098.2734835775123
1997-07-16,1084.8570930814406
1997-07-17,1083.1670124570237
1997-07-18,1065.1403571678013
1997-07-21,1088.6927934143857
1997-07-22,1086.328676486701
1997-07-23,1097.5074570935667
1997-07-24,1111.2526395014756
1997-07-25,1105.571231981477
1997-07-28,1102.6276866359162
1997-07-29,1112.4514684041724
1997-07-30,1102.762601497091
1997-07-31,1091.8252094745678
1997-08-01,1083.6533896054293
1997-08-04,1063.1210049678573
1997-08-05,1031.3089788770997
1997-08-06,1038.1228355464527
1997-08-07,1013.2001271919372
1997-08-08,992.7654846234133
1997-08-11,941.784509318141
1997-08-12,925.8509683122909
1997-08-13,935.0486284156817
1997-08-14,939.9184863261179
1997-08-15,931.0412819204295
1997-08-18,901.7794806448215
1997-08-19,906.6348555147329
1997-08-20,942.6609042404771
1997-08-21,933.6811778375412
1997-08-22,922.9377860505525
1997-08-25,907.6508681546773
1997-08-26,880.6377018741481
1997-08-27,855.1414341916258
1997-08-28,755.2101507142592
1997-08-29,738.3723797870556
1997-09-01,730.2296139906495
1997-09-02,740.8653720777849
1997-09-03,697.0923344542776
1997-09-04,678.2727529241731
1997-09-05,770.1029217421262
1997-09-08,846.8164423020519
1997-09-09,855.6235536744073
1997-09-10,830.1775022372746
1997-09-11,806.6482390748349
1997-09-12,817.8734272528758
1997-09-15,806.6681037978892
1997-09-16,784.341793764047
1997-09-17,761.9803676106571
1997-09-18,744.6745643572611
1997-09-19,745.704852669199
1997-09-22,702.3522071342937
1997-09-23,733.6763677309679
1997-09-24,726.8673366886263
1997-09-25,716.0136178338398
1997-09-26,720.0046139638275
1997-09-29,709.2194217429651
1997-09-30,701.4293471746141
1997-10-01,662.7773709662083
1997-10-02,666.5112316556459
1997-10-03,661.829334228053
1997-10-06,658.4109296428722
1997-10-07,688.2109333366868
1997-10-08,734.0742011508007
1997-10-09,741.6412182910443
1997-10-10,757.9385987072983
1997-10-13,735.9763008166378
1997-10-14,741.7828231343864
1997-10-15,715.988516318384
1997-10-16,709.1149223103992
1997-10-17,690.9865830203864
1997-10-20,653.2093431857033
1997-10-21,643.1120678449548
1997-10-22,610.4254987839466
1997-10-23,600.214328183722
1997-10-24,586.4264720747142
1997-10-27,579.3834782249374
1997-10-28,534.0830542350591
1997-10-29,545.3897943419822
1997-10-30,536.2317733871567
1997-10-31,556.0303228037544
1997-11-03,614.7852112692393
1997-11-04,608.4957045957107
1997-11-05,610.7097592188471
1997-11-06,609.3740380248013
1997-11-07,595.70343709347
1997-11-10,576.3474122933898
1997-11-11,576.4937891550244
1997-11-12,573.7610658373827
1997-11-13,565.8618929184219
1997-11-14,561.0408417342107
1997-11-17,545.8322893594355
1997-11-18,503.60998658254914
1997-11-19,469.25231182349603
1997-11-20,414.6089698380717
1997-11-21,442.0760308848189
1997-11-24,439.96938997041315
1997-11-25,414.158585483658
1997-11-26,397.6737874862465
1997-11-27,410.1747648081327
1997-11-28,413.3122994474575
1997-12-01,395.28726152739955
1997-12-02,395.38530484191284
1997-12-03,394.35578312638785
1997-12-04,406.2582586474094
1997-12-05,411.3479757045051
1997-12-08,461.2068199390188
1997-12-09,436.23837481640555
1997-12-10,439.4511023946715
1997-12-11,403.2106558152884
1997-12-12,385.8858139232404
1997-12-15,369.43482410841926
1997-12-16,354.9994136182299
1997-12-17,362.82931863153465
1997-12-18,373.751354922033
1997-12-19,366.4860999518277
1997-12-22,357.2054021449472
1997-12-23,342.14733010625434
1997-12-24,337.2801245921273
1997-12-25,337.28012459212727
1997-12-26,342.0500400873272
1997-12-29,342.84932060261065
1997-12-30,355.7969441827567
1997-12-31,360.2447867929395
1998-01-01,360.2447867929395
1998-01-02,341.8346077174698
1998-01-05,314.15374916056203
1998-01-06,281.7679344455997
1998-01-07,273.04159203958415
1998-01-08,255.99871830666643
1998-01-09,251.4020908965133
1998-01-12,240.47620414949225
1998-01-13,255.48078846990242
1998-01-14,284.71061226395534
1998-01-15,283.243303869145
1998-01-16,299.9855697583732
1998-01-19,337.5964359983249
1998-01-20,325.2788337296771
1998-01-21,310.55987058211065
1998-01-22,292.75802569251596
1998-01-23,284.0795400106657
1998-01-26,293.9122747813492
1998-01-27,299.8768620618751
1998-01-28,304.69664975358774
1998-01-29,303.9986447143492
1998-01-30,317.38778882095926
1998-02-02,322.4664561908299
1998-02-03,404.31007974207887
1998-02-04,409.7466922441415
1998-02-05,447.29906062676844
1998-02-06,480.33439423674406
1998-02-09,495.6927862401067
1998-02-10,535.6488893952657
1998-02-11,535.4847951412257
1998-02-12,474.5425858141937
1998-02-13,460.3096562965132
1998-02-16,428.2538636493793
1998-02-17,457.69191563504165
1998-02-18,474.8554460941894
1998-02-19,494.56175967281666
1998-02-20,489.25928281670286
1998-02-23,477.92125314740184
1998-02-24,509.38036066453867
1998-02-25,492.1497204189476
1998-02-26,509.29223472194997
1998-02-27,520.9099199937731
1998-03-02,526.1492750166923
1998-03-03,490.5953617449794
1998-03-04,469.82538406589464
1998-03-05,447.15810671668214
1998-03-06,441.9991431077279
1998-03-09,418.7103101253712
1998-03-10,454.18574587470016
1998-03-11,446.9986761503516
1998-03-12,448.8529011829391
1998-03-13,469.7756193571206
1998-03-16,460.42443936086045
