Date,SAUDI ARABIA IMI VALUE WEIGHTED
2015-09-28,801.3573811646716
2015-09-29,790.4465633866339
2015-09-30,799.3201975490778
2015-10-01,792.5598121840086
2015-10-02,792.5598121840088
2015-10-05,804.5370440891411
2015-10-06,805.4252939525385
2015-10-07,821.2778554291417
2015-10-08,836.7176296958356
2015-10-09,836.7176296958355
2015-10-12,852.2535900493435
2015-10-13,851.2525475536207
2015-10-14,853.5343254960864
2015-10-15,845.7708559400343
2015-10-16,845.8046858721405
2015-10-19,859.9267568083013
2015-10-20,852.7272709639493
2015-10-21,824.6617538861358
2015-10-22,814.9045987268198
2015-10-23,814.8720042812414
2015-10-26,809.6775473921016
2015-10-27,788.2699153361032
2015-10-28,791.7873476661774
2015-10-29,795.1728371097777
2015-10-30,795.1622362187351
2015-11-02,787.7939452512201
2015-11-03,774.7815934810966
2015-11-04,781.9074685617658
2015-11-05,773.5876552106197
2015-11-06,773.5773413961379
2015-11-09,773.503159898965
2015-11-10,771.9278912496555
2015-11-11,792.7844901123267
2015-11-12,791.2068374425494
2015-11-13,791.2068374425494
2015-11-16,778.0558533715576
2015-11-17,777.0139250392408
2015-11-18,782.961301251122
2015-11-19,794.4328536000152
2015-11-20,794.4222618680824
2015-11-23,807.0061740388621
2015-11-24,812.3158721056152
2015-11-25,813.2877389679049
2015-11-26,815.3065855205712
2015-11-27,815.4152061687887
2015-11-30,815.9507478129054
2015-12-01,820.0919974000184
2015-12-02,821.7719016826554
2015-12-03,811.8403570097223
2015-12-04,811.8403570097223
2015-12-07,802.6126863935181
2015-12-08,785.0363731688623
2015-12-09,789.5836440511033
2015-12-10,786.4248811621662
2015-12-11,786.435361377536
2015-12-14,758.4589886501418
2015-12-15,763.5574272814437
2015-12-16,774.8312554923604
2015-12-17,797.80242834429
2015-12-18,797.8449681647752
2015-12-21,780.8229922666134
2015-12-22,792.8895033194577
2015-12-23,776.2510195783622
2015-12-24,773.4096160936979
2015-12-25,773.4096160936979
2015-12-28,784.0904307938414
2015-12-29,770.4116978014533
2015-12-30,767.4389088226642
2015-12-31,768.9882429144702
2016-01-01,768.9882429144702
2016-01-04,757.5473086144418
2016-01-05,747.9680948751683
2016-01-06,724.439331467315
2016-01-07,693.8199662674424
2016-01-08,693.8199662674424
2016-01-11,697.7078827709802
2016-01-12,681.5008990961361
2016-01-13,680.5965888072134
2016-01-14,661.511140762212
2016-01-15,661.9346490617327
2016-01-18,635.1042954054356
2016-01-19,654.3471585470606
2016-01-20,622.3941748286804
2016-01-21,619.5240216209738
2016-01-22,619.8624736308136
2016-01-25,637.8657668626058
2016-01-26,639.4764854703469
2016-01-27,648.1108888712979
2016-01-28,666.1700506772113
2016-01-29,666.1700506772113
2016-02-01,678.1766583047199
2016-02-02,664.951369301053
2016-02-03,670.3762472871919
2016-02-04,674.893014169697
2016-02-05,674.8930141696969
2016-02-08,668.147256766015
2016-02-09,665.6152138611278
2016-02-10,660.9530550045963
2016-02-11,644.804842613145
2016-02-12,644.804842613145
2016-02-15,654.0920445468862
2016-02-16,660.4598388053246
2016-02-17,668.0028602370531
2016-02-18,675.9680418922146
2016-02-19,675.9680418922146
2016-02-22,687.8688173520602
2016-02-23,689.6721411907432
2016-02-24,681.7332789697397
2016-02-25,686.0603524568046
2016-02-26,686.0420597092018
2016-02-29,698.4741983323128
2016-03-01,707.436031436251
2016-03-02,708.0416585712312
2016-03-03,713.0079458406165
2016-03-04,713.0269573579437
2016-03-07,732.7439340799606
2016-03-08,737.7708417177017
2016-03-09,733.9304866799943
2016-03-10,730.9574307532088
2016-03-11,730.9574307532088
2016-03-14,723.0087539667635
2016-03-15,714.3194680778669
2016-03-16,721.6579779130177
2016-03-17,733.3750801802629
2016-03-18,733.3653023673434
2016-03-21,742.7306576218999
2016-03-22,740.1625982607269
2016-03-23,738.4098413350505
2016-03-24,724.3358290716012
2016-03-25,724.3358290716013
2016-03-28,716.7052149846392
2016-03-29,705.8716671701637
2016-03-30,711.8195617507042
2016-03-31,712.8227400910994
2016-04-01,712.8797605883933
2016-04-04,712.2196732885773
2016-04-05,710.7340634819612
2016-04-06,714.1088638782624
2016-04-07,721.109718441338
2016-04-08,721.1289477774388
2016-04-11,724.2283592665813
2016-04-12,736.1440968328187
2016-04-13,741.0134460822927
2016-04-14,750.0542598818001
2016-04-15,750.0542598818002
2016-04-18,737.9914169422109
2016-04-19,751.4280944882643
2016-04-20,747.2594253338164
2016-04-21,759.2562443601836
2016-04-22,759.2157533932157
2016-04-25,796.7585755338395
2016-04-26,781.0922153785416
2016-04-27,787.6606183123882
2016-04-28,788.3437349920445
2016-04-29,788.3332245830776
2016-05-02,778.5198197776001
2016-05-03,770.2162115623048
2016-05-04,765.5066954640389
2016-05-05,775.5190507651806
2016-05-06,775.5293901920363
2016-05-09,781.2450909522892
2016-05-10,776.0365412350659
2016-05-11,777.0756210806783
2016-05-12,781.6769853878646
2016-05-13,781.6978287179194
2016-05-16,782.1652308799466
2016-05-17,786.7238082154288
2016-05-18,786.1513508272614
2016-05-19,780.6690326128559
2016-05-20,780.6274163520383
2016-05-23,754.00540221775
2016-05-24,757.1823681890917
2016-05-25,762.919136581131
2016-05-26,761.5392365033356
2016-05-27,761.5392365033356
2016-05-30,745.7070317732879
2016-05-31,755.667596811875
2016-06-01,756.4969352731999
2016-06-02,762.0036887376417
2016-06-03,762.0036887376417
2016-06-06,759.2097253772705
2016-06-07,763.7289874282795
2016-06-08,772.0022295962375
2016-06-09,772.10451138558
2016-06-10,772.1250994666783
2016-06-13,768.1665259984275
2016-06-14,777.4470732513662
2016-06-15,774.6477971663709
2016-06-16,772.6129107523976
2016-06-17,772.6335123899089
2016-06-20,771.2514384498804
2016-06-21,770.0942932668263
2016-06-22,769.9761487283819
2016-06-23,768.3892024116255
2016-06-24,768.3482254786775
2016-06-27,760.2221269911361
2016-06-28,759.0702110877307
2016-06-29,761.7130394126228
2016-06-30,763.7982472341089
2016-07-01,763.6964427600291
2016-07-04,763.8695265170035
2016-07-05,763.625195774045
2016-07-06,763.6353731009957
2016-07-07,763.6353731009957
2016-07-08,763.60484193395
2016-07-11,769.6231770497799
2016-07-12,772.917942272867
2016-07-13,784.9422515781522
2016-07-14,781.6187599045445
2016-07-15,781.6187599045444
2016-07-18,783.8677840797276
2016-07-19,779.9879526145655
2016-07-20,777.0449396216641
2016-07-21,778.0984058330171
2016-07-22,778.1087796485225
2016-07-25,770.6521500712179
2016-07-26,764.5083230245058
2016-07-27,761.3638468591743
2016-07-28,750.7825673971779
2016-07-29,750.7925770306391
2016-08-01,746.9615739496305
2016-08-02,736.2653849744861
2016-08-03,735.9186989616509
2016-08-04,738.2466927035016
2016-08-05,738.2466927035016
2016-08-08,743.8812156292886
2016-08-09,756.6630023149752
2016-08-10,755.0032637289769
2016-08-11,751.9613281326436
2016-08-12,751.9613281326436
2016-08-15,758.6318296211706
2016-08-16,754.9518049863681
2016-08-17,741.8796311866539
2016-08-18,744.1327602353106
2016-08-19,744.0732351701647
2016-08-22,735.8077143158282
2016-08-23,734.3576421896229
2016-08-24,731.9928147098148
2016-08-25,723.5086983046453
2016-08-26,723.527990326572
2016-08-29,735.9304705834386
2016-08-30,740.2503127171015
2016-08-31,737.5306520679128
2016-09-01,731.6563350273061
2016-09-02,731.6465805199263
2016-09-05,753.4157726755543
2016-09-06,752.933134935355
2016-09-07,746.528373952701
2016-09-08,749.956475550053
2016-09-09,749.9564755500529
2016-09-12,750.0164600711921
2016-09-13,749.9564755500528
2016-09-14,749.9564755500527
2016-09-15,749.9564755500526
2016-09-16,749.9564755500525
2016-09-19,722.0269515934483
2016-09-20,719.4483582779341
2016-09-21,723.8726976825329
2016-09-22,723.7376126027879
2016-09-23,723.6893801491984
2016-09-26,727.1045969710585
2016-09-27,704.7346341388377
2016-09-28,681.6838563092429
2016-09-29,696.5000784660739
2016-09-30,697.2890770223427
2016-10-03,676.7367064346563
2016-10-04,687.2504858696788
2016-10-05,695.1896079609108
2016-10-06,708.889760639206
2016-10-07,709.0409642461841
2016-10-10,698.1952708095961
2016-10-11,704.7104047097921
2016-10-12,707.8071637214425
2016-10-13,706.8402488445206
2016-10-14,706.8402488445206
2016-10-17,693.3522050148914
2016-10-18,681.6649720771535
2016-10-19,691.1743029064534
2016-10-20,704.6763456944313
2016-10-21,704.7702787441511
2016-10-24,718.5160663207781
2016-10-25,732.1976266382835
2016-10-26,737.4224494057822
2016-10-27,744.7509652158686
2016-10-28,744.7608944344008
2016-10-31,752.4325468895663
2016-11-01,751.3118706463928
2016-11-02,746.8457293596521
2016-11-03,755.1949452318593
2016-11-04,755.1949452318594
2016-11-07,768.0929030714979
2016-11-08,784.637413604974
2016-11-09,786.1935702521425
2016-11-10,799.9272672264084
2016-11-11,799.9272672264084
2016-11-14,807.0965492970608
2016-11-15,790.3672956919175
2016-11-16,809.6464334117676
2016-11-17,807.5993120120825
2016-11-18,807.5347204303224
2016-11-21,790.6099112650934
2016-11-22,801.043561678608
2016-11-23,828.1845491763017
2016-11-24,831.0053528818157
2016-11-25,831.0718200166193
2016-11-28,840.2114183874186
2016-11-29,837.9115648075492
2016-11-30,850.673002371026
2016-12-01,864.7406553646538
2016-12-02,864.7752403795332
2016-12-05,863.6511036227088
2016-12-06,867.9003559271057
2016-12-07,862.8104923891249
2016-12-08,861.2487466908448
2016-12-09,861.2946658754518
2016-12-12,868.1774147476701
2016-12-13,862.2221555883986
2016-12-14,859.5040617336235
2016-12-15,861.2695439570617
2016-12-16,861.1547493439285
2016-12-19,856.8680344728574
2016-12-20,853.1502455657234
2016-12-21,855.6031395801313
2016-12-22,860.2220304705471
2016-12-23,860.1188464762754
2016-12-26,870.997715539153
2016-12-27,883.5674618653192
2016-12-28,879.5827552520024
2016-12-29,874.783037760015
2016-12-30,874.8296704716604
2017-01-02,878.7463199057067
2017-01-03,877.1685350823575
2017-01-04,871.9735083846776
2017-01-05,871.7813030757688
2017-01-06,871.851030704787
2017-01-09,855.5186203450754
2017-01-10,848.568217409509
2017-01-11,834.7054524903284
2017-01-12,836.9639934334692
2017-01-13,836.9639934334692
2017-01-16,823.7391710181455
2017-01-17,830.2922207452445
2017-01-18,828.7596588881084
2017-01-19,833.3572305387254
2017-01-20,833.3350109381199
2017-01-23,850.4256114107244
2017-01-24,861.6144964814174
2017-01-25,868.625982389563
2017-01-26,870.0058443925396
2017-01-27,869.9826464018347
2017-01-30,867.0538714941064
2017-01-31,861.4228260406542
2017-02-01,860.8356532440228
2017-02-02,860.7775600194058
2017-02-03,860.7775600194058
2017-02-06,855.1028180592638
2017-02-07,853.6792515494261
2017-02-08,845.6239688558334
2017-02-09,845.1489460377011
2017-02-10,845.1489460377011
2017-02-13,856.7631501531125
2017-02-14,854.4592937387528
2017-02-15,858.7565272707545
2017-02-16,866.0733038212658
2017-02-17,866.0733038212658
2017-02-20,860.5224630883106
2017-02-21,858.4955508063849
2017-02-22,859.9670976243561
2017-02-23,857.7749640575004
2017-02-24,857.7177843966647
2017-02-27,849.6203349707021
2017-02-28,847.7275165794523
2017-03-01,848.192839441024
2017-03-02,852.848263494002
2017-03-03,852.848263494002
2017-03-06,849.6327245004114
2017-03-07,851.02896113687
2017-03-08,847.9149309061575
2017-03-09,840.4110299525656
2017-03-10,840.388621382015
2017-03-13,823.9167394290957
2017-03-14,821.8375180512746
2017-03-15,828.4916366089147
2017-03-16,839.816448144594
2017-03-17,839.8612377579669
2017-03-20,840.8457418552175
2017-03-21,840.2248820714644
2017-03-22,830.0258410781079
2017-03-23,835.3639524749589
2017-03-24,835.3639524749588
2017-03-27,831.4218407586787
2017-03-28,835.2853935073105
2017-03-29,845.4471612895132
2017-03-30,853.9798479739562
2017-03-31,853.9912336128866
2017-04-03,847.7577080041277
2017-04-04,849.9906202345602
2017-04-05,858.3301473406666
2017-04-06,862.0913503793796
2017-04-07,862.0223895076971
2017-04-10,861.5670950951808
2017-04-11,857.9733326045404
2017-04-12,869.2678129301867
2017-04-13,865.8359428172188
2017-04-14,865.8359428172188
2017-04-17,860.014851021096
2017-04-18,852.9861523750427
2017-04-19,855.3414548824451
2017-04-20,850.8379545654691
2017-04-21,850.8606417626152
2017-04-24,858.9957081947935
2017-04-25,850.3430403431844
2017-04-26,848.510725756058
2017-04-27,853.3508346201401
2017-04-28,853.3849663780749
2017-05-01,864.314646565146
2017-05-02,866.1773605956539
2017-05-03,860.5182874151151
2017-05-04,855.6338807211605
2017-05-05,855.5312292918167
2017-05-08,847.4303269716014
2017-05-09,856.3191684052707
2017-05-10,857.5839640175967
2017-05-11,852.2297325730408
2017-05-12,852.2183710248127
2017-05-15,852.514539810181
2017-05-16,860.1272902923921
2017-05-17,859.8405295405187
2017-05-18,859.7091400458995
2017-05-19,859.766451696103
2017-05-22,867.30036863304
2017-05-23,862.0405267875941
2017-05-24,857.716050157212
2017-05-25,854.5265984090619
2017-05-26,854.5265984090619
2017-05-29,847.8525730466071
2017-05-30,854.3752219835305
2017-05-31,854.7201511276863
2017-06-01,854.5284143573576
2017-06-02,854.5739867755942
2017-06-05,869.7480833495532
2017-06-06,865.0652857316572
2017-06-07,866.3861515410764
2017-06-08,856.4260520007979
2017-06-09,856.380383251691
2017-06-12,853.5437950494872
2017-06-13,853.6702673757202
2017-06-14,858.8641714501898
2017-06-15,856.9728533262218
2017-06-16,857.0642637639097
2017-06-19,891.4815141904162
2017-06-20,878.1312407824573
2017-06-21,925.3046661585483
2017-06-22,942.3285394706156
2017-06-23,942.429038434992
2017-06-26,942.0271711407396
2017-06-27,942.3787862734036
2017-06-28,942.4416023128027
2017-06-29,942.5672595176818
2017-06-30,942.5169926149675
2017-07-03,951.8996260668059
2017-07-04,926.9219037491843
2017-07-05,920.5624846776399
2017-07-06,912.6764271362173
2017-07-07,912.6764271362173
2017-07-10,918.325739005875
2017-07-11,919.2482483190704
2017-07-12,927.2001604849589
2017-07-13,929.8739770087045
2017-07-14,929.8739770087047
2017-07-17,928.128128294895
2017-07-18,924.3560976247549
2017-07-19,922.0691789588592
2017-07-20,926.5447930930666
2017-07-21,926.6065619223549
2017-07-24,926.054744998341
2017-07-25,924.5825748679241
2017-07-26,921.4183772443223
2017-07-27,917.7068983030596
2017-07-28,917.71913374248
2017-07-31,909.429064870218
2017-08-01,911.6034157348297
2017-08-02,907.7030190065984
2017-08-03,908.6403163711599
2017-08-04,908.6282019745679
2017-08-07,915.0998853452292
2017-08-08,918.2516714835107
2017-08-09,920.1113246623293
2017-08-10,920.3250279268179
2017-08-11,920.3250279268182
2017-08-14,915.332069472283
2017-08-15,914.3272528065798
2017-08-16,916.3266455657625
2017-08-17,923.6617921588146
2017-08-18,923.6371631480114
2017-08-21,930.9115749319737
2017-08-22,934.6421900912534
2017-08-23,936.4271320929784
2017-08-24,935.2934967213769
2017-08-25,935.318436551165
2017-08-28,937.5650530257648
2017-08-29,935.4038469828446
2017-08-30,935.4038469828448
2017-08-31,935.4038469828448
2017-09-01,935.3539640985132
2017-09-04,935.3789048756275
2017-09-05,935.3789048756275
2017-09-06,942.0541576963114
2017-09-07,950.0900446975097
2017-09-08,950.0900446975097
2017-09-11,958.405509121222
2017-09-12,957.5743067163738
2017-09-13,957.6532193545065
2017-09-14,955.3213526817511
2017-09-15,955.270407643746
2017-09-18,958.7908811094097
2017-09-19,952.4128614015629
2017-09-20,947.6950655770413
2017-09-21,947.6607983769335
2017-09-22,947.6607983769335
2017-09-25,935.0329425187937
2017-09-26,937.2816435247117
2017-09-27,934.9531059316708
2017-09-28,941.6340233950892
2017-09-29,941.634023395089
2017-10-02,934.2141166847559
2017-10-03,937.4331884751249
2017-10-04,944.3216451823126
2017-10-05,940.1009878625936
2017-10-06,940.1009878625933
2017-10-09,919.5179058755738
2017-10-10,908.7195044025649
2017-10-11,889.8202355148603
2017-10-12,901.8841585287815
2017-10-13,901.8601108496396
2017-10-16,900.8823741971139
2017-10-17,901.9978377100831
2017-10-18,895.7182093522176
2017-10-19,907.1195487345869
2017-10-20,907.1195487345869
2017-10-23,889.2544494989074
2017-10-24,890.240366573613
2017-10-25,895.4038187736489
2017-10-26,892.7953249805006
2017-10-27,892.8191309513552
2017-10-30,899.9125145580649
2017-10-31,898.4672379544809
2017-11-01,901.6601874344776
2017-11-02,903.9072874419495
2017-11-03,903.8952359875278
2017-11-06,911.4719927575068
2017-11-07,907.578364594755
2017-11-08,909.2228301492934
2017-11-09,912.3725219493176
2017-11-10,912.3117052234179
2017-11-13,912.7587655826911
2017-11-14,914.653786377932
2017-11-15,909.3065895892942
2017-11-16,909.4181917385198
2017-11-17,909.4060669709473
2017-11-20,899.3806633652817
2017-11-21,893.6105615039542
2017-11-22,897.3134702351429
2017-11-23,900.9315640512907
2017-11-24,900.9195524312113
2017-11-27,905.6018089606233
2017-11-28,907.5166763346889
2017-11-29,909.9746845131464
2017-11-30,911.858055493177
2017-12-01,911.8337412235057
2017-12-04,923.8877643849484
2017-12-05,920.0027645447897
2017-12-06,914.4413432850241
2017-12-07,919.8579948155985
2017-12-08,919.8825230539544
2017-12-11,922.6963982470435
2017-12-12,926.3469220365461
2017-12-13,921.71376955441
2017-12-14,921.2307715272285
2017-12-15,921.2307715272285
2017-12-18,939.5247718604271
2017-12-19,939.719534297285
2017-12-20,942.1371048213882
2017-12-21,942.4239755899713
2017-12-22,942.4239755899713
2017-12-25,933.8548656944215
2017-12-26,937.2460479652702
2017-12-27,940.5697638089777
2017-12-28,945.1507278034868
2017-12-29,945.1507278034868
2018-01-01,946.434868471971
2018-01-02,944.6747450793976
2018-01-03,952.010104795189
2018-01-04,958.03830182889
2018-01-05,958.0383018288902
2018-01-08,962.9203588262245
2018-01-09,959.687530946735
2018-01-10,962.6510212217075
2018-01-11,969.018908229389
2018-01-12,969.0447466665328
2018-01-15,991.8413702257224
2018-01-16,997.4317318683825
2018-01-17,998.8824648589505
2018-01-18,999.5182549310618
2018-01-19,999.5315811303973
2018-01-22,990.9887535502429
2018-01-23,992.267803512848
2018-01-24,989.5120113119623
2018-01-25,996.4324416222119
2018-01-26,996.4324416222119
2018-01-29,1000.9072853947849
2018-01-30,1007.6535861188023
2018-01-31,1011.8559545218353
2018-02-01,1010.0923718281824
2018-02-02,1010.0789044685858
2018-02-05,1002.839585477788
2018-02-06,989.8109419024938
2018-02-07,984.0383742084094
2018-02-08,980.2175326446793
2018-02-09,980.2698081250619
2018-02-12,981.9811658014914
2018-02-13,982.0368677696364
2018-02-14,982.3258543280006
2018-02-15,994.6838589095587
2018-02-16,994.6838589095587
2018-02-19,998.5278324610131
2018-02-20,997.692647729983
2018-02-21,996.2153492421785
2018-02-22,999.0390104537571
2018-02-23,999.0656497180852
2018-02-26,993.7373060434398
2018-02-27,992.7458389103738
2018-02-28,986.4900180746214
2018-03-01,983.8393395712652
2018-03-02,983.91804252094
2018-03-05,979.7972093015924
2018-03-06,988.2225763506207
2018-03-07,990.175476391955
2018-03-08,1008.0526818538776
2018-03-09,1007.9989276448524
2018-03-12,1042.8221977972428
2018-03-13,1041.667912768376
2018-03-14,1042.6424347951838
2018-03-15,1042.0926538936847
2018-03-16,1042.1204415491131
2018-03-19,1034.4077465595228
2018-03-20,1036.2252174877437
2018-03-21,1040.0061901548129
2018-03-22,1053.2012932353987
2018-03-23,1053.229378603219
2018-03-26,1061.7520892188538
2018-03-27,1075.81377218441
2018-03-28,1070.3645558508742
2018-03-29,1065.826719741917
2018-03-30,1065.826719741917
2018-04-02,1053.538638744846
2018-04-03,1056.9438858068027
2018-04-04,1066.9474436061948
2018-04-05,1077.9323781079847
2018-04-06,1077.9323781079847
2018-04-09,1082.484020962027
2018-04-10,1078.8144545205937
2018-04-11,1063.5958187348997
2018-04-12,1063.3667853581587
2018-04-13,1063.3667853581587
2018-04-16,1094.6732593905872
2018-04-17,1103.5896915648316
2018-04-18,1115.4668721145483
2018-04-19,1133.8456706609736
2018-04-20,1133.8910232783974
2018-04-23,1146.240562586488
2018-04-24,1142.814039645139
2018-04-25,1132.0492959584856
2018-04-26,1130.9376743627122
2018-04-27,1130.9225959978999
2018-04-30,1122.3067948015487
2018-05-01,1116.929635115859
2018-05-02,1108.6848021494868
2018-05-03,1109.2106066278402
2018-05-04,1109.2106066278402
2018-05-07,1113.7843446051731
2018-05-08,1100.2537957709583
2018-05-09,1077.9089741644918
2018-05-10,1089.0748865715777
2018-05-11,1089.0748865715775
2018-05-14,1114.7294027247613
2018-05-15,1110.6572237439086
2018-05-16,1102.3878512297138
2018-05-17,1113.4465638216716
2018-05-18,1113.4465638216716
2018-05-21,1107.8242377744125
2018-05-22,1114.4773181010441
2018-05-23,1117.203092158939
2018-05-24,1118.0185116971386
2018-05-25,1117.9588911976405
2018-05-28,1113.0980898590624
2018-05-29,1118.7299903652824
2018-05-30,1121.6733919102562
2018-05-31,1143.6528831936168
2018-06-01,1143.6681304756473
2018-06-04,1168.5498898711057
2018-06-05,1182.3262791078494
2018-06-06,1178.4139817234036
2018-06-07,1172.7143620032573
2018-06-08,1172.7299981947494
2018-06-11,1159.1916256217835
2018-06-12,1161.9702037906552
2018-06-13,1161.9547116808508
2018-06-14,1161.923728700511
2018-06-15,1161.954711680851
2018-06-18,1161.9547116808512
2018-06-19,1161.8772573279282
2018-06-20,1146.6420930448862
2018-06-21,1153.0749038242652
2018-06-22,1153.090277131429
2018-06-25,1175.1223972829864
2018-06-26,1169.088869057612
2018-06-27,1171.091546084125
2018-06-28,1168.5455776681458
2018-06-29,1168.5923151290897
2018-07-02,1160.7445216789974
2018-07-03,1154.6969415355413
2018-07-04,1155.524382183877
2018-07-05,1146.2807237586753
2018-07-06,1146.311289206945
2018-07-09,1171.692568871121
2018-07-10,1186.176552153752
2018-07-11,1180.367055115976
2018-07-12,1176.8679796003235
2018-07-13,1176.8993606543756
2018-07-16,1198.1962635964135
2018-07-17,1192.5671920813236
2018-07-18,1193.841115393352
2018-07-19,1198.062190291768
2018-07-20,1198.062190291768
2018-07-23,1195.7987506139066
2018-07-24,1190.7026887239335
2018-07-25,1188.333419967222
2018-07-26,1183.3378247050096
2018-07-27,1183.3378247050098
2018-07-30,1173.4625120901353
2018-07-31,1171.1718846681583
2018-08-01,1171.894823021402
2018-08-02,1167.1476460958172
2018-08-03,1167.163206612117
2018-08-06,1165.665358618829
2018-08-07,1167.357435266827
2018-08-08,1162.2411728988698
2018-08-09,1155.2564814248556
2018-08-10,1155.27188340709
2018-08-13,1110.7842596357284
2018-08-14,1112.2857360918722
2018-08-15,1109.646543255404
2018-08-16,1109.210838647521
2018-08-17,1109.2699886722457
2018-08-20,1109.2404128713424
2018-08-21,1109.2404128713426
2018-08-22,1109.2404128713429
2018-08-23,1109.225625562305
2018-08-24,1109.240412871343
2018-08-27,1129.4321746817714
2018-08-28,1133.9569820728443
2018-08-29,1131.0796109247794
2018-08-30,1119.5710038289815
2018-08-31,1119.5710038289815
2018-09-03,1118.0491952913533
2018-09-04,1120.5938370371555
2018-09-05,1084.133024644303
2018-09-06,1080.283360481208
2018-09-07,1080.2257591929585
2018-09-10,1085.484975352474
2018-09-11,1082.7360675614123
2018-09-12,1073.563850422215
2018-09-13,1067.0449970815405
2018-09-14,1067.0449970815405
2018-09-17,1070.9426766595748
2018-09-18,1077.5698923635057
2018-09-19,1089.8213573202804
2018-09-20,1095.2135856590744
2018-09-21,1095.198984758052
2018-09-24,1095.2135856590744
2018-09-25,1116.380503636941
2018-09-26,1115.022943791788
2018-09-27,1117.2660688352937
2018-09-28,1117.2511729474352
2018-10-01,1138.9945362148162
2018-10-02,1128.7099571429458
2018-10-03,1134.935142136756
2018-10-04,1131.7478377544633
2018-10-05,1131.5969621828535
2018-10-08,1125.2596655471127
2018-10-09,1119.7326561435482
2018-10-10,1111.9224529477567
2018-10-11,1065.2506840903845
2018-10-12,1065.03769075179
2018-10-15,1076.7844545781236
2018-10-16,1099.1005424540756
2018-10-17,1092.113046846458
2018-10-18,1091.3501465448294
2018-10-19,1091.3501465448294
2018-10-22,1103.3077409695968
2018-10-23,1077.1560577645719
2018-10-24,1068.9395191610256
2018-10-25,1119.8009877682036
2018-10-26,1119.8159142686209
2018-10-29,1115.3402646487596
2018-10-30,1113.7687289949718
2018-10-31,1123.7998626555618
2018-11-01,1120.5408091151141
2018-11-02,1120.540809115114
2018-11-05,1106.4058176577305
2018-11-06,1108.727721561069
2018-11-07,1104.7633842047148
2018-11-08,1096.0385936933349
2018-11-09,1095.9801593380396
2018-11-12,1102.5990986068107
2018-11-13,1098.8857779475093
2018-11-14,1083.9511540190977
2018-11-15,1083.6121772380943
2018-11-16,1083.5255379371147
2018-11-19,1070.2414596159963
2018-11-20,1061.4567890080812
2018-11-21,1062.812445072817
2018-11-22,1076.34331324906
2018-11-23,1076.3863446052849
2018-11-26,1066.0781823247564
2018-11-27,1072.0442904906213
2018-11-28,1080.8274717213365
2018-11-29,1094.060400535013
2018-11-30,1094.1041425380993
2018-12-03,1123.9912921838502
2018-12-04,1122.4976831718336
2018-12-05,1120.0632308316178
2018-12-06,1116.229818135868
2018-12-07,1116.1703144406742
2018-12-10,1111.7398338500432
2018-12-11,1114.300718785218
2018-12-12,1123.22645233076
2018-12-13,1127.2077493025524
