Date,INDIA IMI VALUE WEIGHTED
1994-11-30,1000.0
1994-12-30,942.6093744136389
1995-01-31,846.6828958008396
1995-02-28,787.1277497274746
1995-03-31,760.6980865238286
1995-04-28,716.9316720264425
1995-05-31,756.79558314062
1995-06-30,719.4126541976879
1995-07-31,741.43166249745
1995-08-31,700.7049325478197
1995-09-29,672.756492187284
1995-10-31,651.6051023905062
1995-11-30,551.6875931227594
1995-12-29,576.1341665720794
1996-01-31,525.4054583704067
1996-02-29,642.4719728653884
1996-03-29,644.7110972550323
1996-04-30,723.4429101937744
1996-05-31,679.0583835647525
1996-06-28,697.8678069109196
1996-07-31,622.313006093685
1996-08-30,611.2463449127741
1996-09-30,536.7404679281229
1996-10-31,519.0016955083724
1996-11-29,463.77449546182373
1996-12-31,502.43769435545545
1997-01-01,502.43769435545545
1997-01-02,537.2697199925833
1997-01-03,542.614862025729
1997-01-06,543.6636401078318
1997-01-07,544.3417171380576
1997-01-08,550.325300152927
1997-01-09,561.32120348128
1997-01-10,572.5526886232443
1997-01-13,578.0795032211034
1997-01-14,582.1157141841402
1997-01-15,610.4806993195056
1997-01-16,580.3090004426451
1997-01-17,570.6981738815398
1997-01-20,565.8627248523381
1997-01-21,554.0602152880607
1997-01-22,560.7582093784775
1997-01-23,561.1651229549175
1997-01-24,559.3637852361444
1997-01-27,576.1571352473352
1997-01-28,580.468252320505
1997-01-29,571.4902322777525
1997-01-30,565.9501729683345
1997-01-31,545.311042131185
1997-02-03,536.2344557359455
1997-02-04,540.5428491245253
1997-02-05,540.8642523454293
1997-02-06,545.7085030533931
1997-02-07,546.2172294423018
1997-02-10,551.0816445895348
1997-02-11,557.6596726017605
1997-02-12,557.1327019194903
1997-02-13,556.5799574879503
1997-02-14,559.5823684508293
1997-02-17,568.6108210435674
1997-02-18,560.354984709572
1997-02-19,560.6235014579729
1997-02-20,555.6513964552752
1997-02-21,547.6585642817392
1997-02-24,536.8390377201735
1997-02-25,534.5054283620326
1997-02-26,535.6983845354333
1997-02-27,545.845612297699
1997-02-28,581.6808753634414
1997-03-03,622.6520034681411
1997-03-04,628.1693872495116
1997-03-05,626.1738994120113
1997-03-06,612.948182953087
1997-03-07,612.9994728267023
1997-03-10,600.2881540965284
1997-03-11,589.8752387689273
1997-03-12,596.6621042632192
1997-03-13,594.4259843782086
1997-03-14,589.6268303964498
1997-03-17,597.1174310575541
1997-03-18,597.5259789285188
1997-03-19,583.2668470362261
1997-03-20,585.6244429990907
1997-03-21,584.6297194347883
1997-03-24,584.751967232816
1997-03-25,587.9243747924228
1997-03-26,582.4279952930094
1997-03-27,581.9044764088463
1997-03-28,573.2904155509284
1997-03-31,528.2505125958876
1997-04-01,535.4038142168115
1997-04-02,554.3964474147034
1997-04-03,556.5451099236554
1997-04-04,552.7950258490897
1997-04-07,546.189622765909
1997-04-08,546.189622765909
1997-04-09,565.4582409526834
1997-04-10,555.6864086529673
1997-04-11,558.9128489589821
1997-04-14,553.5287903421827
1997-04-15,559.2289560539818
1997-04-16,559.4164071007039
1997-04-17,567.161022679376
1997-04-18,567.4780938311184
1997-04-21,582.373794678996
1997-04-22,584.6075398028014
1997-04-23,587.4159035251633
1997-04-24,585.8207931876674
1997-04-25,585.8887176473261
1997-04-28,585.8583887790844
1997-04-29,582.13125919876
1997-04-30,586.3819042327995
1997-05-01,586.3819042327995
1997-05-02,583.4079977700411
1997-05-05,579.2301794811334
1997-05-06,580.1886327642618
1997-05-07,577.0254091306714
1997-05-08,577.1863331926762
1997-05-09,579.7431855785155
1997-05-12,575.9950627094589
1997-05-13,573.2504323973413
1997-05-14,578.6390302525954
1997-05-15,579.2920260860766
1997-05-16,578.2147521539455
1997-05-19,581.2725691009804
1997-05-20,578.1969166297533
1997-05-21,575.7700173550476
1997-05-22,575.0502437695305
1997-05-23,573.9249292667652
1997-05-26,571.896461868342
1997-05-27,567.2732045318182
1997-05-28,563.0621561835735
1997-05-29,567.4820686409807
1997-05-30,569.651705377435
1997-06-02,574.8558943447181
1997-06-03,575.6694075156306
1997-06-04,579.6999146099265
1997-06-05,581.5304153124164
1997-06-06,580.1441629878598
1997-06-09,581.7631361128986
1997-06-10,586.7809633589166
1997-06-11,597.6793265271801
1997-06-12,606.2000806829382
1997-06-13,611.0655682449751
1997-06-16,610.2916191223571
1997-06-17,616.0334516898102
1997-06-18,617.8662077309481
1997-06-19,619.2211087447143
1997-06-20,621.0673268014244
1997-06-23,632.5021166836812
1997-06-24,639.1375329716732
1997-06-25,636.053974089001
1997-06-26,636.5806789001139
1997-06-27,638.4726240658348
1997-06-30,655.6022304127926
1997-07-01,659.5914973041164
1997-07-02,666.9332327612292
1997-07-03,660.9596994033676
1997-07-04,662.0760304372088
1997-07-07,669.8057106465652
1997-07-08,676.3948107644491
1997-07-09,696.3470851953334
1997-07-10,696.9980711546352
1997-07-11,690.578279759754
1997-07-14,678.550468759576
1997-07-15,678.6931858073237
1997-07-16,674.2728184731113
1997-07-17,670.8917235543403
1997-07-18,660.9962813579416
1997-07-21,664.6090782780383
1997-07-22,671.9476211242944
1997-07-23,683.36154266847
1997-07-24,679.3620656333866
1997-07-25,673.6028821024867
1997-07-28,680.6137851354417
1997-07-29,690.6048148523606
