Date,TAIWAN IMI VALUE WEIGHTED
1998-04-17,1066.118469129191
1998-04-20,1050.9555420863458
1998-04-21,1042.1170081360476
1998-04-22,1064.0256300936248
1998-04-23,1060.4538037559266
1998-04-24,1062.8236833764154
1998-04-27,1041.3570080575832
1998-04-28,1037.5058508487095
1998-04-29,1027.651409859986
1998-04-30,1022.185325489407
1998-05-01,1022.1698260909916
1998-05-04,1025.46955354213
1998-05-05,1023.2491480236057
1998-05-06,1019.9605941021221
1998-05-07,1014.8648403320365
1998-05-08,1002.2441806659322
1998-05-11,1023.016542039299
1998-05-12,1008.0668565949962
1998-05-13,994.7527150714072
1998-05-14,993.4780526758736
1998-05-15,989.0422882448553
1998-05-18,973.123124038085
1998-05-19,973.5279123694723
1998-05-20,991.0354070916982
1998-05-21,1005.7698930230661
1998-05-22,1005.5066403741013
1998-05-25,995.8413525908032
1998-05-26,974.9229397907698
1998-05-27,962.0216520946835
1998-05-28,969.0556770494214
1998-05-29,940.1943457326856
1998-06-01,899.4215037829354
1998-06-02,893.5353634055754
1998-06-03,906.646925546798
1998-06-04,882.484761923495
1998-06-05,889.3913052395519
1998-06-08,887.3667734556002
1998-06-09,868.7739513302797
1998-06-10,835.3631897872569
1998-06-11,833.5685911490979
1998-06-12,822.1595008498102
1998-06-15,840.7711535242225
1998-06-16,854.4132262551551
1998-06-17,862.9987649033732
1998-06-18,909.5770260404179
1998-06-19,904.5010898123993
1998-06-22,893.8475081863791
1998-06-23,889.3868581989339
1998-06-24,887.6159964354601
1998-06-25,893.8993909610473
1998-06-26,887.2054690222913
1998-06-29,873.0081686183772
1998-06-30,878.0694708273476
1998-07-01,878.2100437305508
1998-07-02,905.7559616095643
1998-07-03,897.2214960359414
1998-07-06,912.3706015278682
1998-07-07,907.9109758776467
1998-07-08,917.9293057330908
1998-07-09,917.554059906053
1998-07-10,909.6117211471482
1998-07-13,899.5646101344656
1998-07-14,896.2399592148363
1998-07-15,906.9854119205746
1998-07-16,913.3369737431179
1998-07-17,925.8998480705594
1998-07-20,927.1764989997951
1998-07-21,916.6189594002593
1998-07-22,906.7032860689818
1998-07-23,902.412250243683
1998-07-24,904.2863158458679
1998-07-27,900.574331174355
1998-07-28,895.1588043615849
1998-07-29,889.5586523599861
1998-07-30,883.5952476848372
1998-07-31,874.7503116332019
1998-08-03,867.8568702776332
1998-08-04,865.5210605171154
1998-08-05,853.6707290193917
1998-08-06,849.0573300148096
1998-08-07,852.7705496222901
1998-08-10,831.2754474970216
1998-08-11,831.5952800565722
1998-08-12,828.0909759072665
1998-08-13,829.4972502033835
1998-08-14,829.7116477453824
1998-08-17,823.0926166190836
1998-08-18,815.0977333767826
1998-08-19,827.0017047945048
1998-08-20,827.7627637119583
1998-08-21,818.1160603373017
1998-08-24,787.7726838573982
1998-08-25,779.5356592746376
1998-08-26,769.6063537683266
1998-08-27,767.8773896241631
1998-08-28,756.0668129046604
1998-08-31,736.0188320793441
1998-09-01,712.7152867771442
1998-09-02,729.9271334391515
1998-09-03,707.7746315309414
1998-09-04,736.1905747849403
1998-09-07,779.7250373860322
1998-09-08,793.9369600733223
1998-09-09,788.6478816165188
1998-09-10,777.7597137349278
1998-09-11,787.2512824302854
1998-09-14,790.5632210161225
1998-09-15,789.8934247204076
1998-09-16,802.4300093349555
1998-09-17,805.7072533433545
1998-09-18,801.6736413223567
1998-09-21,810.0775642720682
1998-09-22,808.7957170044435
1998-09-23,796.5318906266933
1998-09-24,799.6779459396854
1998-09-25,801.0578620327183
1998-09-28,791.8250499104302
1998-09-29,789.554637628102
1998-09-30,787.2822389346999
1998-10-01,775.9871322961508
1998-10-02,753.2119992076084
1998-10-05,775.9599398602872
1998-10-06,781.6019688092119
1998-10-07,802.5445979023459
1998-10-08,848.4152037692922
1998-10-09,849.998015706124
1998-10-12,845.207743424888
1998-10-13,835.3773996354653
1998-10-14,819.8669648360667
1998-10-15,823.8122220489731
1998-10-16,824.3510383440982
1998-10-19,838.3258148496823
1998-10-20,832.5161230779493
1998-10-21,856.5172546177935
1998-10-22,851.899088811275
1998-10-23,859.7472455412911
1998-10-26,860.7826419251504
1998-10-27,862.3311238563116
1998-10-28,854.5761005307942
1998-10-29,859.2589232743
1998-10-30,870.7035453544873
1998-11-02,881.2293935897954
1998-11-03,862.131235384895
1998-11-04,844.426517188202
1998-11-05,845.8292704713313
1998-11-06,840.4056279531051
1998-11-09,844.2575467935839
1998-11-10,824.7688557175738
1998-11-11,808.5400630701662
1998-11-12,808.5400630701662
1998-11-13,829.6458108906197
1998-11-16,855.5943346375279
1998-11-17,871.8383859221009
1998-11-18,869.4500705767853
1998-11-19,896.6319471713889
1998-11-20,906.8280115685839
1998-11-23,898.7393051590835
1998-11-24,911.1262539735251
1998-11-25,884.2258155718177
1998-11-26,906.8341700588194
1998-11-27,904.3177915258464
1998-11-30,885.9394287829375
1998-12-01,877.1322914613952
1998-12-02,886.3772032149348
1998-12-03,883.7256000331406
1998-12-04,891.6484408873229
1998-12-07,902.0048657527738
1998-12-08,891.3515404355005
1998-12-09,884.8157823874723
1998-12-10,873.3953010874583
1998-12-11,861.198470898387
1998-12-14,856.2689377535977
1998-12-15,863.185014069752
1998-12-16,842.905005148871
1998-12-17,826.7894332514379
1998-12-18,824.3227781563074
1998-12-21,813.6482069262827
1998-12-22,838.9473141410114
1998-12-23,827.7110809680611
1998-12-24,827.1484689765109
1998-12-25,827.104521494916
1998-12-28,801.0295524559663
1998-12-29,800.2435672236232
1998-12-30,797.6189670945083
1998-12-31,792.3178882203083
1999-01-01,792.3178882203083
1999-01-04,793.9813861193711
1999-01-05,759.7820527167917
1999-01-06,765.632690383746
1999-01-07,792.8665310589488
1999-01-08,793.4835548927813
1999-01-11,789.2491964878141
1999-01-12,781.6787410670842
1999-01-13,776.0214950580412
1999-01-14,764.9026892169687
1999-01-15,793.360776278424
1999-01-18,782.7366693009552
1999-01-19,778.5139762793211
1999-01-20,775.5307087931542
1999-01-21,778.0567376638468
1999-01-22,765.3696624501923
1999-01-25,741.5749233907663
1999-01-26,751.1419620695764
1999-01-27,753.81108197658
1999-01-28,744.8220037571201
1999-01-29,736.3010905432529
1999-02-01,723.3803765815272
1999-02-02,711.040908390526
1999-02-03,708.1728434493832
1999-02-04,677.6994186749891
1999-02-05,668.4496900526551
1999-02-08,714.1720291961266
1999-02-09,701.7365562858635
1999-02-10,713.0801428078712
1999-02-11,712.8594432898248
1999-02-12,713.0801428078712
1999-02-15,713.0801428078712
1999-02-16,713.0801428078712
1999-02-17,711.9780096659734
1999-02-18,711.9997401540886
1999-02-19,709.259171485289
1999-02-22,758.7219085864162
1999-02-23,747.5228696029395
1999-02-24,751.2332068895972
1999-02-25,759.066574278818
1999-02-26,763.8321681465354
1999-03-01,765.4718083749707
1999-03-02,760.1797269430439
1999-03-03,777.0206174614542
1999-03-04,774.8329212232504
1999-03-05,773.1145877154645
1999-03-08,778.2234792103886
1999-03-09,784.0203385628193
1999-03-10,785.0270807782255
1999-03-11,778.2500014462939
1999-03-12,780.436327647497
1999-03-15,795.5467796389235
1999-03-16,802.2514428108021
1999-03-17,810.8406424180353
1999-03-18,827.408625556013
1999-03-19,841.00781103807
1999-03-22,845.880682614629
1999-03-23,834.647297358185
1999-03-24,828.1742516977246
1999-03-25,834.9306035157681
1999-03-26,847.4507834919507
1999-03-29,832.4266508453588
1999-03-30,832.2016254108241
1999-03-31,831.6089660111776
1999-04-01,850.6780067808402
1999-04-02,879.3642214275255
1999-04-05,875.2140319947007
1999-04-06,870.9991315453298
1999-04-07,866.6579135737006
1999-04-08,881.3640024817462
1999-04-09,879.6490756430433
1999-04-12,875.0114009710724
1999-04-13,885.5308730174381
1999-04-14,895.8051022924992
1999-04-15,913.3767589851393
1999-04-16,912.5703341328991
1999-04-19,936.2299128630377
1999-04-20,940.5749112688878
1999-04-21,918.5174586715643
1999-04-22,918.0435684484146
1999-04-23,935.969823309479
1999-04-26,936.6908113605422
1999-04-27,927.6325945266311
1999-04-28,921.0359262773284
1999-04-29,897.425974757578
1999-04-30,908.8506353592243
1999-05-03,911.0977955663805
1999-05-04,937.3606648025478
1999-05-05,934.9222451997022
1999-05-06,929.7549128359376
1999-05-07,918.6708001505775
1999-05-10,920.2239893055987
1999-05-11,920.2645515850646
1999-05-12,916.5797335353319
1999-05-13,911.3050988163386
1999-05-14,931.7084212581844
1999-05-17,930.2771230981929
1999-05-18,925.746238632123
1999-05-19,925.2012982677597
1999-05-20,925.5700539482839
1999-05-21,924.0894498434584
1999-05-24,918.3028719859917
1999-05-25,894.2063482902745
1999-05-26,896.9245758522234
1999-05-27,903.2480367579741
1999-05-28,891.9202808124343
1999-05-31,876.2529090314217
1999-06-01,887.8277045106436
1999-06-02,897.0371698156824
1999-06-03,908.2836489866108
1999-06-04,909.5321292522005
1999-06-07,933.1912283872381
1999-06-08,941.0379862650494
1999-06-09,946.6803794396097
1999-06-10,953.5297200638371
1999-06-11,957.1355357981748
1999-06-14,955.4688213635075
1999-06-15,948.9720082946048
1999-06-16,956.0891791379453
1999-06-17,974.845927314507
1999-06-18,974.9966223102274
1999-06-21,992.1594516339762
1999-06-22,1012.1428282040237
1999-06-23,999.7712676860359
1999-06-24,1006.7628037523658
1999-06-25,972.0001491816613
1999-06-28,972.0382817156973
1999-06-29,995.1888092677848
1999-06-30,988.4105628971662
1999-07-01,988.1134843826143
1999-07-02,998.7417903361637
1999-07-05,1008.502996766803
1999-07-06,990.9963192882883
1999-07-07,991.22867560041
1999-07-08,1001.2048102978183
1999-07-09,996.2179465229967
1999-07-12,985.7453888371984
1999-07-13,954.8954291318743
1999-07-14,921.7605721321094
1999-07-15,924.8546480485958
1999-07-16,862.206845331537
1999-07-19,849.3434886676913
1999-07-20,899.6565330954747
1999-07-21,893.4057759351732
1999-07-22,882.226462384793
1999-07-23,890.3223101774312
1999-07-26,876.2315479371911
1999-07-27,853.2589496446247
1999-07-28,866.3199556825844
1999-07-29,852.5010618382213
1999-07-30,856.6456028312379
1999-08-02,836.0481306573149
1999-08-03,833.7521225694774
1999-08-04,829.6317263831429
1999-08-05,809.6460372163914
1999-08-06,790.3631128268777
1999-08-09,810.200679921829
1999-08-10,835.3993575836438
1999-08-11,828.3854993417128
1999-08-12,839.6006140686741
1999-08-13,872.8981899575466
1999-08-16,919.5539165203239
1999-08-17,929.7839825152713
1999-08-18,924.62678745732
1999-08-19,918.392281590645
1999-08-20,935.8517464880673
1999-08-23,944.8582263448192
1999-08-24,926.5667981528949
1999-08-25,941.5372404996838
1999-08-26,938.882278294074
1999-08-27,934.4184719824285
1999-08-30,936.4550392455759
1999-08-31,943.5527071913787
1999-09-01,953.3601560687093
1999-09-02,947.8436948495871
1999-09-03,929.7760408274354
1999-09-06,931.7460516045071
1999-09-07,912.3198293748741
1999-09-08,916.6455580493721
1999-09-09,921.4614188985654
1999-09-10,942.3658271824783
1999-09-13,945.9598015236402
1999-09-14,936.4401722314436
1999-09-15,922.8071325279459
1999-09-16,922.5111335095066
1999-09-17,915.3751644437821
1999-09-20,922.7414726051555
1999-09-21,919.9265553852072
1999-09-22,919.8976250576586
1999-09-23,919.9053857773087
1999-09-24,919.9053857773087
1999-09-27,899.2269492218429
1999-09-28,880.4460825449819
1999-09-29,881.8851532016856
1999-09-30,877.4982644113998
1999-10-01,890.8815366242436
1999-10-04,895.3744729239605
1999-10-05,878.8582070625558
1999-10-06,868.5929639328177
1999-10-07,879.3146471037329
1999-10-08,872.5078346285734
1999-10-11,876.8322474340749
1999-10-12,900.844799528515
1999-10-13,901.3060268373532
1999-10-14,905.3337497586243
1999-10-15,900.3034431979964
1999-10-18,890.7168107163222
1999-10-19,884.1133884852239
1999-10-20,881.2829482853431
1999-10-21,880.2407925883817
1999-10-22,870.4289544150292
1999-10-25,883.5217344701342
1999-10-26,885.0895865478868
1999-10-27,882.9867148452306
1999-10-28,879.322708502011
1999-10-29,878.0826075909547
1999-11-01,887.365234824961
1999-11-02,875.766658623024
1999-11-03,859.4982280990039
1999-11-04,843.8088355034399
1999-11-05,843.5675781785307
1999-11-08,832.2662088954476
1999-11-09,827.1673343368234
1999-11-10,832.3973868771068
1999-11-11,845.9350859990277
1999-11-12,846.054999306016
1999-11-15,845.0745088942857
1999-11-16,850.5202881351546
1999-11-17,853.919106050811
1999-11-18,861.4748340294256
1999-11-19,866.8518540548579
1999-11-22,900.6944671441493
1999-11-23,899.4520720595808
1999-11-24,884.8323899966825
1999-11-25,882.2450444452415
1999-11-26,851.1218329026453
1999-11-29,879.5731559580647
1999-11-30,873.9216336109508
1999-12-01,875.995999453497
1999-12-02,884.7591777063569
1999-12-03,897.5998954954578
1999-12-06,890.8678281208418
1999-12-07,882.8319252749611
1999-12-08,879.1458235824049
1999-12-09,873.5292820546773
1999-12-10,872.4609336061607
1999-12-13,886.0216210684519
1999-12-14,883.4191435648904
1999-12-15,882.0807384931709
1999-12-16,867.873664525833
1999-12-17,865.9091060379653
1999-12-20,871.0420972511921
1999-12-21,886.1187989207995
1999-12-22,887.7084654692808
1999-12-23,897.4124640948968
1999-12-24,907.6168115387319
1999-12-27,922.5647722503917
1999-12-28,932.5580766484167
1999-12-29,933.076526560779
1999-12-30,936.8862170041532
1999-12-31,936.5164475128689
2000-01-03,935.3826503609164
2000-01-04,989.9326066534537
2000-01-05,995.8600006288292
2000-01-06,1009.2519829701798
2000-01-07,1010.4654029708805
2000-01-10,1035.807925349255
2000-01-11,1017.965538324341
2000-01-12,1036.466070324904
2000-01-13,1040.9043633447454
2000-01-14,1028.500427581065
2000-01-17,1063.5736243894953
2000-01-18,1059.5627099381031
2000-01-19,1052.691702842105
2000-01-20,1049.534070545699
2000-01-21,1062.7325837653193
2000-01-24,1086.1891630653054
2000-01-25,1084.0474487651934
2000-01-26,1103.0174532206902
2000-01-27,1113.4353030675663
2000-01-28,1130.9514047725006
2000-01-31,1134.915031185975
2000-02-01,1156.4138938544813
2000-02-02,1152.6757702575053
2000-02-03,1152.5447184231111
2000-02-04,1152.90148160883
2000-02-07,1153.651214323256
2000-02-08,1156.471417748101
2000-02-09,1177.0209740868002
2000-02-10,1191.5391551887171
2000-02-11,1197.8060022392435
2000-02-14,1177.5141517168752
2000-02-15,1169.2973875128687
2000-02-16,1187.586777821084
2000-02-17,1216.0100747604843
2000-02-18,1205.2950275350204
2000-02-21,1208.8064038979876
2000-02-22,1167.9973116115011
2000-02-23,1152.365408233165
2000-02-24,1138.2816545217222
2000-02-25,1106.2987618241946
2000-02-28,1106.6486357584806
2000-02-29,1103.92363764373
2000-03-01,1139.5458030019113
2000-03-02,1125.1599133038696
2000-03-03,1128.3413420240897
2000-03-06,1101.0992165539237
2000-03-07,1097.0304138091783
2000-03-08,1098.1132410857626
2000-03-09,1118.5672391841383
2000-03-10,1101.4900227341723
2000-03-13,1029.4535367380324
2000-03-14,1023.5590981243781
2000-03-15,998.5407546473809
2000-03-16,998.8095169576627
2000-03-17,1010.9124030082936
2000-03-20,984.5376869627037
2000-03-21,1037.6745747122309
2000-03-22,1048.3637650257579
2000-03-23,1102.294136024178
2000-03-24,1095.2739917898239
2000-03-27,1123.9977223417625
2000-03-28,1132.4398191267292
2000-03-29,1130.8814385769788
2000-03-30,1142.0782617825976
2000-03-31,1137.8076521218202
2000-04-03,1146.5026622078396
2000-04-04,1147.0677201980848
2000-04-05,1169.758574382061
2000-04-06,1157.4508824518289
2000-04-07,1150.2342814539527
2000-04-10,1174.0279068830316
2000-04-11,1175.6819619565545
2000-04-12,1164.5163498440772
2000-04-13,1137.4418723294827
2000-04-14,1107.38788604593
2000-04-17,1054.6991783613419
2000-04-18,1087.0341056786135
2000-04-19,1064.0590136751416
2000-04-20,1062.620618648456
2000-04-21,1066.047993707038
2000-04-24,1029.1281106664837
2000-04-25,1031.0839359784081
2000-04-26,982.221947419899
2000-04-27,975.8122164967134
2000-04-28,1003.4466025667039
2000-05-01,997.5955993269213
2000-05-02,976.098911046549
2000-05-03,952.8993078431896
2000-05-04,961.8087465502512
2000-05-05,994.0331494720468
2000-05-08,981.4251901028898
2000-05-09,988.8329886917276
2000-05-10,978.2995990749673
2000-05-11,958.3840435949642
2000-05-12,984.8329496927885
2000-05-15,975.3532957921427
2000-05-16,995.5514258439164
2000-05-17,1035.6781600566894
2000-05-18,1030.7539308918717
2000-05-19,1041.1788475486262
2000-05-22,1005.670579452882
2000-05-23,989.8647533119464
2000-05-24,967.927117940391
2000-05-25,964.4010067867923
2000-05-26,981.2251788678063
2000-05-29,985.1184666189248
2000-05-30,997.2673188924496
2000-05-31,1013.6964342669762
2000-06-01,1003.5034971406153
2000-06-02,1004.8776787324191
2000-06-05,1011.5970076125485
2000-06-06,1011.5970076125485
2000-06-07,1021.9351855048563
2000-06-08,1020.6464268868771
2000-06-09,1012.9000590883901
2000-06-12,997.3240575307053
2000-06-13,991.1904605275992
2000-06-14,997.6019044743067
2000-06-15,987.0715178441075
2000-06-16,985.1011526141425
2000-06-19,976.028217519255
2000-06-20,969.4464759627843
2000-06-21,958.1595209783236
2000-06-22,972.6931635234996
2000-06-23,965.9110501882793
2000-06-26,948.7720127751884
2000-06-27,935.5786294819083
