Date,COLOMBIA IMI VALUE WEIGHTED
1999-01-01,719.7325039692045
1999-01-04,725.7193666285241
1999-01-05,731.1859787277106
1999-01-06,733.3225659012729
1999-01-07,728.0747635451103
1999-01-08,722.8265809095874
1999-01-11,722.8265809095874
1999-01-12,695.8216778066507
1999-01-13,660.7517118908144
1999-01-14,655.7069510587253
1999-01-15,657.4560861580429
1999-01-18,661.0559341510086
1999-01-19,640.7403010200422
1999-01-20,657.457118636359
1999-01-21,649.1739050297342
1999-01-22,640.6489461218741
1999-01-25,628.0214631024393
1999-01-26,618.2197232929639
1999-01-27,634.3340676479623
1999-01-28,606.9638212074748
1999-01-29,584.7883353232245
1999-02-01,582.5204545158019
1999-02-02,576.7322977938634
1999-02-03,572.8287963428018
1999-02-04,573.8913837990195
1999-02-05,582.2019662837507
1999-02-08,580.6627994524106
1999-02-09,586.4694004403958
1999-02-10,607.4473693253743
1999-02-11,618.6692620333959
1999-02-12,632.0639101513142
1999-02-15,631.9879501818431
1999-02-16,628.1114100716323
1999-02-17,628.9053210767067
1999-02-18,638.611497529089
1999-02-19,640.5627532217278
1999-02-22,641.7371517969688
1999-02-23,640.529903300529
1999-02-24,625.1077822270885
1999-02-25,612.9246423865299
1999-02-26,620.6275813322964
1999-03-01,614.5123531963309
1999-03-02,609.9971687723603
1999-03-03,621.147709867796
1999-03-04,626.6346312143093
1999-03-05,627.7767309195042
1999-03-08,633.9573346530973
1999-03-09,633.6207357075467
1999-03-10,630.0588363769351
1999-03-11,622.3339715749217
1999-03-12,623.4602009056192
1999-03-15,625.3411763398318
1999-03-16,631.1783306167863
1999-03-17,637.2554364506598
1999-03-18,638.464796455601
1999-03-19,648.7271068461466
1999-03-22,648.7271068461466
1999-03-23,650.316062632527
1999-03-24,651.6655152635855
1999-03-25,661.3069299151641
1999-03-26,656.450182348302
1999-03-29,656.706934740296
1999-03-30,648.6166467110354
1999-03-31,651.8161537994694
1999-04-01,651.8161537994694
1999-04-02,651.8161537994694
1999-04-05,653.3890204588155
1999-04-06,649.3411237569475
1999-04-07,645.1157712371856
1999-04-08,651.5396539243173
1999-04-09,661.9264721664651
1999-04-12,685.4410143759113
1999-04-13,697.6730926426932
1999-04-14,703.8196976089181
1999-04-15,695.502316574391
1999-04-16,709.1412854866763
1999-04-19,732.0524642075306
1999-04-20,734.0119349011092
1999-04-21,733.8481699055112
1999-04-22,745.552701136715
1999-04-23,759.7731720211254
1999-04-26,779.5565049222724
1999-04-27,790.9276712883518
1999-04-28,792.172554862542
1999-04-29,817.8794311749679
1999-04-30,813.7152538291308
1999-05-03,825.8286300028313
1999-05-04,857.9624820520573
1999-05-05,843.1866894256643
1999-05-06,809.5821519927808
1999-05-07,840.982939103339
1999-05-10,846.8067604877224
1999-05-11,849.6628282870299
1999-05-12,866.4102765919653
1999-05-13,873.7758427726062
1999-05-14,865.8553412463582
1999-05-17,868.479145310741
1999-05-18,865.0071241233811
1999-05-19,847.1001059770535
1999-05-20,837.4052942583768
1999-05-21,815.6462964827634
1999-05-24,803.3056461350759
1999-05-25,771.5132240183699
1999-05-26,726.0507640527488
1999-05-27,769.3364364735958
1999-05-28,787.3841621156408
1999-05-31,780.1031172736124
1999-06-01,763.0897165468809
1999-06-02,754.5859207444468
1999-06-03,755.8458457350015
1999-06-04,746.5369371874325
1999-06-07,747.8484792651828
1999-06-08,736.4370673827649
1999-06-09,722.6318885982876
1999-06-10,700.0855787575039
1999-06-11,679.5285213355093
1999-06-14,680.4061285688332
1999-06-15,671.0921299708737
1999-06-16,657.0217220354675
1999-06-17,670.0573642697995
1999-06-18,682.6476556941326
1999-06-21,678.5832361429905
1999-06-22,666.8406243502362
1999-06-23,647.5925408984956
1999-06-24,636.5255451939997
1999-06-25,623.0615602469004
1999-06-28,635.3566394147232
1999-06-29,638.8541586437146
1999-06-30,633.0468421482626
1999-07-01,631.4472504521904
1999-07-02,635.0894989049466
1999-07-05,635.0894989049466
1999-07-06,617.1715687754906
1999-07-07,611.2485396158091
1999-07-08,583.2780657131615
1999-07-09,581.3153497094777
1999-07-12,560.4425409607735
1999-07-13,564.9722409080285
1999-07-14,572.4177571777817
1999-07-15,595.6068559869975
1999-07-16,616.2963740540675
1999-07-19,615.564634854097
1999-07-20,615.564634854097
1999-07-21,621.4816187720519
1999-07-22,612.6110624898964
1999-07-23,594.420936457839
1999-07-26,591.8411214930227
1999-07-27,596.4577131859937
1999-07-28,593.4018606086336
1999-07-29,597.3035929382684
1999-07-30,588.8960284260363
1999-08-02,588.953790195989
1999-08-03,576.5067279807632
1999-08-04,553.1339604583825
1999-08-05,548.9970271629905
1999-08-06,551.8074857410942
1999-08-09,545.389048595225
1999-08-10,539.8405677405726
1999-08-11,538.6468203212263
1999-08-12,544.6200269761199
1999-08-13,556.6057715912455
1999-08-16,556.6057715912455
1999-08-17,564.8086788038459
1999-08-18,559.5652481688593
1999-08-19,550.4297164994614
1999-08-20,547.8267774657197
1999-08-23,550.2995851532173
1999-08-24,549.7662962559267
1999-08-25,551.0586667555879
1999-08-26,552.8780092771108
1999-08-27,534.0912170098422
1999-08-30,538.557057161018
1999-08-31,541.1857844559568
1999-09-01,546.1092051942231
1999-09-02,547.647549432288
1999-09-03,546.2563793453913
1999-09-06,543.7411504336882
1999-09-07,539.542403162112
1999-09-08,538.5553181743909
1999-09-09,535.9912325638885
1999-09-10,532.2472864084241
1999-09-13,531.6598499957807
1999-09-14,534.6931158360155
1999-09-15,534.3441278584191
1999-09-16,529.3831074301602
1999-09-17,531.8039287349387
1999-09-20,532.9857236061291
1999-09-21,525.297296363173
1999-09-22,521.8739818177502
1999-09-23,518.3350901325572
1999-09-24,517.810659756054
1999-09-27,509.849041622233
1999-09-28,514.8301476187227
1999-09-29,518.4373253749152
1999-09-30,521.8177306235402
1999-10-01,526.6478322839686
1999-10-04,521.9339279411753
1999-10-05,519.9333924692
1999-10-06,519.4012733932633
1999-10-07,512.8976444483693
1999-10-08,512.3522411896435
1999-10-11,509.344429513464
1999-10-12,512.9773725071957
1999-10-13,516.1236275607811
1999-10-14,517.1516473023034
1999-10-15,518.1732642368945
1999-10-18,517.1230017302071
1999-10-19,521.9402641614097
1999-10-20,523.1673851976803
1999-10-21,519.6856978604329
1999-10-22,514.1016608157952
1999-10-25,511.3351713232012
1999-10-26,506.98147091720375
1999-10-27,516.2157374828734
1999-10-28,522.7965022674224
1999-10-29,530.9002638481269
1999-11-01,530.7425262600437
1999-11-02,542.217192771377
1999-11-03,559.7432249337136
1999-11-04,561.3644851829958
1999-11-05,559.5060909027054
1999-11-08,565.8518909754738
1999-11-09,570.9812782186073
1999-11-10,581.0065986314368
1999-11-11,586.2076770268645
1999-11-12,595.0792076831309
1999-11-15,595.0792076831309
1999-11-16,595.8234862454207
1999-11-17,589.8682070089006
1999-11-18,588.0305652817045
1999-11-19,575.2114079039783
1999-11-22,573.7671289150137
1999-11-23,580.2277393161515
1999-11-24,579.1128599962965
1999-11-25,580.3366390383446
1999-11-26,589.1998877478127
1999-11-29,590.3221028032794
1999-11-30,591.4410282261025
1999-12-01,594.3071064009474
1999-12-02,596.5030479011317
1999-12-03,593.7945499858274
1999-12-06,599.160253814008
1999-12-07,587.8691254732381
1999-12-08,587.8691254732381
1999-12-09,587.9228823290247
1999-12-10,593.6519265519873
1999-12-13,601.7754217615213
1999-12-14,602.8627467802586
1999-12-15,604.7726343562863
1999-12-16,605.4157248944588
1999-12-17,606.4210067633328
1999-12-20,608.2232499566009
1999-12-21,593.7102478192661
1999-12-22,599.2692600920561
1999-12-23,608.6400881466275
1999-12-24,608.527831639823
1999-12-27,606.256082242872
1999-12-28,610.7236934607239
1999-12-29,609.2579565964181
1999-12-30,609.2579565964181
1999-12-31,609.49302047619
2000-01-03,606.2596357521785
2000-01-04,603.1144113462719
2000-01-05,611.1691924455445
2000-01-06,620.8417249188669
2000-01-07,632.1706174584418
2000-01-10,633.4179943673969
2000-01-11,633.2262004165003
2000-01-12,642.7412085035089
2000-01-13,650.1829978205283
2000-01-14,659.5144131337007
2000-01-17,660.4244051156804
2000-01-18,647.5782065899949
2000-01-19,637.2376123553988
2000-01-20,645.2701189897768
2000-01-21,645.5960978993397
2000-01-24,644.7720799111764
2000-01-25,641.8065721936036
2000-01-26,634.5086687735621
2000-01-27,637.5438387696424
2000-01-28,652.7949533008334
2000-01-31,656.4202721973854
2000-02-01,657.7374752073528
2000-02-02,650.7471736010436
2000-02-03,656.2571454285753
2000-02-04,657.5779200828737
2000-02-07,661.2809575658595
2000-02-08,660.5738127450943
2000-02-09,660.3567423131778
2000-02-10,654.4452180795439
2000-02-11,652.5614155268447
2000-02-14,647.2123207461619
2000-02-15,643.5862207225498
2000-02-16,643.1048820078942
2000-02-17,631.8751566445319
2000-02-18,625.2495994669603
2000-02-21,626.9215553904249
2000-02-22,627.3313659974642
2000-02-23,623.4560860834512
2000-02-24,619.7113955763648
2000-02-25,593.601963159657
2000-02-28,591.5067815182877
2000-02-29,586.194443110914
2000-03-01,583.0991017490508
2000-03-02,584.5578112471359
2000-03-03,579.2531905599254
2000-03-06,575.5615780811519
2000-03-07,576.2161511162717
2000-03-08,579.1087611666132
2000-03-09,576.7996339159821
2000-03-10,579.093880539516
2000-03-13,578.6799658243895
2000-03-14,578.9506467500313
2000-03-15,578.1007590429722
2000-03-16,580.2093026237312
2000-03-17,576.3231247079655
2000-03-20,576.2910302303584
2000-03-21,568.0755523247076
2000-03-22,568.3447456945165
2000-03-23,562.3426075688774
2000-03-24,559.2006767335015
2000-03-27,563.0540745796378
2000-03-28,570.307470494911
2000-03-29,572.2082705149312
2000-03-30,572.5118685075771
2000-03-31,569.3788962004321
2000-04-03,568.5658648712393
2000-04-04,565.2994531560927
2000-04-05,569.0286337224493
2000-04-06,565.249249879067
2000-04-07,559.2972068869972
2000-04-10,555.5205947347656
2000-04-11,553.8611671758061
2000-04-12,555.0413228323796
2000-04-13,554.1370129561775
2000-04-14,546.3818321397702
2000-04-17,544.6480637735574
2000-04-18,541.6480154250032
2000-04-19,545.1455426816166
2000-04-20,545.1455426816166
2000-04-21,545.1455426816166
2000-04-24,541.2928169015779
2000-04-25,540.1126400869088
2000-04-26,537.357850573945
2000-04-27,536.0168137016723
2000-04-28,536.5637693673218
2000-05-01,536.7974600208669
2000-05-02,536.028841724033
2000-05-03,530.771167916813
2000-05-04,522.948788054623
2000-05-05,514.1007624185909
2000-05-08,508.70918329517696
2000-05-09,504.6923878321932
2000-05-10,502.12908076022484
2000-05-11,490.0086147013016
2000-05-12,486.41371830560547
2000-05-15,487.7767139784483
2000-05-16,493.5722054273333
2000-05-17,493.36058980400054
2000-05-18,491.5675697716184
2000-05-19,478.46537853606054
2000-05-22,476.8164788708544
2000-05-23,466.9501502865423
2000-05-24,451.55338791082875
2000-05-25,460.22849098288447
2000-05-26,458.74734204027396
2000-05-29,472.54646658899185
2000-05-30,464.5667115542989
2000-05-31,461.0855819397689
2000-06-01,455.18487184599604
2000-06-02,446.7190432186425
2000-06-05,447.2452140587116
