Date,COLOMBIA IMI VALUE WEIGHTED
1994-11-30,1000.0
1994-12-30,1042.0727864052315
1995-01-31,1139.8493022418347
1995-02-28,1051.9798122523864
1995-03-31,957.500926693423
1995-04-28,893.2846746848569
1995-05-31,883.4551670864843
1995-06-30,972.8147001054011
1995-07-31,944.5082581809163
1995-08-31,873.0194300426127
1995-09-29,823.565975665471
1995-10-31,765.5726253190622
1995-11-30,741.7050182863883
1995-12-29,787.0856110843474
1996-01-31,767.8089707488308
1996-02-29,822.6747448675162
1996-03-29,778.3768887639268
1996-04-30,858.5990199383448
1996-05-31,827.931010770723
1996-06-28,810.0169420921828
1996-07-31,803.0284650123036
1996-08-30,805.4522185282146
1996-09-30,858.0587040474286
1996-10-31,899.9524498920072
1996-11-29,886.7997128325957
1996-12-31,895.2960315781455
1997-01-01,895.2960315781455
1997-01-02,891.5266410860576
1997-01-03,882.1005713455196
1997-01-06,882.1005713455196
1997-01-07,897.0405313791537
1997-01-08,918.9315721008397
1997-01-09,942.6542337964713
1997-01-10,976.0538207719675
1997-01-13,1027.0261532898082
1997-01-14,1068.1902751947466
1997-01-15,1072.7555091518025
1997-01-16,1071.3042973507481
1997-01-17,1067.0705313546866
1997-01-20,1053.8113094933606
1997-01-21,1028.2128492373658
1997-01-22,984.3101607898757
1997-01-23,980.1626606801977
1997-01-24,979.8227597521504
1997-01-27,967.7495386653042
1997-01-28,963.8470261573698
1997-01-29,955.956856366609
1997-01-30,965.0008239871253
1997-01-31,974.4435021215355
1997-02-03,973.4561230614155
1997-02-04,1007.0943381917624
1997-02-05,1036.0425496104606
1997-02-06,1039.6466854528335
1997-02-07,1020.73033650077
1997-02-10,1012.4849277680329
1997-02-11,1016.498027338846
1997-02-12,1024.0359681608516
1997-02-13,1028.639637789464
1997-02-14,1026.4089204452055
1997-02-17,1029.8568529809172
1997-02-18,1033.6516474947334
1997-02-19,1035.7745416469138
1997-02-20,1047.2017525582883
1997-02-21,1057.3685749108677
1997-02-24,1054.7513755126538
1997-02-25,1055.587443743264
1997-02-26,1046.8592326810983
1997-02-27,1055.001528639791
1997-02-28,1060.9857107706396
1997-03-03,1059.7658851383233
1997-03-04,1060.0927506413586
1997-03-05,1072.7999902372787
1997-03-06,1076.4864642588327
1997-03-07,1083.1787790629803
1997-03-10,1086.723105810293
1997-03-11,1079.984845029352
1997-03-12,1084.227603479532
1997-03-13,1095.6905039235876
1997-03-14,1095.4365530327225
1997-03-17,1095.6857061422968
1997-03-18,1088.5572787040091
1997-03-19,1091.61449699174
1997-03-20,1087.5763848946617
1997-03-21,1086.9403312708303
1997-03-24,1087.2481010673202
1997-03-25,1087.5738317712958
1997-03-26,1087.2665491357448
1997-03-27,1088.2305331080368
1997-03-28,1088.2305331080368
1997-03-31,1089.5260077308856
1997-04-01,1091.7744863773894
1997-04-02,1101.1104271081354
1997-04-03,1105.8792736188418
1997-04-04,1118.8758664799236
1997-04-07,1131.3468308099805
1997-04-08,1139.3683257926252
1997-04-09,1151.452150783302
1997-04-10,1159.7690462061903
1997-04-11,1150.5588003471319
1997-04-14,1155.127422214897
1997-04-15,1162.2961779518414
1997-04-16,1162.8171000281302
1997-04-17,1167.3265752818133
1997-04-18,1158.9637791587263
1997-04-21,1152.5910484683852
1997-04-22,1154.057023777962
1997-04-23,1142.8680320622461
1997-04-24,1157.0878672275157
1997-04-25,1160.74512521979
1997-04-28,1160.2108410054016
1997-04-29,1162.559563200265
1997-04-30,1164.5174448420182
1997-05-01,1164.6060695629108
1997-05-02,1153.743333003784
1997-05-05,1159.237412667347
1997-05-06,1168.5874555453072
1997-05-07,1178.4524632411765
1997-05-08,1175.159680399784
1997-05-09,1178.203920768919
1997-05-12,1178.203920768919
1997-05-13,1180.0834441300958
1997-05-14,1178.8148283980252
1997-05-15,1177.4620670078539
1997-05-16,1184.3610503836846
1997-05-19,1191.1421117470973
1997-05-20,1191.994378043805
1997-05-21,1198.3783299004485
1997-05-22,1204.0803050146947
1997-05-23,1219.111037708137
1997-05-26,1229.798470985505
1997-05-27,1239.0111166970087
1997-05-28,1236.8431149379917
1997-05-29,1229.2363531377255
1997-05-30,1209.0054977550333
1997-06-02,1215.2667942049911
1997-06-03,1214.5203026985243
1997-06-04,1207.398025233263
1997-06-05,1203.7061368578686
1997-06-06,1189.4331436505174
1997-06-09,1190.26009600995
1997-06-10,1184.804087059315
1997-06-11,1188.479874092992
1997-06-12,1193.6352578572853
1997-06-13,1202.6155449205621
1997-06-16,1201.260110100976
1997-06-17,1203.7073293224414
1997-06-18,1205.296025759764
1997-06-19,1204.0549521965684
1997-06-20,1196.9719480138413
1997-06-23,1200.949143590444
1997-06-24,1193.331146888253
1997-06-25,1189.4744408712902
1997-06-26,1183.5660089273217
1997-06-27,1187.6575968843579
1997-06-30,1187.6575968843579
1997-07-01,1187.1265768680153
1997-07-02,1184.6078394757183
1997-07-03,1194.8213908503647
1997-07-04,1191.210209883343
1997-07-07,1193.6719050858337
1997-07-08,1197.7390864158199
1997-07-09,1207.4344148754715
1997-07-10,1206.110010247343
1997-07-11,1197.7022723967057
1997-07-14,1198.1359322209903
1997-07-15,1197.5637113509988
1997-07-16,1193.3087054010934
1997-07-17,1188.9014487359582
1997-07-18,1181.383391376742
1997-07-21,1176.7514536598594
1997-07-22,1184.87723471293
1997-07-23,1191.8004814192443
1997-07-24,1189.6890543058723
1997-07-25,1186.873372559428
1997-07-28,1184.128340063721
1997-07-29,1180.5769933615622
1997-07-30,1175.3490642574404
1997-07-31,1182.5408438903496
1997-08-01,1186.4776032539876
1997-08-04,1206.3549120108637
1997-08-05,1208.3384219607492
1997-08-06,1215.7236582608696
1997-08-07,1215.7236582608696
1997-08-08,1224.0926141077584
1997-08-11,1246.2220763257726
1997-08-12,1267.3714415380866
1997-08-13,1267.8927010240513
1997-08-14,1269.584782883147
1997-08-15,1270.969234864025
1997-08-18,1270.969234864025
1997-08-19,1276.7679512442023
1997-08-20,1271.1618148943144
1997-08-21,1248.858888868779
1997-08-22,1268.8864647078176
1997-08-25,1275.9833068824062
1997-08-26,1269.5136910821313
1997-08-27,1265.1045334801283
1997-08-28,1257.2508424911412
1997-08-29,1246.4756815834144
1997-09-01,1243.591627017391
1997-09-02,1256.0910755690836
1997-09-03,1258.967833962125
1997-09-04,1276.6223147641488
1997-09-05,1313.5887991359932
1997-09-08,1279.1098391407163
1997-09-09,1228.701405773792
1997-09-10,1226.5752484047578
1997-09-11,1237.2320732466753
1997-09-12,1226.5060861778602
1997-09-15,1220.23294981721
1997-09-16,1227.7324051888736
1997-09-17,1238.949242423926
1997-09-18,1236.6871257052521
1997-09-19,1239.0787474012625
1997-09-22,1241.6043831793568
1997-09-23,1239.7372876553038
1997-09-24,1248.282685818529
1997-09-25,1253.144397024058
1997-09-26,1252.6590987090349
1997-09-29,1256.4545575194704
1997-09-30,1267.684748988938
1997-10-01,1272.324938044159
1997-10-02,1270.1615989858128
1997-10-03,1269.9377896276953
1997-10-06,1270.4182522656304
1997-10-07,1278.1023174135023
1997-10-08,1274.5437463111048
1997-10-09,1286.4465832039912
1997-10-10,1282.6560603711296
1997-10-13,1282.6560603711296
1997-10-14,1298.818520703763
1997-10-15,1305.1576725548384
1997-10-16,1304.259093057522
1997-10-17,1298.8176457227048
1997-10-20,1287.3110078976651
1997-10-21,1284.2291907555234
1997-10-22,1293.4606227069821
1997-10-23,1288.469184077763
1997-10-24,1276.5891942313208
1997-10-27,1236.7596445532301
1997-10-28,1207.5582626580194
1997-10-29,1250.2649639911651
1997-10-30,1257.3362386692959
1997-10-31,1259.704921873079
1997-11-03,1259.788817365827
1997-11-04,1266.1703835062008
1997-11-05,1259.0469960853588
1997-11-06,1255.9264807368136
1997-11-07,1226.2896213852866
1997-11-10,1236.3101511532514
1997-11-11,1240.1837758858262
1997-11-12,1207.7440955282927
1997-11-13,1188.0545482163154
1997-11-14,1169.185481042255
1997-11-17,1169.185481042255
1997-11-18,1166.5486739449182
1997-11-19,1173.1818457868685
1997-11-20,1175.6983083622524
1997-11-21,1176.4968802652209
1997-11-24,1171.1347880467913
1997-11-25,1164.4506066689028
1997-11-26,1163.535235154801
1997-11-27,1167.5082573584484
1997-11-28,1160.0320388011771
1997-12-01,1159.6167556629823
1997-12-02,1165.3785136107824
1997-12-03,1170.3711806029537
1997-12-04,1164.3724516676634
1997-12-05,1164.9542826701806
1997-12-08,1163.7291357699967
1997-12-09,1161.534864959697
1997-12-10,1165.7103416387945
1997-12-11,1163.2923255202206
1997-12-12,1164.5931396833441
1997-12-15,1173.7181162885645
1997-12-16,1184.002075321345
1997-12-17,1193.9545605488936
1997-12-18,1188.6094930603642
1997-12-19,1186.4249365707626
1997-12-22,1191.6741350555656
1997-12-23,1182.3308596844981
1997-12-24,1181.4100412579526
1997-12-25,1181.4100412579526
1997-12-26,1185.0726055857435
1997-12-29,1188.8996706491423
1997-12-30,1202.5654150213736
1997-12-31,1202.5654150213736
1998-01-01,1202.5654150213736
1998-01-02,1187.8219111760254
1998-01-05,1166.1731900527489
1998-01-06,1173.5562427989887
1998-01-07,1178.0442062030625
1998-01-08,1165.3513499646594
1998-01-09,1158.4389365372413
1998-01-12,1158.4389365372413
1998-01-13,1156.3918969585604
1998-01-14,1139.1604993770718
1998-01-15,1134.437660969941
1998-01-16,1125.921835300478
1998-01-19,1127.7751342558595
1998-01-20,1107.6580174172987
1998-01-21,1086.4813615474018
1998-01-22,1061.923405079749
1998-01-23,1061.095058450442
1998-01-26,1063.6276966154776
1998-01-27,1068.9835211075108
1998-01-28,1077.1495646778908
1998-01-29,1083.854579319384
1998-01-30,1092.1824523556807
1998-02-02,1080.330909224838
1998-02-03,1064.0476468802538
1998-02-04,1053.0517738466797
1998-02-05,1049.1312279427566
1998-02-06,1045.134062715639
1998-02-09,1038.8544500777955
1998-02-10,1032.654706872207
1998-02-11,1014.308032540542
1998-02-12,994.7504999226029
1998-02-13,967.9298281771894
1998-02-16,982.7866333591732
1998-02-17,994.2455352228595
1998-02-18,986.7159408023967
1998-02-19,983.8344349514073
1998-02-20,992.6804030861792
1998-02-23,996.0713801690991
1998-02-24,993.5940678087405
1998-02-25,978.7492403008421
1998-02-26,979.2485797746483
1998-02-27,974.5995851413782
1998-03-02,969.4838893321933
1998-03-03,955.383948439579
1998-03-04,951.4996135115068
1998-03-05,958.2025183963566
1998-03-06,969.037092742582
1998-03-09,968.0239901291839
1998-03-10,963.5646663261497
1998-03-11,950.8871914773131
1998-03-12,945.8694213069305
1998-03-13,932.5225811981333
1998-03-16,934.3045808002199
1998-03-17,927.7266609277286
1998-03-18,920.4029175258512
1998-03-19,920.7329833349952
1998-03-20,930.2744227486702
1998-03-23,929.8094410628439
1998-03-24,928.6285081890229
1998-03-25,932.2679459674467
1998-03-26,940.1516872390221
1998-03-27,959.6367730811415
1998-03-30,961.2678706759115
1998-03-31,960.6989792378151
1998-04-01,960.5284053048061
1998-04-02,957.5100483492919
1998-04-03,961.133988768945
1998-04-06,964.3687577785357
1998-04-07,972.6658493374629
1998-04-08,977.203249895758
1998-04-09,977.203249895758
1998-04-10,977.203249895758
1998-04-13,975.2991543641084
1998-04-14,982.3207270087349
1998-04-15,995.2069098455588
1998-04-16,998.5216171658199
1998-04-17,998.0234140949358
1998-04-20,999.0642791507365
1998-04-21,994.2323737301095
1998-04-22,997.8933541189202
1998-04-23,998.728647147554
1998-04-24,996.3084642662617
1998-04-27,981.3798064092955
1998-04-28,980.5343999843082
1998-04-29,983.8370329364063
1998-04-30,986.0970893923279
1998-05-01,986.0970893923279
1998-05-04,974.8434857030123
1998-05-05,970.6307112695765
1998-05-06,968.8533092674079
1998-05-07,966.8653054414137
1998-05-08,966.3319977272371
1998-05-11,964.6829837983331
1998-05-12,962.432980759385
1998-05-13,958.8386895820157
1998-05-14,954.2749252061195
1998-05-15,946.1544615837472
1998-05-18,940.9550901945246
1998-05-19,936.4472055710479
1998-05-20,935.0452957292017
1998-05-21,929.700173058631
1998-05-22,927.5128512979143
1998-05-25,927.5981319737533
1998-05-26,926.5438742309012
1998-05-27,911.3179421900435
1998-05-28,913.7366795818103
1998-05-29,909.5878938440724
1998-06-01,906.4488243238782
1998-06-02,898.8929616376606
1998-06-03,879.3690702762877
1998-06-04,856.6652108515966
1998-06-05,855.7277285743547
1998-06-08,857.5936175804511
1998-06-09,859.1696732842161
1998-06-10,852.8693608614366
1998-06-11,845.1785912123636
1998-06-12,823.4687376967292
1998-06-15,823.4687376967292
1998-06-16,773.6887252130181
1998-06-17,767.3217394988972
1998-06-18,775.1720605223086
1998-06-19,788.3897751765908
1998-06-22,787.763695605536
1998-06-23,864.5328007272409
1998-06-24,900.032764244268
1998-06-25,877.7205405729836
1998-06-26,871.8245361773305
1998-06-29,871.8245361773305
1998-06-30,865.8544218819159
1998-07-01,867.9343305215295
1998-07-02,853.6100589114066
1998-07-03,844.0103018351684
1998-07-06,840.5895080760674
1998-07-07,837.5015021620866
1998-07-08,830.0061470952631
1998-07-09,820.7646469594353
1998-07-10,813.352142750712
1998-07-13,807.6316276955297
1998-07-14,808.4948855488603
1998-07-15,804.9318108610684
1998-07-16,802.6249827754998
1998-07-17,801.8746814486103
1998-07-20,801.8746814486103
1998-07-21,806.4568246439156
1998-07-22,803.3038003721442
1998-07-23,798.6334209266396
1998-07-24,799.4872915828304
1998-07-27,799.3767359831239
1998-07-28,800.383596079722
1998-07-29,805.7102610983856
1998-07-30,810.1156624833563
1998-07-31,811.3253709963075
1998-08-03,811.5102283084541
1998-08-04,810.5470234999868
1998-08-05,816.0542214794762
1998-08-06,823.9449162489018
1998-08-07,823.9449162489018
1998-08-10,819.882133259343
1998-08-11,806.4754890800712
1998-08-12,802.04653288373
1998-08-13,793.9581189234578
1998-08-14,789.2037004519817
1998-08-17,789.4227538233696
1998-08-18,786.9148913942126
1998-08-19,771.8618000287571
1998-08-20,762.3906593262969
1998-08-21,726.4787137769264
1998-08-24,713.8239430644308
1998-08-25,697.9871615356349
1998-08-26,681.0628990779601
1998-08-27,664.3421138584285
1998-08-28,660.924111588278
1998-08-31,652.6765842836089
1998-09-01,625.750152459279
1998-09-02,585.727247429869
1998-09-03,580.3486943819582
1998-09-04,564.2053078746634
1998-09-07,559.8292596204585
1998-09-08,559.5122821716369
1998-09-09,566.8612819931539
1998-09-10,555.9349996816075
1998-09-11,552.6887442328517
1998-09-14,550.9711895721155
1998-09-15,546.2407508096533
1998-09-16,551.2870674933014
1998-09-17,530.8630844582322
1998-09-18,530.4980155144445
1998-09-21,528.5291538446866
1998-09-22,525.4831667063567
1998-09-23,539.4922741737438
1998-09-24,554.1332013909318
1998-09-25,561.0857718396704
1998-09-28,564.3472117458931
1998-09-29,574.4788416624301
1998-09-30,571.5221928370072
1998-10-01,563.9203460486422
1998-10-02,547.6706977885359
1998-10-05,537.4093147667556
1998-10-06,535.0184821195548
1998-10-07,533.2803411333706
1998-10-08,529.1328217047339
1998-10-09,525.9962870866073
1998-10-12,525.9962870866073
1998-10-13,517.7306234521636
1998-10-14,511.6572084887682
1998-10-15,511.4109003290698
1998-10-16,512.6861369063245
1998-10-19,512.6903080610952
1998-10-20,517.6308161451556
1998-10-21,516.3122655430024
1998-10-22,510.98832235349704
1998-10-23,510.9418300524039
1998-10-26,518.7620681386081
1998-10-27,523.0529887894679
1998-10-28,525.7146632514361
1998-10-29,528.5053417011223
1998-10-30,538.3118247900154
1998-11-02,538.4600290550406
1998-11-03,538.4752819608184
1998-11-04,537.0538968891489
1998-11-05,540.5326645218546
1998-11-06,544.4316501431193
1998-11-09,540.62885437851
1998-11-10,540.6180289175675
1998-11-11,550.5943045848874
1998-11-12,562.7824389958336
1998-11-13,591.1563161202882
1998-11-16,590.8755262297941
1998-11-17,594.2391057132014
1998-11-18,582.1627305956506
1998-11-19,602.9302731322663
1998-11-20,619.7319849209406
1998-11-23,621.7213354266717
1998-11-24,658.6814893449143
1998-11-25,705.945736639016
1998-11-26,686.4973717771585
1998-11-27,678.1189421926287
1998-11-30,671.6791871171548
1998-12-01,683.5441103998331
1998-12-02,695.0730569530789
1998-12-03,689.6692608239063
1998-12-04,669.9413148554758
1998-12-07,662.5303178286591
1998-12-08,662.5303178286591
1998-12-09,656.9372023836459
1998-12-10,660.4254877501188
1998-12-11,667.5343434558548
1998-12-14,670.502689767676
1998-12-15,685.1951204699802
1998-12-16,685.890859582697
1998-12-17,693.8623701178788
1998-12-18,713.3481625866556
1998-12-21,733.973773912253
1998-12-22,736.8924084626603
1998-12-23,736.6138965198916
1998-12-24,736.6138965198916
1998-12-25,736.6138965198916
1998-12-28,728.4321847621231
1998-12-29,724.8931719803721
1998-12-30,719.7325039692045
1998-12-31,719.7325039692045
