Date,SOUTH AFRICA IMI VALUE WEIGHTED
1997-03-28,1122.526201180423
1997-03-31,1122.2722647023818
1997-04-01,1102.8232606342156
1997-04-02,1106.292692966846
1997-04-03,1108.0661023281023
1997-04-04,1113.6076375180812
1997-04-07,1121.319920366233
1997-04-08,1117.3471376598075
1997-04-09,1115.43511792342
1997-04-10,1109.9270315536114
1997-04-11,1108.742140703336
1997-04-14,1097.2548695634498
1997-04-15,1102.1553071462674
1997-04-16,1098.6870936104872
1997-04-17,1099.0817128451258
1997-04-18,1106.9735675242098
1997-04-21,1110.9835781493937
1997-04-22,1115.1699847766913
1997-04-23,1118.2726663933224
1997-04-24,1120.6489818772163
1997-04-25,1116.188483920105
1997-04-28,1119.0795126509793
1997-04-29,1124.950740794723
1997-04-30,1127.8613082720033
1997-05-01,1127.6077138238254
1997-05-02,1130.9941164833353
1997-05-05,1135.4655492154322
1997-05-06,1139.8325977926256
1997-05-07,1131.9517771242568
1997-05-08,1128.735744571102
1997-05-09,1134.849466185206
1997-05-12,1136.7328090246756
1997-05-13,1138.1191128111714
1997-05-14,1138.40588134944
1997-05-15,1133.113116455328
1997-05-16,1130.82945938574
1997-05-19,1129.0726074275208
1997-05-20,1127.7034829939892
1997-05-21,1132.883194447621
1997-05-22,1124.3561198092248
1997-05-23,1120.3306929862695
1997-05-26,1119.6175294913573
1997-05-27,1118.9781075594044
1997-05-28,1115.929422208483
1997-05-29,1122.8858605586581
1997-05-30,1113.8453717335974
1997-06-02,1121.7212509716999
1997-06-03,1129.9256940796156
1997-06-04,1138.0580676916604
1997-06-05,1142.4510463021927
1997-06-06,1147.8939707105271
1997-06-09,1149.8436593785862
1997-06-10,1145.6972195678825
1997-06-11,1149.2379925756543
1997-06-12,1149.5044107417489
1997-06-13,1143.7390984368399
1997-06-16,1144.9070102578012
1997-06-17,1132.17105906943
1997-06-18,1135.338606444747
1997-06-19,1133.854270299684
1997-06-20,1134.88734724067
1997-06-23,1148.1262628237387
1997-06-24,1153.5328729062428
1997-06-25,1155.4753777392268
1997-06-26,1159.6030833738812
1997-06-27,1158.1574614378876
1997-06-30,1154.3967542414503
1997-07-01,1154.6956150080196
1997-07-02,1152.4668961703485
1997-07-03,1152.6557462001954
1997-07-04,1145.882675378964
1997-07-07,1130.6966401905374
1997-07-08,1130.7686061995105
1997-07-09,1126.6854457266672
1997-07-10,1135.9150414476499
1997-07-11,1136.9048238659016
1997-07-14,1142.3270209115478
1997-07-15,1144.549319377893
1997-07-16,1150.144850183167
1997-07-17,1153.9026296875106
1997-07-18,1150.7636200415136
1997-07-21,1150.4343191000855
1997-07-22,1151.0209178039909
1997-07-23,1156.3971142074781
1997-07-24,1154.7747508434052
1997-07-25,1157.5229213577488
1997-07-28,1165.8742542548764
1997-07-29,1163.5753916540084
1997-07-30,1163.3513611548797
1997-07-31,1159.0895720097626
1997-08-01,1149.2020819965019
1997-08-04,1142.0805539758253
1997-08-05,1150.6143674260231
1997-08-06,1152.53726676129
1997-08-07,1160.5063307191563
1997-08-08,1161.0813010953468
1997-08-11,1159.7739774751244
1997-08-12,1158.5836105568756
1997-08-13,1154.0020133218134
1997-08-14,1148.0888995146354
1997-08-15,1135.1276115531164
1997-08-18,1122.9237682360417
1997-08-19,1122.333963814661
1997-08-20,1116.2159525350144
1997-08-21,1119.9924455106086
1997-08-22,1114.4749654093464
1997-08-25,1120.8949322657563
1997-08-26,1119.1201652013535
1997-08-27,1120.5885824878546
1997-08-28,1118.919383966338
1997-08-29,1110.893960940442
1997-09-01,1099.5714314329368
1997-09-02,1101.446187817224
1997-09-03,1108.5073186521195
1997-09-04,1111.106991897614
1997-09-05,1121.6476827530312
1997-09-08,1122.0379525297058
1997-09-09,1113.6829159134654
1997-09-10,1105.8703235290545
1997-09-11,1085.8252030914816
1997-09-12,1087.8344504173342
1997-09-15,1093.6135633446154
1997-09-16,1088.4320360768854
1997-09-17,1093.3438861412617
1997-09-18,1093.1678240858464
1997-09-19,1088.6780424248366
1997-09-22,1080.5276397291411
1997-09-23,1069.6928329390876
1997-09-24,1071.2836364296736
1997-09-25,1076.8174516667007
1997-09-26,1080.0457237717487
1997-09-29,1084.4683733639285
1997-09-30,1091.3884770109935
1997-10-01,1090.745276293456
1997-10-02,1099.4172872126921
1997-10-03,1103.0718922774465
1997-10-06,1108.7157521513798
1997-10-07,1111.455218034273
1997-10-08,1116.5145489200675
1997-10-09,1110.6836625503533
1997-10-10,1109.6609740171198
1997-10-13,1117.8067978984657
1997-10-14,1116.0372813495044
1997-10-15,1114.1304971189784
1997-10-16,1118.281479972202
1997-10-17,1103.3083010556916
1997-10-20,1111.283938450847
1997-10-21,1122.72920161208
1997-10-22,1124.3922079026233
1997-10-23,1075.7125896500545
1997-10-24,1086.7464479530756
1997-10-27,1013.5412855080065
1997-10-28,898.9223030470243
1997-10-29,952.3320086335655
1997-10-30,925.2715722147584
1997-10-31,972.7791293641354
1997-11-03,998.8992635520929
1997-11-04,991.4757850008419
1997-11-05,998.0923319160867
1997-11-06,991.1652777715866
1997-11-07,960.0284595348232
1997-11-10,975.2017165354113
1997-11-11,985.586559352456
1997-11-12,965.0080690736863
1997-11-13,959.5757608450823
1997-11-14,937.6693885302659
1997-11-17,943.8552574031395
1997-11-18,941.2346301817579
1997-11-19,936.3112265384793
1997-11-20,940.2311609064643
1997-11-21,944.745460962632
1997-11-24,943.1989485357154
1997-11-25,937.8224918915282
1997-11-26,932.1207381861329
1997-11-27,935.5134848380386
1997-11-28,924.0176670549096
1997-12-01,920.0642145464426
1997-12-02,924.7498053670839
1997-12-03,915.2539682806477
1997-12-04,909.6117276395101
1997-12-05,889.9386942478026
1997-12-08,891.5224415148687
1997-12-09,890.7409064663879
1997-12-10,880.6411192254715
1997-12-11,856.1122185205187
1997-12-12,856.3650819167908
1997-12-15,874.5535544024248
1997-12-16,875.5383111941566
1997-12-17,897.2199093091604
1997-12-18,897.8268372675965
1997-12-19,880.3258723209563
1997-12-22,881.0208427241864
1997-12-23,890.6344444475585
1997-12-24,890.6162311235273
1997-12-25,890.6162311235273
1997-12-26,890.0664114520856
1997-12-29,893.7923743015425
1997-12-30,897.8053094356784
1997-12-31,901.5085747996558
1998-01-01,901.5085747996558
1998-01-02,898.77063355263
1998-01-05,889.5829872085396
1998-01-06,876.1969980138917
1998-01-07,865.474558292552
1998-01-08,861.7991141945945
1998-01-09,851.6339023201236
1998-01-12,788.1950335599627
1998-01-13,802.9048127707932
1998-01-14,824.0072208429857
1998-01-15,818.0992996938801
1998-01-16,827.6687624129972
1998-01-19,835.3277176356282
1998-01-20,844.398676819249
1998-01-21,854.4578479176267
1998-01-22,858.6286392420894
1998-01-23,859.2733604895462
1998-01-26,878.4543018715459
1998-01-27,880.6322947982795
1998-01-28,902.519857727689
1998-01-29,928.3951538912979
1998-01-30,935.476189219907
1998-02-02,952.2629764259979
1998-02-03,940.3668031059477
1998-02-04,931.1464548818446
1998-02-05,949.3989821120934
1998-02-06,953.0469089660508
1998-02-09,955.0747592880165
1998-02-10,949.9915613818403
1998-02-11,948.3767419932259
1998-02-12,936.879128025792
1998-02-13,941.4985040399143
1998-02-16,946.5136059617835
1998-02-17,955.8205528082756
1998-02-18,959.7592923925985
1998-02-19,959.2614458675215
1998-02-20,957.0293718731649
1998-02-23,958.1797159528984
1998-02-24,951.1806821140589
1998-02-25,962.3403064253081
1998-02-26,973.097590198029
1998-02-27,987.5667035811261
1998-03-02,997.4109598974098
1998-03-03,993.2013982026755
1998-03-04,982.6465044554924
1998-03-05,953.3006871818623
1998-03-06,953.6511517347926
1998-03-09,964.9784623566712
1998-03-10,973.2421723695577
1998-03-11,991.8348994162205
1998-03-12,994.8017116026836
1998-03-13,996.8078215551424
1998-03-16,1008.7207801919066
1998-03-17,1009.3129474454129
1998-03-18,992.9507772247174
1998-03-19,995.8822809779591
1998-03-20,989.283249302335
1998-03-23,987.2651577156184
1998-03-24,999.5347652024739
1998-03-25,1011.7552705571429
1998-03-26,1016.0496625391414
1998-03-27,1032.2558880398185
1998-03-30,1039.024701480034
1998-03-31,1041.3712608079672
1998-04-01,1054.253817896313
1998-04-02,1065.8553593058787
1998-04-03,1073.0188210629449
1998-04-06,1095.252684688264
1998-04-07,1101.5372649562364
1998-04-08,1101.1326037200474
1998-04-09,1101.431043726455
1998-04-10,1101.431043726455
1998-04-13,1100.9938377946394
1998-04-14,1119.359168238063
1998-04-15,1146.4860627725611
1998-04-16,1146.2660776541125
1998-04-17,1148.1435574866234
1998-04-20,1173.8662456395978
1998-04-21,1160.5619024983284
1998-04-22,1163.324959347163
1998-04-23,1156.1242456320135
1998-04-24,1151.9464183782188
1998-04-27,1153.7802922344138
1998-04-28,1135.9739317191923
1998-04-29,1144.2217427884625
1998-04-30,1155.0024687282971
1998-05-01,1156.2601431646474
1998-05-04,1155.2447243054935
1998-05-05,1134.864659443493
1998-05-06,1136.930030245741
1998-05-07,1124.331529242221
1998-05-08,1129.2061984751203
1998-05-11,1141.8863585829058
1998-05-12,1116.2716362325236
1998-05-13,1109.7018943155786
1998-05-14,1103.7013060675674
1998-05-15,1110.7717874848588
1998-05-18,1104.7192667978254
1998-05-19,1109.1751121278928
1998-05-20,1099.2561511374777
1998-05-21,1110.552990421661
1998-05-22,1103.8719622211242
1998-05-25,1074.342212038964
1998-05-26,1063.2592879275585
1998-05-27,1004.0002739708391
1998-05-28,1002.553723100422
1998-05-29,1026.3305206774219
1998-06-01,997.9658875833168
1998-06-02,1016.0069843101616
1998-06-03,1023.2842199005603
1998-06-04,1010.256523795528
1998-06-05,999.7083894819192
1998-06-08,985.5168584931004
1998-06-09,980.4972163218225
1998-06-10,939.1574431755351
1998-06-11,923.6061517006315
1998-06-12,892.4495545098337
1998-06-15,856.8213188108188
1998-06-16,858.2392564994212
1998-06-17,894.3046162700251
1998-06-18,883.5290118594368
1998-06-19,856.9332781546603
1998-06-22,825.4827792643266
1998-06-23,843.2151245060519
1998-06-24,866.89299032279
1998-06-25,842.4445919836851
1998-06-26,796.7249159648203
1998-06-29,780.7050650414817
1998-06-30,789.2589015895064
1998-07-01,777.5791930021098
1998-07-02,762.9628959604637
1998-07-03,762.2946991895883
1998-07-06,766.9902948340864
1998-07-07,822.5964137903984
1998-07-08,808.8419453992184
1998-07-09,786.6519176924223
1998-07-10,768.2772306498364
1998-07-13,794.9401652376597
1998-07-14,823.5517150700064
1998-07-15,821.9908351984144
1998-07-16,822.3669238338315
1998-07-17,797.2219933022196
1998-07-20,802.9488582228396
1998-07-21,791.1506230350965
1998-07-22,782.6477403816283
1998-07-23,775.7497249073273
1998-07-24,767.585182862769
1998-07-27,746.0651477182084
1998-07-28,748.4832862512745
1998-07-29,759.751579476008
1998-07-30,778.5420091296736
1998-07-31,769.8720424024239
1998-08-03,748.2491875468395
1998-08-04,753.5079010737467
1998-08-05,739.6299332288817
1998-08-06,721.3627140543692
1998-08-07,705.3315294505662
1998-08-10,705.5414918017934
1998-08-11,657.2718424071323
1998-08-12,664.8996701927983
1998-08-13,651.2196815844205
1998-08-14,665.4196136297015
1998-08-17,653.0801791521872
1998-08-18,665.5812334246981
1998-08-19,670.0749746311129
1998-08-20,663.2555385825867
1998-08-21,634.6515308228895
1998-08-24,629.8198933870035
1998-08-25,631.8436856368905
1998-08-26,588.0975940814772
1998-08-27,550.2676012139776
1998-08-28,541.7203505594645
1998-08-31,545.1309778682441
1998-09-01,548.00306127011
1998-09-02,570.0117507898566
1998-09-03,559.5168028669575
1998-09-04,571.4588885978446
1998-09-07,600.6181753568911
1998-09-08,606.4364402607929
1998-09-09,594.578598668521
1998-09-10,579.8487752191305
1998-09-11,568.0315400810275
1998-09-14,577.9158587872344
1998-09-15,591.5785145831219
1998-09-16,611.1053413090364
1998-09-17,593.6931327415226
1998-09-18,591.7434492862914
1998-09-21,585.0064091027982
1998-09-22,617.408016397389
1998-09-23,626.2765624740134
1998-09-24,646.3662132442838
1998-09-25,645.8199040778005
1998-09-28,653.0857195127564
1998-09-29,646.8842908682994
1998-09-30,628.3808631566901
1998-10-01,594.4483283118003
1998-10-02,599.6372015447349
1998-10-05,611.7775242287456
1998-10-06,626.8866676054116
1998-10-07,643.6627505967659
1998-10-08,639.2893527178211
1998-10-09,644.2700837023947
1998-10-12,661.551641949501
1998-10-13,652.0705672871611
1998-10-14,676.5674776354261
1998-10-15,688.0090767178558
1998-10-16,708.8379830090538
1998-10-19,705.9198251468137
1998-10-20,717.5710196807706
1998-10-21,713.0748509265995
1998-10-22,709.2678550779478
1998-10-23,703.1697076295623
1998-10-26,705.4682941533912
1998-10-27,709.2627995303274
1998-10-28,712.2034803981296
1998-10-29,719.9169243127483
1998-10-30,740.8221881371633
1998-11-02,756.8753426589404
1998-11-03,754.6771984652108
1998-11-04,776.3117844052697
1998-11-05,768.9466873671142
1998-11-06,782.7993525905804
1998-11-09,759.1402369642251
1998-11-10,732.3883919050368
1998-11-11,731.7528633439156
1998-11-12,716.0180999797882
1998-11-13,720.8095586491617
1998-11-16,732.9037898857388
1998-11-17,726.304538406839
1998-11-18,728.2448732184706
1998-11-19,739.4788806496341
1998-11-20,744.2171706728158
1998-11-23,742.089917323032
1998-11-24,735.3939783463568
1998-11-25,727.9757996656111
1998-11-26,725.6746850960737
1998-11-27,716.8089702213807
1998-11-30,717.1027750252039
1998-12-01,693.3393325264799
1998-12-02,695.0076623662444
1998-12-03,672.6145660338001
1998-12-04,643.7331529750502
1998-12-07,641.513841323541
1998-12-08,627.5992068930559
1998-12-09,632.3060088768882
1998-12-10,636.031621848311
1998-12-11,628.5694291170092
1998-12-14,618.2444492387074
1998-12-15,619.8654820347163
1998-12-16,622.6805871362448
1998-12-17,629.8296775244172
1998-12-18,622.1811846261147
1998-12-21,630.0793284583891
1998-12-22,630.5181728328084
1998-12-23,628.3688522476281
1998-12-24,637.1104335278488
1998-12-25,637.1104335278488
1998-12-28,652.8590219455671
1998-12-29,660.6204322045586
1998-12-30,667.5679519564405
1998-12-31,668.6465854390548
1999-01-01,668.6465854390548
1999-01-04,667.5042171309229
1999-01-05,681.4371752052679
1999-01-06,720.283864895579
1999-01-07,703.1986528559806
1999-01-08,716.8703513137107
1999-01-11,707.8683731803869
1999-01-12,701.2861609033205
1999-01-13,665.8438979732339
1999-01-14,663.5977779848447
1999-01-15,667.0782220638325
1999-01-18,694.5495384555009
1999-01-19,687.8746650565122
1999-01-20,689.6615833328975
1999-01-21,676.3285043315755
1999-01-22,672.0934425492214
1999-01-25,664.9612835894483
1999-01-26,666.3682067385352
1999-01-27,683.2107643464808
1999-01-28,687.9548978756393
1999-01-29,690.3630313808561
1999-02-01,694.9135974487841
1999-02-02,693.0940135279415
1999-02-03,689.196012208887
1999-02-04,692.2479624363198
1999-02-05,709.0140523048337
1999-02-08,722.9626416413062
1999-02-09,702.8477676520321
1999-02-10,695.4698618608791
1999-02-11,705.5803686966442
1999-02-12,707.5022955203773
1999-02-15,700.3518786781651
1999-02-16,700.479481072045
1999-02-17,698.141873012172
1999-02-18,700.6062672711829
1999-02-19,688.1070408401425
1999-02-22,696.979877988726
1999-02-23,700.6240885602867
1999-02-24,705.8004601880265
1999-02-25,709.5060592087092
1999-02-26,704.2224336922118
1999-03-01,706.0298096143287
1999-03-02,704.9208914015843
1999-03-03,717.5841246023241
1999-03-04,723.2848907276048
1999-03-05,739.8209078243689
1999-03-08,748.9177067703258
1999-03-09,754.0043569054419
1999-03-10,755.2652426870171
1999-03-11,771.3316775750206
1999-03-12,773.8449791818305
1999-03-15,768.5553679603385
1999-03-16,775.4388316748635
1999-03-17,782.8778311496641
1999-03-18,774.554722461178
1999-03-19,792.9385391621307
1999-03-22,795.4109533154202
1999-03-23,786.1824064138088
1999-03-24,779.4032239883923
1999-03-25,786.0152771415459
1999-03-26,779.9872104840284
1999-03-29,779.0497332417843
1999-03-30,778.3595452585885
1999-03-31,777.5545920860478
1999-04-01,783.2689580562666
1999-04-02,782.7611661871864
1999-04-05,784.0637031332343
1999-04-06,784.4817889143211
1999-04-07,786.3542416776785
1999-04-08,782.7598401043716
1999-04-09,796.9387634491802
1999-04-12,801.3356690928047
1999-04-13,823.7193285582575
1999-04-14,839.7346929198827
1999-04-15,857.9427312398423
1999-04-16,881.2301746779663
1999-04-19,898.3321890023583
1999-04-20,890.7196464153254
1999-04-21,872.4718896501444
1999-04-22,861.8884134436196
1999-04-23,868.7712793863809
1999-04-26,878.3655725256012
1999-04-27,878.3293945292864
1999-04-28,894.4178988250699
1999-04-29,899.1812537248775
1999-04-30,906.4511216644013
1999-05-03,907.9997701596845
1999-05-04,910.7085006877962
1999-05-05,889.7536085277869
1999-05-06,899.9751241079255
1999-05-07,884.3955516462827
1999-05-10,874.9699942698794
1999-05-11,873.7861621044849
1999-05-12,852.8559192199923
1999-05-13,855.651630817324
1999-05-14,853.5396800235573
1999-05-17,846.5225657754801
1999-05-18,852.2903377838334
1999-05-19,845.2727150709285
1999-05-20,842.1291685775723
1999-05-21,853.0842427095874
1999-05-24,845.2557986542321
1999-05-25,832.9599992310682
1999-05-26,819.5035791316953
1999-05-27,807.7477169563796
1999-05-28,813.6621001446927
1999-05-31,818.7745306896725
1999-06-01,841.2417304950352
1999-06-02,842.2776426990094
1999-06-03,855.8160090266929
1999-06-04,863.3734358457709
1999-06-07,889.3400768590068
1999-06-08,894.9165195007806
1999-06-09,893.487047157657
1999-06-10,890.2480956433585
1999-06-11,905.764730317673
1999-06-14,905.135704740956
1999-06-15,905.8482433456454
1999-06-16,907.8964099801372
1999-06-17,910.9584724907479
1999-06-18,921.9575540874544
1999-06-21,933.231442948968
1999-06-22,936.2194665242812
1999-06-23,922.351022185606
1999-06-24,911.4699708691177
1999-06-25,910.4749071533467
1999-06-28,915.5923709677139
1999-06-29,916.4875599401122
1999-06-30,926.6544572529718
1999-07-01,943.3172269142034
1999-07-02,953.9800401819504
1999-07-05,976.096695173241
1999-07-06,965.4295375731074
1999-07-07,957.5508566548274
1999-07-08,954.3963991745754
1999-07-09,948.9748355608964
1999-07-12,953.3604029645098
1999-07-13,934.7965265940018
1999-07-14,944.2294407560452
1999-07-15,945.9989048113758
1999-07-16,941.5813733781519
1999-07-19,943.0453308175424
1999-07-20,939.1496980560198
1999-07-21,933.4304505887608
1999-07-22,933.8656797771824
1999-07-23,935.4427627538474
1999-07-26,918.5876557937848
1999-07-27,923.4019183921814
1999-07-28,921.8410533296885
1999-07-29,915.6239608860284
1999-07-30,922.4100348970264
1999-08-02,918.7141464653489
1999-08-03,924.2636810255042
1999-08-04,943.5537089416001
1999-08-05,940.1010281933345
1999-08-06,931.3890045694247
1999-08-09,932.7853333039899
1999-08-10,923.4915665105086
1999-08-11,931.7232772508762
1999-08-12,946.2322275109292
1999-08-13,949.5748413446909
1999-08-16,951.8569195952508
1999-08-17,949.5163860863528
1999-08-18,953.0929607374723
1999-08-19,946.4569937396693
1999-08-20,945.5908555604354
1999-08-23,950.6120519105044
1999-08-24,941.9390058004443
1999-08-25,941.423502105599
1999-08-26,936.5227180292336
1999-08-27,936.4373859411559
1999-08-30,935.3284972805747
1999-08-31,928.4266312074018
1999-09-01,939.2559259496304
1999-09-02,928.0459878548581
1999-09-03,932.8472480971325
1999-09-06,932.1404492504722
1999-09-07,927.0425658263283
1999-09-08,912.251901252856
1999-09-09,906.6324434378429
1999-09-10,902.0121021853571
1999-09-13,901.0362693047147
1999-09-14,911.5650202658408
1999-09-15,910.099911320319
1999-09-16,894.1908685786156
1999-09-17,891.9786358132229
1999-09-20,892.6738553222804
1999-09-21,893.6792478737015
1999-09-22,889.3776498527221
1999-09-23,895.8502773408067
1999-09-24,896.3025060659515
1999-09-27,918.3883264410762
1999-09-28,941.4135138552474
1999-09-29,935.9145214533438
1999-09-30,936.3334697313109
1999-10-01,942.2625326292153
1999-10-04,965.8574320210471
1999-10-05,978.1621932685679
1999-10-06,967.3853440032093
1999-10-07,984.6580126606566
1999-10-08,995.3754107169673
1999-10-11,998.919194317723
1999-10-12,992.7777782521978
1999-10-13,974.0272986372208
1999-10-14,961.9984472637472
1999-10-15,932.9946016961195
1999-10-18,926.4954796021418
1999-10-19,935.6639466057181
1999-10-20,939.8202939468907
1999-10-21,921.9718383489061
1999-10-22,933.4855058394253
1999-10-25,933.2630561156262
1999-10-26,935.0726297766267
1999-10-27,933.9814250199823
1999-10-28,942.555628451292
1999-10-29,946.7866673290818
1999-11-01,944.424188980984
1999-11-02,945.2953972641334
1999-11-03,943.9114440255784
1999-11-04,960.8727442196617
1999-11-05,964.9955774490577
1999-11-08,964.9461859642984
1999-11-09,977.3745263003491
1999-11-10,963.7478985916437
1999-11-11,969.0739792241178
1999-11-12,965.7173669349428
1999-11-15,972.2617866848957
1999-11-16,977.0797682327982
1999-11-17,978.8516800062705
1999-11-18,989.9940115123163
1999-11-19,995.9468588344164
1999-11-22,992.4237644799537
1999-11-23,994.0907684319274
1999-11-24,997.1343278319732
1999-11-25,995.7533019315229
1999-11-26,1004.5381889635715
1999-11-29,995.598920633199
1999-11-30,995.7286823318141
1999-12-01,1008.1859269574127
1999-12-02,1020.1046717186298
1999-12-03,1018.6038993089771
1999-12-06,1029.4356722782584
1999-12-07,1037.4043619719553
1999-12-08,1050.6359559105053
1999-12-09,1062.0390536469056
1999-12-10,1071.002011170556
1999-12-13,1082.6874162967542
1999-12-14,1078.5601997942802
1999-12-15,1075.122987174746
1999-12-16,1075.9455621445852
1999-12-17,1100.5610331563696
1999-12-20,1126.778325740997
1999-12-21,1116.1997166980123
1999-12-22,1125.3424041225294
1999-12-23,1126.3584707095788
1999-12-24,1130.3642559042103
1999-12-27,1129.9966876558065
1999-12-28,1130.7981526771005
1999-12-29,1139.338480693198
1999-12-30,1139.477255173185
1999-12-31,1139.477255173185
2000-01-03,1146.4593461975305
2000-01-04,1140.9000062628056
2000-01-05,1134.7746971907945
2000-01-06,1134.627091497435
2000-01-07,1173.8200461290514
2000-01-10,1216.4157992683317
2000-01-11,1225.0132804655632
2000-01-12,1220.7660604539428
2000-01-13,1224.9978866647746
2000-01-14,1228.8874485616518
2000-01-17,1247.1270215684092
2000-01-18,1238.39994303722
2000-01-19,1229.5476288699163
2000-01-20,1236.2989841939236
2000-01-21,1220.1194359566512
2000-01-24,1208.9778455714588
2000-01-25,1178.6986608624607
2000-01-26,1158.82761775014
2000-01-27,1151.1124331532412
2000-01-28,1105.1917100362396
2000-01-31,1101.2214337375224
2000-02-01,1141.456941825394
2000-02-02,1140.4234032808852
2000-02-03,1149.823859826997
2000-02-04,1131.4281505443066
2000-02-07,1152.563383517141
2000-02-08,1154.6756108219356
2000-02-09,1160.7867992258198
2000-02-10,1138.6427280067312
2000-02-11,1119.243447169912
2000-02-14,1104.6865666800607
2000-02-15,1093.3648388130796
2000-02-16,1081.1905276852708
2000-02-17,1098.2994520540497
2000-02-18,1091.5806887234855
2000-02-21,1077.7661175362455
2000-02-22,1054.762426957858
2000-02-23,1061.9022039195474
2000-02-24,1054.2052487839978
2000-02-25,1038.2004613183817
2000-02-28,1008.1854729775563
2000-02-29,1007.2127080465494
2000-03-01,1016.6800859280797
2000-03-02,1004.9418775781579
2000-03-03,983.4051014740111
2000-03-06,986.6531139843574
2000-03-07,989.0852679834313
2000-03-08,986.2528711436543
2000-03-09,991.733635771459
2000-03-10,987.8369709178287
2000-03-13,948.650833522108
2000-03-14,965.0631010256412
2000-03-15,955.3441307512226
2000-03-16,971.7947104873953
2000-03-17,982.6203075176276
2000-03-20,980.0959660656423
2000-03-21,981.9390752426752
2000-03-22,1000.0703810742197
2000-03-23,1004.5120699577669
2000-03-24,1015.9146973502635
2000-03-27,1022.005587550356
2000-03-28,1000.3034574956447
2000-03-29,993.1736116666337
2000-03-30,966.7929881282572
2000-03-31,971.8149252238846
2000-04-03,974.0288888306623
2000-04-04,980.8093414834025
2000-04-05,943.3902882418869
2000-04-06,958.1400086794044
2000-04-07,956.5584077921692
2000-04-10,957.417363917244
2000-04-11,933.2461161159341
2000-04-12,927.495962962928
2000-04-13,903.7582487568795
2000-04-14,878.6363221011942
2000-04-17,808.0624378341744
2000-04-18,838.8016151561128
2000-04-19,859.2948387122456
2000-04-20,872.1653926410543
2000-04-21,872.1653926410543
2000-04-24,866.3768273728766
2000-04-25,886.5628264583537
2000-04-26,888.4970312868571
2000-04-27,879.4109394526216
2000-04-28,892.787223853584
2000-05-01,891.5050976345507
2000-05-02,892.5195266117044
2000-05-03,890.6122385792708
2000-05-04,878.1095985045436
2000-05-05,865.465471416139
2000-05-08,865.0729027977738
2000-05-09,865.7696036777298
2000-05-10,862.0733814739076
2000-05-11,871.6686360213847
2000-05-12,853.6922199656465
2000-05-15,856.3286732708624
2000-05-16,859.1723525689719
2000-05-17,847.0315609353016
2000-05-18,835.7919475512844
2000-05-19,815.3787439038379
2000-05-22,819.0522120383445
2000-05-23,826.3824162005549
2000-05-24,811.5098914364712
2000-05-25,822.2123542258597
2000-05-26,824.7549746269897
2000-05-29,840.3944425687482
2000-05-30,855.7267060302427
2000-05-31,868.4545910345256
2000-06-01,868.0649512772511
2000-06-02,884.6335415958829
2000-06-05,891.6558849085741
