Date,KOREA IMI VALUE WEIGHTED
1994-11-30,1000.0
1994-12-30,971.1584494219435
1995-01-31,869.1800539564241
1995-02-28,827.9405136482999
1995-03-31,889.197716073575
1995-04-28,858.9951187949605
1995-05-31,854.9721531853609
1995-06-30,863.16733680144
1995-07-31,906.3425341584909
1995-08-31,881.5133250722239
1995-09-29,960.1446879787842
1995-10-31,963.6676980195507
1995-11-30,896.0775886174399
1995-12-29,833.8205328090885
1996-01-31,824.6136621591388
1996-02-29,807.0519531683227
1996-03-29,820.2322083469238
1996-04-30,929.273475423284
1996-05-31,835.0841157484742
1996-06-28,740.8988053308381
1996-07-31,730.2440845877662
1996-08-30,690.22790546734
1996-09-30,677.3774617462168
1996-10-31,651.3176969305697
1996-11-29,629.6139831984484
1996-12-31,547.0145777195044
1997-01-01,547.0242315105851
1997-01-02,548.0935414983004
1997-01-03,556.6899683709424
1997-01-06,535.0158467861229
1997-01-07,523.3467118136573
1997-01-08,537.3547733296717
1997-01-09,553.9197784380656
1997-01-10,559.5331387026431
1997-01-13,565.5663550862224
1997-01-14,589.42880462187
1997-01-15,597.8866735259843
1997-01-16,605.9431475039697
1997-01-17,595.0086883502918
1997-01-20,605.8729281062979
1997-01-21,581.3644167395821
1997-01-22,571.8264580206155
1997-01-23,567.9973083071164
1997-01-24,567.2972825341737
1997-01-27,553.120770995718
1997-01-28,550.5254297539703
1997-01-29,550.1512522754529
1997-01-30,556.8215932223559
1997-01-31,563.0606794129059
1997-02-03,562.6578848515175
1997-02-04,569.9324034099099
1997-02-05,573.4452131345427
1997-02-06,575.075252987472
1997-02-07,576.0710542913465
1997-02-10,581.7694256758673
1997-02-11,584.1186712936967
1997-02-12,583.7694796934461
1997-02-13,589.2131340861822
1997-02-14,586.4993840329868
1997-02-17,573.9969267456657
1997-02-18,575.0677422994343
1997-02-19,585.331029273986
1997-02-20,585.1274789040821
1997-02-21,565.4121050318561
1997-02-24,551.7827944356673
1997-02-25,558.1938411253559
1997-02-26,555.5295807809154
1997-02-27,543.8048380254592
1997-02-28,549.4388027357026
1997-03-03,552.5436866150469
1997-03-04,549.8548807158624
1997-03-05,543.2514227126263
1997-03-06,545.2436974882203
1997-03-07,545.2190619606978
1997-03-10,528.4913583635915
1997-03-11,518.195451240867
1997-03-12,524.8665781706578
1997-03-13,519.6462968948977
1997-03-14,506.55583300607594
1997-03-17,519.7822560657103
1997-03-18,517.6998703206667
1997-03-19,505.890795151327
1997-03-20,502.48425016269516
1997-03-21,489.2471882237574
1997-03-24,485.7288790114844
1997-03-25,502.67837633880083
1997-03-26,516.8924897615386
