Date,USA ESG SELECTION P-SERIES
2018-05-31,1000.0
2018-06-01,1014.7554333477598
2018-06-04,1017.6550816917696
2018-06-05,1020.9229320805329
2018-06-06,1020.3271380986374
2018-06-07,1012.3246510871569
2018-06-08,1021.6510692736082
2018-06-11,1018.7126393910374
2018-06-12,1023.6239154897889
2018-06-13,1020.1854437249948
2018-06-14,1033.9605923916681
2018-06-15,1037.1370009095945
2018-06-18,1035.4075503885642
2018-06-19,1036.1956161980588
2018-06-20,1035.574605445277
2018-06-21,1025.7370175019955
2018-06-22,1022.2258321460839
2018-06-25,1002.0835573935605
2018-06-26,1003.7129642621371
2018-06-27,997.2930842139981
2018-06-28,1005.1303207125359
2018-06-29,998.758463531047
2018-07-02,1009.7224592575838
2018-07-03,999.7074017110461
2018-07-04,1000.1366633374412
2018-07-05,1005.6796156175595
2018-07-06,1011.1817111909667
2018-07-09,1020.7923801867917
2018-07-10,1027.4090578557168
2018-07-11,1021.0505010190371
2018-07-12,1033.9248528746543
2018-07-13,1036.6003357983916
2018-07-16,1031.0416311859408
2018-07-17,1037.8707200181686
2018-07-18,1045.3888165885419
2018-07-19,1043.3741555855809
2018-07-20,1033.8876077712114
2018-07-23,1037.5917625478319
2018-07-24,1039.7500211903616
2018-07-25,1054.9130911336188
2018-07-26,1056.4413149033824
2018-07-27,1044.7678430102578
2018-07-30,1028.993054883515
2018-07-31,1037.438920262541
2018-08-01,1037.1364904760958
2018-08-02,1049.1380128242795
2018-08-03,1055.8774205897146
2018-08-06,1061.5613945446992
2018-08-07,1063.085587089336
2018-08-08,1061.145069672868
2018-08-09,1062.4082128393622
2018-08-10,1067.0148797725894
2018-08-13,1064.229307816509
2018-08-14,1075.9335547004384
2018-08-15,1073.1850788172476
2018-08-16,1072.6025443297256
2018-08-17,1072.9544544252344
2018-08-20,1073.7285258116344
2018-08-21,1068.004406103519
2018-08-22,1060.5001141887903
2018-08-23,1060.5595507862495
2018-08-24,1063.9972973232793
2018-08-27,1069.5638775173281
2018-08-28,1065.8688363037259
2018-08-29,1074.2419752781093
2018-08-30,1070.982816391371
2018-08-31,1073.62644034946
2018-09-03,1074.4113562521795
2018-09-04,1077.8097596426046
2018-09-05,1066.1405085595306
2018-09-06,1064.013966936308
2018-09-07,1065.340338650812
2018-09-10,1068.3060963385906
2018-09-11,1072.3906176683518
2018-09-12,1069.0788787462575
2018-09-13,1070.081094262016
2018-09-14,1072.7322365589691
2018-09-17,1063.584200748683
2018-09-18,1068.6805050761175
2018-09-19,1072.1833926968136
2018-09-20,1074.8311400988189
2018-09-21,1073.54007532898
2018-09-24,1065.5611411063776
2018-09-25,1063.644873895149
2018-09-26,1064.895613331843
2018-09-27,1073.3124254923923
2018-09-28,1079.2679767534985
2018-10-01,1085.278382517029
2018-10-02,1086.365391931702
2018-10-03,1089.0123309897647
2018-10-04,1078.8190082474841
2018-10-05,1071.7066694260986
2018-10-08,1072.8948049548774
2018-10-09,1069.7769046219391
2018-10-10,1025.935739460708
2018-10-11,1003.9212323714189
2018-10-12,1020.2719815679972
2018-10-15,1010.3411641186366
2018-10-16,1034.455636594195
2018-10-17,1037.5259469084851
2018-10-18,1024.5412181793101
2018-10-19,1022.810362848449
2018-10-22,1022.2696370812768
2018-10-23,1016.8747704601325
2018-10-24,988.9051134527211
2018-10-25,1011.3487169576076
2018-10-26,996.558446249776
2018-10-29,988.2987742689606
2018-10-30,1008.0557758733353
