Date,THAILAND GROWTH
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,99.12936176047165
2001-01-03,101.30016430887609
2001-01-04,104.0067327893195
2001-01-05,109.91834739259129
2001-01-08,113.69843759325768
2001-01-09,116.88757842947724
2001-01-10,113.63913483936513
2001-01-11,113.5540285902833
2001-01-12,120.821117503297
2001-01-15,121.54872423690318
2001-01-16,118.80354914280804
2001-01-17,120.58025881665475
2001-01-18,122.37835758961583
2001-01-19,124.41633047196403
2001-01-22,124.73490353848085
2001-01-23,125.02427196389665
2001-01-24,125.82570811444373
2001-01-25,128.87986239006804
2001-01-26,125.11286446819108
2001-01-29,122.75361426211502
2001-01-30,120.21757351193129
2001-01-31,126.3646144388346
2001-02-01,124.86791733598137
2001-02-02,127.13985124768836
2001-02-05,125.66680271438135
2001-02-06,123.46859940578693
2001-02-07,123.41726400831101
2001-02-08,123.54760376142937
2001-02-09,121.47138127384096
2001-02-12,120.566859433066
2001-02-13,122.68287945121193
2001-02-14,121.37784995476873
2001-02-15,120.42877917853194
2001-02-16,121.96299033110321
2001-02-19,118.83664331093739
2001-02-20,118.0399879885233
2001-02-21,116.72141371881148
2001-02-22,115.8055654713021
2001-02-23,120.5180407134588
2001-02-26,119.74511147506898
2001-02-27,122.3501528044531
2001-02-28,119.13212581897906
2001-03-01,113.56219924051442
2001-03-02,106.43482227135947
2001-03-05,104.19398289269427
2001-03-06,106.07234508760614
2001-03-07,107.54565904312331
2001-03-08,106.1239501557954
2001-03-09,108.98661524717814
2001-03-12,110.63662819350256
2001-03-13,109.59955291230732
2001-03-14,106.04222876745607
2001-03-15,103.50261098990055
2001-03-16,100.90307380880729
2001-03-19,100.63260115646348
2001-03-20,101.32426532359733
2001-03-21,99.97897131507267
2001-03-22,99.36554408070454
2001-03-23,101.01689888003168
2001-03-26,101.44075862456744
2001-03-27,100.05116000739841
2001-03-28,99.881628022689
2001-03-29,98.22000306389872
2001-03-30,97.29957484913172
2001-04-02,97.31641816836874
2001-04-03,96.9876606730091
2001-04-04,94.73915937304172
2001-04-05,95.26361336818
2001-04-06,94.86576554886021
2001-04-09,93.17348934883256
2001-04-10,93.5857542758874
2001-04-11,94.34417885443796
2001-04-12,98.45880802698017
2001-04-13,98.45880802698017
2001-04-16,98.12413444706391
2001-04-17,95.45442626328288
2001-04-18,99.57821032943603
2001-04-19,99.95925929671164
2001-04-20,97.10924368188577
2001-04-23,96.72186804968734
2001-04-24,98.52846677430936
2001-04-25,98.06721305785392
2001-04-26,97.08347111876415
2001-04-27,98.07082625584081
2001-04-30,99.84127376252438
2001-05-01,99.85222127061242
2001-05-02,99.36853847150752
2001-05-03,98.13084616549035
2001-05-04,98.31098085422379
2001-05-07,98.36483808050527
2001-05-08,98.30021648535768
