Date,PHILIPPINES GROWTH
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,94.46801570892109
2001-01-03,93.27249836784556
2001-01-04,95.23840584978052
2001-01-05,95.04516948540508
2001-01-08,98.78524566191582
2001-01-09,101.47008961698985
2001-01-10,100.08292799190153
2001-01-11,99.255572722492
2001-01-12,100.85850816112556
2001-01-15,102.05142411988334
2001-01-16,98.61723163529024
2001-01-17,91.95526246191034
2001-01-18,88.13600806358991
2001-01-19,98.93033044948055
2001-01-22,115.23045393394149
2001-01-23,114.03173411367668
2001-01-24,113.84833858652702
2001-01-25,116.02044320302329
2001-01-26,114.63283104302808
2001-01-29,112.81649308767449
2001-01-30,113.80304240947609
2001-01-31,118.67919574807745
2001-02-01,118.01193983804978
2001-02-02,118.68028795927997
2001-02-05,116.37687371682368
2001-02-06,119.34958844028394
2001-02-07,117.61526264473316
2001-02-08,118.59572220614807
2001-02-09,120.08760909219203
2001-02-12,122.47313293255849
2001-02-13,121.6767213698299
2001-02-14,122.02035164486308
2001-02-15,123.37480549447648
2001-02-16,123.34105074495355
2001-02-19,121.37000708420659
2001-02-20,119.8598565382932
2001-02-21,119.79915390341169
2001-02-22,118.552829337934
2001-02-23,119.67295018286836
2001-02-26,119.55105095066482
2001-02-27,119.38344458805693
2001-02-28,117.30454875208066
2001-03-01,111.76581093674257
2001-03-02,116.89822596909015
2001-03-05,118.15654405174699
2001-03-06,118.83153373203788
2001-03-07,116.38870534599046
2001-03-08,115.55564193745276
2001-03-09,115.49682299133835
2001-03-12,114.2174810810029
2001-03-13,112.37674854182906
2001-03-14,112.48435079554557
2001-03-15,109.45821471824279
2001-03-16,109.71770424948276
2001-03-19,112.10304981056306
2001-03-20,109.25056412330845
2001-03-21,108.69540451635208
2001-03-22,105.88244468721533
2001-03-23,101.5382858413311
2001-03-26,102.17353199247614
2001-03-27,101.57633752435784
2001-03-28,101.95066361081159
2001-03-29,100.23759166785445
2001-03-30,101.23883976868358
2001-04-02,100.05456426762343
2001-04-03,101.94233384276812
2001-04-04,100.50606073310355
2001-04-05,103.34584629491353
2001-04-06,103.456693666001
2001-04-09,103.61149171138656
2001-04-10,102.55539885053118
2001-04-11,100.68296678339071
2001-04-12,100.73345974566924
2001-04-13,100.73345974566924
2001-04-16,101.24587175312651
2001-04-17,101.43225710631
2001-04-18,100.96937825181138
2001-04-19,101.9388185680299
2001-04-20,100.92157206691525
2001-04-23,100.31931987326854
2001-04-24,101.27408424531889
2001-04-25,102.4838139733741
2001-04-26,100.04464656919964
2001-04-27,99.62200886565519
2001-04-30,98.27437267295718
2001-05-01,98.08354864834952
2001-05-02,101.26676779720204
2001-05-03,102.46328447653286
2001-05-04,102.32528602050883
2001-05-07,101.44454653675571
