Date,POLAND GROWTH
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,100.50461700734614
2001-01-03,99.48657798504233
2001-01-04,102.26196560834275
2001-01-05,100.49488314593646
2001-01-08,96.97615139754741
2001-01-09,97.50855283299718
2001-01-10,95.45865578396953
2001-01-11,94.26014450100641
2001-01-12,96.30780819403793
2001-01-15,94.87137044039805
2001-01-16,93.50318857096978
2001-01-17,91.77261626590217
2001-01-18,93.00166066082772
2001-01-19,96.25183128725547
2001-01-22,94.33442334732744
2001-01-23,93.20770969991511
2001-01-24,92.72826341001252
2001-01-25,92.20130926770189
2001-01-26,91.94972059945403
2001-01-29,93.67776422919292
2001-01-30,95.39464975612945
2001-01-31,96.6805952529686
2001-02-01,98.08075866004214
2001-02-02,99.52936143839315
2001-02-05,95.12116639670984
2001-02-06,95.00267977410633
2001-02-07,92.92057812686231
2001-02-08,92.25820190216068
2001-02-09,90.43822836858766
2001-02-12,89.44774460269637
2001-02-13,92.12365649586167
2001-02-14,90.42724250200588
2001-02-15,94.45219917468974
2001-02-16,91.54605951980908
2001-02-19,91.39462562590766
2001-02-20,90.59700570084091
2001-02-21,87.4711035860214
2001-02-22,84.73616502899061
2001-02-23,84.4308614121897
2001-02-26,87.3295627208422
2001-02-27,84.5720272127643
2001-02-28,85.37484994468682
2001-03-01,82.76616505483092
2001-03-02,84.83403518272922
2001-03-05,87.15469563119332
2001-03-06,89.10725227726597
2001-03-07,88.6280117532634
2001-03-08,87.47880220932439
2001-03-09,82.62292053946615
2001-03-12,78.12529721973638
2001-03-13,77.67500632950097
2001-03-14,75.69167006410943
2001-03-15,78.59886608758268
2001-03-16,75.52520182717689
2001-03-19,75.68465781843635
2001-03-20,77.90536644495992
2001-03-21,75.98962966615731
2001-03-22,74.66924009650627
2001-03-23,74.5771140466595
2001-03-26,74.84465196768903
2001-03-27,73.92517404101572
2001-03-28,75.61756787512579
2001-03-29,74.6148268646796
2001-03-30,75.45889873176141
2001-04-02,74.56040938816936
2001-04-03,72.47187379823792
2001-04-04,71.28660296877213
2001-04-05,74.48783985432048
2001-04-06,74.97819500245423
2001-04-09,76.60639789867622
2001-04-10,77.76981542967118
2001-04-11,79.73356396855993
2001-04-12,80.7198463234546
2001-04-13,80.7198463234546
2001-04-16,80.42833006649569
2001-04-17,76.48979901857804
2001-04-18,81.10933201448672
2001-04-19,83.11843017212564
2001-04-20,82.92378504075171
2001-04-23,79.33370039151185
2001-04-24,78.63555185256244
2001-04-25,78.5198102148504
2001-04-26,80.64925917125899
2001-04-27,80.6097624815898
2001-04-30,78.9066460361658
2001-05-01,78.85689405253643
2001-05-02,79.50480699856448
2001-05-03,79.56507596154506
2001-05-04,78.06608149122513
2001-05-07,77.7095320992904
