Date,UNITED ARAB EMIRATES GROWTH
2014-05-30,1000.0
2014-06-02,986.0803832292537
2014-06-03,964.6320738694552
2014-06-04,953.1622208080385
2014-06-05,964.998098793042
2014-06-06,964.998098793042
2014-06-09,902.087270930351
2014-06-10,877.4619451768749
2014-06-11,863.4384534976522
2014-06-12,895.5568999425486
2014-06-13,895.5568999425489
2014-06-16,822.3088850538679
2014-06-17,814.2392617143631
2014-06-18,835.8779983730167
2014-06-19,848.2235247845045
2014-06-20,848.2235247845045
2014-06-23,782.5892068434549
2014-06-24,735.4054537638807
2014-06-25,764.9961164375742
2014-06-26,753.23610626289
2014-06-27,753.227569202465
2014-06-30,685.1525336419235
2014-07-01,704.1504795158462
2014-07-02,765.7508256667418
2014-07-03,772.3439163076978
2014-07-04,772.3439163076978
2014-07-07,810.9722901220384
2014-07-08,802.4060029102315
2014-07-09,797.287026539126
2014-07-10,811.8619196732069
2014-07-11,811.8619196732071
2014-07-14,816.7789375985204
2014-07-15,848.3489227183653
2014-07-16,868.1928511155008
2014-07-17,867.6520109538059
2014-07-18,867.6520109538059
2014-07-21,825.6713656817853
2014-07-22,816.9341354297867
2014-07-23,803.6216142945026
2014-07-24,797.4587603985088
2014-07-25,797.4587603985088
2014-07-28,813.1942236326247
2014-07-29,813.1942236326247
2014-07-30,813.1942236326247
2014-07-31,840.2495317693388
2014-08-01,840.2495317693388
2014-08-04,838.7848191840287
2014-08-05,830.589317116386
2014-08-06,804.8704292815555
2014-08-07,810.7222329638012
2014-08-08,810.7222329638012
2014-08-11,829.4542145542757
2014-08-12,826.4037497171521
2014-08-13,829.0386740661087
2014-08-14,833.8655446029495
2014-08-15,833.8560479115272
2014-08-18,836.7108039679081
2014-08-19,850.9603201949152
2014-08-20,845.5523157158735
2014-08-21,852.2144601696505
2014-08-22,852.2144601696505
2014-08-25,863.2550923999903
2014-08-26,868.0197534651369
2014-08-27,873.1602470252781
2014-08-28,855.5686152131624
2014-08-29,855.5686152131624
2014-09-01,889.2964232852607
2014-09-02,893.3646521384098
2014-09-03,913.0169440689652
2014-09-04,909.3561108841108
2014-09-05,909.3561108841108
2014-09-08,910.8833632340018
2014-09-09,907.190126993794
2014-09-10,874.0226773834565
2014-09-11,885.7713898389642
2014-09-12,885.7713898389642
2014-09-15,901.6226044346788
2014-09-16,895.5748882877708
2014-09-17,892.1462100034745
2014-09-18,919.3748425668537
2014-09-19,919.3748425668537
2014-09-22,902.2168133712015
2014-09-23,908.108478998838
2014-09-24,899.8447589445395
2014-09-25,895.2888570970133
2014-09-26,895.2991283170536
2014-09-29,880.1037796372547
2014-09-30,880.8240192191723
2014-10-01,872.9990005943976
2014-10-02,856.4237668742924
2014-10-03,856.4237668742926
2014-10-06,856.4039467997228
2014-10-07,861.4633181624421
2014-10-08,834.039434659254
2014-10-09,847.168192800565
2014-10-10,847.168192800565
2014-10-13,800.2379279425677
2014-10-14,779.462157911402
2014-10-15,769.8124734858784
2014-10-16,737.1775733973641
2014-10-17,737.1775733973641
2014-10-20,741.958183339553
2014-10-21,752.5605095637053
2014-10-22,766.8235068043756
2014-10-23,774.401639975292
2014-10-24,774.401639975292
2014-10-27,784.500156502847
2014-10-28,782.4692953314305
2014-10-29,784.1470971765943
2014-10-30,761.1088447327193
2014-10-31,761.1001928230905
2014-11-03,781.1777496739128
2014-11-04,775.2690790595564
2014-11-05,749.5239039318809
2014-11-06,749.5168074389392
2014-11-07,749.516807438939
2014-11-10,783.651366638118
2014-11-11,787.4366882432577
2014-11-12,781.8222745598828
2014-11-13,796.5227760584072
2014-11-14,796.5227760584072
2014-11-17,771.1732571697665
2014-11-18,785.0098671159484
2014-11-19,775.7201655071754
2014-11-20,782.814915944137
2014-11-21,782.814915944137
2014-11-24,794.1646210913178
2014-11-25,776.1036465208787
2014-11-26,748.639168486844
2014-11-27,761.5939391328341
2014-11-28,761.575947987007
2014-12-01,734.5114974841342
2014-12-02,734.5200361468944
2014-12-03,734.5114974841343
2014-12-04,709.2985613258111
2014-12-05,709.2985613258111
2014-12-08,683.8663660147279
2014-12-09,658.1258977059929
2014-12-10,658.1090683682473
2014-12-11,604.0019875841939
2014-12-12,604.001987584194
2014-12-15,569.0765357626594
2014-12-16,521.5296322014254
2014-12-17,517.4991375224789
2014-12-18,580.4191614425812
2014-12-19,580.4191614425812
2014-12-22,647.0939926390253
2014-12-23,623.6282695550257
2014-12-24,638.7960339370283
2014-12-25,644.4802532899358
2014-12-26,644.4802532899358
2014-12-29,653.7042937581224
2014-12-30,619.1823896176431
2014-12-31,621.8963995141718
2015-01-01,621.8963995141719
2015-01-02,621.8893836038652
2015-01-05,591.4348704053411
2015-01-06,563.5674241497001
2015-01-07,587.5286598568304
2015-01-08,600.8726283231304
2015-01-09,600.8726283231304
2015-01-12,619.4961147779376
2015-01-13,638.6194963851744
2015-01-14,636.7832999107361
2015-01-15,636.1971584355757
2015-01-16,636.1971584355756
2015-01-19,640.0505056579773
2015-01-20,634.8249512759711
2015-01-21,629.6041583460352
2015-01-22,632.2896298861286
2015-01-23,632.2896298861286
2015-01-26,604.5344414717173
2015-01-27,604.8924614037527
2015-01-28,599.7015739406874
2015-01-29,584.8133398765552
2015-01-30,584.8133398765552
2015-02-02,609.2312061351563
2015-02-03,628.4061941610825
2015-02-04,625.6452724874622
2015-02-05,622.7110627595044
2015-02-06,622.7110627595044
2015-02-09,630.1649532598851
2015-02-10,628.308481211918
2015-02-11,625.0917200625207
2015-02-12,626.1077814902153
2015-02-13,626.1077814902154
2015-02-16,629.1589785641074
2015-02-17,634.7598896902684
2015-02-18,634.6318411232224
2015-02-19,635.1983043006613
2015-02-20,635.1983043006613
2015-02-23,629.8622852844173
2015-02-24,633.4594387376605
2015-02-25,638.0289918512668
2015-02-26,639.0206087806026
2015-02-27,639.0495519814613
2015-03-02,627.0146611754215
2015-03-03,624.1262397950982
2015-03-04,617.1888691325903
2015-03-05,607.0050436520697
2015-03-06,607.0050436520697
2015-03-09,607.012983615002
2015-03-10,609.3793068088854
2015-03-11,596.5375715136294
2015-03-12,599.3242229989189
2015-03-13,599.3242229989189
2015-03-16,566.5484386385477
2015-03-17,561.6997261334209
2015-03-18,537.5510417599187
2015-03-19,554.2597744305073
2015-03-20,554.2597744305074
2015-03-23,561.4169170377778
2015-03-24,560.3416481143843
2015-03-25,545.2922912849318
2015-03-26,540.9862687703454
2015-03-27,540.9559907384858
2015-03-30,553.259462606322
2015-03-31,561.5700214805796
2015-04-01,564.574343689026
2015-04-02,590.0134042721332
2015-04-03,590.0134042721334
2015-04-06,604.5281543726521
2015-04-07,617.0813274812065
2015-04-08,616.4298806671194
2015-04-09,611.8345363476889
2015-04-10,611.8345363476889
2015-04-13,619.648436532196
2015-04-14,621.2740322220592
2015-04-15,640.5760999975618
2015-04-16,676.391498633881
2015-04-17,676.399172350261
2015-04-20,678.0662985391315
2015-04-21,681.4580765223453
2015-04-22,681.6852494252598
2015-04-23,670.5318456314408
2015-04-24,670.5318456314407
2015-04-27,681.6897377113444
2015-04-28,685.5432376307328
2015-04-29,687.4916245958677
2015-04-30,689.917970460182
2015-05-01,689.9021922874351
2015-05-04,659.4354406208265
2015-05-05,653.9707542107819
2015-05-06,654.2132594259471
2015-05-07,654.6225107083892
2015-05-08,654.6225107083891
2015-05-11,654.8665156352567
2015-05-12,651.6211263440413
2015-05-13,651.9645892222717
2015-05-14,650.393549701292
2015-05-15,650.393549701292
2015-05-18,654.1617600006499
2015-05-19,666.8183351139036
2015-05-20,662.1909819996023
2015-05-21,665.9898358210509
2015-05-22,665.9898358210507
2015-05-25,655.749465291774
2015-05-26,655.8055691220543
2015-05-27,640.1241247518522
2015-05-28,629.7998953192155
2015-05-29,629.7998953192154
2015-06-01,630.2951007239492
2015-06-02,640.7805477505284
2015-06-03,645.1106052146407
2015-06-04,643.534565976576
2015-06-05,643.5413040782652
2015-06-08,638.3608813216412
2015-06-09,657.6650727585994
2015-06-10,664.0950626422919
2015-06-11,652.6611727685199
2015-06-12,652.6542725427634
2015-06-15,659.0096719853464
2015-06-16,650.7399158122982
2015-06-17,655.4507710285428
2015-06-18,651.9984565739193
2015-06-19,652.0259472986969
2015-06-22,669.4881121232681
2015-06-23,661.6024654336918
2015-06-24,664.950379546681
2015-06-25,659.3235622480724
2015-06-26,659.3026629077312
2015-06-29,635.7074198017729
2015-06-30,650.2786413288159
2015-07-01,650.0235420101418
2015-07-02,651.8632671050389
2015-07-03,651.8294769707717
2015-07-06,646.2181534649768
2015-07-07,643.0807954411108
2015-07-08,627.1351420445269
2015-07-09,634.9531848942316
2015-07-10,634.9531848942316
2015-07-13,642.211264548581
2015-07-14,645.7712045985687
2015-07-15,658.0850396166344
2015-07-16,658.0714694475624
2015-07-17,658.0714694475624
