Date,GREECE GROWTH
2000-12-29,99.99999999999999
2001-01-01,100.00000626338951
2001-01-02,100.91602059354359
2001-01-03,99.15176239103975
2001-01-04,97.7402473267711
2001-01-05,95.44675139390868
2001-01-08,93.5162118033614
2001-01-09,91.44866984917485
2001-01-10,91.81529724261529
2001-01-11,99.12438249100447
2001-01-12,99.14176013731108
2001-01-15,94.23256475340658
2001-01-16,93.13826493046194
2001-01-17,94.7987846858874
2001-01-18,94.97062810410964
2001-01-19,92.89630471094469
2001-01-22,90.79690839192904
2001-01-23,90.62879065369427
2001-01-24,87.52954309053686
2001-01-25,88.51236940820243
2001-01-26,88.9950883046925
2001-01-29,87.94563999909445
2001-01-30,91.02986891414446
2001-01-31,95.63770925105561
2001-02-01,96.33550996952428
2001-02-02,93.14651368414755
2001-02-05,91.53160508975576
2001-02-06,92.45342016031742
2001-02-07,92.15818074771721
2001-02-08,91.42148669331127
2001-02-09,92.512864948017
2001-02-12,93.91256851202255
2001-02-13,93.00921454745347
2001-02-14,93.5704886626907
2001-02-15,91.74224560509585
2001-02-16,93.89653262926262
2001-02-19,94.77020648450058
2001-02-20,94.32249444654751
2001-02-21,92.12692407020573
2001-02-22,90.75989466399946
2001-02-23,90.50557684184493
2001-02-26,90.6400946539516
2001-02-27,91.69151863684607
2001-02-28,90.32703524119846
2001-03-01,91.27623008727198
2001-03-02,93.05979938109208
2001-03-05,93.17481146347475
2001-03-06,93.42766762603203
2001-03-07,93.08388536104005
2001-03-08,95.74866065874667
2001-03-09,95.61206572949617
2001-03-12,95.2640418292287
2001-03-13,93.0073195438926
2001-03-14,88.61862631936279
2001-03-15,89.56308759932286
2001-03-16,88.23918789305954
2001-03-19,86.77615201773135
2001-03-20,87.6635694081375
2001-03-21,86.48454598011865
2001-03-22,83.84748952971977
2001-03-23,85.49697712387781
2001-03-26,86.71739360434174
2001-03-27,86.21739793245376
2001-03-28,85.03922799113644
2001-03-29,82.80633510357747
2001-03-30,83.44282096441971
2001-04-02,82.51764000902426
2001-04-03,81.52334586956258
2001-04-04,82.8846478347422
2001-04-05,84.5523886726984
2001-04-06,85.6131107203755
2001-04-09,85.05751857015528
2001-04-10,85.1865077492894
2001-04-11,84.60758305998473
2001-04-12,88.4756956424723
2001-04-13,88.4756956424723
2001-04-16,87.56959836212239
2001-04-17,88.40073628265152
2001-04-18,90.80785665726444
2001-04-19,91.45426600312643
2001-04-20,92.55596572539409
2001-04-23,91.84168273183755
2001-04-24,90.25726724347031
2001-04-25,90.47726394718923
2001-04-26,91.53884989101287
2001-04-27,91.02080579751434
2001-04-30,91.04612719762753
2001-05-01,91.52880363756755
2001-05-02,90.81615219350748
2001-05-03,89.81842954621995
2001-05-04,89.40767972529603
2001-05-07,88.145312087154
2001-05-08,87.73942254542038
2001-05-09,86.0920304914042
2001-05-10,85.22392038417183
2001-05-11,84.38870576848437
2001-05-14,82.61022031725452
2001-05-15,82.34879205409815
2001-05-16,83.31055149320682
2001-05-17,84.27065230627026
2001-05-18,86.96397122271657
2001-05-21,87.11671618707719
2001-05-22,85.69473930596234
2001-05-23,85.69379187355362
2001-05-24,85.55132767545496
2001-05-25,86.65558901015623
2001-05-28,86.50917117713614
2001-05-29,84.07762795435451
2001-05-30,83.26340267407477
2001-05-31,80.67985488013545
2001-06-01,77.98882138158311
2001-06-04,78.09477819484889
2001-06-05,74.61189060299728
2001-06-06,74.1123509527579
2001-06-07,76.88470577956112
2001-06-08,76.41623769911457
2001-06-11,73.88770764274264
2001-06-12,74.76593171644426
2001-06-13,74.73803953694105
2001-06-14,74.87590296709206
2001-06-15,75.45345073140034
2001-06-18,75.19541106481488
2001-06-19,74.76903326725339
2001-06-20,73.21535019934416
2001-06-21,73.55638811561109
2001-06-22,72.87539691733716
2001-06-25,71.2036963332997
2001-06-26,69.32991308001573
2001-06-27,71.16383619932574
2001-06-28,70.75728959756204
2001-06-29,71.93239424129413
2001-07-02,71.79760366533915
2001-07-03,70.04975889681896
2001-07-04,68.96709919202216
2001-07-05,67.92453843598018
2001-07-06,68.39990938796234
2001-07-09,65.71626850972527
2001-07-10,64.87393194531337
2001-07-11,62.52631711679862
2001-07-12,63.84201673321081
2001-07-13,60.83308177964147
2001-07-16,58.23600100110184
2001-07-17,59.49868397961406
2001-07-18,63.71688736557598
2001-07-19,67.51923266442137
2001-07-20,64.91499539562483
2001-07-23,67.29811593070332
2001-07-24,68.47197127542432
2001-07-25,68.97200235733783
2001-07-26,69.6337068006196
2001-07-27,70.5489499202459
2001-07-30,69.12979048091651
2001-07-31,70.53844011527684
2001-08-01,71.05767510750468
2001-08-02,72.72049158362472
2001-08-03,73.81463285516617
2001-08-06,73.07999723969117
2001-08-07,69.44669939282471
2001-08-08,68.22314576417455
2001-08-09,69.19547155347385
2001-08-10,69.12285631464873
2001-08-13,69.37949596066336
2001-08-14,71.02209458542923
2001-08-15,72.10634095919835
2001-08-16,73.1801429554833
2001-08-17,72.91215535424935
2001-08-20,72.63825362446285
2001-08-21,72.37229948853934
2001-08-22,72.82784348203738
2001-08-23,72.47701541251793
2001-08-24,73.86561007077249
2001-08-27,74.9824819892339
2001-08-28,75.45121996183417
2001-08-29,74.68405530894854
2001-08-30,74.42088742616554
2001-08-31,73.8726530533043
2001-09-03,73.0233563580262
2001-09-04,70.90070783852661
2001-09-05,69.93122658153837
2001-09-06,69.7664562323031
2001-09-07,70.22924951641964
2001-09-10,67.47607656812475
2001-09-11,68.3153199715379
2001-09-12,63.237280008338544
2001-09-13,63.79966889503917
2001-09-14,61.33883217861579
2001-09-17,60.3355535932345
2001-09-18,59.67685065270594
2001-09-19,60.58977461265578
2001-09-20,56.44244011568299
2001-09-21,54.86316032272634
2001-09-24,55.90741322796822
2001-09-25,56.51697009382652
2001-09-26,56.454687102474935
2001-09-27,56.88234705631531
2001-09-28,57.989181517869916
2001-10-01,57.855782025101426
2001-10-02,58.47961247282895
2001-10-03,58.91288692926073
2001-10-04,60.2196353197943
2001-10-05,60.27613103209836
2001-10-08,59.36228858638808
2001-10-09,59.524356057179354
2001-10-10,59.44378104018046
2001-10-11,60.163733914361906
2001-10-12,60.61584059696169
2001-10-15,60.614208564490724
2001-10-16,62.174054254496724
2001-10-17,64.05301894020737
2001-10-18,63.333976439004175
2001-10-19,62.71713580768793
2001-10-22,63.27229487557109
2001-10-23,63.14781497420848
2001-10-24,63.09047311127596
2001-10-25,62.82529290306217
2001-10-26,63.286555099148934
2001-10-29,64.74355108346703
2001-10-30,64.83973526259976
2001-10-31,66.9569000275961
2001-11-01,69.34046125799637
2001-11-02,67.64171387669094
2001-11-05,68.14783967533417
2001-11-06,67.34063927894508
2001-11-07,68.61327377009869
2001-11-08,67.97353557353323
2001-11-09,67.91317343780243
2001-11-12,66.74950427276869
