Date,KOREA GROWTH
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,103.9083505056702
2001-01-03,104.20493207506458
2001-01-04,114.45704923762179
2001-01-05,119.13893185683652
2001-01-08,119.4542942295645
2001-01-09,119.78612319259953
2001-01-10,114.89999476855628
2001-01-11,112.29858361810393
2001-01-12,119.16354922286266
2001-01-15,119.01799795912687
2001-01-16,121.99385306238023
2001-01-17,123.58054378223758
2001-01-18,125.19231545882332
2001-01-19,130.25684126277704
2001-01-22,130.13863499727248
2001-01-23,130.13863499727248
2001-01-24,130.00598623963057
2001-01-25,129.89395601255373
2001-01-26,117.75287356238213
2001-01-29,118.2739475629182
2001-01-30,118.83279274407154
2001-01-31,127.07958919403046
2001-02-01,124.91170241113416
2001-02-02,125.11959905686236
2001-02-05,116.88547669797775
2001-02-06,118.39438909412317
2001-02-07,115.3114278104488
2001-02-08,119.05715688068126
2001-02-09,118.53099982615389
2001-02-12,117.37227566853655
2001-02-13,117.77926294408394
2001-02-14,118.01776797301454
2001-02-15,120.07060469486036
2001-02-16,123.56182519047294
2001-02-19,121.08833011840304
2001-02-20,122.55068546871067
2001-02-21,116.91563925116616
2001-02-22,112.15035222412529
2001-02-23,109.95955071933749
2001-02-26,110.13865050859287
2001-02-27,107.95692968735642
2001-02-28,107.41621960796299
2001-03-01,106.82845440947374
2001-03-02,102.30239016341827
2001-03-05,105.73187025784812
2001-03-06,107.28300488590524
2001-03-07,108.92591951282239
2001-03-08,110.93073173548295
2001-03-09,106.86227022982597
2001-03-12,101.25716786409374
2001-03-13,100.09080348527071
2001-03-14,104.45338332231698
2001-03-15,103.84463336483796
2001-03-16,102.41514398809326
2001-03-19,100.9367404207735
2001-03-20,100.5258058436671
2001-03-21,99.92473437418887
2001-03-22,99.4938169719969
2001-03-23,104.99137268127251
2001-03-26,106.10432240170688
2001-03-27,102.25686351223302
2001-03-28,101.65955037407437
2001-03-29,98.69620332279486
2001-03-30,98.94565900837775
2001-04-02,94.48639920371306
2001-04-03,90.15623337795418
2001-04-04,86.33625474397762
2001-04-05,86.33625474397762
2001-04-06,91.84112943679783
2001-04-09,89.1073465185404
2001-04-10,88.4861791858843
2001-04-11,93.36987915524372
2001-04-12,98.26095534598608
2001-04-13,99.1154292838291
2001-04-16,95.13860385206907
2001-04-17,96.86319976943453
2001-04-18,104.66825138237795
2001-04-19,115.18323681608953
2001-04-20,110.77561723997216
2001-04-23,111.88815453034314
2001-04-24,110.77584736079399
2001-04-25,112.84045474867854
2001-04-26,111.01608636232045
2001-04-27,107.53360575243146
2001-04-30,113.94332791822451
2001-05-01,113.94332791822451
2001-05-02,116.72546420494768
2001-05-03,117.59087489472232
2001-05-04,116.58367486929937
2001-05-07,119.04801154978416
