Date,CHINA GROWTH
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,98.58390900009259
2001-01-03,95.22943442418544
2001-01-04,100.60156322985982
2001-01-05,102.20021981099782
2001-01-08,104.774642799645
2001-01-09,105.11752387804766
2001-01-10,106.79132966182472
2001-01-11,103.86816671691076
2001-01-12,106.6640762489006
2001-01-15,109.79880407329381
2001-01-16,111.04890499152279
2001-01-17,110.01594087650189
2001-01-18,112.38192782574735
2001-01-19,117.97287335475183
2001-01-22,118.96004900465701
2001-01-23,118.22695173345605
2001-01-24,118.22770963739816
2001-01-25,118.22846755105749
2001-01-26,118.22695173345605
2001-01-29,118.95623606036378
2001-01-30,117.36984387612529
2001-01-31,119.35119758747747
2001-02-01,120.09035188568608
2001-02-02,119.6376806558296
2001-02-05,115.56899757416535
2001-02-06,115.86156152237712
2001-02-07,117.58099862520332
2001-02-08,116.2931001986494
2001-02-09,116.29537585799115
2001-02-12,113.41130911572462
2001-02-13,114.31354181511554
2001-02-14,113.92489496808756
2001-02-15,113.23551200582934
2001-02-16,111.22100777208504
2001-02-19,107.77630411169179
2001-02-20,108.80651297495781
2001-02-21,104.93546053488446
2001-02-22,101.53807880342995
2001-02-23,103.9475312858556
2001-02-26,102.14151367971796
2001-02-27,102.05644927500073
2001-02-28,102.78658111021757
2001-03-01,96.52791340795606
2001-03-02,86.41554207738025
2001-03-05,91.23094801735455
2001-03-06,92.43452252945686
2001-03-07,89.3063737515005
2001-03-08,90.02852771714608
2001-03-09,90.5099636942431
2001-03-12,89.06736861892358
2001-03-13,88.58421978585493
2001-03-14,88.82607658485725
2001-03-15,91.23036320733401
2001-03-16,92.67464336365065
2001-03-19,91.72119716807704
2001-03-20,88.58989869832166
2001-03-21,88.83177107516953
2001-03-22,82.33399670434035
2001-03-23,80.16063175703124
2001-03-26,85.45379035926351
2001-03-27,81.8425421912759
2001-03-28,84.49526384003501
2001-03-29,82.8096422499189
2001-03-30,82.57315125630032
2001-04-02,81.86090830297137
2001-04-03,79.20840429704772
2001-04-04,71.5069941202348
2001-04-05,71.50561873005097
2001-04-06,79.45221568914978
2001-04-09,78.00062845674348
2001-04-10,80.16165950355521
2001-04-11,86.67181017306133
2001-04-12,87.87107835404744
2001-04-13,87.87107835404744
2001-04-16,87.868261738613
2001-04-17,82.32766307637739
2001-04-18,88.34576710242838
2001-04-19,93.64650121474513
2001-04-20,91.2379663224563
2001-04-23,90.27561137528734
2001-04-24,88.83518811983201
2001-04-25,90.03256769184989
2001-04-26,91.24030599745689
2001-04-27,92.20326437210022
2001-04-30,92.20562886150582
2001-05-01,92.206811151686
2001-05-02,99.42353999464977
2001-05-03,100.62785991712971
2001-05-04,95.32921220543865
2001-05-07,95.8106728731429
2001-05-08,95.08726272596533
