Date,COLOMBIA GROWTH
2000-12-29,99.99999999999999
2001-01-01,99.99999999999999
2001-01-02,100.47932724424614
2001-01-03,98.45540605664705
2001-01-04,97.42699009508904
2001-01-05,97.36183606693805
2001-01-08,97.2317890908914
2001-01-09,97.70430717321672
2001-01-10,98.50630109477557
2001-01-11,98.20673803064693
2001-01-12,99.13453862340691
2001-01-15,99.3550090751436
2001-01-16,99.80469224448011
2001-01-17,99.45745324585445
2001-01-18,99.32703176940578
2001-01-19,99.12586355924542
2001-01-22,99.39137926520769
2001-01-23,99.02622083994041
2001-01-24,100.05631270662391
2001-01-25,100.25429185969428
2001-01-26,100.89060607084885
2001-01-29,104.81336059902378
2001-01-30,108.33338577947657
2001-01-31,113.80967746533855
2001-02-01,119.47840387456793
2001-02-02,121.18763309191026
2001-02-05,117.70081942938165
2001-02-06,116.35027280615023
2001-02-07,117.90190452310861
2001-02-08,119.62500271562304
2001-02-09,122.50777026464722
2001-02-12,122.04950122480263
2001-02-13,123.48888581255191
2001-02-14,123.48578971620194
2001-02-15,123.03736404370201
2001-02-16,123.91620308888773
2001-02-19,123.82692220340648
2001-02-20,122.9293768987873
2001-02-21,122.3909624530602
2001-02-22,121.34117198174549
2001-02-23,121.7603145479573
2001-02-26,120.86627225801627
2001-02-27,118.75545801662973
2001-02-28,118.37678006695172
2001-03-01,118.1782021816821
2001-03-02,117.44104717114666
2001-03-05,117.85188931557362
2001-03-06,117.6955352335629
2001-03-07,117.59152945847524
2001-03-08,114.22056000525612
2001-03-09,115.60547730020915
2001-03-12,115.71564604427964
2001-03-13,115.9688515939537
2001-03-14,116.86015386768233
2001-03-15,116.0691156503908
2001-03-16,116.11848198462069
2001-03-19,116.03458502123908
2001-03-20,116.04474789271013
2001-03-21,112.32269563364316
2001-03-22,109.75137095569637
2001-03-23,111.84618237359604
2001-03-26,111.29177439182487
2001-03-27,109.90179045200372
2001-03-28,109.98319513986749
2001-03-29,109.27162284742207
2001-03-30,109.07422970441623
2001-04-02,109.41024316830661
2001-04-03,109.58097148275516
2001-04-04,109.17087007180832
2001-04-05,109.71952062326376
2001-04-06,110.78081106800043
2001-04-09,111.12324451192255
2001-04-10,111.2362552766539
2001-04-11,110.98649663443858
2001-04-12,111.03204184904018
2001-04-13,111.03204184904018
2001-04-16,110.27428685872306
2001-04-17,110.41644056380272
2001-04-18,110.52362942855024
2001-04-19,109.97587118784575
2001-04-20,111.29226083494052
2001-04-23,111.2170046626661
2001-04-24,111.22219069055963
2001-04-25,111.0221869066055
2001-04-26,111.65581754346695
2001-04-27,110.74916033917862
2001-04-30,111.56096894760849
2001-05-01,111.51335436419083
2001-05-02,109.73193758730866
2001-05-03,110.46714242920983
2001-05-04,114.23742206293275
2001-05-07,116.12502922120139
2001-05-08,121.39054410728676
2001-05-09,121.38540174754318
2001-05-10,121.41127118549107
2001-05-11,122.36407076445867
2001-05-14,123.04126901565668
2001-05-15,123.2025771994718
2001-05-16,125.6222881598551
2001-05-17,127.14213848676026
2001-05-18,128.72247996518868
2001-05-21,127.44528228960024
2001-05-22,124.25261911294777
2001-05-23,125.90188098313925
2001-05-24,123.96703830061179
2001-05-25,122.82436752977662
2001-05-28,122.9424552669594
2001-05-29,123.21493784154168
2001-05-30,127.17783694315348
2001-05-31,131.51314299002024
2001-06-01,130.10870521395628
2001-06-04,130.5563530934937
2001-06-05,129.24918030485998
2001-06-06,128.7816155324654
2001-06-07,129.89254839019188
2001-06-08,130.789437561371
2001-06-11,130.23615337842386
2001-06-12,129.13434209031684
2001-06-13,129.8168634476424
2001-06-14,128.97726086112652
2001-06-15,129.87870671171507
2001-06-18,129.62261340256106
2001-06-19,131.7520741901972
2001-06-20,132.49901930233622
2001-06-21,137.342767211166
2001-06-22,139.7808674076885
2001-06-25,139.89646672348408
2001-06-26,138.55637954869633
2001-06-27,137.08135224721326
2001-06-28,136.54400043407205
2001-06-29,137.05500060976092
2001-07-02,136.8168511734277
2001-07-03,134.6073711717913
2001-07-04,132.06415646450841
2001-07-05,132.64355303927204
2001-07-06,132.470625579333
2001-07-09,132.44789175580445
2001-07-10,134.54925697187164
2001-07-11,132.81206536819423
2001-07-12,131.6066060974881
2001-07-13,130.40685250506675
2001-07-16,129.01139193261096
2001-07-17,128.91126028425612
2001-07-18,130.0669182531032
2001-07-19,130.35546719288047
2001-07-20,130.35546719288047
2001-07-23,128.7698337076574
2001-07-24,127.9222837487704
2001-07-25,127.8986810521648
2001-07-26,126.79970885083326
2001-07-27,126.7115808224412
2001-07-30,127.24301387232207
2001-07-31,127.44029236424662
2001-08-01,126.485087676131
2001-08-02,125.33329328909453
2001-08-03,126.70840893004197
2001-08-06,126.95169615263411
2001-08-07,126.99880253339576
2001-08-08,127.07478317267142
2001-08-09,127.37416422657778
2001-08-10,128.09133686375907
2001-08-13,128.27075612705556
2001-08-14,127.83289715535315
2001-08-15,126.66456444957251
2001-08-16,127.15402330237578
2001-08-17,128.0325364854809
2001-08-20,128.06054622875052
2001-08-21,128.06054622875052
2001-08-22,129.19037653734426
2001-08-23,128.99089760718422
2001-08-24,129.19819172992115
2001-08-27,129.138571063465
2001-08-28,129.48076292283218
2001-08-29,128.76442843797767
2001-08-30,128.2056249706064
2001-08-31,129.45454402017535
2001-09-03,129.11945088567091
2001-09-04,131.12857696718217
2001-09-05,130.83914023499744
2001-09-06,130.10208894170316
2001-09-07,127.97244955047654
2001-09-10,129.58507388133995
2001-09-11,126.44200013961994
2001-09-12,128.06409567529982
2001-09-13,127.85847459528136
2001-09-14,127.07995173612342
2001-09-17,127.17083261358046
2001-09-18,125.07198411562068
2001-09-19,124.14792747453444
2001-09-20,122.62540449907354
2001-09-21,121.53329786483354
2001-09-24,122.07974950438195
2001-09-25,124.52392428732308
2001-09-26,121.64288720856231
2001-09-27,122.23022857431405
2001-09-28,120.9515390403874
2001-10-01,119.80948483292948
2001-10-02,121.45163467339327
2001-10-03,121.06195057919024
2001-10-04,118.67859085276102
2001-10-05,119.81252666187794
2001-10-08,119.2355401569093
2001-10-09,118.13748013656556
2001-10-10,119.31472128762348
2001-10-11,117.74409137941177
2001-10-12,116.68232371432059
2001-10-15,116.86136942393198
2001-10-16,116.64515560516278
2001-10-17,116.89840346200148
2001-10-18,116.97831790621757
2001-10-19,118.02777201846372
2001-10-22,115.36205407772984
2001-10-23,115.7015702208318
2001-10-24,115.39797217090597
2001-10-25,114.97990284829271
2001-10-26,115.60300772061218
2001-10-29,118.11809105150863
2001-10-30,117.74987638720347
2001-10-31,117.8248600465317
2001-11-01,116.47967391167477
2001-11-02,114.84690015608068
2001-11-05,114.80713494503334
2001-11-06,114.6743039669202
2001-11-07,114.03022892141388
2001-11-08,114.0203411929143
2001-11-09,114.44412484470084
2001-11-12,114.50375445253967
2001-11-13,114.05654042751145
2001-11-14,115.85264731876887
2001-11-15,116.01119272638479
2001-11-16,121.32492477106213
2001-11-19,125.88979670745489
2001-11-20,126.33082326069075
2001-11-21,128.44876864479212
2001-11-22,132.18899656076871
2001-11-23,131.90035091617708
2001-11-26,132.09142818128808
2001-11-27,131.26175474150648
2001-11-28,131.7177050274404
2001-11-29,134.0737747872338
2001-11-30,135.05019347194565
2001-12-03,133.807691664897
2001-12-04,132.78061899434002
2001-12-05,133.68101238075062
2001-12-06,136.61788639309367
2001-12-07,139.00303867201757
2001-12-10,135.56519378050584
2001-12-11,137.25060513123216
2001-12-12,139.90808868047137
2001-12-13,140.41693855712765
2001-12-14,138.48801928034706
2001-12-17,139.63823784502046
2001-12-18,141.15857871999998
2001-12-19,142.42234475050304
2001-12-20,145.55695533459127
2001-12-21,145.22616896568175
2001-12-24,145.32836179533564
2001-12-25,145.32836179533564
2001-12-26,144.43511448414833
2001-12-27,145.7026473848244
2001-12-28,145.37491834346926
2001-12-31,146.09301618380468
2002-01-01,146.09301618380468
2002-01-02,145.3114289152157
2002-01-03,145.32729607277358
