Date,HUNGARY GROWTH
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,96.17793138175958
2001-01-03,92.01593332854833
2001-01-04,97.90973611400031
2001-01-05,101.98526355688979
2001-01-08,101.76947978246423
2001-01-09,104.20982147165572
2001-01-10,102.52147396677971
2001-01-11,103.60260215581586
2001-01-12,105.99117391830825
2001-01-15,108.21107176255961
2001-01-16,110.15056314804428
2001-01-17,111.27906236586401
2001-01-18,110.72834441305022
2001-01-19,111.9076367440501
2001-01-22,110.0421116968502
2001-01-23,106.97356962040004
2001-01-24,107.25667525117285
2001-01-25,104.93509967559454
2001-01-26,101.97445444286389
2001-01-29,104.65176618851699
2001-01-30,108.67437831168756
2001-01-31,109.73287541991752
2001-02-01,108.5417733443677
2001-02-02,106.70448356559844
2001-02-05,104.81677650281898
2001-02-06,102.67145085444835
2001-02-07,99.23379727259946
2001-02-08,97.88578483524286
2001-02-09,94.78287672516727
2001-02-12,95.40145951521254
2001-02-13,93.94804323380204
2001-02-14,88.66063752594759
2001-02-15,88.00771807119082
2001-02-16,81.48039543361865
2001-02-19,82.06360627058592
2001-02-20,83.88820863808304
2001-02-21,80.83931561161681
2001-02-22,80.33970267862796
2001-02-23,80.52334300161031
2001-02-26,81.1035541605532
2001-02-27,80.66361436049455
2001-02-28,79.83936830358837
2001-03-01,80.36374502864611
2001-03-02,79.87271874710882
2001-03-05,80.94918946010006
2001-03-06,82.96466559048072
2001-03-07,82.81585903864786
2001-03-08,81.14466910621431
2001-03-09,79.28924276710167
2001-03-12,75.63371180018056
2001-03-13,76.3125889859985
2001-03-14,72.90468759291234
2001-03-15,72.48548129835955
2001-03-16,71.73737792205017
2001-03-19,73.12622158192195
2001-03-20,74.57810028144401
2001-03-21,71.59550560055428
2001-03-22,69.39221274440442
2001-03-23,73.03356944230566
2001-03-26,76.21419700452589
2001-03-27,74.63397719822026
2001-03-28,72.33846135461941
2001-03-29,70.45845493807016
2001-03-30,70.81124793393865
2001-04-02,69.48714651475316
2001-04-03,67.43803481553297
2001-04-04,69.17404837416991
2001-04-05,73.57066516183143
2001-04-06,74.18919992885702
2001-04-09,73.1681906488487
2001-04-10,74.80780080183006
2001-04-11,74.76011856821475
2001-04-12,75.24437630824745
2001-04-13,75.90598538965921
2001-04-16,75.11281020367446
2001-04-17,74.16518434306843
2001-04-18,75.66969189926513
2001-04-19,77.48439965073835
2001-04-20,78.20817550485303
2001-04-23,76.23986601398249
2001-04-24,76.9746207038266
2001-04-25,76.69871912631812
2001-04-26,77.46535493821398
2001-04-27,77.0922137895047
2001-04-30,76.56925564444794
2001-05-01,76.9624094452063
2001-05-02,78.30278811738638
2001-05-03,79.1066422751664
2001-05-04,83.68178743353765
2001-05-07,83.75726648296046
