Date,PERU GROWTH
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,102.13078505218694
2001-01-03,102.08260751892533
2001-01-04,100.66655967306681
2001-01-05,100.8532352274836
2001-01-08,102.11296542230124
2001-01-09,98.98795177240558
2001-01-10,98.47201241569431
2001-01-11,97.68527240605032
2001-01-12,96.69831147429628
2001-01-15,96.65710480747482
2001-01-16,98.11772035018755
2001-01-17,97.91350012841657
2001-01-18,99.12630698579463
2001-01-19,97.85118982129029
2001-01-22,100.24316129261194
2001-01-23,103.29908582853257
2001-01-24,103.17476126505753
2001-01-25,103.8669147539673
2001-01-26,104.39054074106856
2001-01-29,105.46132122090462
2001-01-30,111.46966796066936
2001-01-31,111.90377679178921
2001-02-01,112.94833979175607
2001-02-02,113.98056067586037
2001-02-05,113.38294467300666
2001-02-06,112.92520659733792
2001-02-07,112.67283470848615
2001-02-08,112.43593740802991
2001-02-09,112.41485704299122
2001-02-12,110.64793603347314
2001-02-13,110.18193004042622
2001-02-14,110.54667913119366
2001-02-15,110.77863678010132
2001-02-16,111.57196008100944
2001-02-19,110.61142519092301
2001-02-20,109.11590471929634
2001-02-21,109.87483107862471
2001-02-22,111.11511327009457
2001-02-23,110.57816407871158
2001-02-26,112.57301315556624
2001-02-27,113.85830073373673
2001-02-28,113.23663647979724
2001-03-01,110.98773114357556
2001-03-02,110.33546686463015
2001-03-05,108.87945150688374
2001-03-06,108.03768161144716
2001-03-07,108.19355708486991
2001-03-08,109.89093308356372
2001-03-09,113.60005988284763
2001-03-12,113.64053487374241
2001-03-13,109.01106366456489
2001-03-14,106.30908986529855
2001-03-15,106.04001063981214
2001-03-16,106.66628147242413
2001-03-19,106.34422324406195
2001-03-20,104.59747764463597
2001-03-21,102.79043573911262
2001-03-22,104.88278723693607
2001-03-23,107.99035324574287
2001-03-26,108.36308090193988
2001-03-27,108.68899709061016
2001-03-28,107.75916555239029
2001-03-29,109.40784785750608
2001-03-30,109.1972816875831
2001-04-02,109.49262624793018
2001-04-03,107.90856890537756
2001-04-04,109.39101352777182
2001-04-05,108.58719411355709
2001-04-06,108.42325772245646
2001-04-09,105.56493438299019
2001-04-10,105.86906102325435
2001-04-11,100.88403928428274
2001-04-12,100.91252553002161
2001-04-13,100.91252553002161
2001-04-16,100.63013703789109
2001-04-17,98.61982073237814
2001-04-18,98.71519811010296
2001-04-19,99.84219312914136
2001-04-20,99.76505489286505
2001-04-23,100.14553207624454
2001-04-24,100.61571622251614
2001-04-25,99.3740320038621
2001-04-26,100.0925415519248
2001-04-27,103.17669352867196
2001-04-30,104.8795081194466
2001-05-01,104.95265605369086
2001-05-02,107.75955858604337
2001-05-03,108.49194793516791
2001-05-04,109.77320051591528
2001-05-07,109.48906509855601
