Date,CHILE GROWTH
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,100.26350867324423
2001-01-03,100.75767382205863
2001-01-04,101.85143011602162
2001-01-05,102.32138042641552
2001-01-08,101.6252111659412
2001-01-09,101.56992032073101
2001-01-10,101.87320201254926
2001-01-11,102.85733257694872
2001-01-12,103.47069665649306
2001-01-15,103.43750417542003
2001-01-16,103.8612854733364
2001-01-17,105.3050633712695
2001-01-18,106.73330875228066
2001-01-19,108.16944781001955
2001-01-22,108.92069396354968
2001-01-23,109.85638600963007
2001-01-24,109.19787730801959
2001-01-25,109.02089364151809
2001-01-26,108.46195520393377
2001-01-29,108.72688473374532
2001-01-30,109.32215094359651
2001-01-31,110.17271355313488
2001-02-01,110.42347639753999
2001-02-02,110.0146644855602
2001-02-05,109.56774261688356
2001-02-06,108.95001070358883
2001-02-07,108.33671929056521
2001-02-08,108.59816469798815
2001-02-09,107.88524879633529
2001-02-12,106.55372416675529
2001-02-13,106.77592089980952
2001-02-14,105.49148439964948
2001-02-15,105.77378461067646
2001-02-16,105.12784353056904
2001-02-19,104.96125502065074
2001-02-20,105.20635648006913
2001-02-21,104.02178324257504
2001-02-22,103.13528284599465
2001-02-23,102.04911874842304
2001-02-26,103.2226931791924
2001-02-27,103.01886552312665
2001-02-28,101.93209334844377
2001-03-01,102.03431187721289
2001-03-02,100.87786761471963
2001-03-05,99.7509131493462
2001-03-06,100.16775657077335
2001-03-07,101.5274860610502
2001-03-08,102.42017806891072
2001-03-09,101.8371234548736
2001-03-12,100.79656410907725
2001-03-13,101.55574324857211
2001-03-14,102.06007050331645
2001-03-15,101.52762228144034
2001-03-16,100.4638238291185
2001-03-19,100.50113587393992
2001-03-20,100.93162178976692
2001-03-21,100.05126918001386
2001-03-22,98.27007039322575
2001-03-23,98.04035119270651
2001-03-26,98.98445034511222
2001-03-27,98.98153577650324
2001-03-28,98.75326779616748
2001-03-29,97.88774365970954
2001-03-30,98.12060677341636
2001-04-02,97.86684560737957
2001-04-03,96.2459057990513
2001-04-04,96.35913436465546
2001-04-05,97.45747067258166
2001-04-06,97.12674930901177
2001-04-09,97.29163075005228
2001-04-10,97.08270321047202
2001-04-11,97.60619072623635
2001-04-12,97.11752382569264
2001-04-13,97.11752382569264
2001-04-16,96.87488011213804
2001-04-17,97.35190789095373
2001-04-18,98.71132309863194
2001-04-19,100.62198440889468
2001-04-20,99.83125954683449
2001-04-23,99.31041783491763
2001-04-24,99.46217333560905
2001-04-25,99.17662884510456
2001-04-26,99.93985099750975
2001-04-27,101.76470423035836
2001-04-30,102.08422274641443
2001-05-01,101.5745237063225
2001-05-02,102.57807844523562
2001-05-03,102.10025849818581
2001-05-04,103.8115926220182
2001-05-07,104.67633995177249
