Date,QATAR GROWTH
2014-05-30,1000.0
2014-06-02,971.5035760390346
2014-06-03,940.2359198300584
2014-06-04,931.2711312718156
2014-06-05,942.4396956973023
2014-06-06,942.413808408412
2014-06-09,895.0566136816607
2014-06-10,888.8076514639048
2014-06-11,883.0909349692226
2014-06-12,891.7877374817662
2014-06-13,891.7754900054912
2014-06-16,858.175808388962
2014-06-17,862.4769276836563
2014-06-18,867.8515346633701
2014-06-19,852.8668355250574
2014-06-20,852.8668355250574
2014-06-23,837.7842004119295
2014-06-24,841.4208158351767
2014-06-25,829.2686236917153
2014-06-26,795.1897418948289
2014-06-27,795.1897418948289
2014-06-30,754.1699763798266
2014-07-01,820.2388006583379
2014-07-02,845.7649389375922
2014-07-03,834.6428583570255
2014-07-04,834.65432118452
2014-07-07,825.6677871638551
2014-07-08,849.118084057899
2014-07-09,860.4549497308267
2014-07-10,888.4574963423604
2014-07-11,888.4574963423602
2014-07-14,886.3825927056748
2014-07-15,886.7734839215626
2014-07-16,897.7726033864999
2014-07-17,902.0147644002224
2014-07-18,902.0147644002226
2014-07-21,892.2865082072063
2014-07-22,907.691934833892
2014-07-23,908.1572552779169
2014-07-24,878.1982359491268
2014-07-25,878.1982359491268
2014-07-28,870.2025961730254
2014-07-29,870.2384463211786
2014-07-30,870.2384463211786
2014-07-31,870.2384463211786
2014-08-01,870.2384463211786
2014-08-04,875.6550631863967
2014-08-05,887.8487131516547
2014-08-06,882.1088227173944
2014-08-07,882.7505048164858
2014-08-08,882.7505048164858
2014-08-11,883.1300731973356
2014-08-12,893.5162160372203
2014-08-13,929.0329916101251
2014-08-14,919.2778985622472
2014-08-15,919.2526526913066
2014-08-18,932.1986965981978
2014-08-19,934.9199354172158
2014-08-20,936.9583080195891
2014-08-21,945.0787845345333
2014-08-22,945.0139002328546
2014-08-25,947.9932118125762
2014-08-26,950.7809016228289
2014-08-27,937.6317989560109
2014-08-28,881.0016998023086
2014-08-29,881.0379928526686
2014-09-01,921.5894950537727
2014-09-02,927.0296050047739
2014-09-03,928.8200074389244
2014-09-04,940.5661036081596
2014-09-05,940.5661036081596
2014-09-08,935.5242797426304
2014-09-09,938.9243401773639
2014-09-10,934.3118374386985
2014-09-11,941.9777994678225
2014-09-12,941.9777994678225
2014-09-15,944.1339666973462
2014-09-16,941.4430772015072
2014-09-17,946.7745609473216
2014-09-18,963.2027689572817
2014-09-19,963.2027689572819
2014-09-22,945.9070199535981
2014-09-23,937.4192454934162
2014-09-24,931.3474702627769
2014-09-25,927.9121039932834
2014-09-26,927.9121039932834
2014-09-29,926.2214514642606
2014-09-30,922.9664277356384
2014-10-01,925.5026161607791
2014-10-02,935.4927102060326
2014-10-03,935.4798658537443
2014-10-06,935.4798658537443
2014-10-07,935.4541782072597
2014-10-08,935.4541782072597
2014-10-09,935.4541782072597
2014-10-10,935.4670218541584
2014-10-13,902.9322766322476
2014-10-14,913.7883903581723
2014-10-15,906.6099379810945
2014-10-16,879.723291046314
2014-10-17,879.7112122445366
2014-10-20,868.1857027045888
2014-10-21,879.6787185067965
2014-10-22,901.8834357416573
2014-10-23,911.8835095177336
2014-10-24,911.9335930564074
2014-10-27,914.1139318447689
2014-10-28,918.1279232721049
2014-10-29,925.677611010863
2014-10-30,908.1707047550484
2014-10-31,908.1332960676176
2014-11-03,932.1892832739684
2014-11-04,930.7225002712296
2014-11-05,902.863210107512
2014-11-06,905.6671149188329
2014-11-07,905.6671149188329
2014-11-10,918.3467254628453
2014-11-11,918.0133870550237
2014-11-12,914.6056257467826
2014-11-13,915.5650627571173
2014-11-14,915.5399212673321
2014-11-17,919.4267578016309
2014-11-18,922.4711769448569
2014-11-19,933.3196698598326
2014-11-20,932.8463409602028
2014-11-21,932.8463409602028
2014-11-24,917.6624210741627
2014-11-25,909.7710711077807
2014-11-26,914.9600648126262
2014-11-27,901.115924842413
2014-11-28,901.0911760494869
2014-12-01,862.1679872617028
2014-12-02,849.6934881880853
2014-12-03,828.9709953466172
2014-12-04,838.2966988839723
2014-12-05,838.250660127409
2014-12-08,832.8964327593004
2014-12-09,818.9358147035665
