Date,INDIA GROWTH
2000-12-29,100.0
2001-01-01,97.90246612305143
2001-01-02,98.73241061041043
2001-01-03,98.44480849844562
2001-01-04,103.73630913294923
2001-01-05,106.42461919227691
2001-01-08,103.77608739697224
2001-01-09,105.1046797740038
2001-01-10,102.48475946955497
2001-01-11,100.31155182252554
2001-01-12,100.98083906205356
2001-01-15,101.6369477156096
2001-01-16,102.08014867085261
2001-01-17,103.52213603461206
2001-01-18,104.48055658710028
2001-01-19,109.12512925199229
2001-01-22,109.86831428789246
2001-01-23,109.35195990814616
2001-01-24,109.91279310022698
2001-01-25,109.48989064929098
2001-01-26,109.513446994095
2001-01-29,107.16320986889065
2001-01-30,111.25127387211299
2001-01-31,109.68372981129318
2001-02-01,108.20837095817036
2001-02-02,108.94572078727123
2001-02-05,108.07608756914254
2001-02-06,108.85382520295185
2001-02-07,106.88690122735042
2001-02-08,108.59470220557205
2001-02-09,108.27702930671448
2001-02-12,108.90256778222427
2001-02-13,107.30384740398365
2001-02-14,106.34577355782716
2001-02-15,109.48531684340915
2001-02-16,106.56428602508679
2001-02-19,107.06225033907084
2001-02-20,106.74252839292242
2001-02-21,104.46566005154783
2001-02-22,102.40766093772301
2001-02-23,99.02561462726733
2001-02-26,98.26694156771745
2001-02-27,96.01158087676652
2001-02-28,104.51924580750413
2001-03-01,101.74689368022383
2001-03-02,95.49753003516348
2001-03-05,93.04732817913892
2001-03-06,93.13488212274224
2001-03-07,95.91441988948282
2001-03-08,96.26158859102314
2001-03-09,91.38301914307061
2001-03-12,86.87405386341105
2001-03-13,82.38114062514498
2001-03-14,87.35804698704098
2001-03-15,90.05892831790217
2001-03-16,89.1169580455768
2001-03-19,87.73723791125349
2001-03-20,86.82896002755837
2001-03-21,88.8197452965866
2001-03-22,87.02153171760887
2001-03-23,85.25538649889697
2001-03-26,85.54078622927162
2001-03-27,87.62867477226726
2001-03-28,90.29877000970926
2001-03-29,88.62838029052593
2001-03-30,85.1101471388463
2001-04-02,84.59376955493855
2001-04-03,85.40726152541323
2001-04-04,84.04931667854443
2001-04-05,84.04931667854443
2001-04-06,84.18673565425973
2001-04-09,83.32878380189783
2001-04-10,82.29652197063436
2001-04-11,76.89678971486019
2001-04-12,73.35508195472914
2001-04-13,73.35508195472914
2001-04-16,74.50504285472923
2001-04-17,75.97680784835435
2001-04-18,80.07230263741793
2001-04-19,82.54097752349156
2001-04-20,84.56852949979215
2001-04-23,83.89461331235186
2001-04-24,84.60848946764284
2001-04-25,83.98570876842453
2001-04-26,82.09956717896375
2001-04-27,78.95212960309668
2001-04-30,82.65117799243161
2001-05-01,82.65117799243161
2001-05-02,83.43658116075359
2001-05-03,83.1769370550533
2001-05-04,83.71703609166097
2001-05-07,84.96700947738272
2001-05-08,85.63568114487863
2001-05-09,85.03680698751698
2001-05-10,83.91274335074007
2001-05-11,83.66948793411284
2001-05-14,83.44688296452306
2001-05-15,83.37466594162284
