Date,SOUTH AFRICA GROWTH
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,97.52612355181348
2001-01-03,95.18137465326451
2001-01-04,98.66544957438384
2001-01-05,98.57811487802857
2001-01-08,97.43875159837904
2001-01-09,95.02613188972606
2001-01-10,93.34348524435923
2001-01-11,95.15039335879757
2001-01-12,97.04461621806865
2001-01-15,99.7461594765155
2001-01-16,98.22925157170003
2001-01-17,98.72593701635782
2001-01-18,97.64112638721942
2001-01-19,97.2953603859264
2001-01-22,96.06188470614994
2001-01-23,97.3205837142798
2001-01-24,97.68098264347937
2001-01-25,99.3150251009191
2001-01-26,98.85393905179167
2001-01-29,100.64952604606042
2001-01-30,103.04245771151587
2001-01-31,102.93058085423974
2001-02-01,103.84831009127304
2001-02-02,102.26513101918991
2001-02-05,102.0099360414448
2001-02-06,102.75970233901255
2001-02-07,99.27262339957161
2001-02-08,99.30746277854932
2001-02-09,99.95645092180415
2001-02-12,100.79928483379177
2001-02-13,99.21793495839073
2001-02-14,96.72679330613366
2001-02-15,98.03516496068153
2001-02-16,96.16408939057602
2001-02-19,98.19214612535389
2001-02-20,97.73387128129791
2001-02-21,95.55357896010204
2001-02-22,94.45221800603491
2001-02-23,92.32847959534958
2001-02-26,94.48350875856956
2001-02-27,97.29717008922562
2001-02-28,95.38081401300948
2001-03-01,94.90549153850944
2001-03-02,94.31825536629741
2001-03-05,94.64568938541338
2001-03-06,93.5973504814155
2001-03-07,92.70871371643146
2001-03-08,94.70073997597943
2001-03-09,93.549667327217
2001-03-12,93.36365402892272
2001-03-13,92.33611713774434
2001-03-14,88.52160775104937
2001-03-15,88.0682867271665
2001-03-16,85.06462125189071
2001-03-19,86.01896192122692
2001-03-20,87.06996132649648
2001-03-21,86.97350272827661
2001-03-22,85.39902290101449
2001-03-23,85.60434028831185
2001-03-26,87.6224751602068
2001-03-27,87.01530181639951
2001-03-28,85.408267701539
2001-03-29,83.75602693072508
2001-03-30,81.79210059876986
2001-04-02,80.50837220672815
2001-04-03,78.72406089096346
2001-04-04,79.71586375939371
2001-04-05,81.65897768841243
2001-04-06,81.25398390977838
2001-04-09,82.67141399799691
2001-04-10,85.02917639867401
2001-04-11,87.21606873936665
2001-04-12,87.47652602491941
2001-04-13,87.47652602491941
2001-04-16,87.28043916708023
2001-04-17,86.73709880637598
2001-04-18,88.46664515860137
2001-04-19,89.02653568001877
2001-04-20,88.74299040785243
2001-04-23,87.68549020197386
2001-04-24,88.72630734108898
2001-04-25,89.82964910725258
2001-04-26,91.65796983001701
2001-04-27,92.2611717624615
2001-04-30,93.71895550364496
2001-05-01,93.81259252675339
2001-05-02,91.43746530302735
2001-05-03,90.46334121366218
2001-05-04,91.68532740017564
2001-05-07,93.15810546071374
