Date,MEXICO GROWTH
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,98.22843243066114
2001-01-03,104.18193373392164
2001-01-04,110.55010487825818
2001-01-05,106.75321283166859
2001-01-08,107.51810326742681
2001-01-09,106.73389710151599
2001-01-10,103.81342743512955
2001-01-11,105.89109131893416
2001-01-12,106.75337000601756
2001-01-15,106.88667090292854
2001-01-16,106.7553703000845
2001-01-17,109.07774534963605
2001-01-18,111.23384670022783
2001-01-19,113.39257197835364
2001-01-22,113.20136851797207
2001-01-23,115.21435525595848
2001-01-24,113.49199101553168
2001-01-25,112.01819274045668
2001-01-26,115.29409090644361
2001-01-29,116.75227999506119
2001-01-30,119.0886800071307
2001-01-31,118.07199610243653
2001-02-01,118.38012796154257
2001-02-02,117.68321824237177
2001-02-05,117.40638735312864
2001-02-06,117.56385988978569
2001-02-07,115.82321587214459
2001-02-08,117.2702874002575
2001-02-09,118.07199416111168
2001-02-12,119.314250639859
2001-02-13,116.8637799646479
2001-02-14,115.23944648055756
2001-02-15,116.20181685251364
2001-02-16,115.87147799201884
2001-02-19,116.40185082316178
2001-02-20,113.50951895578683
2001-02-21,107.7902505965328
2001-02-22,106.99557284411915
2001-02-23,106.87035279978475
2001-02-26,109.09134505226588
2001-02-27,108.9790340764732
2001-02-28,108.16505592878738
2001-03-01,107.96493305357234
2001-03-02,107.51240676349316
2001-03-05,107.48311582235914
2001-03-06,110.65386414665448
2001-03-07,111.19772188184649
2001-03-08,112.8003499112017
2001-03-09,110.89944572533088
2001-03-12,104.44122273712266
2001-03-13,105.63240448572037
2001-03-14,103.90647298725136
2001-03-15,102.80564871870398
2001-03-16,103.27838064767809
2001-03-19,106.52326153932871
2001-03-20,102.00315227903498
2001-03-21,102.18539648174055
2001-03-22,99.61467793501726
2001-03-23,97.21178005729202
2001-03-26,97.77219408983738
2001-03-27,99.45528279770505
2001-03-28,98.07445298669496
2001-03-29,96.61182635499355
2001-03-30,98.66469292393191
2001-04-02,100.22154108723855
2001-04-03,98.04943005996218
2001-04-04,97.7869761988821
2001-04-05,100.71641363811182
2001-04-06,101.22340438906166
2001-04-09,102.28728586193698
2001-04-10,108.05403626662617
2001-04-11,109.02097833834138
2001-04-12,108.6702406064218
2001-04-13,108.6702406064218
2001-04-16,107.19246632865067
2001-04-17,110.25752473324472
2001-04-18,112.15858115501143
2001-04-19,106.93244902483532
2001-04-20,105.34446476269696
2001-04-23,105.97957585935544
2001-04-24,107.62933958339106
2001-04-25,107.95236310230169
2001-04-26,111.17527493261426
2001-04-27,111.1044133649772
2001-04-30,111.84706060733073
2001-05-01,111.81079372645932
2001-05-02,114.9812088469988
2001-05-03,115.3367220730184
2001-05-04,115.0512020058984
2001-05-07,115.15852162048046
