Date,BRIC IMI VALUE
1998-12-31,142.14471195540804
1999-01-01,142.14471195540804
1999-01-04,142.22796709766862
1999-01-05,143.3346638097579
1999-01-06,146.31963419577409
1999-01-07,144.61262325215688
1999-01-08,146.84027423565186
1999-01-11,144.68322537739502
1999-01-12,139.14787714483396
1999-01-13,126.25597497580235
1999-01-14,120.6424265898926
1999-01-15,128.48724337916556
1999-01-18,123.84189587685279
1999-01-19,125.53050622900017
1999-01-20,128.4964117822626
1999-01-21,121.96529015657096
1999-01-22,119.86703012189255
1999-01-25,116.92268889654352
1999-01-26,118.86406633815794
1999-01-27,118.55805705136255
1999-01-28,118.78358713761902
1999-01-29,117.29642306828188
1999-02-01,125.48243895711153
1999-02-02,129.34955366215766
1999-02-03,128.13252647005444
1999-02-04,127.91702531350761
1999-02-05,123.9921926433012
1999-02-08,123.32582478842026
1999-02-09,123.07140755573343
1999-02-10,125.46295325458848
1999-02-11,127.98270781441666
1999-02-12,128.13522617555572
1999-02-15,128.1772438950615
1999-02-16,129.68372645061268
1999-02-17,128.42163870693003
1999-02-18,127.87063513105794
1999-02-19,129.33989934689941
1999-02-22,128.7873343245197
1999-02-23,127.06830143784413
1999-02-24,126.07093425927337
1999-02-25,122.59836709995649
1999-02-26,124.16769679701912
1999-03-01,124.6192897227372
1999-03-02,124.53593740054062
1999-03-03,126.2399274765151
1999-03-04,129.95970010378147
1999-03-05,133.70952856601474
1999-03-08,134.797535147503
1999-03-09,137.46828095025086
1999-03-10,138.51811113380367
1999-03-11,136.1791643637016
1999-03-12,134.56676299981964
1999-03-15,139.99661365039316
1999-03-16,141.7501519596044
1999-03-17,140.94445778062078
1999-03-18,144.68947051767793
1999-03-19,147.08912646882231
1999-03-22,146.6745226490218
1999-03-23,145.95570596890303
1999-03-24,144.17399882130167
1999-03-25,150.38843713252808
1999-03-26,150.30666634293377
1999-03-29,151.5618669154334
1999-03-30,154.35962758789148
1999-03-31,156.31083841368286
1999-04-01,155.48667712347205
1999-04-02,155.9701763668283
1999-04-05,156.31763961694958
1999-04-06,157.02727920741034
1999-04-07,158.2768172737066
1999-04-08,157.3886825681742
1999-04-09,156.00658927692285
1999-04-12,156.13163018533146
1999-04-13,156.50108680355376
1999-04-14,157.23009459446743
1999-04-15,158.73293726905726
1999-04-16,164.12665200011378
1999-04-19,162.08808235142595
1999-04-20,156.53015236551738
1999-04-21,158.12420186044713
1999-04-22,159.56262541938
1999-04-23,159.9811589516419
1999-04-26,155.73832110240772
1999-04-27,154.32201472365
1999-04-28,158.53492388987368
1999-04-29,163.10222056188167
1999-04-30,165.80897844894878
1999-05-03,167.9664761793601
1999-05-04,168.659818929766
1999-05-05,174.4000613394335
1999-05-06,178.67847440460415
1999-05-07,183.34827227103992
1999-05-10,186.86706616763308
1999-05-11,188.22289491192336
1999-05-12,183.3736682733054
1999-05-13,190.31616253697223
1999-05-14,190.09586444173553
1999-05-17,189.92467107841765
1999-05-18,194.06327768277714
1999-05-19,194.26681512615457
1999-05-20,191.50444286421978
1999-05-21,186.07020635753972
1999-05-24,180.6508003674141
1999-05-25,175.69181802311692
1999-05-26,182.0157282243332
1999-05-27,177.38210841321796
1999-05-28,174.49810644975304
1999-05-31,180.15185869878772
1999-06-01,177.1344567517157
1999-06-02,179.35166374484842
1999-06-03,181.57970696395049
1999-06-04,185.9034682123384
1999-06-07,185.39775363754697
1999-06-08,183.96136992794257
1999-06-09,183.46289725267752
1999-06-10,184.17225481913434
1999-06-11,183.4187612077151
1999-06-14,183.07590730722077
1999-06-15,182.71975913471232
1999-06-16,191.48052388730454
1999-06-17,193.29907719374083
1999-06-18,192.9516411098686
1999-06-21,197.32555871672704
