Date,EM LATIN AMERICA IMI VALUE
1998-12-31,154.99241814470776
1999-01-01,155.0095347727248
1999-01-04,153.67804780912834
1999-01-05,153.89910536940488
1999-01-06,156.15704606101514
1999-01-07,153.40313722850837
1999-01-08,153.30940747412203
1999-01-11,149.3745466099821
1999-01-12,143.35039467292538
1999-01-13,129.8870370251072
1999-01-14,126.14547979800886
1999-01-15,139.67087007715793
1999-01-18,136.28542337365892
1999-01-19,138.17544590901622
1999-01-20,142.65539416874242
1999-01-21,135.22049533758621
1999-01-22,134.07862992247803
1999-01-25,132.78702056163877
1999-01-26,134.5675146829295
1999-01-27,135.19146123020795
1999-01-28,138.43332677800038
1999-01-29,138.29612307126845
1999-02-01,146.03023781238235
1999-02-02,148.88291066538716
1999-02-03,148.23968512551016
1999-02-04,148.57935603232627
1999-02-05,146.69740737883916
1999-02-08,146.60713496044303
1999-02-09,145.0968098261101
1999-02-10,146.3168312521392
1999-02-11,149.4008564161046
1999-02-12,149.48177458975118
1999-02-15,150.38271554936972
1999-02-16,151.918444999593
1999-02-17,149.66645178997578
1999-02-18,149.88498629635126
1999-02-19,153.33116481073287
1999-02-22,153.96601238211636
1999-02-23,152.7063545237752
1999-02-24,152.11060142092433
1999-02-25,149.29941763170683
1999-02-26,151.4014288795647
1999-03-01,150.1491906507748
1999-03-02,148.9748597268085
1999-03-03,149.71768623375834
1999-03-04,155.45644053868426
1999-03-05,158.9011932508856
1999-03-08,160.78859368477
1999-03-09,163.6145943523983
1999-03-10,166.77495092681912
1999-03-11,167.06592331490305
1999-03-12,165.6303024225859
1999-03-15,170.3051494468919
1999-03-16,173.1317745077607
1999-03-17,171.71140594555723
1999-03-18,174.95484709249087
1999-03-19,175.107875561716
1999-03-22,173.40335586082375
1999-03-23,171.4045507214374
1999-03-24,173.67922807630262
1999-03-25,179.0107862939174
1999-03-26,180.96054023127786
1999-03-29,183.68378450680382
1999-03-30,185.48016630962928
1999-03-31,186.88550524879153
1999-04-01,186.96045071934466
1999-04-02,187.55485743667484
1999-04-05,193.12181327565384
1999-04-06,194.59260452440137
1999-04-07,195.8646052332656
1999-04-08,196.9472660121523
1999-04-09,197.74672279431067
1999-04-12,197.69849687490196
1999-04-13,198.9160117987392
1999-04-14,199.69064252041682
1999-04-15,206.3834236616241
1999-04-16,210.7936446619519
1999-04-19,212.4931184870249
1999-04-20,207.04583608947084
1999-04-21,206.96319488921694
1999-04-22,210.60677541592688
1999-04-23,210.2402429418785
1999-04-26,207.7498857228501
1999-04-27,205.58981750760867
1999-04-28,210.4453402547884
1999-04-29,213.794194451041
