Date,EM (EMERGING MARKETS) IMI VALUE
1998-12-31,259.2450752656266
1999-01-01,259.25545813650507
1999-01-04,260.7004406086599
1999-01-05,263.36873605653244
1999-01-06,270.2438398403166
1999-01-07,272.7191779948299
1999-01-08,273.89276326291264
1999-01-11,271.8297466071452
1999-01-12,265.93004771107724
1999-01-13,249.4381617451961
1999-01-14,244.15831078370633
1999-01-15,254.47692068322095
1999-01-18,255.44782099660256
1999-01-19,255.96720069761125
1999-01-20,260.04754540173906
1999-01-21,253.15146350501152
1999-01-22,247.93550241365207
1999-01-25,243.77112890648755
1999-01-26,245.95463189237645
1999-01-27,251.16443291710434
1999-01-28,253.32260406915785
1999-01-29,253.87916122032505
1999-02-01,259.3772453221215
1999-02-02,258.0395593808041
1999-02-03,256.7881604849793
1999-02-04,256.2562950393017
1999-02-05,254.24147008630223
1999-02-08,256.6271508287677
1999-02-09,252.3715173411776
1999-02-10,253.4762287270004
1999-02-11,256.8878059467624
1999-02-12,260.1539103362967
1999-02-15,260.6541717086272
1999-02-16,263.9997391894175
1999-02-17,262.04760565780725
1999-02-18,261.54093760828965
1999-02-19,263.2071837683851
1999-02-22,266.38924827790066
1999-02-23,265.828262077715
1999-02-24,266.33220578569376
1999-02-25,263.772528039229
1999-02-26,267.4157674377505
1999-03-01,268.6720591227801
1999-03-02,268.763151801555
1999-03-03,272.0266358848669
1999-03-04,275.3790197006396
1999-03-05,278.60752798088646
1999-03-08,282.9218538083359
1999-03-09,285.1900985674954
1999-03-10,285.44334970589586
1999-03-11,289.1434418112848
1999-03-12,287.46710917962065
1999-03-15,291.20877294198766
1999-03-16,294.482476327449
1999-03-17,293.1827657323147
1999-03-18,294.81976061458073
1999-03-19,300.23979226019384
1999-03-22,299.9359978885553
1999-03-23,298.3212765647067
1999-03-24,296.46270099434906
1999-03-25,302.59771629493804
1999-03-26,306.0830220448952
1999-03-29,306.81478981574526
1999-03-30,309.13836670647277
1999-03-31,309.13675088840245
1999-04-01,311.1168886589023
1999-04-02,314.5088989388407
1999-04-05,318.1646302316995
1999-04-06,319.7504886244934
1999-04-07,320.8932126017615
1999-04-08,321.4797972489381
1999-04-09,322.8126698625107
1999-04-12,319.924260819647
1999-04-13,322.51120553159285
1999-04-14,326.189152663531
1999-04-15,335.82231592143876
1999-04-16,345.3720352136927
1999-04-19,354.214905403989
1999-04-20,351.79984846924935
1999-04-21,348.44889695434296
1999-04-22,350.79057179999944
1999-04-23,352.135208044661
1999-04-26,353.5108316356215
1999-04-27,351.7956783992352
1999-04-28,355.58733755593363
1999-04-29,356.636545442435
1999-04-30,361.98208054841
1999-05-03,366.5809314756838
1999-05-04,371.31327134292945
1999-05-05,370.89855937415587
1999-05-06,375.2946181487482
1999-05-07,376.7494439811903
1999-05-10,379.21202210103286
1999-05-11,378.70884065389043
1999-05-12,372.9633535394133
1999-05-13,375.86027594958676
1999-05-14,374.21215197520183
1999-05-17,372.3318226859199
1999-05-18,376.57043294174
1999-05-19,374.30363010111734
1999-05-20,372.1767144180501
1999-05-21,370.7110729650842
1999-05-24,363.47336630021033
1999-05-25,355.6966271569642
1999-05-26,363.4814809438814
1999-05-27,361.2206772805675
1999-05-28,359.4088510683767
1999-05-31,362.6029838650513
1999-06-01,363.30950853552076
1999-06-02,368.06742066101657
1999-06-03,370.9033059988016
1999-06-04,377.94855007166854
1999-06-07,384.9468847987215
1999-06-08,383.9967645763073
1999-06-09,381.10121154081423
1999-06-10,383.55272318409044
1999-06-11,383.542555858722
1999-06-14,382.55243296094613
1999-06-15,381.6311622681807
1999-06-16,392.9298527791704
1999-06-17,396.3363285800296
1999-06-18,395.45866258834315
1999-06-21,405.32954790895786
1999-06-22,407.25436524612167
1999-06-23,402.6502158665793
1999-06-24,397.96471506183184
1999-06-25,389.8035596523204
1999-06-28,396.3638717405589
1999-06-29,398.697097253172
1999-06-30,400.4636803844314
1999-07-01,408.9655684224914
1999-07-02,412.9880976258987
1999-07-05,419.23256553608854
1999-07-06,417.31616888856706
1999-07-07,418.11240195243954
1999-07-08,417.01977373649055
1999-07-09,419.3461330751408
1999-07-12,419.48268391106745
1999-07-13,414.3963705739515
1999-07-14,411.6053834730974
1999-07-15,412.2986571978463
1999-07-16,413.02821523074186
1999-07-19,416.2548369263263
1999-07-20,403.32225452253493
1999-07-21,397.26792916458385
1999-07-22,395.61680508309894
1999-07-23,387.45579773144533
1999-07-26,372.28698338474084
1999-07-27,375.26907697190387
1999-07-28,379.0449535108542
1999-07-29,374.74618282575403
1999-07-30,372.11129736982195
1999-08-02,368.0599589378783
1999-08-03,370.47057788830784
1999-08-04,367.48015289101704
1999-08-05,360.93835812632665
1999-08-06,358.4724014840551
1999-08-09,363.2745629310706
1999-08-10,361.26006627293907
1999-08-11,362.4298982278292
1999-08-12,365.78479305792723
1999-08-13,369.54963653824177
1999-08-16,372.4462264555406
1999-08-17,371.8167467210872
1999-08-18,369.7841269858749
1999-08-19,366.3231069401721
1999-08-20,369.0493479725322
1999-08-23,379.40366265305084
1999-08-24,380.69091483295233
1999-08-25,388.9145713673942
1999-08-26,386.6639900949483
1999-08-27,383.9098877139428
1999-08-30,382.2018343121768
1999-08-31,376.56387331469494
1999-09-01,373.77371641207117
1999-09-02,367.2305575181761
1999-09-03,371.4960756412684
1999-09-06,376.976789191642
1999-09-07,373.8933701061472
1999-09-08,371.43101201321514
1999-09-09,375.22713927738437
1999-09-10,382.00149258604546
1999-09-13,385.58981588355374
1999-09-14,383.8684081164163
1999-09-15,380.5312045036192
1999-09-16,374.2792032320375
1999-09-17,375.1279798374252
1999-09-20,376.99411708496973
1999-09-21,373.108897000627
1999-09-22,371.2449979382826
1999-09-23,372.2583441730102
1999-09-24,370.8682780888077
1999-09-27,370.675865866601
1999-09-28,369.3710240840657
1999-09-29,363.47430916270775
1999-09-30,357.9990303289873
1999-10-01,357.324963503279
1999-10-04,357.81795294884546
1999-10-05,357.20439672385834
1999-10-06,359.33947047094784
1999-10-07,363.0988486352601
1999-10-08,366.9855547574769
1999-10-11,368.00174138709997
1999-10-12,365.91730828734075
1999-10-13,360.0331447661695
1999-10-14,359.7064413575734
1999-10-15,351.0282979681473
1999-10-18,347.9358169705302
1999-10-19,350.9520945693966
1999-10-20,357.00473843732385
1999-10-21,353.538118367437
1999-10-22,359.75968872662344
1999-10-25,358.7145275096762
1999-10-26,361.1839585859491
1999-10-27,361.7901631808784
1999-10-28,365.6282754379416
1999-10-29,367.99041358974614
1999-11-01,371.1016680311527
1999-11-02,374.80856297153895
1999-11-03,378.68636697353656
1999-11-04,384.420767606045
1999-11-05,387.8776138467345
1999-11-08,389.3929850575337
1999-11-09,391.33871721011695
1999-11-10,391.11537643557915
1999-11-11,394.087644401275
1999-11-12,397.77787017255463
1999-11-15,399.14448519634027
1999-11-16,400.7551581996922
1999-11-17,393.87333726561155
1999-11-18,399.7505515474069
1999-11-19,404.65821954217677
1999-11-22,404.43540723376157
1999-11-23,404.96911368089394
1999-11-24,409.086674200423
1999-11-25,410.84585980833407
1999-11-26,411.9188544729164
1999-11-29,414.8907387145748
1999-11-30,414.79640152502367
1999-12-01,417.2854593192926
1999-12-02,424.9187676956425
1999-12-03,427.4407485145238
1999-12-06,421.32321072087353
1999-12-07,419.26145198792454
1999-12-08,419.068255556622
1999-12-09,423.58418468495006
1999-12-10,431.6104433772464
1999-12-13,437.7554030500436
1999-12-14,436.91804944603024
1999-12-15,437.1171219513745
1999-12-16,432.21383911919395
1999-12-17,440.2559167544995
1999-12-20,445.2792590639259
1999-12-21,444.1614788108108
1999-12-22,446.2035891756898
1999-12-23,442.48057169667715
1999-12-24,445.27584427968713
1999-12-27,449.5693106128973
1999-12-28,454.28046766710725
1999-12-29,458.3127910502332
1999-12-30,463.2366490869589
1999-12-31,464.97835531131966
2000-01-03,463.5049098728663
2000-01-04,464.0301808236276
2000-01-05,457.0244314613282
2000-01-06,451.92442716302327
2000-01-07,461.2082683264584
2000-01-10,473.88349237230307
2000-01-11,466.66259851743047
2000-01-12,470.7187707086494
2000-01-13,478.5722210543802
2000-01-14,490.7642112554137
2000-01-17,498.91383909198106
2000-01-18,496.46035740272606
2000-01-19,485.72556215704475
2000-01-20,486.825434353326
2000-01-21,483.9745870124184
2000-01-24,486.1429701562362
2000-01-25,475.2977444133722
2000-01-26,479.8941283411817
2000-01-27,488.7652573314867
2000-01-28,491.04255603794076
2000-01-31,486.18435416738043
2000-02-01,491.1287548321264
2000-02-02,492.34555629430923
2000-02-03,492.3374358251793
2000-02-04,499.8343536528057
2000-02-07,504.80155945896325
2000-02-08,503.02085298214735
2000-02-09,501.35337487505444
2000-02-10,503.3907739272077
2000-02-11,498.2973102109255
2000-02-14,490.62481720594667
2000-02-15,485.06506765670383
2000-02-16,485.1726482151193
2000-02-17,488.55518668161983
2000-02-18,482.0116310968335
2000-02-21,475.08060985138184
2000-02-22,456.4956513063084
2000-02-23,462.4137488769482
2000-02-24,465.2365354604762
2000-02-25,468.56987819047447
2000-02-28,467.0148907541865
2000-02-29,470.81939878152457
2000-03-01,477.2278660564719
2000-03-02,482.3929368591925
2000-03-03,483.6678290135471
2000-03-06,483.9738378306357
2000-03-07,486.40839487539375
2000-03-08,486.94410136204345
2000-03-09,482.7271946870986
2000-03-10,481.941414119907
2000-03-13,464.915133362831
2000-03-14,468.07505628445415
2000-03-15,461.91649360161273
2000-03-16,463.20396316357954
2000-03-17,467.8362494362432
2000-03-20,465.06554930035134
2000-03-21,470.68776165312556
2000-03-22,477.8954299886318
2000-03-23,478.1068940910812
2000-03-24,481.3811008136559
2000-03-27,484.7537740252302
2000-03-28,483.283098708597
2000-03-29,487.22027238897516
2000-03-30,476.9122842334384
2000-03-31,477.4440897222371
2000-04-03,473.37891425529483
2000-04-04,468.9742534799392
2000-04-05,460.7302188889009
2000-04-06,466.81443480888424
2000-04-07,473.8491122440023
2000-04-10,475.4063012973832
2000-04-11,467.3230579213528
2000-04-12,465.91023335295205
2000-04-13,460.2587546489771
2000-04-14,449.03271326945304
2000-04-17,426.40143795445414
2000-04-18,439.6470033395999
2000-04-19,440.9186204767323
2000-04-20,442.6751863644586
2000-04-21,444.46225305519795
2000-04-24,437.84110913057447
2000-04-25,448.4335866831241
2000-04-26,446.4528367575186
2000-04-27,448.183796365536
2000-04-28,456.1843335658735
2000-05-01,456.8267780493896
2000-05-02,456.0450522039763
2000-05-03,458.5512036542607
2000-05-04,456.59144810996094
2000-05-05,458.7941308728858
2000-05-08,454.71287087365056
2000-05-09,449.67507803593486
2000-05-10,441.1939009041184
2000-05-11,441.44123643113585
2000-05-12,438.3044415394182
2000-05-15,434.081020345404
2000-05-16,445.0080706692881
2000-05-17,446.67218819215356
2000-05-18,440.150315340784
2000-05-19,435.56447147123157
2000-05-22,418.8842979572876
2000-05-23,411.43317975847503
2000-05-24,412.7961485431041
2000-05-25,417.0865219941776
2000-05-26,407.00168966632043
2000-05-29,409.0681684013545
2000-05-30,416.9209054467393
2000-05-31,424.40392302884396
2000-06-01,425.59039984769544
2000-06-02,428.9924252145787
2000-06-05,432.88303787237606
2000-06-06,423.55385550324775
2000-06-07,425.3992843566101
2000-06-08,426.5484438158195
2000-06-09,432.4206781538458
2000-06-12,430.3495123037379
2000-06-13,423.49997615464844
2000-06-14,427.4302908965233
2000-06-15,425.1904760158353
2000-06-16,419.76406722312095
2000-06-19,417.8875155982831
2000-06-20,421.7952582701972
2000-06-21,425.16933705213046
2000-06-22,427.8630089915242
2000-06-23,427.3333859116758
2000-06-26,425.4231198947361
2000-06-27,423.83122031037857
2000-06-28,424.12505659371016
2000-06-29,416.5279457557429
2000-06-30,418.55106282248494
2000-07-03,425.8658298151111
2000-07-04,426.08620942868845
2000-07-05,427.24648222148727
2000-07-06,427.165209001553
2000-07-07,431.7122717269624
2000-07-10,433.12872951779406
2000-07-11,430.7970427687469
2000-07-12,435.05191075129335
2000-07-13,439.64058445691137
2000-07-14,441.00260619749554
2000-07-17,442.9354464598944
2000-07-18,438.1001642647598
2000-07-19,437.6894611951212
2000-07-20,435.17307568128155
2000-07-21,432.81593564897815
2000-07-24,426.5609036402432
2000-07-25,421.17766332609864
2000-07-26,420.3748508388194
2000-07-27,419.3667695912593
2000-07-28,421.1489201908669
2000-07-31,422.2968125346506
2000-08-01,424.0606121120431
2000-08-02,428.90085579083234
2000-08-03,432.86450035515713
2000-08-04,432.2728184017913
2000-08-07,428.5712015731472
2000-08-08,432.16634453740426
2000-08-09,437.6594288095294
2000-08-10,433.3276348496895
2000-08-11,437.2186285300701
2000-08-14,440.89142519081975
2000-08-15,436.257886526471
2000-08-16,439.31824567420256
2000-08-17,439.95314307849236
2000-08-18,439.75328806042654
2000-08-21,440.86231098970273
2000-08-22,444.57463590386516
