Date,EM LATIN AMERICA ex BRAZIL IMI VALUE
2014-08-01,6235.554620688877
2014-08-04,6287.821417046093
2014-08-05,6295.050183709904
2014-08-06,6285.174353409254
2014-08-07,6269.773613441635
2014-08-08,6242.6172571743255
2014-08-11,6341.13985024093
2014-08-12,6361.548859652216
2014-08-13,6376.8288511384535
2014-08-14,6382.007242091129
2014-08-15,6353.20885829375
2014-08-18,6397.517370968042
2014-08-19,6409.105475257928
2014-08-20,6434.568016889296
2014-08-21,6436.875018598173
2014-08-22,6413.556535149928
2014-08-25,6451.216164124342
2014-08-26,6450.275873178041
2014-08-27,6477.22117198859
2014-08-28,6462.4366391939175
2014-08-29,6509.794358638371
2014-09-01,6536.058999269248
2014-09-02,6561.71134451913
2014-09-03,6622.877262624482
2014-09-04,6695.778862137975
2014-09-05,6700.204717205512
2014-09-08,6701.74483574256
2014-09-09,6610.729958548405
2014-09-10,6593.273671461886
2014-09-11,6542.0295241691565
2014-09-12,6504.622479514154
2014-09-15,6513.666997095366
2014-09-16,6532.017817402421
2014-09-17,6567.705256888031
2014-09-18,6568.554732434093
2014-09-19,6585.42382865183
2014-09-22,6491.305509271111
2014-09-23,6401.918667669389
2014-09-24,6452.628764365477
2014-09-25,6412.660167587953
2014-09-26,6417.680120473061
2014-09-29,6389.976371946368
2014-09-30,6455.969004517893
2014-10-01,6373.908148151473
2014-10-02,6338.6233150030275
2014-10-03,6451.258217840294
2014-10-06,6489.3236824049145
2014-10-07,6416.98520630827
2014-10-08,6367.5879021881465
2014-10-09,6337.015573011993
2014-10-10,6232.839120894418
2014-10-13,6199.923356407182
2014-10-14,6213.59959565489
2014-10-15,6102.303824083612
2014-10-16,6069.230783309392
2014-10-17,6126.475283039865
2014-10-20,6127.4741434056405
2014-10-21,6241.9719221864825
2014-10-22,6248.239414058003
2014-10-23,6279.16763892501
2014-10-24,6284.494499497159
2014-10-27,6238.205107850286
2014-10-28,6278.612470172225
2014-10-29,6334.8412349292175
2014-10-30,6444.090054956203
2014-10-31,6510.136788756873
2014-11-03,6537.673399704564
2014-11-04,6458.883685145127
2014-11-05,6488.725421954723
2014-11-06,6498.521605306955
2014-11-07,6509.287354152985
2014-11-10,6483.880090144967
2014-11-11,6441.102756440352
2014-11-12,6385.996075974516
2014-11-13,6361.320288336494
2014-11-14,6336.116323687845
2014-11-17,6338.125592625967
2014-11-18,6325.698698824806
2014-11-19,6341.913911115596
2014-11-20,6354.502543193947
2014-11-21,6499.172502298998
2014-11-24,6465.810098607707
2014-11-25,6419.588330580949
2014-11-26,6372.414754388691
2014-11-27,6371.553470774216
2014-11-28,6257.964440902603
2014-12-01,6137.395229674447
2014-12-02,6080.138767267345
2014-12-03,6132.878657977377
2014-12-04,6024.465557132037
2014-12-05,6067.019391890602
2014-12-08,6005.969057763012
2014-12-09,5854.572903205877
2014-12-10,5700.050918997272
2014-12-11,5665.543063372144
2014-12-12,5584.627962853925
2014-12-15,5430.866759843691
2014-12-16,5369.802008491628
2014-12-17,5574.129955779507
2014-12-18,5834.3648761463355
2014-12-19,5856.11633033408
2014-12-22,5882.500447334503
2014-12-23,5935.255686042126
2014-12-24,5908.662873794251
2014-12-25,5908.662873794251
2014-12-26,5918.490469893588
2014-12-29,5947.088875693618
2014-12-30,5934.140082127112
2014-12-31,5986.940560155636
2015-01-01,5986.940560155636
2015-01-02,5869.7487143717735
2015-01-05,5750.975398320725
2015-01-06,5818.469305514792
2015-01-07,5925.52929151107
2015-01-08,6049.282445177582
2015-01-09,6032.294285676792
2015-01-12,5971.919621167563
2015-01-13,5969.000009306303
2015-01-14,5877.33693208353
2015-01-15,5990.147267745764
2015-01-16,6083.390269155416
2015-01-19,5991.102073217293
2015-01-20,6067.813033430794
2015-01-21,6167.254622171735
2015-01-22,6359.330889429922
2015-01-23,6386.4337167696085
2015-01-26,6382.82539163863
2015-01-27,6313.945006963993
2015-01-28,6257.7482161579255
2015-01-29,6162.939992589241
2015-01-30,6069.7486086398085
2015-02-02,6101.86509499911
2015-02-03,6175.163131428862
2015-02-04,6210.11294497044
2015-02-05,6313.685829224672
2015-02-06,6315.46619643854
2015-02-09,6352.072911314506
2015-02-10,6266.184927094443
2015-02-11,6144.261729897422
2015-02-12,6279.671342508369
2015-02-13,6341.362048629141
2015-02-16,6312.8188531909445
2015-02-17,6335.740225955651
2015-02-18,6320.531942615618
2015-02-19,6322.227783743148
2015-02-20,6327.223886701397
2015-02-23,6327.585447084071
2015-02-24,6356.685675407889
2015-02-25,6333.612067550854
2015-02-26,6467.23299991691
2015-02-27,6474.861679807993
2015-03-02,6408.342694855397
2015-03-03,6372.134323337761
2015-03-04,6367.336096436174
2015-03-05,6386.158498932412
2015-03-06,6323.965714232066
2015-03-09,6285.615746959726
2015-03-10,6263.170193217486
2015-03-11,6400.691745986437
2015-03-12,6503.159502148063
2015-03-13,6479.142480290751
2015-03-16,6455.799194046521
2015-03-17,6431.922733241818
2015-03-18,6526.547857537373
2015-03-19,6558.219536226005
2015-03-20,6539.248494020101
2015-03-23,6506.553553294745
2015-03-24,6559.535293373261
2015-03-25,6485.686932059624
2015-03-26,6434.988735243458
2015-03-27,6450.345260178626
2015-03-30,6503.608547099534
2015-03-31,6557.049747305287
2015-04-01,6661.10843560245
2015-04-02,6623.815984790842
2015-04-03,6623.815984790842
2015-04-06,6699.47518617866
2015-04-07,6785.873475209849
2015-04-08,6802.131617108863
2015-04-09,6818.180395818494
2015-04-10,6832.186032787017
2015-04-13,6811.075198811398
2015-04-14,6781.171684941956
2015-04-15,6805.22405561176
2015-04-16,6844.778199035745
2015-04-17,6736.97130159834
2015-04-20,6714.402280861077
2015-04-21,6755.917358277948
2015-04-22,6732.1698566126015
2015-04-23,6750.112742064567
2015-04-24,6768.2432655097655
2015-04-27,6799.841315474854
2015-04-28,6762.418835812849
2015-04-29,6619.816382900731
2015-04-30,6486.8861592841
2015-05-01,6433.35611975216
2015-05-04,6539.678850306052
2015-05-05,6626.815264461314
2015-05-06,6529.023359137197
2015-05-07,6516.491723513091
2015-05-08,6632.663110986435
2015-05-11,6662.237274918625
2015-05-12,6553.70704436032
2015-05-13,6540.604364560798
2015-05-14,6584.769434900056
2015-05-15,6581.332614814616
2015-05-18,6584.718657267963
2015-05-19,6637.411315401843
2015-05-20,6631.501517217296
2015-05-21,6607.605495642835
2015-05-22,6608.964245966158
2015-05-25,6601.240432601111
2015-05-26,6564.448502546439
2015-05-27,6575.726029450531
2015-05-28,6543.7627622654645
2015-05-29,6496.217418360153
2015-06-01,6474.747708949876
2015-06-02,6371.944391110279
2015-06-03,6257.986539449521
2015-06-04,6188.957411229795
2015-06-05,6217.365189719471
2015-06-08,6155.382955129666
2015-06-09,6185.204030380045
2015-06-10,6201.757557949188
2015-06-11,6225.687651754429
2015-06-12,6221.191891295311
2015-06-15,6177.543518092248
2015-06-16,6226.273918193414
2015-06-17,6233.397030786933
2015-06-18,6255.816497565719
2015-06-19,6221.6728482335375
2015-06-22,6229.519130098125
2015-06-23,6336.554123795668
2015-06-24,6320.408069334209
2015-06-25,6273.04311837868
2015-06-26,6300.275646119604
2015-06-29,6198.970307539711
2015-06-30,6233.172588194173
2015-07-01,6190.776918785734
2015-07-02,6260.603403750488
2015-07-03,6217.921056418097
2015-07-06,6173.799277915059
2015-07-07,6246.519027609549
2015-07-08,6128.462867596875
2015-07-09,6181.297626493078
2015-07-10,6175.038736675789
2015-07-13,6266.062733649691
2015-07-14,6325.343269916915
2015-07-15,6324.549600378232
2015-07-16,6356.233202398788
2015-07-17,6336.675717693105
2015-07-20,6305.863945158246
2015-07-21,6251.678719054446
2015-07-22,6142.8649729657645
2015-07-23,6087.350169587808
2015-07-24,5983.4823115297395
2015-07-27,5844.454775072409
2015-07-28,5926.5447714089805
2015-07-29,5993.865016232831
2015-07-30,5962.132757246696
2015-07-31,6061.75803197598
2015-08-03,6052.156125041356
2015-08-04,6076.942671199091
2015-08-05,6042.705591239724
2015-08-06,6018.088619589092
2015-08-07,6053.574786313152
2015-08-10,6085.400831774686
2015-08-11,5889.640739650188
2015-08-12,5802.174230541691
2015-08-13,5789.2673808425725
2015-08-14,5773.405070495212
2015-08-17,5785.462962161617
2015-08-18,5754.98903540864
2015-08-19,5675.659177591534
2015-08-20,5529.540295558355
2015-08-21,5329.250627520357
2015-08-24,5024.359636376428
2015-08-25,5183.43891529443
2015-08-26,5173.283590635295
2015-08-27,5492.949746603093
2015-08-28,5544.163306195178
2015-08-31,5575.111902727246
2015-09-01,5425.567618119131
2015-09-02,5418.7059367840875
2015-09-03,5581.383692553394
2015-09-04,5475.458688491545
2015-09-07,5418.211324848831
2015-09-08,5479.1903327646105
2015-09-09,5473.120322671329
2015-09-10,5467.572580284095
2015-09-11,5438.484972740283
2015-09-14,5443.870595217727
2015-09-15,5502.428073112985
2015-09-16,5577.238414294659
2015-09-17,5626.663213420454
2015-09-18,5587.70206626867
2015-09-21,5615.942640808439
2015-09-22,5533.576487940858
2015-09-23,5475.310045886104
2015-09-24,5326.74545890638
2015-09-25,5431.899516105948
2015-09-28,5330.229718487727
2015-09-29,5334.111436405601
2015-09-30,5465.932431962706
2015-10-01,5467.953343771941
2015-10-02,5460.887314589495
2015-10-05,5649.693724503678
2015-10-06,5666.441495025124
2015-10-07,5733.329916711392
2015-10-08,5736.195755179581
2015-10-09,5802.884700393164
2015-10-12,5768.733347059732
2015-10-13,5734.846547772974
2015-10-14,5641.755804045533
2015-10-15,5725.693753028056
2015-10-16,5770.766867115714
2015-10-19,5781.40040525114
2015-10-20,5739.09116189545
2015-10-21,5693.907614198229
2015-10-22,5869.94832468117
2015-10-23,5990.400903761546
2015-10-26,5995.477977683932
2015-10-27,5936.936968049397
2015-10-28,5955.500310628688
2015-10-29,5933.526163324769
2015-10-30,5896.6234060926345
2015-11-02,5912.227958848137
2015-11-03,6081.636940585636
2015-11-04,6104.717673439811
2015-11-05,6044.227343642694
2015-11-06,6019.006931797346
2015-11-09,5919.765883147989
2015-11-10,5970.532136870633
2015-11-11,5958.579373414177
2015-11-12,5887.807453885253
2015-11-13,5831.267419849457
2015-11-16,5805.891984226958
2015-11-17,5883.879188036192
2015-11-18,5920.364505768115
2015-11-19,5945.671992250202
2015-11-20,6047.960107262053
2015-11-23,6031.663165040735
2015-11-24,6022.5234910112795
2015-11-25,5959.464008793547
2015-11-26,5976.996176263565
2015-11-27,5955.163909662473
2015-11-30,5871.882154139271
2015-12-01,5926.390348321384
2015-12-02,5822.069641623183
2015-12-03,5624.566078380463
2015-12-04,5604.484241070503
2015-12-07,5498.548635528151
2015-12-08,5409.431851876193
2015-12-09,5399.773429757199
2015-12-10,5411.469251024287
2015-12-11,5254.370685802329
2015-12-14,5222.4977575203475
2015-12-15,5432.265823458986
2015-12-16,5516.532833897313
2015-12-17,5601.321796775926
2015-12-18,5563.545352045935
2015-12-21,5526.218593282796
2015-12-22,5461.400280125172
2015-12-23,5568.092509058503
2015-12-24,5503.147787377593
2015-12-25,5503.147787377593
2015-12-28,5476.652488768102
2015-12-29,5531.530942735747
2015-12-30,5475.56976047267
2015-12-31,5508.480984307993
2016-01-01,5508.480984307992
2016-01-04,5404.244026182116
2016-01-05,5461.581802067348
2016-01-06,5367.968597335613
2016-01-07,5144.263688132284
2016-01-08,5000.287990885934
2016-01-11,5036.481596253804
2016-01-12,5057.923337113587
2016-01-13,5070.086547199922
2016-01-14,5099.164559624119
2016-01-15,4879.1349110205565
2016-01-18,4869.945616038031
2016-01-19,4901.080348530847
2016-01-20,4816.572573994393
2016-01-21,4887.851246661251
2016-01-22,5009.295912112055
2016-01-25,4960.708080154829
2016-01-26,5017.528384264909
2016-01-27,5034.612984559672
2016-01-28,5095.356855275706
2016-01-29,5344.023625773949
2016-02-01,5284.142767698836
2016-02-02,5115.737788192763
2016-02-03,5093.953469598534
2016-02-04,5195.586052755568
2016-02-05,5121.350948107759
2016-02-08,5008.206606057127
2016-02-09,4865.998170853474
2016-02-10,4935.784563750888
2016-02-11,4774.12012686015
2016-02-12,4876.5096711230935
2016-02-15,5039.292238248366
2016-02-16,5016.856459535823
2016-02-17,5204.397424975058
2016-02-18,5264.7786168295615
2016-02-19,5204.792038854505
2016-02-22,5326.40207903992
2016-02-23,5253.749273119229
2016-02-24,5241.971297284207
2016-02-25,5311.370977558445
2016-02-26,5371.933411326407
2016-02-29,5431.084282265899
2016-03-01,5525.142482929335
2016-03-02,5664.372726830941
2016-03-03,5660.62935952914
2016-03-04,5681.699610359488
2016-03-07,5731.849102138582
2016-03-08,5606.520192056694
2016-03-09,5665.933112618033
2016-03-10,5570.945465858692
2016-03-11,5654.864847013086
2016-03-14,5644.1365372049295
2016-03-15,5566.489125466739
2016-03-16,5649.9385582069535
2016-03-17,5771.24472633105
2016-03-18,5816.130206759443
2016-03-21,5797.592141106862
2016-03-22,5846.385756380664
2016-03-23,5797.953083672559
2016-03-24,5770.304326192148
2016-03-25,5770.304326192148
2016-03-28,5782.082313888935
2016-03-29,5834.032747634224
2016-03-30,5884.704738688058
2016-03-31,5851.1991142450215
2016-04-01,5828.850301612591
2016-04-04,5753.777784769708
2016-04-05,5614.842454021844
2016-04-06,5609.456787464262
2016-04-07,5535.042350357009
2016-04-08,5584.695392252648
2016-04-11,5621.5138895131395
2016-04-12,5768.103859451221
2016-04-13,5875.856287725518
2016-04-14,5901.156625949298
2016-04-15,5839.556871573192
2016-04-18,5807.509259491405
2016-04-19,5941.544914969497
2016-04-20,5941.510938793136
2016-04-21,5937.859903692001
2016-04-22,5932.926425189547
2016-04-25,5876.24406762786
2016-04-26,5899.665997784066
2016-04-27,5974.420283382215
2016-04-28,5992.113110246447
2016-04-29,5939.284692865599
2016-05-02,5880.35419672155
2016-05-03,5750.820202967957
2016-05-04,5672.101897420746
2016-05-05,5682.5648278612725
2016-05-06,5629.626462474904
2016-05-09,5596.951021123139
2016-05-10,5673.286279117894
2016-05-11,5672.548310734633
2016-05-12,5682.0157666430205
2016-05-13,5657.699040293844
2016-05-16,5648.279810472036
2016-05-17,5631.637519210819
2016-05-18,5592.72088140675
2016-05-19,5508.369928335226
2016-05-20,5549.1779512596995
2016-05-23,5544.925578709499
2016-05-24,5592.578773981344
2016-05-25,5615.655629510266
2016-05-26,5623.803187903516
2016-05-27,5647.673336109999
2016-05-30,5627.2984744521655
2016-05-31,5590.503830267206
2016-06-01,5532.312274331745
2016-06-02,5524.096260432621
2016-06-03,5518.889065786781
2016-06-06,5526.844589355553
2016-06-07,5571.577779325868
2016-06-08,5702.419092060938
2016-06-09,5655.045246577124
2016-06-10,5547.100473772765
2016-06-13,5453.251274806043
2016-06-14,5400.152529775065
2016-06-15,5476.493639613671
2016-06-16,5501.228195812072
2016-06-17,5495.441696016969
2016-06-20,5560.429134932949
2016-06-21,5598.46083828848
2016-06-22,5635.445318066156
2016-06-23,5707.189538305646
2016-06-24,5522.681746238796
2016-06-27,5458.732569004179
2016-06-28,5510.65838143805
2016-06-29,5699.866292591311
2016-06-30,5778.951718219751
2016-07-01,5825.359028455615
2016-07-04,5787.196128138933
2016-07-05,5675.124346664149
2016-07-06,5623.5762901950775
2016-07-07,5648.790124235378
2016-07-08,5761.97373864821
2016-07-11,5863.9936219187075
2016-07-12,5910.8904719565435
2016-07-13,5852.959721930137
2016-07-14,5924.858159164329
2016-07-15,5918.350870576555
2016-07-18,5955.376000411624
2016-07-19,5959.649062487818
2016-07-20,6005.453579445886
2016-07-21,6000.033212948486
2016-07-22,6005.6948583979865
2016-07-25,5903.432733085497
2016-07-26,5866.070470911556
2016-07-27,5858.300356747218
2016-07-28,5827.88583163553
2016-07-29,5821.143455830505
2016-08-01,5815.757921932011
2016-08-02,5752.328826592503
2016-08-03,5798.839975851165
2016-08-04,5837.687135779881
2016-08-05,5920.142279888524
2016-08-08,6018.60270229288
2016-08-09,6066.921506956037
2016-08-10,6080.572068786816
2016-08-11,6158.452957564071
2016-08-12,6158.935976100056
2016-08-15,6214.395062950193
2016-08-16,6160.213982583741
2016-08-17,6061.371659523526
2016-08-18,6075.433159239013
2016-08-19,6025.147279361783
2016-08-22,5996.808305672093
2016-08-23,5938.631068816909
2016-08-24,5903.293859913605
2016-08-25,5917.185299587296
2016-08-26,5975.955286353535
2016-08-29,5971.406203794307
2016-08-30,5913.034634409921
2016-08-31,5880.176495906732
2016-09-01,5853.22246652465
2016-09-02,5961.601532153257
2016-09-05,6001.6818291503405
2016-09-06,6020.635325842795
2016-09-07,6014.687653671199
2016-09-08,5969.270599633257
2016-09-09,5788.830343830537
2016-09-12,5729.369186810394
2016-09-13,5634.44567216917
2016-09-14,5573.503779128059
2016-09-15,5606.483143198667
2016-09-16,5530.702957294376
2016-09-19,5528.241419022863
2016-09-20,5558.643233025599
2016-09-21,5596.28938011453
2016-09-22,5723.247033600691
2016-09-23,5652.923042942013
2016-09-26,5548.343329022491
2016-09-27,5661.9409179262375
2016-09-28,5718.845266124502
2016-09-29,5691.956043086845
2016-09-30,5650.711476371397
2016-10-03,5695.817159868393
2016-10-04,5762.092034242316
2016-10-05,5754.457359860723
2016-10-06,5772.127589628766
2016-10-07,5751.189544476508
2016-10-10,5911.626892465863
2016-10-11,5929.375497122047
2016-10-12,5953.720261634231
2016-10-13,5895.512915307803
2016-10-14,5925.070171467183
2016-10-17,5943.58981787175
2016-10-18,6082.653963599499
2016-10-19,6166.442609903379
2016-10-20,6160.17111630662
2016-10-21,6204.076999791712
2016-10-24,6242.582598622181
2016-10-25,6265.262112942798
2016-10-26,6163.326856758121
2016-10-27,6137.155249315654
2016-10-28,6180.610371796479
2016-10-31,6137.378815450374
2016-11-01,5971.986024411461
2016-11-02,5853.126890055681
2016-11-03,5850.344250932304
2016-11-04,5858.4830430453285
2016-11-07,6170.017150978706
2016-11-08,6232.470622203446
2016-11-09,5880.653427868053
2016-11-10,5549.481970378019
2016-11-11,5391.5751411541505
2016-11-14,5518.61751917207
2016-11-15,5614.6888016163875
2016-11-16,5652.604963728255
2016-11-17,5672.036989901885
2016-11-18,5628.005763202753
2016-11-21,5603.147473400005
2016-11-22,5706.042716909386
2016-11-23,5700.360384078231
2016-11-24,5703.088778238516
2016-11-25,5718.153314679367
2016-11-28,5746.919879831641
2016-11-29,5695.33238273543
2016-11-30,5772.78768127021
2016-12-01,5687.875710943411
2016-12-02,5677.259450009238
2016-12-05,5706.254958566754
2016-12-06,5776.938581679984
2016-12-07,5835.37404604238
2016-12-08,5969.847453969876
2016-12-09,6101.825067815525
2016-12-12,6071.041440751734
2016-12-13,6065.390299288768
2016-12-14,5984.117842838109
2016-12-15,5980.132474682881
2016-12-16,5935.873260693423
2016-12-19,5892.688415852095
2016-12-20,5927.428588897054
2016-12-21,5872.072902919281
2016-12-22,5801.7843797060805
2016-12-23,5805.361125400015
2016-12-26,5809.931194865436
2016-12-27,5810.574463672592
2016-12-28,5906.48496047549
2016-12-29,5930.656750337272
2016-12-30,5878.767814716247
2017-01-02,5878.417556573492
2017-01-03,5998.463495950796
2017-01-04,5875.193206456204
2017-01-05,5830.669796789462
2017-01-06,5778.571721580597
2017-01-09,5758.653137748477
2017-01-10,5740.627700704208
2017-01-11,5754.044270097602
2017-01-12,5733.203005236861
2017-01-13,5783.011265381963
2017-01-16,5755.820094867687
2017-01-17,5725.039742023899
2017-01-18,5736.011047508271
2017-01-19,5718.473112791582
2017-01-20,5729.699295936988
2017-01-23,5845.566797270005
2017-01-24,5917.3037853895285
2017-01-25,5930.17177565895
2017-01-26,5938.2322194568715
2017-01-27,5943.104822728346
2017-01-30,5952.95430621126
2017-01-31,5885.95884367635
2017-02-01,5914.523325480829
2017-02-02,5969.452222561344
2017-02-03,6057.158572487412
2017-02-06,6040.3456794825
2017-02-07,5986.43265177734
2017-02-08,6018.006530673302
2017-02-09,6099.055844849432
2017-02-10,6210.379198046688
2017-02-13,6231.942284394448
2017-02-14,6204.571951644531
2017-02-15,6195.299409199982
2017-02-16,6163.706133726075
2017-02-17,6109.047396454872
2017-02-20,6138.8618278475715
2017-02-21,6226.461849463113
2017-02-22,6300.879276448996
2017-02-23,6293.984537249026
2017-02-24,6231.6806638993685
2017-02-27,6218.795708117399
2017-02-28,6139.829674792326
2017-03-01,6238.087388213827
2017-03-02,6261.636708085052
2017-03-03,6312.86217918108
2017-03-06,6340.372890391657
2017-03-07,6311.48007155249
2017-03-08,6304.993436644406
2017-03-09,6182.079675322739
2017-03-10,6180.664086619154
2017-03-13,6211.302600570251
2017-03-14,6203.602935694125
2017-03-15,6313.56434760802
2017-03-16,6421.8957747220875
2017-03-17,6496.725293780238
2017-03-20,6519.487435880565
2017-03-21,6498.839237863178
