Date,EM FAR EAST IMI VALUE
1998-12-31,471.31903443678215
1999-01-01,471.31903443678215
1999-01-04,478.6304892782744
1999-01-05,485.59373867125714
1999-01-06,498.93064671959166
1999-01-07,522.3994220342677
1999-01-08,516.9119250653725
1999-01-11,517.7556217306422
1999-01-12,510.0615900241422
1999-01-13,494.3743888750518
1999-01-14,478.7014815240626
1999-01-15,493.17709466026565
1999-01-18,497.0092421464488
1999-01-19,497.3827280268158
1999-01-20,502.41065525997385
1999-01-21,489.266670062077
1999-01-22,469.1034969664898
1999-01-25,453.85340068741976
1999-01-26,458.35928709458835
1999-01-27,475.223634114322
1999-01-28,477.7504318695336
1999-01-29,476.3377895224743
1999-02-01,478.1170401647099
1999-02-02,467.731239724183
1999-02-03,462.76440830540076
1999-02-04,453.7322161521029
1999-02-05,448.3304114043453
1999-02-08,458.47870980219597
1999-02-09,444.7557964490285
1999-02-10,447.31559360367095
1999-02-11,447.54487410463736
1999-02-12,462.8393541157957
1999-02-15,464.7787167353156
1999-02-16,467.4433090069505
1999-02-17,463.26188654358384
1999-02-18,456.9598136504692
1999-02-19,452.71203991565454
1999-02-22,464.32190358965215
1999-02-23,465.74550538738384
1999-02-24,465.92355478303114
1999-02-25,463.1869686282757
1999-02-26,474.96350400449415
1999-03-01,477.7495461778151
1999-03-02,482.375786984719
1999-03-03,489.0750809090474
1999-03-04,487.66786441287996
1999-03-05,487.31013534733
1999-03-08,497.98031843317
1999-03-09,497.85206730110264
1999-03-10,492.93436446752895
1999-03-11,500.6977949031112
1999-03-12,499.72288656499524
1999-03-15,506.77364218990493
1999-03-16,514.0924972551061
1999-03-17,511.7256910527299
1999-03-18,510.8877482607121
1999-03-19,527.8984676159497
1999-03-22,529.2891658476129
1999-03-23,529.7211625767104
1999-03-24,524.5031872120314
1999-03-25,529.1783144849974
1999-03-26,540.7214542965235
1999-03-29,534.4882855476235
1999-03-30,539.7700183254494
1999-03-31,536.21353240845
1999-04-01,547.1795626721693
1999-04-02,562.8832118303544
1999-04-05,564.570081465511
1999-04-06,567.8567987986287
1999-04-07,570.8349746471754
1999-04-08,576.3071813113122
1999-04-09,581.0747083269225
1999-04-12,573.7280944486234
1999-04-13,581.670247988569
1999-04-14,586.7207348135415
1999-04-15,611.321035874509
1999-04-16,626.733141739357
1999-04-19,662.0794020495391
1999-04-20,663.4736421816082
1999-04-21,648.2716458331122
1999-04-22,648.7157490172137
1999-04-23,656.832795897475
1999-04-26,672.5606019842526
1999-04-27,674.3919649578885
1999-04-28,671.4888293083309
1999-04-29,660.1573002543219
1999-04-30,668.6314826670406
1999-05-03,674.533646034336
1999-05-04,699.4411445831347
1999-05-05,694.5876606525807
1999-05-06,703.6048686943126
1999-05-07,694.5649452708375
1999-05-10,696.3963107685436
1999-05-11,689.9115421802383
1999-05-12,684.9433486183215
1999-05-13,671.651196374466
1999-05-14,673.2429614774387
1999-05-17,666.599645318425
1999-05-18,672.7335332836016
1999-05-19,672.3134054613538
1999-05-20,665.7713773102622
1999-05-21,670.1624090394066
1999-05-24,662.4320199165037
1999-05-25,652.5003330521604
1999-05-26,665.8556947120896
1999-05-27,672.9095883249
1999-05-28,667.3691905128454
1999-05-31,667.8874446513661
1999-06-01,678.2099147937637
1999-06-02,694.7805590615128
1999-06-03,701.6149318700436
1999-06-04,713.8682177127174
1999-06-07,739.7931877419682
1999-06-08,745.741558097873
1999-06-09,732.7378292779409
1999-06-10,747.9975973823078
1999-06-11,750.9631754926247
1999-06-14,746.0995438807034
1999-06-15,737.9938797065205
1999-06-16,756.9899795748071
1999-06-17,764.5589935956572
1999-06-18,762.1920751737234
1999-06-21,790.9282642786865
1999-06-22,803.5728252180185
1999-06-23,804.762456515135
1999-06-24,801.0027889824005
1999-06-25,781.4095381019439
1999-06-28,797.3917661186068
1999-06-29,801.6386000731059
1999-06-30,788.7617899383979
1999-07-01,807.7932827135364
1999-07-02,815.8182752187945
1999-07-05,827.5138512939684
1999-07-06,825.7283722935753
1999-07-07,830.34981867688
1999-07-08,827.486320102696
1999-07-09,836.8808544185254
1999-07-12,831.9091030246149
1999-07-13,810.5714221301802
1999-07-14,784.5178384051759
1999-07-15,788.405409049743
1999-07-16,785.5954370149976
1999-07-19,782.991431830529
1999-07-20,766.7559094308738
1999-07-21,745.0463254175568
1999-07-22,740.9670379823108
1999-07-23,714.4874893133642
1999-07-26,680.5063078838227
1999-07-27,690.5002473830962
1999-07-28,703.6478736310894
1999-07-29,706.8028642992947
1999-07-30,696.0012877407041
1999-08-02,690.5524722153802
1999-08-03,698.0450844468129
1999-08-04,690.7383364286111
1999-08-05,667.5636994968715
1999-08-06,660.2650471381315
1999-08-09,669.1744468824331
1999-08-10,672.7236293170228
1999-08-11,659.77035955028
1999-08-12,666.021328645311
1999-08-13,668.6671278184896
1999-08-16,679.8216325030612
1999-08-17,672.0156205500626
1999-08-18,672.0156777988434
1999-08-19,671.6685419958429
1999-08-20,682.5793005993057
1999-08-23,704.9288805511152
1999-08-24,705.7721579881694
1999-08-25,736.9438217445337
1999-08-26,731.1346676378821
1999-08-27,726.2150494744124
1999-08-30,718.223843154646
1999-08-31,709.4982782129891
1999-09-01,693.3678925433429
1999-09-02,678.6064302158883
1999-09-03,680.3424163637625
1999-09-06,693.6753760886719
1999-09-07,688.3234568808746
1999-09-08,680.4114528303901
1999-09-09,692.5564997281713
1999-09-10,712.1210487014823
1999-09-13,726.9182590210978
1999-09-14,718.2035655623007
1999-09-15,707.5601844889469
1999-09-16,691.757953431033
1999-09-17,693.9751107395216
1999-09-20,697.7056851475885
1999-09-21,697.4454519428672
1999-09-22,685.7983583980542
1999-09-23,684.3275641378275
1999-09-24,680.397334664897
1999-09-27,663.2857490465465
1999-09-28,653.6635071813547
1999-09-29,637.7476373525301
1999-09-30,623.9198127209359
1999-10-01,632.7793683243941
1999-10-04,627.1396588183654
1999-10-05,616.9665992846147
1999-10-06,625.7543291960583
1999-10-07,631.6301685373634
1999-10-08,631.6686680642373
1999-10-11,632.5526339854142
1999-10-12,638.1367556664981
1999-10-13,632.8186806667405
1999-10-14,635.6466507398007
1999-10-15,627.5763148328523
1999-10-18,612.1427862973884
1999-10-19,611.072116229736
1999-10-20,622.6256752772297
1999-10-21,617.7975811473088
1999-10-22,624.3767585018647
1999-10-25,619.2132840920701
1999-10-26,623.7593513649322
1999-10-27,625.1768426901457
1999-10-28,635.1898583395391
1999-10-29,639.1614465497988
1999-11-01,659.4946080445171
1999-11-02,665.5972781880923
1999-11-03,662.3094249895365
1999-11-04,674.4166383303487
1999-11-05,677.596287678119
1999-11-08,673.4955884971903
1999-11-09,679.4309868999428
1999-11-10,671.7725935871385
1999-11-11,679.0104525043813
1999-11-12,687.6097813729199
1999-11-15,685.8602416994183
1999-11-16,690.4327917353191
1999-11-17,670.3503157736186
1999-11-18,679.2993475037941
1999-11-19,689.0727144729021
1999-11-22,692.6653503076132
1999-11-23,692.0047952751677
1999-11-24,695.1512526666006
1999-11-25,692.8343971617662
1999-11-26,683.7921154281198
1999-11-29,699.3973374439602
1999-11-30,704.7595817896696
1999-12-01,709.3437458200635
1999-12-02,716.4692325765445
1999-12-03,717.2701899722022
1999-12-06,706.0769542959657
1999-12-07,694.3312350130019
1999-12-08,693.6365210353248
1999-12-09,691.9653247966329
1999-12-10,709.6275359551402
1999-12-13,714.6572865066718
1999-12-14,714.7748988438857
1999-12-15,705.5150895650191
1999-12-16,689.4966487267409
1999-12-17,692.590084380024
1999-12-20,695.8982231439564
1999-12-21,687.5813589683811
1999-12-22,688.7833064749055
1999-12-23,682.2256490957395
1999-12-24,691.0815891854982
1999-12-27,692.0125791823677
1999-12-28,704.3367998909811
1999-12-29,707.8085566262221
1999-12-30,714.574228219481
1999-12-31,714.7528316182533
2000-01-03,709.1058915459276
2000-01-04,741.7771145466997
2000-01-05,715.0940545584014
2000-01-06,700.222295050484
2000-01-07,713.618632028975
2000-01-10,729.8425375070241
2000-01-11,718.5303915713233
2000-01-12,722.0357545691528
2000-01-13,724.0689369151695
2000-01-14,734.1279221258834
2000-01-17,756.1982725478608
2000-01-18,747.6436743191599
2000-01-19,724.5433452056798
2000-01-20,733.6300435091727
2000-01-21,730.7268335733899
2000-01-24,740.1283973870248
2000-01-25,721.7511150440887
2000-01-26,729.2572371194799
2000-01-27,750.2809129587189
2000-01-28,771.1048984793305
2000-01-31,771.2927136699572
2000-02-01,772.9504081010247
2000-02-02,774.6522704541148
2000-02-03,767.3568745888984
2000-02-04,775.2316158367942
2000-02-07,777.2075011562362
2000-02-08,767.883131199204
2000-02-09,768.4392999988645
2000-02-10,764.9957476644031
2000-02-11,758.4909467613874
2000-02-14,737.3414998734017
2000-02-15,723.1081466274799
2000-02-16,726.0280668556189
2000-02-17,737.1973886171326
2000-02-18,728.4948809388978
2000-02-21,710.7901087271704
2000-02-22,676.8000145422161
2000-02-23,691.7597207624739
2000-02-24,686.5110277256854
2000-02-25,692.9732533957873
2000-02-28,685.2480732177053
2000-02-29,690.9640253748156
2000-03-01,696.1518724177995
2000-03-02,711.5850024527921
2000-03-03,712.4698795923409
2000-03-06,711.6006248019454
2000-03-07,715.3467755426212
2000-03-08,717.8182877471645
2000-03-09,706.1396704643754
2000-03-10,710.2742156819253
2000-03-13,672.3633422627635
2000-03-14,676.295340648263
2000-03-15,660.5059064884417
2000-03-16,661.6453776425321
2000-03-17,676.3478652333615
2000-03-20,669.9962619317587
2000-03-21,686.53710795913
2000-03-22,702.4924426016705
2000-03-23,705.0632058392288
2000-03-24,712.125570178497
2000-03-27,719.3976717542934
2000-03-28,727.8111470119293
2000-03-29,741.7767855713811
2000-03-30,735.4397316095163
2000-03-31,726.8685420945228
2000-04-03,724.2610513740955
2000-04-04,721.8639560106162
2000-04-05,718.4258622918744
2000-04-06,711.0323523551345
2000-04-07,721.1716823565747
2000-04-10,732.4465667390647
2000-04-11,724.1751088635077
2000-04-12,722.0423101341539
2000-04-13,718.4977626259673
2000-04-14,700.3722346231004
2000-04-17,648.5021219403545
2000-04-18,676.1451309517909
2000-04-19,678.9737075357535
2000-04-20,676.5133894756091
2000-04-21,681.5171730460644
2000-04-24,665.9701069318847
2000-04-25,669.5004704571531
2000-04-26,647.4253769914434
2000-04-27,646.4518759485846
2000-04-28,665.0734109082292
2000-05-01,664.4481851005265
2000-05-02,662.0697169540612
2000-05-03,667.878549428423
2000-05-04,669.5547723542702
2000-05-05,678.0601637074986
2000-05-08,675.7166310845389
2000-05-09,668.0226478248674
2000-05-10,658.5507268891929
2000-05-11,654.3315198552374
2000-05-12,653.7681701223804
2000-05-15,638.4766749655241
2000-05-16,656.6184477700501
2000-05-17,668.8379221448557
2000-05-18,656.0746795860366
2000-05-19,661.1294409030749
2000-05-22,625.1777034501479
2000-05-23,614.1519098723619
2000-05-24,610.425756373736
2000-05-25,617.6061939419528
2000-05-26,591.4361772113942
2000-05-29,589.3895797002622
2000-05-30,603.3574753762151
2000-05-31,624.4956254412331
2000-06-01,621.0069145824481
2000-06-02,623.4537124111687
2000-06-05,636.3257437242586
2000-06-06,625.0556397962876
2000-06-07,631.4723224605755
2000-06-08,629.0628179998228
2000-06-09,642.2810047800061
2000-06-12,639.6280468100372
2000-06-13,622.2916221252426
2000-06-14,630.3396158770132
2000-06-15,621.220356876296
2000-06-16,610.4673488526163
2000-06-19,603.2790233674771
2000-06-20,612.571961974308
