Date,EM EUROPE IMI VALUE
1998-12-31,128.65706812955042
1999-01-01,128.65706812955042
1999-01-04,132.20641404690522
1999-01-05,134.66123320606684
1999-01-06,137.37142378231562
1999-01-07,138.55972561088123
1999-01-08,138.88653090214484
1999-01-11,137.5774677975955
1999-01-12,136.20971808830342
1999-01-13,124.11966407991281
1999-01-14,125.44360643799287
1999-01-15,122.7238905048551
1999-01-18,126.52595518151448
1999-01-19,127.8734859041857
1999-01-20,130.09511757123676
1999-01-21,130.9687601867232
1999-01-22,127.82653376634724
1999-01-25,126.0157007388731
1999-01-26,128.5642718431555
1999-01-27,131.8192214753581
1999-01-28,130.4944470432891
1999-01-29,132.98936329774682
1999-02-01,134.55637662352495
1999-02-02,132.2913822162184
1999-02-03,132.80811690340605
1999-02-04,137.15886130552008
1999-02-05,134.20609886907872
1999-02-08,134.3878857053428
1999-02-09,136.1553967984315
1999-02-10,137.4229299586875
1999-02-11,140.79133311266193
1999-02-12,141.7103516532622
1999-02-15,140.11628687785304
1999-02-16,146.41251061735736
1999-02-17,149.50708443992082
1999-02-18,149.5539125701944
1999-02-19,150.7026560897954
1999-02-22,150.35306947831464
1999-02-23,147.7480559889678
1999-02-24,149.44232219168583
1999-02-25,149.45947511761156
1999-02-26,151.39840565156516
1999-03-01,153.8309154050431
1999-03-02,153.07173712420533
1999-03-03,154.44417682080768
1999-03-04,150.90608140572115
1999-03-05,153.07954448477037
1999-03-08,155.29801384508238
1999-03-09,158.42802769259427
1999-03-10,157.07554795255305
1999-03-11,162.6350510891731
1999-03-12,163.00891581445626
1999-03-15,161.69386970769244
1999-03-16,160.75757663241183
1999-03-17,162.63553951019972
1999-03-18,164.69405822710831
1999-03-19,168.25209695105303
1999-03-22,166.13412587029092
1999-03-23,164.27333418633356
1999-03-24,157.68725762932945
1999-03-25,165.1242288498048
1999-03-26,167.5666359351194
1999-03-29,167.29724581170453
1999-03-30,168.31628189296518
1999-03-31,167.62677640092377
1999-04-01,166.94124675002638
1999-04-02,167.60913089321454
1999-04-05,170.82392930699714
1999-04-06,173.3981393715515
1999-04-07,172.8046048463509
1999-04-08,169.35203855217114
1999-04-09,165.97708877335032
1999-04-12,160.644063774117
1999-04-13,154.4400193577856
1999-04-14,163.00330685058395
1999-04-15,163.16833102176142
1999-04-16,168.90530729482256
1999-04-19,171.20372067224366
1999-04-20,177.22190856358958
1999-04-21,177.72655963727274
1999-04-22,183.2042503179214
1999-04-23,183.89777878506106
1999-04-26,186.04694553090263
1999-04-27,185.42837346444668
1999-04-28,187.06733074367634
1999-04-29,186.50447497163753
1999-04-30,187.32084457060668
1999-05-03,187.83712949473113
1999-05-04,190.91502166418636
1999-05-05,194.81175197908445
1999-05-06,196.75722271526044
1999-05-07,196.0108396575726
1999-05-10,196.7724398748289
1999-05-11,199.02987820907458
1999-05-12,187.27248913548183
1999-05-13,187.6443020071975
1999-05-14,190.65231973829242
1999-05-17,191.95340134479727
1999-05-18,198.46785717283672
1999-05-19,198.99683207142624
1999-05-20,196.27952990853902
1999-05-21,197.32095887370411
1999-05-24,195.68711038041727
1999-05-25,189.50427887054303
1999-05-26,190.35268649952891
1999-05-27,193.10827044522352
1999-05-28,191.35973318445366
1999-05-31,189.79652656204811
1999-06-01,189.63746666789658
1999-06-02,186.91877852884576
1999-06-03,189.60181798066785
1999-06-04,196.5110514969486
1999-06-07,195.1656551851995
1999-06-08,194.34849541405475
1999-06-09,194.6202437596824
1999-06-10,200.36973263821062
1999-06-11,201.8297483748579
1999-06-14,202.67623469930896
1999-06-15,199.85473447242728
1999-06-16,199.95749313347048
1999-06-17,203.43281137796018
1999-06-18,205.0502034443423
1999-06-21,209.43896682342262
1999-06-22,206.98535291752876
1999-06-23,203.00345515766372
1999-06-24,202.1511013490926
1999-06-25,197.52322116284031
1999-06-28,194.88374028118008
1999-06-29,195.37448536782338
1999-06-30,200.82387875227883
1999-07-01,209.95133414244665
1999-07-02,205.63725325921968
1999-07-05,211.12197376739527
1999-07-06,210.8708816762159
