Date,EM EUROPE & MIDDLE EAST IMI VALUE
2007-05-31,1000.0
2007-06-01,1025.094395739619
2007-06-04,1019.5814475035522
2007-06-05,1020.329928103316
2007-06-06,1011.0371112303881
2007-06-07,1001.517161549649
2007-06-08,1001.2901743959765
2007-06-11,1007.8696026867826
2007-06-12,1005.2518488831857
2007-06-13,1016.0521978047736
2007-06-14,1042.9491449596583
2007-06-15,1057.1067447010914
2007-06-18,1059.4768401885349
2007-06-19,1056.718693960719
2007-06-20,1062.3208866236841
2007-06-21,1052.4133007155476
2007-06-22,1058.1296294771664
2007-06-25,1049.411365754943
2007-06-26,1061.8851078808102
2007-06-27,1052.6019373374163
2007-06-28,1063.6338344147534
2007-06-29,1067.5180073786685
2007-07-02,1070.1378536832028
2007-07-03,1088.0962294401252
2007-07-04,1089.4191332642772
2007-07-05,1096.003804612343
2007-07-06,1099.9798319213949
2007-07-09,1111.7341206303192
2007-07-10,1088.0111869836646
2007-07-11,1091.5535685113684
2007-07-12,1119.9482705071587
2007-07-13,1126.2580284058627
2007-07-16,1129.5522634430506
2007-07-17,1122.0948390946585
2007-07-18,1110.9385640705445
2007-07-19,1135.020837668868
2007-07-20,1124.515624029867
2007-07-23,1140.7723715872023
2007-07-24,1122.8329088025955
2007-07-25,1127.074424750965
2007-07-26,1090.1792097094838
2007-07-27,1080.1218141194822
2007-07-30,1076.0215348266454
2007-07-31,1097.1822437435587
2007-08-01,1068.550749600443
2007-08-02,1077.827024908178
2007-08-03,1073.0293548516431
2007-08-06,1053.8554987903758
2007-08-07,1065.133225944774
2007-08-08,1082.0353350537566
2007-08-09,1060.0132568177605
2007-08-10,1043.7825999471452
2007-08-13,1066.0419595434464
2007-08-14,1060.228451171774
2007-08-15,1045.1434878967389
2007-08-16,1000.9922169260558
2007-08-17,1016.7168193412526
2007-08-20,1022.2963747490963
2007-08-21,1007.5662473123068
2007-08-22,1033.6540303280126
2007-08-23,1036.4435886637013
2007-08-24,1035.246629042847
2007-08-27,1051.419174765079
2007-08-28,1039.1005824864671
2007-08-29,1040.9708815609733
2007-08-30,1046.1966965723007
2007-08-31,1066.183653698424
2007-09-03,1067.5662245138417
2007-09-04,1063.862360290492
2007-09-05,1055.0174196935181
2007-09-06,1059.5561791597722
2007-09-07,1044.1917348784832
2007-09-10,1038.7245985710015
2007-09-11,1048.6698621034195
2007-09-12,1044.8495095645096
2007-09-13,1061.232043216026
2007-09-14,1066.0349729827224
2007-09-17,1057.4769817090453
2007-09-18,1070.3024379724193
2007-09-19,1106.79299206146
2007-09-20,1098.5665206976444
2007-09-21,1102.234473139875
2007-09-24,1110.3196541686543
2007-09-25,1096.8127563835667
2007-09-26,1116.7937063117806
2007-09-27,1118.2150019504552
2007-09-28,1113.3090461472639
2007-10-01,1114.1965721292177
2007-10-02,1141.0828331865146
2007-10-03,1136.7557013545388
2007-10-04,1140.65041649826
2007-10-05,1155.393610570248
2007-10-08,1164.3700001164943
2007-10-09,1174.5619292943302
2007-10-10,1165.0595172818994
2007-10-11,1179.8902686579684
2007-10-12,1176.2130773678443
2007-10-15,1174.0273562138486
2007-10-16,1163.6811041007616
2007-10-17,1169.3392704109676
2007-10-18,1151.484933105506
2007-10-19,1148.4575565840732
2007-10-22,1134.665263759124
2007-10-23,1153.7481154135785
2007-10-24,1148.3031386722994
2007-10-25,1163.7057132295015
2007-10-26,1182.5579153543063
2007-10-29,1193.936229799012
2007-10-30,1186.9135466077223
2007-10-31,1195.7252330599172
2007-11-01,1192.1260541979932
2007-11-02,1191.69263400749
2007-11-05,1188.0244593624195
2007-11-06,1204.1818849234546
2007-11-07,1188.9888944177783
2007-11-08,1191.865070809301
2007-11-09,1178.9535362128008
2007-11-12,1174.2204068433284
2007-11-13,1170.747460826112
2007-11-14,1174.9054641424514
2007-11-15,1161.8138381965216
2007-11-16,1149.239834323
2007-11-19,1135.5755002562262
2007-11-20,1139.1204677612882
2007-11-21,1116.043622150729
2007-11-22,1112.9778305101165
2007-11-23,1122.1282080849505
2007-11-26,1124.2199092895937
2007-11-27,1107.8917960037556
2007-11-28,1135.3468239447002
2007-11-29,1139.368516811129
2007-11-30,1164.6903880230022
2007-12-03,1158.1101502305553
2007-12-04,1155.093059759469
2007-12-05,1197.800480662557
2007-12-06,1199.6048427370129
2007-12-07,1210.1936747061018
2007-12-10,1222.547021335701
2007-12-11,1215.528051371577
2007-12-12,1225.7614540389516
2007-12-13,1202.592230167514
2007-12-14,1191.0074806709574
2007-12-17,1175.0287030496604
2007-12-18,1189.296872122529
2007-12-19,1185.0337286286242
2007-12-20,1195.8647202943127
2007-12-21,1201.4460045236103
2007-12-24,1209.3756575789482
2007-12-25,1207.1586282603664
2007-12-26,1197.7492681997371
2007-12-27,1196.3831787227193
2007-12-28,1188.0352841843007
2007-12-31,1193.518168029387
2008-01-01,1194.959913882543
2008-01-02,1185.1328403154764
2008-01-03,1185.6219962704313
2008-01-04,1177.5149972357594
2008-01-07,1176.9307703999891
2008-01-08,1186.6206001879093
2008-01-09,1191.755880578399
2008-01-10,1181.5606181187359
2008-01-11,1177.8537363494913
2008-01-14,1184.130541308573
2008-01-15,1168.259168420687
2008-01-16,1126.3321975256583
2008-01-17,1102.3404774432415
2008-01-18,1105.2630958156371
2008-01-21,1039.466349312797
2008-01-22,1017.2098845746352
2008-01-23,999.1668853788594
2008-01-24,1033.4538855542
2008-01-25,1056.1311368659851
2008-01-28,1028.8097618173251
2008-01-29,1047.8268653973864
2008-01-30,1039.7256951842276
2008-01-31,1013.785160259512
2008-02-01,1047.8774941922852
2008-02-04,1072.1916594839945
2008-02-05,1048.5603105288899
2008-02-06,1037.0062105091777
2008-02-07,1020.4605078003385
2008-02-08,1019.6824454669148
2008-02-11,1031.956946138278
2008-02-12,1063.9042156625019
2008-02-13,1081.505463589052
2008-02-14,1084.186964357016
2008-02-15,1064.655705679494
2008-02-18,1086.1755814208805
2008-02-19,1093.4273453155968
2008-02-20,1087.2010765592056
2008-02-21,1099.4849756449312
2008-02-22,1094.6074964896877
2008-02-25,1096.739590834274
2008-02-26,1096.207794028492
2008-02-27,1090.220846310664
2008-02-28,1076.9335250679771
2008-02-29,1062.2134619318663
2008-03-03,1042.721961439928
2008-03-04,1038.8477332690982
2008-03-05,1050.4147775763718
2008-03-06,1039.8699418695549
2008-03-07,1021.9935293708002
2008-03-10,1015.7395012602647
2008-03-11,1048.067850541001
2008-03-12,1051.5675371226293
2008-03-13,1024.495734129325
2008-03-14,1022.756101710053
2008-03-17,969.6536056861858
2008-03-18,990.5613009199473
2008-03-19,998.6522250132824
2008-03-20,980.6347366006127
2008-03-21,983.7416275881038
2008-03-24,1001.905017668348
2008-03-25,998.3797266645947
2008-03-26,985.0924668863458
2008-03-27,994.9818156910045
2008-03-28,996.6356425662166
2008-03-31,987.4951820351054
2008-04-01,1008.1899645347149
2008-04-02,1011.5390163225354
2008-04-03,1002.4128561052052
2008-04-04,1002.6122177060173
2008-04-07,1022.921130388094
2008-04-08,1018.9961433212532
2008-04-09,1030.475796379632
2008-04-10,1033.9567968175254
2008-04-11,1022.4811268147366
2008-04-14,1014.1267824447143
2008-04-15,1023.4248126582941
2008-04-16,1031.5937889941408
2008-04-17,1027.2428019486363
2008-04-18,1050.3573620383077
2008-04-21,1043.3568501742327
2008-04-22,1038.4507697666904
2008-04-23,1042.2826402893847
2008-04-24,1036.6611574751762
2008-04-25,1047.3955272672426
2008-04-28,1053.3503780032208
2008-04-29,1039.7224554045624
2008-04-30,1046.620142406422
2008-05-01,1049.3139404151523
2008-05-02,1057.2124217322453
2008-05-05,1061.5593655137075
2008-05-06,1062.8173219248763
2008-05-07,1090.8459859165832
2008-05-08,1112.6709356170993
2008-05-09,1110.310900111569
2008-05-12,1116.390623162385
2008-05-13,1123.3189324209923
2008-05-14,1148.3235062736546
2008-05-15,1145.3712862809248
2008-05-16,1165.711881622109
2008-05-19,1169.8963701116293
2008-05-20,1150.4194696596555
2008-05-21,1151.040639906556
2008-05-22,1136.2075754340276
2008-05-23,1130.5419878219361
2008-05-26,1124.0939110761522
2008-05-27,1114.0435491698265
2008-05-28,1123.5654101502103
2008-05-29,1142.8970380233839
2008-05-30,1148.68252566166
2008-06-02,1139.879314892398
2008-06-03,1142.0863274623546
2008-06-04,1108.9838787071635
2008-06-05,1107.2486372168046
2008-06-06,1102.7359199443815
2008-06-09,1093.338690012088
2008-06-10,1088.5164659824477
2008-06-11,1087.051667483284
2008-06-12,1097.308989662782
2008-06-13,1102.898834600394
2008-06-16,1104.2756448004252
2008-06-17,1115.0376668222966
2008-06-18,1107.7988557451044
2008-06-19,1109.8175190330298
2008-06-20,1091.7170978249
2008-06-23,1084.1343175278696
2008-06-24,1061.8521048155608
2008-06-25,1069.265824003328
2008-06-26,1054.6280782346205
2008-06-27,1057.2762203133666
2008-06-30,1053.3680103680938
2008-07-01,1024.4477861186117
2008-07-02,1020.1714377195689
2008-07-03,1013.935998612568
2008-07-04,1011.9988633925533
2008-07-07,1015.2898759168808
2008-07-08,1008.1405615285569
2008-07-09,1014.3785089691376
2008-07-10,1003.7320763182857
2008-07-11,989.817594620519
2008-07-14,1005.4215700497132
2008-07-15,985.7376763631662
2008-07-16,995.6571071487116
2008-07-17,1018.1024471217884
2008-07-18,991.129854883686
2008-07-21,1004.2961150305737
2008-07-22,994.752239640168
2008-07-23,998.2803648731422
2008-07-24,981.9533283536425
2008-07-25,954.8493788996705
2008-07-28,945.0136352391413
2008-07-29,950.5202815893747
2008-07-30,981.369663227334
2008-07-31,990.7657813959877
2008-08-01,986.3568442339218
2008-08-04,970.4276017144032
2008-08-05,953.1880448422612
2008-08-06,952.1493163016944
2008-08-07,960.3629572163348
2008-08-08,934.0159471772533
2008-08-11,952.4842950019168
2008-08-12,975.2839226279342
2008-08-13,961.7312707898592
2008-08-14,969.7885195372999
2008-08-15,981.638693490414
2008-08-18,975.4984652485819
2008-08-19,931.1162406425054
2008-08-20,942.82450901166
2008-08-21,943.6757970018142
2008-08-22,939.6699501684567
2008-08-25,931.4685985863292
2008-08-26,912.1692330739218
2008-08-27,910.4065694156171
2008-08-28,933.3297567485415
2008-08-29,933.4328742511632
2008-09-01,933.9935966745958
2008-09-02,938.3063818735333
2008-09-03,909.1274706266934
2008-09-04,890.6478136472593
2008-09-05,868.2539835385865
2008-09-08,889.036819620464
2008-09-09,847.3968700773124
2008-09-10,830.1302523966785
2008-09-11,816.0317544987714
2008-09-12,832.0999222328128
2008-09-15,800.2923279225907
2008-09-16,730.5144986434524
2008-09-17,706.8723208928736
2008-09-18,699.959018493496
2008-09-19,814.1832548225537
2008-09-22,809.8568364838883
2008-09-23,782.4565457097591
2008-09-24,797.0517581632122
2008-09-25,807.0287415998479
2008-09-26,804.7469358439461
2008-09-29,763.2123813264418
2008-09-30,793.4244524145439
2008-10-01,787.9773859537685
2008-10-02,776.1276589677567
2008-10-03,743.7188570922904
2008-10-06,633.2067137245459
2008-10-07,627.866185112182
2008-10-08,583.2913292291108
2008-10-09,615.6994589384316
2008-10-10,596.0422684637766
2008-10-13,582.3783745161963
2008-10-14,629.0165531103642
2008-10-15,579.1272744280874
2008-10-16,533.3118113978021
2008-10-17,501.9365094057821
2008-10-20,522.1146697894856
2008-10-21,531.8327386276169
2008-10-22,512.6272364311046
2008-10-23,507.3444970406929
2008-10-24,462.841105883951
2008-10-27,461.9145931895334
2008-10-28,491.88018015594787
2008-10-29,527.4182129069625
2008-10-30,577.7647912887187
2008-10-31,595.6871345585869
2008-11-03,596.2805259204742
2008-11-04,605.5111973529937
2008-11-05,615.2250945208167
2008-11-06,586.8133465496919
2008-11-07,584.606625478843
2008-11-10,605.6987864796922
2008-11-11,562.597610425995
2008-11-12,528.3540322137192
2008-11-13,508.7935966387768
2008-11-14,519.1277556107294
2008-11-17,493.2374105554859
2008-11-18,486.6945378714731
2008-11-19,483.66666196644417
2008-11-20,455.6113174072185
2008-11-21,468.17359797525614
2008-11-24,496.5543099664089
2008-11-25,523.5170445241023
2008-11-26,515.2107965397051
2008-11-27,529.6832306672696
2008-11-28,528.9951476491478
2008-12-01,506.0742161788482
2008-12-02,506.0638080446115
2008-12-03,495.53341677837847
2008-12-04,506.5469386714261
2008-12-05,494.0866132478154
2008-12-08,519.3373781244135
2008-12-09,522.0940885440846
2008-12-10,525.7403290122952
2008-12-11,525.4330502721501
2008-12-12,508.45671725815015
2008-12-15,515.6052600635304
2008-12-16,516.462412333303
2008-12-17,508.01644185523753
2008-12-18,491.6791261651134
2008-12-19,494.0526232983456
2008-12-22,492.0397183101415
2008-12-23,502.3746102368204
2008-12-24,491.17396932965073
2008-12-25,483.49616596563675
2008-12-26,477.3732947869047
2008-12-29,473.85453551995045
2008-12-30,472.7316866287745
2008-12-31,479.2171222331927
2009-01-01,481.41320494404954
2009-01-02,482.8114137218392
2009-01-05,501.28292399793713
2009-01-06,520.2070332605687
2009-01-07,503.6825824149496
2009-01-08,494.0800103368607
2009-01-09,498.4216823883888
2009-01-12,503.6654338052452
2009-01-13,507.3792756920795
2009-01-14,483.89649990408634
2009-01-15,476.32747220711815
2009-01-16,474.3500359255766
2009-01-19,458.7977988615887
2009-01-20,458.51533980009657
2009-01-21,464.36971421951927
