Date,EM EASTERN EUROPE ex RUSSIA IMI VALUE
2007-05-31,1000.0
2007-06-01,1017.2849384968725
2007-06-04,1014.6118826429256
2007-06-05,1018.3759941593208
2007-06-06,1001.703648160967
2007-06-07,1002.9667881654613
2007-06-08,993.9293883811558
2007-06-11,1002.8964798954532
2007-06-12,997.0723260955267
2007-06-13,1006.3812159257124
2007-06-14,1019.1577781251046
2007-06-15,1036.1712365707067
2007-06-18,1033.4825035826905
2007-06-19,1036.953854683426
2007-06-20,1030.634731729041
2007-06-21,1021.0104445828449
2007-06-22,1052.2709147200328
2007-06-25,1071.6992298904645
2007-06-26,1097.9113052801317
2007-06-27,1080.1675145533343
2007-06-28,1093.5061665752376
2007-06-29,1085.6577912531109
2007-07-02,1085.4888413006624
2007-07-03,1106.6553091515702
2007-07-04,1112.1760474907658
2007-07-05,1105.2742966539533
2007-07-06,1118.4965354379924
2007-07-09,1121.623945907423
2007-07-10,1101.6258571382127
2007-07-11,1101.188676412496
2007-07-12,1113.4095013779943
2007-07-13,1122.7386308987568
2007-07-16,1121.9469990849886
2007-07-17,1114.8914188278284
2007-07-18,1111.5592371063178
2007-07-19,1124.0990319237521
2007-07-20,1110.2606491805714
2007-07-23,1127.6905310230372
2007-07-24,1106.8726336283403
2007-07-25,1101.478841606179
2007-07-26,1077.0555925216422
2007-07-27,1073.1191111579024
2007-07-30,1068.283585731168
2007-07-31,1074.957604843823
2007-08-01,1056.5335476652226
2007-08-02,1063.3384577497916
2007-08-03,1049.83173516143
2007-08-06,1038.9013408901328
2007-08-07,1049.488838716427
2007-08-08,1058.3002347255672
2007-08-09,1034.4705572905434
2007-08-10,1010.0143192489726
2007-08-13,1030.366251020795
2007-08-14,1011.6187378307385
2007-08-15,1007.3813794863706
2007-08-16,960.0659223263308
2007-08-17,968.7470583361073
2007-08-20,969.9776571455009
2007-08-21,962.8736478940377
2007-08-22,1004.8964270357867
2007-08-23,1014.264331918937
2007-08-24,1030.3204946180076
2007-08-27,1031.2786179254247
2007-08-28,1017.2882893402377
2007-08-29,1028.6363210194993
2007-08-30,1026.3258353737037
2007-08-31,1040.5434171620038
2007-09-03,1043.6481320585572
2007-09-04,1048.7177345998284
2007-09-05,1037.5227405337707
2007-09-06,1035.5947653946414
2007-09-07,1020.4023376096656
2007-09-10,1011.9846896548436
2007-09-11,1023.0770550778468
2007-09-12,1034.2802591366928
2007-09-13,1047.2993627837934
2007-09-14,1040.3408769712648
2007-09-17,1035.837624579874
2007-09-18,1046.2774054399786
2007-09-19,1077.8615756486536
2007-09-20,1080.5142527520359
2007-09-21,1082.2489867253105
2007-09-24,1076.4197861578089
2007-09-25,1077.2902799428443
2007-09-26,1080.5140900178578
2007-09-27,1077.8848163812088
2007-09-28,1073.5933329062555
2007-10-01,1083.0279871966009
2007-10-02,1086.4094655104877
2007-10-03,1076.7979106734695
2007-10-04,1077.9758829850175
2007-10-05,1085.4075025652096
2007-10-08,1087.5556730575595
2007-10-09,1104.083717865539
2007-10-10,1097.0759355412538
2007-10-11,1126.5139171883438
2007-10-12,1125.072890447229
2007-10-15,1136.1787473583163
2007-10-16,1120.4974163533543
2007-10-17,1124.7117692686825
2007-10-18,1113.020743009538
2007-10-19,1116.3789808461702
2007-10-22,1114.6425836348533
2007-10-23,1134.7865532610922
2007-10-24,1132.1720524088148
2007-10-25,1143.1451481098143
2007-10-26,1150.049284764913
2007-10-29,1158.2439464645076
2007-10-30,1147.0642728608802
2007-10-31,1146.0439340368107
2007-11-01,1143.873634241091
2007-11-02,1130.8998756970375
2007-11-05,1121.9311293695887
2007-11-06,1128.5822696822042
2007-11-07,1109.4201218841597
2007-11-08,1104.7645384635148
2007-11-09,1090.1176141670142
2007-11-12,1073.1455300206771
2007-11-13,1080.1680311255363
2007-11-14,1078.6621175299615
2007-11-15,1061.3147576758843
2007-11-16,1052.6517958252052
2007-11-19,1054.811223646537
2007-11-20,1055.5796227201513
2007-11-21,1033.3411966323818
2007-11-22,1039.8083162439661
2007-11-23,1049.3259538410855
2007-11-26,1035.5280141157675
2007-11-27,1011.0751151058106
2007-11-28,1042.1907924029917
2007-11-29,1045.2111797675095
2007-11-30,1063.5493127695668
2007-12-03,1056.5627962046742
2007-12-04,1061.9450473433226
