Date,EM EASTERN EUROPE IMI VALUE
1998-12-31,101.17862962473298
1999-01-01,101.17862962473298
1999-01-04,102.85468229204918
1999-01-05,105.27286296938156
1999-01-06,107.33911044155715
1999-01-07,111.51244197370627
1999-01-08,113.0166644692003
1999-01-11,112.76872728820793
1999-01-12,110.93593535590817
1999-01-13,101.31156946291732
1999-01-14,100.4242312609439
1999-01-15,97.8955187363686
1999-01-18,104.07110949175589
1999-01-19,105.82971841245198
1999-01-20,108.45904567264976
1999-01-21,109.58295732474016
1999-01-22,105.23319058359503
1999-01-25,104.80424677918653
1999-01-26,106.74959229619655
1999-01-27,107.91162886245404
1999-01-28,107.22327244698992
1999-01-29,109.53090375669105
1999-02-01,109.47219753041237
1999-02-02,107.69287961212547
1999-02-03,107.64345369490526
1999-02-04,110.21053651116445
1999-02-05,107.82044241894666
1999-02-08,106.91080775725847
1999-02-09,106.32246593956079
1999-02-10,106.88088130746343
1999-02-11,109.91088630286326
1999-02-12,110.37889867186239
1999-02-15,108.26042540891063
1999-02-16,110.12609375254479
1999-02-17,109.04759785442688
1999-02-18,108.40735931725357
1999-02-19,108.37152275862383
1999-02-22,109.4103730462599
1999-02-23,107.12729915192283
1999-02-24,107.65785073765385
1999-02-25,103.42227987911564
1999-02-26,102.88057701170585
1999-03-01,105.91523054087115
1999-03-02,106.2277008146816
1999-03-03,104.8014879304813
1999-03-04,103.3373511755856
1999-03-05,104.96421282159946
1999-03-08,107.93629826333361
1999-03-09,110.09873488622709
1999-03-10,110.60775737248362
1999-03-11,113.45612766776209
1999-03-12,114.01295474737677
1999-03-15,113.92904761847142
1999-03-16,115.42230792627886
1999-03-17,115.46873790054877
1999-03-18,115.21191500562185
1999-03-19,117.64000563644208
1999-03-22,115.0867428239945
1999-03-23,113.38639213027754
1999-03-24,107.44277398350165
1999-03-25,111.65964715777466
1999-03-26,111.64048451482675
1999-03-29,111.14449685480875
1999-03-30,112.64462458498714
1999-03-31,112.16046461534737
1999-04-01,111.32455761372054
1999-04-02,112.52145696344321
1999-04-05,113.03127341220751
1999-04-06,112.16543929005697
1999-04-07,112.08556494874298
1999-04-08,112.22377181852133
1999-04-09,111.62117910254335
1999-04-12,110.95051556532333
1999-04-13,111.21108293123199
1999-04-14,113.04923529165539
1999-04-15,113.66158131101417
1999-04-16,115.70076543523072
1999-04-19,118.91386679331168
1999-04-20,117.28056797367641
1999-04-21,118.58308159709384
1999-04-22,120.71606979649863
1999-04-23,121.84482209838997
1999-04-26,122.76236332012118
1999-04-27,123.0763530372456
1999-04-28,121.88181005067526
1999-04-29,122.44881210792738
1999-04-30,126.1037295036119
1999-05-03,127.08534027472999
1999-05-04,129.53135745835522
1999-05-05,132.8662308488621
1999-05-06,135.61751447200572
1999-05-07,132.86636484111807
1999-05-10,132.5781228676236
1999-05-11,132.8131984713846
1999-05-12,125.6491932037515
1999-05-13,126.81034315717704
1999-05-14,126.38666785100115
1999-05-17,129.52526117347804
1999-05-18,134.24718463487534
1999-05-19,134.93746989068418
1999-05-20,134.53014753947792
1999-05-21,138.42383797581462
1999-05-24,140.38965371186515
1999-05-25,137.20991051120367
1999-05-26,138.17890001017855
1999-05-27,137.54824861135745
1999-05-28,136.80248401903629
1999-05-31,137.97891079411298
1999-06-01,137.26399469820424
1999-06-02,136.57396179159164
1999-06-03,139.8768819754182
1999-06-04,140.2331002990811
1999-06-07,140.75715904788436
1999-06-08,141.05760895935535
1999-06-09,141.35806238461586
1999-06-10,143.44686981541363
1999-06-11,146.95830789243973
1999-06-14,149.22332372219995
1999-06-15,149.2537381693081
1999-06-16,152.35116006249223
1999-06-17,152.78552321517523
1999-06-18,153.86398507697305
1999-06-21,159.2695601025555
1999-06-22,157.56637610310082
1999-06-23,154.619928495198
1999-06-24,155.51810802526347
1999-06-25,153.64618602370234
1999-06-28,154.94424694268974
1999-06-29,154.96615988415635
1999-06-30,156.20908793720915
1999-07-01,163.17772164666516
1999-07-02,164.55673906856447
1999-07-05,168.33275972969327
1999-07-06,172.17198115070101
1999-07-07,170.61171926742193
1999-07-08,173.51953361253936
1999-07-09,173.68265783153393
1999-07-12,174.42875625283358
1999-07-13,169.32265475222508
1999-07-14,172.14072734858206
1999-07-15,173.3105979612008
1999-07-16,172.06101023614747
1999-07-19,171.39713673177374
1999-07-20,167.17268961132652
1999-07-21,163.5183392129695
1999-07-22,165.51789366245927
1999-07-23,165.02219698710314
1999-07-26,163.50603167408397
1999-07-27,161.4623016740878
1999-07-28,162.63528801186732
1999-07-29,156.94982937257993
1999-07-30,159.25445513775114
1999-08-02,158.8663894115018
1999-08-03,158.69084451451218
1999-08-04,154.12137293451357
1999-08-05,149.9609677105007
1999-08-06,150.47916522247664
1999-08-09,149.60839115854222
1999-08-10,147.8041374892793
1999-08-11,149.15289732509697
1999-08-12,151.25200925076427
1999-08-13,151.26695033405113
1999-08-16,151.16260752932146
1999-08-17,151.2864716750866
1999-08-18,151.45959133276406
1999-08-19,151.79528559380378
1999-08-20,151.76025552917187
