Date,EFM LATIN AMERICA & CARIBBEAN SMALL CAP
2010-11-30,1000.0
2010-12-01,1007.1682598865854
2010-12-02,1006.1708991702742
2010-12-03,991.7173432851866
2010-12-06,1004.6704703025799
2010-12-07,1005.0148012619693
2010-12-08,1005.0531234280145
2010-12-09,998.1831327636638
2010-12-10,992.1944834092716
2010-12-13,997.724722352573
2010-12-14,1004.1652523938246
2010-12-15,1006.3493678514394
2010-12-16,1008.7321591468673
2010-12-17,1013.959138256362
2010-12-20,1018.2497911363557
2010-12-21,1024.3900802020148
2010-12-22,1019.6647010388881
2010-12-23,1026.9197605340921
2010-12-24,1024.5902579457775
2010-12-27,1017.9164870363088
2010-12-28,1021.387200147164
2010-12-29,1029.3112056552836
2010-12-30,1031.5132684961168
2010-12-31,1026.3892052150538
2011-01-03,1038.7715795916174
2011-01-04,1025.5791289437989
2011-01-05,1034.9445434192635
2011-01-06,1034.5505152003423
2011-01-07,1040.5297355525113
2011-01-10,1036.6094815561307
2011-01-11,1036.143452395604
2011-01-12,1038.9972471403191
2011-01-13,1018.5336608850014
2011-01-14,1011.98348248348
2011-01-17,1019.0682380864686
2011-01-18,1017.5750014812273
2011-01-19,1004.8475838406008
2011-01-20,1004.387199055403
2011-01-21,994.0107417759514
2011-01-24,992.6775875146083
2011-01-25,989.4647722726445
2011-01-26,987.6440635432415
2011-01-27,973.005964250907
2011-01-28,952.7354563519224
2011-01-31,947.859531703766
2011-02-01,962.0315871008213
2011-02-02,955.9982521119725
2011-02-03,953.179554730105
2011-02-04,948.2987299330752
2011-02-07,951.5941205109186
2011-02-08,947.7391365608555
2011-02-09,930.7812360342131
2011-02-10,933.2840553514376
2011-02-11,949.291889790157
2011-02-14,963.1958635877538
2011-02-15,957.1963909578944
2011-02-16,956.2938225980221
2011-02-17,953.2329098380419
2011-02-18,950.6512893059336
2011-02-21,938.9473769370405
2011-02-22,922.6448058472546
2011-02-23,907.515268950169
2011-02-24,906.4801705573731
2011-02-25,917.6448507137723
2011-02-28,919.686972919161
2011-03-01,912.4184546743525
2011-03-02,911.312857939804
2011-03-03,923.93003852742
2011-03-04,919.569137004936
2011-03-07,911.7085228470511
2011-03-08,919.322858817311
2011-03-09,917.9953499901169
2011-03-10,909.8773498769607
2011-03-11,907.8624754825706
2011-03-14,894.9928571377166
2011-03-15,889.209033011215
2011-03-16,883.4365940884428
2011-03-17,872.8696273732212
2011-03-18,866.8019969787074
2011-03-21,871.7867841423752
2011-03-22,881.5860149067221
2011-03-23,893.6650757193734
2011-03-24,895.7465020780822
2011-03-25,902.6485011311937
2011-03-28,903.1428387068908
2011-03-29,906.3911168733449
2011-03-30,920.3362809843097
2011-03-31,926.5108239654097
2011-04-01,948.6554981560361
2011-04-04,946.8476879201222
2011-04-05,951.047226473812
2011-04-06,946.4153794031703
2011-04-07,949.4849959911858
2011-04-08,946.4026067763235
2011-04-11,947.3233814397593
2011-04-12,929.524854068961
2011-04-13,927.1653179875277
2011-04-14,929.4840452047538
2011-04-15,938.8331633796166
2011-04-18,928.6463743086226
2011-04-19,937.0395710165017
2011-04-20,941.2599580097872
2011-04-21,939.7621978383655
2011-04-22,939.7621978383655
2011-04-25,939.4457036053324
2011-04-26,940.796231449037
2011-04-27,934.3582578736934
2011-04-28,917.5714425505604
2011-04-29,930.2353699298945
2011-05-02,924.280751181431
2011-05-03,906.8973346457751
2011-05-04,898.4169996893032
2011-05-05,904.417426950608
2011-05-06,927.553501451973
2011-05-09,935.0545404956966
2011-05-10,940.4016971874936
2011-05-11,935.7328850840653
2011-05-12,941.1928953082622
2011-05-13,936.06340526781
2011-05-16,931.5766058583637
2011-05-17,928.40945924891
2011-05-18,930.1258776079906
2011-05-19,925.3705349743723
2011-05-20,928.7469814593018
2011-05-23,920.8568042245457
2011-05-24,923.7565482861853
2011-05-25,929.6219729397089
2011-05-26,934.1919610623679
2011-05-27,936.3918497808671
2011-05-30,936.3130990093368
2011-05-31,941.4931121849909
2011-06-01,923.8792077395078
2011-06-02,923.7812070281404
2011-06-03,918.9071291460181
2011-06-06,906.8211403385292
2011-06-07,910.8190236304446
2011-06-08,906.6975849203984
2011-06-09,904.2236640475508
2011-06-10,904.2517937586214
2011-06-13,901.2229886633785
2011-06-14,898.1369265270047
2011-06-15,897.6788314165957
2011-06-16,889.8226333571056
2011-06-17,888.9354661733867
2011-06-20,874.2168647826578
2011-06-21,878.4770706820735
2011-06-22,872.1949284520684
2011-06-23,882.7835551040757
2011-06-24,884.9081472534351
2011-06-27,877.9206203676366
2011-06-28,888.2034718983339
2011-06-29,892.4341728969778
2011-06-30,892.9141614547557
2011-07-01,899.7172265843234
2011-07-04,899.6802019618104
2011-07-05,898.5995544403961
2011-07-06,905.3776332379758
2011-07-07,909.9752982210648
2011-07-08,907.3357446137198
2011-07-11,900.675448779743
2011-07-12,898.8684238384404
2011-07-13,897.7929266341228
2011-07-14,889.2573411371847
2011-07-15,887.4478418043481
2011-07-18,878.0810864770087
2011-07-19,874.5352697755285
2011-07-20,871.1828867469516
2011-07-21,872.7023022295327
2011-07-22,876.6479821959242
2011-07-25,879.7152785213949
2011-07-26,869.7801135475542
2011-07-27,851.6688497008302
2011-07-28,863.7930535017053
2011-07-29,865.9618540763711
2011-08-01,874.7344712500421
2011-08-02,853.685351894595
2011-08-03,827.8243566922986
2011-08-04,789.1454082636938
2011-08-05,782.8956457687482
2011-08-08,713.673868582221
2011-08-09,721.9098400758922
2011-08-10,739.2153230121114
2011-08-11,760.3551171776226
2011-08-12,772.345072494442
2011-08-15,777.7460011110982
2011-08-16,782.7789455969648
2011-08-17,785.0133501167863
2011-08-18,762.6557499360438
2011-08-19,756.8576664571705
2011-08-22,757.2466425168938
2011-08-23,763.4930137738905
2011-08-24,762.9529381569519
2011-08-25,755.9307088028378
2011-08-26,757.3758011020224
2011-08-29,775.0328871453328
2011-08-30,787.7298261427425
2011-08-31,806.3610249521709
2011-09-01,824.5899078751185
2011-09-02,805.0051742086166
2011-09-05,781.8656224566429
2011-09-06,788.7637936481364
2011-09-07,796.8546801451489
2011-09-08,802.475227381682
2011-09-09,795.0799568273895
2011-09-12,781.712325116275
2011-09-13,770.5373024021658
2011-09-14,767.2482851080321
2011-09-15,769.3678631131291
2011-09-16,779.1276946776134
2011-09-19,760.3448354885812
2011-09-20,742.6240603115735
2011-09-21,715.1758499221352
2011-09-22,680.8126684938447
2011-09-23,682.1276353051314
2011-09-26,695.9122254928357
2011-09-27,711.8225566716201
2011-09-28,700.5721734418203
2011-09-29,695.9022319928445
2011-09-30,687.5372937949471
2011-10-03,670.695194554026
2011-10-04,661.2567872617866
2011-10-05,676.7741458336143
2011-10-06,697.3342841557445
2011-10-07,706.9892152483366
2011-10-10,712.8794770574392
2011-10-11,715.509777214725
2011-10-12,712.6131312931724
2011-10-13,726.3372752786619
2011-10-14,734.0546291341022
2011-10-17,724.3693480816761
2011-10-18,729.6873852708742
2011-10-19,727.2668129897303
2011-10-20,715.1578097372452
2011-10-21,720.3595289162423
2011-10-24,729.2054416988884
2011-10-25,725.9834305166224
2011-10-26,734.3471552198388
2011-10-27,749.2475580044504
2011-10-28,762.3014807027693
2011-10-31,768.5727579635873
2011-11-01,752.1099554630546
2011-11-02,746.5935216828238
2011-11-03,759.3884429025612
2011-11-04,753.7851447771313
2011-11-07,756.2524979825358
2011-11-08,757.6327892506099
2011-11-09,752.521284240413
2011-11-10,747.9214732985854
2011-11-11,762.6607216851553
2011-11-14,760.4551718720713
2011-11-15,765.0130740593017
2011-11-16,757.772957672118
2011-11-17,746.3632286114787
2011-11-18,740.8289053905752
2011-11-21,724.295333619559
2011-11-22,720.9738962776506
2011-11-23,703.6396831550886
2011-11-24,700.80996832848
2011-11-25,704.5174749961027
2011-11-28,716.0813657564272
2011-11-29,717.1067998628258
2011-11-30,741.4001043540748
2011-12-01,748.2871304610809
2011-12-02,754.0131914728522
2011-12-05,759.6745189755211
2011-12-06,760.702028928664
2011-12-07,758.5663149937184
2011-12-08,750.6000405680068
2011-12-09,753.6789368878858
2011-12-12,747.3240112123376
2011-12-13,747.8704428118906
2011-12-14,738.7255154543197
2011-12-15,743.3594821710418
2011-12-16,747.8430075813484
2011-12-19,734.2962596548421
2011-12-20,743.2956136377783
2011-12-21,739.2053018537895
2011-12-22,738.9845771549352
2011-12-23,742.5912538388545
2011-12-26,747.7122163371793
2011-12-27,744.0822799156043
2011-12-28,739.3999061241157
2011-12-29,748.5300783114985
2011-12-30,747.165080785249
2012-01-02,751.6941081598071
2012-01-03,764.5314742750545
2012-01-04,780.5031611040423
2012-01-05,778.3784272832947
2012-01-06,782.2536703227437
2012-01-09,783.7226980179959
2012-01-10,799.79569257823
2012-01-11,804.662163690633
2012-01-12,805.8261604704036
2012-01-13,807.7124833331936
2012-01-16,818.9074637917782
2012-01-17,819.279196200389
2012-01-18,824.2974867822018
2012-01-19,829.8705060838507
2012-01-20,831.5827083102686
2012-01-23,830.3758674164312
2012-01-24,830.5311793926913
2012-01-25,834.2717057305783
2012-01-26,839.7273882963092
