Date,EFM EUROPE + CIS (E+C) SMALL CAP
2013-04-08,906.2354120790651
2013-04-09,902.9360680545734
2013-04-10,907.2787098959834
2013-04-11,909.7036801901489
2013-04-12,904.7457611354288
2013-04-15,896.7991114799698
2013-04-16,889.5575216238237
2013-04-17,883.462970397381
2013-04-18,876.8130656151782
2013-04-19,880.6581634931233
2013-04-22,879.9078133467954
2013-04-23,880.5628533006212
2013-04-24,892.0608844309984
2013-04-25,897.3452760831789
2013-04-26,898.1002135038216
2013-04-29,900.3586160286367
2013-04-30,896.4045691946374
2013-05-01,895.4964058779404
2013-05-02,906.3187025682981
2013-05-03,903.842442158061
2013-05-06,912.5223402458837
2013-05-07,911.8341485423066
2013-05-08,913.5927284258578
2013-05-09,914.3397574772328
2013-05-10,919.426385913044
2013-05-13,915.9562195307706
2013-05-14,923.6871812418501
2013-05-15,928.0925969216511
2013-05-16,926.3899988514562
2013-05-17,928.4316495923929
2013-05-20,924.2898812525094
2013-05-21,927.4206355627485
2013-05-22,937.8183941904136
2013-05-23,921.6802273402759
2013-05-24,928.2625235378362
2013-05-27,937.0685294717304
2013-05-28,939.582916670441
2013-05-29,922.3932047062551
2013-05-30,910.847562684964
2013-05-31,902.3776073081282
2013-06-03,848.2048544774448
2013-06-04,873.2964814128206
2013-06-05,861.7768553238684
2013-06-06,832.242334078572
2013-06-07,859.5621730866999
2013-06-10,845.6979010399156
2013-06-11,838.2002472336029
2013-06-12,845.579098619051
2013-06-13,851.0659974067676
2013-06-14,869.0652303075735
2013-06-17,860.2447980422455
2013-06-18,848.9814778839259
2013-06-19,856.2378944531725
2013-06-20,815.5148180736951
2013-06-21,811.0179325512864
2013-06-24,792.6191630821097
2013-06-25,806.7074082734982
2013-06-26,815.0348078899447
2013-06-27,817.4740716362415
2013-06-28,818.0751359118768
2013-07-01,826.9209042002083
2013-07-02,833.910027151061
2013-07-03,821.7842198479264
2013-07-04,833.8451202908423
2013-07-05,819.7291684039627
2013-07-08,816.3760802714912
2013-07-09,819.3037175516507
2013-07-10,813.7109729456488
2013-07-11,814.418447046112
2013-07-12,824.5936432869025
2013-07-15,839.8077609643755
2013-07-16,844.6554582308896
2013-07-17,855.8116225618302
2013-07-18,854.1525274221669
2013-07-19,848.406191104464
2013-07-22,851.2621801988737
2013-07-23,851.5885591283112
2013-07-24,843.730695207082
2013-07-25,833.2335846727901
2013-07-26,825.0327508645071
2013-07-29,828.5530997412369
2013-07-30,830.6399576495395
2013-07-31,821.559880333704
2013-08-01,828.3272629844458
2013-08-02,836.6455172324635
2013-08-05,840.2846103877541
2013-08-06,836.6578907460126
2013-08-07,839.9285760674684
2013-08-08,844.1755742739301
2013-08-09,849.5068462001329
2013-08-12,856.0713010383365
2013-08-13,855.6248937547394
2013-08-14,857.5550317563836
2013-08-15,847.1065797914324
2013-08-16,846.2391226458711
2013-08-19,833.1765775364004
2013-08-20,824.9079195900366
2013-08-21,807.85082787416
2013-08-22,796.9850140175766
2013-08-23,794.0552005670676
2013-08-26,796.7009421556136
2013-08-27,760.699391859303
2013-08-28,750.2198990381224
2013-08-29,767.0927185404176
2013-08-30,763.377639487103
2013-09-02,781.8438525192424
2013-09-03,767.66251078985
2013-09-04,762.2920064485186
2013-09-05,753.6964950230747
2013-09-06,767.3794443375331
2013-09-09,781.9670343592605
2013-09-10,802.0998284863929
2013-09-11,804.3941493255197
2013-09-12,810.5643975935394
2013-09-13,804.2674898257224
2013-09-16,815.539752500625
2013-09-17,816.5427122651695
2013-09-18,814.7677524341599
2013-09-19,833.0964866820391
2013-09-20,823.9838753682446
2013-09-23,816.439640266516
2013-09-24,815.2856929508546
2013-09-25,821.2698125052904
2013-09-26,820.7973277993624
2013-09-27,814.729968707609
2013-09-30,812.8006343323724
2013-10-01,820.6440200894084
2013-10-02,820.926097264619
2013-10-03,824.8097674741219
2013-10-04,827.5062543413883
2013-10-07,829.3429184190945
2013-10-08,826.8840459819659
2013-10-09,827.6223681059031
2013-10-10,841.64426565511
2013-10-11,841.4997232829742
2013-10-14,842.5155444728149
2013-10-15,851.1046788050219
2013-10-16,852.7499429375341
2013-10-17,849.7446181503675
2013-10-18,844.9414265925777
2013-10-21,858.0181675775577
2013-10-22,861.3521774006592
2013-10-23,858.6569514677797
2013-10-24,867.8132588989619
2013-10-25,871.4725252544187
2013-10-28,873.1682656882671
2013-10-29,873.2702753392765
2013-10-30,864.2193907214012
2013-10-31,858.4449242022754
2013-11-01,856.0965164651003
2013-11-04,863.6614134906532
2013-11-05,849.9995209162863
2013-11-06,850.329933238026
2013-11-07,854.7130333237777
2013-11-08,838.8199825368483
2013-11-11,829.8592478564681
2013-11-12,829.2504901138274
2013-11-13,818.8881841786732
2013-11-14,831.562112583291
2013-11-15,836.7719324035986
2013-11-18,846.5939792273573
2013-11-19,847.5097429633737
2013-11-20,853.9855408395747
2013-11-21,853.1498337472631
2013-11-22,860.4122650700175
2013-11-25,866.3801204747982
2013-11-26,853.7048417693945
2013-11-27,860.3624070086429
2013-11-28,861.7067304513417
2013-11-29,866.8696510191415
2013-12-02,866.9497818894419
2013-12-03,854.0105087150258
2013-12-04,852.5587709279055
2013-12-05,849.5497357679998
2013-12-06,858.8468523504174
2013-12-09,863.1766689393519
2013-12-10,863.6969506933106
2013-12-11,858.2126839724923
2013-12-12,848.6555561746362
2013-12-13,852.6896868898039
2013-12-16,853.6085362170815
2013-12-17,829.4770594838316
2013-12-18,827.5847388425012
2013-12-19,820.0862090780441
2013-12-20,819.7375330055179
2013-12-23,815.9201669372885
2013-12-24,825.5974703405949
2013-12-25,815.0399484032099
2013-12-26,800.7701317934183
2013-12-27,789.7057039689256
2013-12-30,807.8123402108407
2013-12-31,805.8998411894485
2014-01-01,805.8998411894485
2014-01-02,813.9357675731811
2014-01-03,813.5431360026679
2014-01-06,816.6810956570424
2014-01-07,821.6224325848837
2014-01-08,820.0537466548975
2014-01-09,811.5490184632264
2014-01-10,819.8855818969387
2014-01-13,818.4882819998334
2014-01-14,813.2445033121504
2014-01-15,822.5067610082453
2014-01-16,816.0474655418401
2014-01-17,810.0490666198773
2014-01-20,802.3940500503816
2014-01-21,799.1335265719135
2014-01-22,799.3644723589265
2014-01-23,788.6518119099586
2014-01-24,772.1239561430633
2014-01-27,769.4376202297498
2014-01-28,773.3321665495107
2014-01-29,762.584893118188
2014-01-30,769.2890120421265
2014-01-31,771.0823802980816
2014-02-03,768.3553984385643
2014-02-04,775.2609502758816
2014-02-05,784.0645920567277
2014-02-06,797.1327316198701
2014-02-07,795.5399962930079
2014-02-10,796.4677909762877
2014-02-11,801.0670491380542
2014-02-12,810.7619689899169
2014-02-13,802.5299975888377
2014-02-14,810.092054590874
2014-02-17,813.3517411778354
2014-02-18,807.3434332230187
2014-02-19,799.9201680699219
2014-02-20,797.4756572793241
2014-02-21,801.4592130677191
2014-02-24,806.1531797403103
2014-02-25,796.3977608605364
2014-02-26,791.2601957214664
2014-02-27,787.853108404629
2014-02-28,800.8937786830382
2014-03-03,760.786138206283
2014-03-04,783.7429071178085
2014-03-05,785.8452683816172
2014-03-06,789.3110720590195
2014-03-07,780.3336439434182
2014-03-10,773.9603678232324
2014-03-11,774.8820229478556
2014-03-12,764.768354307663
2014-03-13,756.9508596683206
2014-03-14,743.7196973533987
2014-03-17,759.1066842453089
2014-03-18,764.9852728906801
2014-03-19,766.6697312732701
2014-03-20,770.2160686499261
2014-03-21,767.1765315927548
2014-03-24,760.1729876227162
2014-03-25,764.9743955864758
2014-03-26,777.634024367001
2014-03-27,778.1442255593312
2014-03-28,782.0149887707369
2014-03-31,796.6945519541875
2014-04-01,803.0409242208925
2014-04-02,808.8860732562637
2014-04-03,809.4650509046342
2014-04-04,817.8989098724214
2014-04-07,809.5363624740329
2014-04-08,811.7008421716089
2014-04-09,807.482546965906
2014-04-10,815.5035805698124
2014-04-11,807.8029790269007
2014-04-14,801.0913214769062
2014-04-15,786.0406944685863
2014-04-16,794.3114764273687
2014-04-17,804.135734706654
2014-04-18,806.1631144680275
2014-04-21,807.8549350761924
2014-04-22,812.2051766541035
2014-04-23,805.5356497788487
2014-04-24,802.7550553664324
2014-04-25,797.5467794152491
2014-04-28,796.7340556249086
2014-04-29,805.3600801441565
2014-04-30,812.9632843743082
2014-05-01,814.6436180824176
2014-05-02,818.3946194364954
2014-05-05,809.1186536827855
2014-05-06,807.9452543164315
2014-05-07,815.346647355581
2014-05-08,817.5598763988834
2014-05-09,812.5888050141493
2014-05-12,814.7243836181992
2014-05-13,817.2496121761482
2014-05-14,815.9030807424217
2014-05-15,805.0254772630343
2014-05-16,800.2877175750174
2014-05-19,800.2585777813372
2014-05-20,804.4122150693279
2014-05-21,811.9691158304756
2014-05-22,823.9550696761066
2014-05-23,829.0122724588431
2014-05-26,834.6021133656459
2014-05-27,834.0185335666374
2014-05-28,835.3777429693642
2014-05-29,840.6210704737047
2014-05-30,839.2083314012469
2014-06-02,845.3310513256323
2014-06-03,843.3870047051463
2014-06-04,845.4288310191524
2014-06-05,854.1408122133928
2014-06-06,868.8614825388898
2014-06-09,874.1735159216202
2014-06-10,878.5441384629183
2014-06-11,864.9815413250564
2014-06-12,865.9195155022841
2014-06-13,856.9217268560361
2014-06-16,845.3475602829205
2014-06-17,845.1406038762336
2014-06-18,847.4687716306753
