Date,EFM EUROPE + CIS (E+C) SMALL CAP
2010-11-30,1000.0
2010-12-01,1016.9759054308129
2010-12-02,1024.502231761695
2010-12-03,1022.6953668380393
2010-12-06,1032.558571947902
2010-12-07,1035.8817303696687
2010-12-08,1036.901981545965
2010-12-09,1030.194140436056
2010-12-10,1029.7974398271288
2010-12-13,1037.5968361615492
2010-12-14,1036.8669955890302
2010-12-15,1044.761435437858
2010-12-16,1045.5142601976147
2010-12-17,1038.5461425838562
2010-12-20,1028.9352845685717
2010-12-21,1040.5922213587546
2010-12-22,1049.580483181176
2010-12-23,1060.332915351677
2010-12-24,1059.655832154573
2010-12-27,1053.9039053923332
2010-12-28,1052.2038256226363
2010-12-29,1056.68869276412
2010-12-30,1053.1601417451757
2010-12-31,1048.431981385176
2011-01-03,1060.1716484124577
2011-01-04,1075.4487770346661
2011-01-05,1090.3772596051135
2011-01-06,1101.5112130184934
2011-01-07,1098.454169579876
2011-01-10,1091.1761921778543
2011-01-11,1103.5405471696079
2011-01-12,1117.5410806882599
2011-01-13,1106.3645227347242
2011-01-14,1105.9867815370483
2011-01-17,1117.7494651618852
2011-01-18,1117.3398734800603
2011-01-19,1103.6095832626609
2011-01-20,1081.1273993780687
2011-01-21,1086.592833029446
2011-01-24,1078.7595010949512
2011-01-25,1080.5021408949942
2011-01-26,1081.3869164664793
2011-01-27,1068.5158786939899
2011-01-28,1041.2179377595683
2011-01-31,1035.1122276581684
2011-02-01,1057.3374583502207
2011-02-02,1059.6221245394674
2011-02-03,1052.157601011607
2011-02-04,1068.097709066861
2011-02-07,1078.2599974629534
2011-02-08,1077.7986722052387
2011-02-09,1068.2088299471807
2011-02-10,1059.5749377649936
2011-02-11,1068.2421800805016
2011-02-14,1066.2935519532643
2011-02-15,1064.2658797728568
2011-02-16,1073.6725490954113
2011-02-17,1070.0717739949564
2011-02-18,1066.0932913480704
2011-02-21,1054.635600610991
2011-02-22,1038.4402085288425
2011-02-23,1020.6064136665705
2011-02-24,992.360324405145
2011-02-25,1015.214468430099
2011-02-28,1024.2098703122056
2011-03-01,1002.3289617951027
2011-03-02,998.338663411231
2011-03-03,1017.6295531216035
2011-03-04,1018.7421861215959
2011-03-07,1016.1453937409076
2011-03-08,1031.1527002447494
2011-03-09,1036.8541507075076
2011-03-10,1034.4997705585604
2011-03-11,1025.7175754775046
2011-03-14,1022.6107688329104
2011-03-15,998.2549739799089
2011-03-16,997.7639574811527
2011-03-17,1003.5034604649898
2011-03-18,1002.9315908070845
2011-03-21,1012.9689679738856
2011-03-22,1019.3472484859824
2011-03-23,1024.5001176954793
2011-03-24,1036.1826394463526
2011-03-25,1047.8120260639241
2011-03-28,1047.9114680641078
2011-03-29,1047.8156090454518
2011-03-30,1052.4530517162207
2011-03-31,1058.2396619837857
2011-04-01,1072.0925583022192
2011-04-04,1077.1119441559451
2011-04-05,1083.2557911849867
2011-04-06,1096.1255513655512
2011-04-07,1107.6223364616021
2011-04-08,1092.7071019321502
2011-04-11,1087.3498815529827
2011-04-12,1073.7681401617285
2011-04-13,1084.7244613737587
2011-04-14,1080.724870038662
2011-04-15,1090.6338679529758
2011-04-18,1059.7818567524241
2011-04-19,1074.2580282369568
2011-04-20,1077.2628949866835
2011-04-21,1080.8349909123838
2011-04-22,1087.1091935144373
2011-04-25,1087.7027725146918
2011-04-26,1082.6729560370422
2011-04-27,1078.6308028967146
2011-04-28,1079.659235534339
2011-04-29,1085.937371435768
2011-05-02,1088.6932575200597
2011-05-03,1082.6557872765434
2011-05-04,1068.4147175429916
2011-05-05,1074.629024603218
2011-05-06,1077.8371706875134
2011-05-09,1080.0583288593164
2011-05-10,1068.880887616185
2011-05-11,1056.364071021899
2011-05-12,1054.773567160703
2011-05-13,1035.1456719810642
2011-05-16,1026.8231166509054
2011-05-17,1020.9917108108209
2011-05-18,1016.0728623585188
2011-05-19,1020.9670103811129
2011-05-20,1015.530645275395
2011-05-23,999.8504420161668
2011-05-24,1014.448952906758
2011-05-25,1012.4245067994433
2011-05-26,1015.2698623146434
2011-05-27,1004.658161107684
2011-05-30,1000.5073064279007
2011-05-31,1012.5200338792623
2011-06-01,1008.2196114337038
2011-06-02,1005.5370174565384
2011-06-03,1002.7420043253526
2011-06-06,1001.1140428167267
2011-06-07,1006.343551044807
2011-06-08,1004.9898890106717
2011-06-09,1009.8296572072192
2011-06-10,1011.9126637096515
2011-06-13,1012.5179776753255
2011-06-14,1003.267144436447
2011-06-15,995.3280423217648
2011-06-16,985.6498522016723
2011-06-17,991.4187378935975
2011-06-20,980.2079651076587
2011-06-21,981.1916670893697
2011-06-22,973.5517596461459
2011-06-23,968.3683853630856
2011-06-24,974.9034584056867
2011-06-27,963.5183636690268
2011-06-28,964.8356757367461
2011-06-29,974.7195945014564
2011-06-30,977.4844274243131
2011-07-01,986.4610845497101
2011-07-04,987.5552543977457
2011-07-05,986.8664216234966
2011-07-06,984.2617773296038
2011-07-07,999.1404221302844
2011-07-08,993.2895255512204
2011-07-11,985.9624922081682
2011-07-12,978.7388514603638
2011-07-13,979.5283088405037
2011-07-14,973.5959669080258
2011-07-15,971.6933825770177
2011-07-18,961.8781046660098
2011-07-19,954.4480583033669
2011-07-20,951.6223934842354
2011-07-21,936.6721375861006
2011-07-22,929.5732443160477
2011-07-25,922.1876519501667
2011-07-26,923.133910302805
2011-07-27,927.2696821587206
2011-07-28,941.0531943375519
2011-07-29,933.5468263593391
2011-08-01,935.5700270361424
2011-08-02,920.4905776314787
2011-08-03,891.6702356780966
2011-08-04,861.4617559630866
2011-08-05,820.9257786761548
2011-08-08,755.2405451830813
2011-08-09,729.5275342077218
2011-08-10,707.974083595067
2011-08-11,716.0351998220581
2011-08-12,739.8663720011439
2011-08-15,757.3545319846481
2011-08-16,766.247487718525
2011-08-17,776.805819209637
2011-08-18,737.6678107903854
2011-08-19,733.9867202466229
2011-08-22,738.085531667386
2011-08-23,737.8502954056161
2011-08-24,742.2983352737995
2011-08-25,741.8574303003945
2011-08-26,743.4302925777619
2011-08-29,758.367997201084
2011-08-30,761.6083206276968
2011-08-31,774.813168825376
2011-09-01,773.6840765259202
2011-09-02,762.4235831014654
2011-09-05,742.3003643921783
2011-09-06,747.4043965784414
2011-09-07,762.4804731978559
2011-09-08,768.8155892643543
2011-09-09,754.4939553977125
2011-09-12,736.1667165412241
2011-09-13,745.058279667445
2011-09-14,737.5227149007738
2011-09-15,743.8700997259274
2011-09-16,753.1674588356423
2011-09-19,738.5759022051918
2011-09-20,756.6715881001816
2011-09-21,752.3522111297814
2011-09-22,715.9955289551391
2011-09-23,703.3939290543942
2011-09-26,703.5386485755237
2011-09-27,716.4853791484838
2011-09-28,710.9942167599734
2011-09-29,715.4645202916892
2011-09-30,715.5298858876804
2011-10-03,710.55626799289
2011-10-04,688.2435101757666
2011-10-05,701.3961774871789
2011-10-06,709.0610500343851
2011-10-07,714.0755108589511
2011-10-10,726.5340022989097
2011-10-11,726.925635731868
2011-10-12,738.9672588709454
2011-10-13,733.3561041656441
2011-10-14,736.7334948439553
2011-10-17,728.1283256734463
2011-10-18,727.1879950244905
2011-10-19,727.8676183126605
2011-10-20,714.5650737913619
2011-10-21,725.4001922075106
2011-10-24,742.2755249209802
2011-10-25,740.6562027087612
2011-10-26,742.8169773700146
2011-10-27,757.4255166948105
2011-10-28,757.7790718501592
2011-10-31,749.2609542821922
2011-11-01,731.9780140309416
2011-11-02,736.9039492097525
2011-11-03,746.5235116867194
2011-11-04,743.3696227207685
2011-11-07,741.6393678551706
2011-11-08,744.5807467495305
2011-11-09,738.0488192686672
2011-11-10,733.409566163018
2011-11-11,737.4345841021466
2011-11-14,740.1850032578694
2011-11-15,737.8338920014163
2011-11-16,735.5324891436799
2011-11-17,727.2643704394633
2011-11-18,715.3460854796743
2011-11-21,687.2398370360368
2011-11-22,683.2044951326249
2011-11-23,671.1034658780468
2011-11-24,668.1524944531361
2011-11-25,665.1842384758324
2011-11-28,681.536915359417
2011-11-29,677.0510838723401
2011-11-30,695.9487135592318
2011-12-01,693.5277449800203
2011-12-02,700.3947965891956
2011-12-05,704.5498712451126
2011-12-06,691.1236404872926
2011-12-07,693.8443389612111
2011-12-08,683.8376358933318
2011-12-09,680.4577282642163
2011-12-12,670.904287541213
2011-12-13,674.2188505911317
2011-12-14,665.9833394825484
2011-12-15,668.5489584355397
2011-12-16,664.8822534958493
2011-12-19,657.718006428242
2011-12-20,663.230880299011
2011-12-21,668.9914455091239
2011-12-22,667.5212302060065
2011-12-23,668.2187842329818
2011-12-26,667.9392690657629
2011-12-27,666.4580643256432
2011-12-28,662.0719009385481
2011-12-29,660.8456997900387
2011-12-30,661.3426158693925
2012-01-02,662.9257820066688
2012-01-03,673.0294218894104
2012-01-04,669.338199312604
2012-01-05,669.0309419548603
2012-01-06,668.1579323092
2012-01-09,664.3247003380797
2012-01-10,674.019895347118
2012-01-11,681.0564523044542
2012-01-12,685.6794137326328
2012-01-13,682.9469394063069
2012-01-16,691.1863611184333
2012-01-17,700.1179274609741
2012-01-18,705.1302660937088
2012-01-19,709.2352327351181
2012-01-20,708.9150866310868
2012-01-23,720.8476143705632
2012-01-24,719.1226811138588
2012-01-25,723.2321665814101
2012-01-26,739.7906928709295
2012-01-27,743.9719422156687
2012-01-30,743.6462477253663
2012-01-31,756.4624592119898
2012-02-01,773.5306054737257
2012-02-02,779.2784217836588
2012-02-03,788.2401489787521
2012-02-06,789.8792690526723
2012-02-07,788.7429868919534
2012-02-08,797.5876408254776
2012-02-09,785.5518112509108
2012-02-10,777.1934409809318
2012-02-13,790.5950955780891
2012-02-14,787.6704003665257
2012-02-15,794.525063235602
2012-02-16,793.4001674685479
2012-02-17,804.9108102175995
2012-02-20,808.3558617271799
2012-02-21,804.353486092997
2012-02-22,799.8562250883682
2012-02-23,791.0007049735228
2012-02-24,791.9662916923747
2012-02-27,787.2164220666411
2012-02-28,794.8724527140652
2012-02-29,800.8140951393333
2012-03-01,802.6344103027924
2012-03-02,807.1250163653317
2012-03-05,800.8554319223523
2012-03-06,783.3040025917547
2012-03-07,790.5338624923282
2012-03-08,794.9580742974161
2012-03-09,800.6390121450121
2012-03-12,793.4676684849103
2012-03-13,799.0334170622864
2012-03-14,802.8923299830934
2012-03-15,813.0103020810744
2012-03-16,813.2218284501911
2012-03-19,808.5202446317888
2012-03-20,801.4665755143765
2012-03-21,804.1679526094333
2012-03-22,796.7104065231142
2012-03-23,800.0568803560893
2012-03-26,812.4531694942775
2012-03-27,812.6125300908614
2012-03-28,806.2589010935565
2012-03-29,800.640765224717
2012-03-30,806.6134724134761
2012-04-02,810.7330492839465
2012-04-03,814.6800806733619
2012-04-04,809.8273079641759
2012-04-05,811.8148264173675
2012-04-06,808.8116659399564
2012-04-09,804.393565036802
2012-04-10,787.4335383149856
2012-04-11,790.7603076045698
2012-04-12,798.7952177930513
2012-04-13,800.056954742055
2012-04-16,797.8260081301863
2012-04-17,803.3544197601651
2012-04-18,801.9867252788464
2012-04-19,804.7289834536788
2012-04-20,804.0676215763318
2012-04-23,793.3993093847298
2012-04-24,799.9527614973174
2012-04-25,803.2527060449206
2012-04-26,803.4226790084491
2012-04-27,807.0655316039481
2012-04-30,808.3438612894071
2012-05-01,810.526505354835
2012-05-02,807.1323872390628
2012-05-03,807.1787061017665
2012-05-04,800.3999914605785
2012-05-07,795.9130147092822
2012-05-08,795.8175664016702
2012-05-09,786.0901752437784
2012-05-10,795.3937772469172
2012-05-11,792.3078010481405
2012-05-14,769.7384062004475
2012-05-15,766.6998513712145
2012-05-16,765.4746740523739
2012-05-17,750.6840804316346
2012-05-18,744.3808189930206
2012-05-21,747.8746938879392
2012-05-22,753.6703033169539
2012-05-23,731.5368537648523
2012-05-24,729.2010096325713
2012-05-25,728.9129775605894
2012-05-28,732.7806920665512
2012-05-29,738.7950205535193
2012-05-30,728.6755648139413
2012-05-31,720.094636075806
2012-06-01,714.9134987929697
2012-06-04,713.9169595235808
2012-06-05,719.1958973266329
2012-06-06,732.3449228420722
2012-06-07,739.2307978261304
2012-06-08,743.0116157449837
2012-06-11,744.9720063559251
2012-06-12,746.2896301210161
2012-06-13,748.377596852748
2012-06-14,741.5730456660348
2012-06-15,745.3100975042502
2012-06-18,749.2227806924049
2012-06-19,759.2116856666798
2012-06-20,756.9277662364406
2012-06-21,754.3071415052702
2012-06-22,753.0401648349005
2012-06-25,743.3251421260803
2012-06-26,752.3020473948801
2012-06-27,759.4140457935374
2012-06-28,749.2564401251133
2012-06-29,763.8074458903361
2012-07-02,771.3591861149033
2012-07-03,780.7350026107833
2012-07-04,782.5289867940553
2012-07-05,786.2309640910606
2012-07-06,784.8890277847112
2012-07-09,784.9434136136382
2012-07-10,792.502237184791
2012-07-11,790.4557029011802
2012-07-12,779.4063194950955
2012-07-13,787.3973022053277
2012-07-16,788.9646339328555
2012-07-17,790.4443104549371
2012-07-18,792.0249331548594
2012-07-19,794.5349104186821
2012-07-20,790.6561972707638
2012-07-23,770.8680928101925
2012-07-24,776.3190442811883
2012-07-25,777.9118886040463
2012-07-26,786.8831255806089
2012-07-27,791.8015940231631
2012-07-30,800.4202406791802
2012-07-31,799.2716064538065
2012-08-01,796.6196010240391
2012-08-02,794.8264764752814
2012-08-03,805.4840873753961
2012-08-06,811.3457477702514
2012-08-07,806.4356190249554
2012-08-08,809.1561574837883
2012-08-09,812.8311968995316
2012-08-10,810.2154852065855
2012-08-13,804.5126453872925
2012-08-14,799.0380611952836
2012-08-15,798.8495450791582
2012-08-16,801.3478028038588
2012-08-17,804.5217429354868
2012-08-20,801.9648331030118
2012-08-21,803.3853471069849
2012-08-22,804.2733327695706
2012-08-23,798.5019970867529
2012-08-24,799.2822618145144
2012-08-27,799.229551242515
2012-08-28,794.4306493091165
2012-08-29,786.8382683151724
2012-08-30,782.5558041915351
2012-08-31,784.8822834229704
2012-09-03,785.9901156460398
2012-09-04,783.1850958515736
2012-09-05,783.7284918802488
2012-09-06,794.2847384471178
2012-09-07,797.8417581027492
2012-09-10,801.8089591622503
2012-09-11,803.1664299975919
2012-09-12,801.6431630684667
2012-09-13,795.0817275488728
2012-09-14,807.6572971486135
2012-09-17,803.797047597233
2012-09-18,807.2669148546341
2012-09-19,804.5392767202463
2012-09-20,805.3943428910604
2012-09-21,810.0141345332935
2012-09-24,806.2210328331693
2012-09-25,812.1259027307162
2012-09-26,804.1026545629188
2012-09-27,809.3771320815215
2012-09-28,807.0007842813425
2012-10-01,814.663093152047
2012-10-02,815.6198404916543
2012-10-03,812.1106907006746
2012-10-04,806.9205759645356
2012-10-05,810.576009134953
2012-10-08,806.8840724546716
2012-10-09,807.8952514453126
2012-10-10,809.0748662780178
2012-10-11,810.9940674107767
2012-10-12,807.0665795231317
2012-10-15,811.2257885772535
2012-10-16,815.1101934892303
2012-10-17,812.7487776216915
2012-10-18,819.0476045728673
2012-10-19,815.732793569417
2012-10-22,813.1541467905805
2012-10-23,808.9736629748858
2012-10-24,812.6998014950437
2012-10-25,813.1630341392417
2012-10-26,811.7891019498644
2012-10-29,810.2703541149975
2012-10-30,809.4080604709889
2012-10-31,811.175850921369
2012-11-01,816.1013617868922
2012-11-02,816.3042785006388
2012-11-05,823.6987604618903
2012-11-06,828.2746494202721
2012-11-07,824.1753961796804
2012-11-08,820.5418725552913
2012-11-09,814.9228656127888
2012-11-12,812.1327964325793
2012-11-13,811.31980347602
2012-11-14,808.7988814336612
2012-11-15,809.1002588897512
2012-11-16,810.9425356616523
2012-11-19,813.7352037752021
2012-11-20,820.5944110146603
2012-11-21,821.8664635465798
2012-11-22,817.8355007003698
2012-11-23,820.3645775393725
2012-11-26,825.3582169845835
2012-11-27,826.8411011445623
2012-11-28,825.7824683531188
2012-11-29,827.328909054334
2012-11-30,828.5627466486594
2012-12-03,835.3198889794528
2012-12-04,837.086251933608
2012-12-05,840.9724334235241
2012-12-06,847.8808343480787
2012-12-07,851.578096070271
2012-12-10,858.3063592431554
2012-12-11,863.2432967463698
2012-12-12,863.66138333622
2012-12-13,861.1060180334812
2012-12-14,860.4764948867623
2012-12-17,859.2119513773392
2012-12-18,861.2776932571905
2012-12-19,862.9384279758433
2012-12-20,864.2795628419065
2012-12-21,859.0078014671591
2012-12-24,860.4397756876165
2012-12-25,863.3823498364037
2012-12-26,865.6754533482774
2012-12-27,872.2083266778498
2012-12-28,874.2222818990423
2012-12-31,875.3550968538198
2013-01-01,875.3550968538198
2013-01-02,887.3760502061328
2013-01-03,892.7650208915609
2013-01-04,890.0116081946742
2013-01-07,890.5380453037412
2013-01-08,893.4838793975362
2013-01-09,902.0702320378018
2013-01-10,902.6682303509507
2013-01-11,899.730045654018
2013-01-14,904.5755788025208
2013-01-15,906.7541359284791
2013-01-16,911.8874148594472
2013-01-17,918.0018242977916
2013-01-18,917.80019104305
2013-01-21,919.6297001861964
2013-01-22,916.4029132594627
2013-01-23,924.1955497261756
2013-01-24,921.5782453793244
2013-01-25,914.4189525865361
2013-01-28,891.6045643755575
2013-01-29,894.4228574524403
2013-01-30,883.117853305322
2013-01-31,887.0998761428443
2013-02-01,894.9740359364306
2013-02-04,895.2917926319776
2013-02-05,892.9414613167254
2013-02-06,890.8585433119808
2013-02-07,892.8119351315006
2013-02-08,897.6216030433548
2013-02-11,890.4214634464144
2013-02-12,889.3433065969185
2013-02-13,897.169017035351
2013-02-14,894.4350343038095
2013-02-15,895.5705633552145
2013-02-18,895.2041038911682
2013-02-19,890.0538853280112
2013-02-20,890.7693467672614
2013-02-21,876.1718039451688
2013-02-22,871.0853373365991
2013-02-25,872.5879333737993
2013-02-26,876.140940676667
2013-02-27,884.7640532656026
2013-02-28,895.1890498158355
2013-03-01,902.4442439824883
2013-03-04,905.1239493415445
2013-03-05,913.2500398298733
2013-03-06,915.8685074412762
2013-03-07,907.9292284798955
2013-03-08,917.333987386446
2013-03-11,915.7286960976384
2013-03-12,914.0794836441409
2013-03-13,911.8138774300214
2013-03-14,905.5709138080719
2013-03-15,904.6604887764279
2013-03-18,905.2299336691013
2013-03-19,900.3181595342934
2013-03-20,901.1559533650453
2013-03-21,900.0578589177967
2013-03-22,893.4803692618377
2013-03-25,894.1587347883184
2013-03-26,899.3276339476138
2013-03-27,899.4929025426934
2013-03-28,905.7907311203003
2013-03-29,908.7679618499618
2013-04-01,909.2078006382004
2013-04-02,915.1773667935952
2013-04-03,907.0250841938253
2013-04-04,904.2803027795318
2013-04-05,896.1706763968709
