Date,EFM ASIA SMALL CAP
2010-11-30,1000.0
2010-12-01,1012.0876529341259
2010-12-02,1012.7372851237777
2010-12-03,995.1204197184929
2010-12-06,1005.8773789688719
2010-12-07,1003.7598202904319
2010-12-08,1003.1312368344054
2010-12-09,1004.2633152493937
2010-12-10,1002.8583795747547
2010-12-13,997.8330223747043
2010-12-14,1006.4735171101079
2010-12-15,1002.9316147761857
2010-12-16,1008.8944043621699
2010-12-17,1015.6606159822052
2010-12-20,1010.7805502646158
2010-12-21,1017.6761287869591
2010-12-22,1023.990375358977
2010-12-23,1026.8502770248942
2010-12-24,1023.1040424135937
2010-12-27,1020.0763800691861
2010-12-28,1018.93203962173
2010-12-29,1022.9353874247403
2010-12-30,1022.4801238313402
2010-12-31,1018.883118634168
2011-01-03,1034.211558824447
2011-01-04,1043.3273102092937
2011-01-05,1050.3934777713268
2011-01-06,1060.3914168894034
2011-01-07,1054.5930277541677
2011-01-10,1049.62232016082
2011-01-11,1055.093361506338
2011-01-12,1056.2734185547733
2011-01-13,1033.867447721463
2011-01-14,1029.998676075022
2011-01-17,1025.6746501529342
2011-01-18,1018.6048362384906
2011-01-19,1017.7420120887697
2011-01-20,1013.3968310418053
2011-01-21,993.1364789280877
2011-01-24,982.9000526745385
2011-01-25,982.9673073803899
2011-01-26,987.1996688660147
2011-01-27,985.8348849131922
2011-01-28,986.9700728448119
2011-01-31,973.8811052746239
2011-02-01,968.1362228999353
2011-02-02,972.5830794390473
2011-02-03,986.727658538967
2011-02-04,990.970219151718
2011-02-07,992.9897654627297
2011-02-08,983.1381570876229
2011-02-09,967.1793553137313
2011-02-10,961.8527986123831
2011-02-11,953.2744622372247
2011-02-14,969.7302247325022
2011-02-15,966.3771171622085
2011-02-16,967.8625550384706
2011-02-17,963.7495368933174
2011-02-18,967.3790104673321
2011-02-21,963.4302481836974
2011-02-22,940.0722940704055
2011-02-23,926.3381918285664
2011-02-24,906.0867892077674
2011-02-25,917.2321538833635
2011-02-28,912.0836431606613
2011-03-01,924.6216787242221
2011-03-02,916.2570396589696
2011-03-03,924.1205941414161
2011-03-04,928.1425907978975
2011-03-07,921.0594319302445
2011-03-08,936.6578066792265
2011-03-09,941.0939161593011
2011-03-10,944.0531510915862
2011-03-11,930.3886505249253
2011-03-14,911.8467489919498
2011-03-15,883.6753838514995
2011-03-16,898.7252788435254
2011-03-17,881.1647715861376
2011-03-18,888.719575344937
2011-03-21,896.0518110452829
2011-03-22,902.0951532063112
2011-03-23,910.3803651215059
2011-03-24,911.9013061237542
2011-03-25,918.9957099240885
2011-03-28,918.0174700840481
2011-03-29,923.77060393084
2011-03-30,930.2417665024681
2011-03-31,931.6633918164091
2011-04-01,944.4297611089427
2011-04-04,945.2617361550522
2011-04-05,949.2757948850117
2011-04-06,948.1044220715751
2011-04-07,958.3604179393596
2011-04-08,952.2071871034765
2011-04-11,946.9284427882203
2011-04-12,931.70525857134
2011-04-13,939.2401187571492
2011-04-14,946.3424264912112
2011-04-15,950.3008873241236
2011-04-18,958.1499205410331
2011-04-19,945.8972582665036
2011-04-20,946.4128032750983
2011-04-21,949.9692279962884
2011-04-22,949.7835089183241
2011-04-25,950.3151253243566
2011-04-26,942.2387828786966
2011-04-27,943.2647428002655
2011-04-28,929.5856589809197
2011-04-29,925.6774136682485
2011-05-02,925.3414235948862
2011-05-03,917.4319696226298
2011-05-04,912.7358126643562
2011-05-05,927.9198168541766
2011-05-06,928.8129562213484
2011-05-09,947.5338646019699
2011-05-10,942.5469365701456
2011-05-11,952.7105497168772
2011-05-12,948.5122312964018
2011-05-13,952.00625171396
2011-05-16,939.9099417620977
2011-05-17,940.0005437939951
2011-05-18,939.5795968031744
2011-05-19,932.4747563165952
2011-05-20,936.5780349511112
2011-05-23,921.8387097244869
2011-05-24,918.8679896113862
2011-05-25,912.1045513345297
2011-05-26,921.5532504755973
2011-05-27,916.9945508433868
2011-05-30,920.5595662423882
2011-05-31,929.2063177048772
2011-06-01,928.8667253505722
2011-06-02,918.6724722915166
2011-06-03,912.3264457715361
2011-06-06,909.8078999589741
2011-06-07,906.2877150561642
2011-06-08,904.5387210483052
2011-06-09,904.7594538842085
2011-06-10,905.5441080910945
2011-06-13,894.1325908441631
2011-06-14,895.1456598005434
2011-06-15,907.6997614217065
2011-06-16,900.8787764250077
2011-06-17,888.5226771787408
2011-06-20,872.7525490677904
2011-06-21,875.9618276518278
2011-06-22,880.4976463198326
2011-06-23,895.2751532101
2011-06-24,904.8294281696512
2011-06-27,893.5450192080176
2011-06-28,891.8389379537745
2011-06-29,897.8631211706027
2011-06-30,902.3150666861375
2011-07-01,909.2569749375431
2011-07-04,918.6832740061826
2011-07-05,922.0519545078481
2011-07-06,933.2331504255453
2011-07-07,935.3411743383317
2011-07-08,942.1092252558246
2011-07-11,950.3106781888042
2011-07-12,928.8195590811532
2011-07-13,927.2732309662027
2011-07-14,929.6753042219043
2011-07-15,939.2071630847609
2011-07-18,945.2432163422885
2011-07-19,937.3868768933402
2011-07-20,945.6936268630905
2011-07-21,932.8876689242746
2011-07-22,946.6762146269316
2011-07-25,942.084728691354
2011-07-26,939.9999268734139
2011-07-27,952.7062204003807
2011-07-28,954.8175017376401
2011-07-29,940.3376527495424
2011-08-01,961.1265673692817
2011-08-02,948.4395914833841
2011-08-03,929.1943928245587
2011-08-04,924.5978684969592
2011-08-05,878.8028233895219
2011-08-08,840.6086401666873
2011-08-09,816.2081825415161
2011-08-10,840.8502019210936
2011-08-11,837.0718250379387
2011-08-12,843.3847522456963
2011-08-15,841.309558210665
2011-08-16,854.2897264829592
2011-08-17,850.7289730651906
2011-08-18,849.2734730049099
2011-08-19,807.4449906582918
2011-08-22,797.8229170225239
2011-08-23,812.4310942190988
2011-08-24,804.9462709924522
2011-08-25,802.4313570705264
2011-08-26,796.7167956437833
2011-08-29,800.2703609121612
2011-08-30,815.848811789492
2011-08-31,828.796439358542
2011-09-01,837.977437284106
2011-09-02,841.346717365728
2011-09-05,829.2310576975026
2011-09-06,821.2920805557038
2011-09-07,836.0779059311931
2011-09-08,838.0789750834541
2011-09-09,851.4034566525517
2011-09-12,843.6275319530301
2011-09-13,830.0571952346546
2011-09-14,806.7440382798537
2011-09-15,800.1280520004862
2011-09-16,820.7860528324676
2011-09-19,810.8448832077197
2011-09-20,803.061223476618
2011-09-21,806.1658462894039
2011-09-22,781.8488367280291
2011-09-23,755.1365281525229
2011-09-26,717.9556903952077
2011-09-27,736.4407356106432
2011-09-28,738.3146304130526
2011-09-29,739.6826593742302
2011-09-30,752.5092765582477
2011-10-03,738.905976779334
2011-10-04,724.3606627959666
2011-10-05,717.6373535452248
2011-10-06,725.5073977508799
2011-10-07,735.1811352271561
2011-10-10,731.9433147735846
2011-10-11,747.1792260962475
2011-10-12,750.565000607735
2011-10-13,769.7474891450523
2011-10-14,759.7102943290299
2011-10-17,782.0187895949022
2011-10-18,766.4493754069306
2011-10-19,768.8033061540909
2011-10-20,756.6275556731023
2011-10-21,749.3451685592081
2011-10-24,766.8157823409854
2011-10-25,768.4268814247506
2011-10-26,777.6441388414185
2011-10-27,776.57542596137
2011-10-28,782.0100631398706
2011-10-31,788.4837091696177
2011-11-01,796.1421201611281
2011-11-02,789.383563293427
2011-11-03,782.733309031744
2011-11-04,801.816571336726
2011-11-07,801.8016950428746
2011-11-08,797.3667621798674
2011-11-09,810.1114048598816
2011-11-10,780.8490951860969
2011-11-11,779.3672450460683
2011-11-14,793.694283918733
2011-11-15,792.8120001231539
2011-11-16,782.7654429066102
2011-11-17,787.5824454492669
2011-11-18,774.225269144263
2011-11-21,760.1890078526166
2011-11-22,754.8596483975958
2011-11-23,745.2110095963981
2011-11-24,749.466318276123
2011-11-25,744.4162125512471
2011-11-28,750.0224389897505
2011-11-29,760.6965114997679
2011-11-30,744.0811593610298
2011-12-01,767.601728017759
2011-12-02,770.9059093833081
2011-12-05,768.1664066445869
2011-12-06,763.5149373398215
2011-12-07,769.1343567587713
2011-12-08,768.0884203305461
2011-12-09,753.3937320819679
2011-12-12,760.4299797797822
2011-12-13,760.4246608741681
2011-12-14,766.1456729867564
2011-12-15,751.095055605405
2011-12-16,752.880641703494
2011-12-19,732.2528136320242
2011-12-20,732.2871316016106
2011-12-21,754.138033221478
2011-12-22,751.491064608729
2011-12-23,762.9720397248174
2011-12-26,763.0822422247134
2011-12-27,755.5524850110885
2011-12-28,760.5544463704724
2011-12-29,764.5123963509765
2011-12-30,763.1899373605613
2012-01-02,760.7256972485344
2012-01-03,765.7932076454083
2012-01-04,776.9567656927599
2012-01-05,785.0657071333599
2012-01-06,786.4529343486191
2012-01-09,787.0271194438221
2012-01-10,797.2268712796217
2012-01-11,804.555657354278
2012-01-12,799.1998275982967
2012-01-13,809.4832514620042
2012-01-16,803.6788380392155
2012-01-17,817.0950130289286
2012-01-18,812.6409290681336
2012-01-19,815.4116478012072
2012-01-20,815.8173855600727
2012-01-23,808.069227754834
2012-01-24,812.8399366489308
2012-01-25,816.6904993210164
2012-01-26,811.8755434306114
2012-01-27,816.4859934207066
2012-01-30,815.6355809745552
2012-01-31,829.2230744527043
2012-02-01,829.1962229662289
2012-02-02,846.7444969045873
2012-02-03,855.6145301768524
2012-02-06,856.371029738752
2012-02-07,846.7506142069252
2012-02-08,862.5078562883227
2012-02-09,868.9149405814138
2012-02-10,872.6115540782145
2012-02-13,876.23243879692
2012-02-14,878.6735215175084
2012-02-15,896.3103475109194
2012-02-16,885.6589459310908
2012-02-17,883.0948050166244
2012-02-20,881.0350735622595
2012-02-21,882.7041012371392
2012-02-22,887.1116590221075
2012-02-23,878.9089859903182
2012-02-24,870.9676611847829
2012-02-27,866.21418995047
2012-02-28,872.6253713081145
2012-02-29,884.8682151177692
2012-03-01,885.0917414367433
2012-03-02,901.7093239060313
2012-03-05,889.6574908798605
2012-03-06,881.0390052540821
2012-03-07,877.8492590617752
2012-03-08,879.042318080669
2012-03-09,898.6803071860927
2012-03-12,890.3679473225853
2012-03-13,897.6889780951716
2012-03-14,905.3096410765323
2012-03-15,898.6233943559814
2012-03-16,893.2596744365612
2012-03-19,883.2568983384228
2012-03-20,878.8163106716985
2012-03-21,879.3430992755785
2012-03-22,874.5959297148311
2012-03-23,867.4301629749721
2012-03-26,857.2552750079807
2012-03-27,863.4998256556812
2012-03-28,861.7990969250944
2012-03-29,848.595254693777
2012-03-30,853.0844909459519
2012-04-02,855.8728621080955
2012-04-03,849.8535481607738
2012-04-04,856.2163820416621
2012-04-05,856.9690359581202
2012-04-06,863.0170076798314
2012-04-09,850.7022168202717
2012-04-10,849.6776891959096
2012-04-11,845.749521487174
2012-04-12,849.0299070529876
2012-04-13,865.7318102599879
2012-04-16,863.3058723268075
2012-04-17,853.4827023115729
2012-04-18,857.0522047371977
2012-04-19,854.9545878112193
2012-04-20,846.6824461978074
2012-04-23,842.9396919673912
2012-04-24,834.5545328053705
2012-04-25,838.3030945040567
2012-04-26,835.7062323391319
2012-04-27,831.9564512760294
2012-04-30,839.6075047338278
