Date,EM EUROPE SMALL CAP
1998-12-31,122.16701338298694
1999-01-01,122.16701338298694
1999-01-04,124.54180254196396
1999-01-05,126.0944091282537
1999-01-06,127.35669944620994
1999-01-07,126.92800831144633
1999-01-08,127.0401288219218
1999-01-11,126.53526545509779
1999-01-12,125.5311342269357
1999-01-13,117.2382764445975
1999-01-14,117.50845722259572
1999-01-15,117.36599298435124
1999-01-18,119.87281137807499
1999-01-19,119.91383836521311
1999-01-20,120.86181742963191
1999-01-21,120.8722699945636
1999-01-22,118.25641252452455
1999-01-25,116.10949560553563
1999-01-26,117.24491816755113
1999-01-27,118.99152893798417
1999-01-28,118.05301558025033
1999-01-29,120.45259320765624
1999-02-01,120.43490253777979
1999-02-02,119.29727274311271
1999-02-03,119.65049057608093
1999-02-04,122.35833966085485
1999-02-05,120.64336901803105
1999-02-08,120.4878284337735
1999-02-09,119.82952120673777
1999-02-10,118.64518979184606
1999-02-11,119.63128866087371
1999-02-12,120.35511595708209
1999-02-15,120.43111835854279
1999-02-16,122.32296525253258
1999-02-17,122.46858034317091
1999-02-18,123.16317713467556
1999-02-19,125.17436217323697
1999-02-22,125.39382825732105
1999-02-23,124.52439741281353
1999-02-24,124.61507061340107
1999-02-25,124.22431324736904
1999-02-26,124.81025500238941
1999-03-01,127.30666079050454
1999-03-02,127.02224730596282
1999-03-03,127.6849112762565
1999-03-04,125.78666377381265
1999-03-05,127.32472784489123
1999-03-08,129.34686315429346
1999-03-09,130.19409779268375
1999-03-10,129.1795152061793
1999-03-11,135.0349044179407
1999-03-12,134.4773452643873
1999-03-15,132.610599476839
1999-03-16,131.9827327172912
1999-03-17,133.85397533970917
1999-03-18,136.23286272499274
1999-03-19,138.33510228148464
1999-03-22,138.08994226478652
1999-03-23,138.2329452309821
1999-03-24,132.98276729942603
1999-03-25,137.70706175339828
1999-03-26,139.7052631920138
1999-03-29,140.28643539629795
1999-03-30,141.13989478591387
1999-03-31,141.63764562443293
1999-04-01,140.9447323792521
1999-04-02,141.78578977085104
1999-04-05,142.96153862177215
1999-04-06,144.93441144133735
1999-04-07,144.72790293214186
1999-04-08,143.1438616433471
1999-04-09,140.40862817015238
1999-04-12,136.55992693591796
1999-04-13,131.58552255765466
1999-04-14,136.0441625482927
1999-04-15,136.7177339906692
1999-04-16,139.29086611347321
1999-04-19,140.3950724498688
1999-04-20,143.35476001303564
1999-04-21,144.20073777318117
1999-04-22,146.24681346608574
1999-04-23,146.64796383035724
1999-04-26,149.1942955368598
1999-04-27,149.9025053761718
1999-04-28,150.20695904160877
1999-04-29,149.72647840801338
1999-04-30,150.67451833564496
1999-05-03,151.51618456184715
1999-05-04,152.36934695453044
1999-05-05,154.3556484801088
1999-05-06,155.94519727395743
1999-05-07,155.77032203664868
1999-05-10,156.93780693625354
1999-05-11,160.28282230559023
1999-05-12,155.66643256951826
1999-05-13,156.83873354454812
1999-05-14,160.59523673178518
1999-05-17,159.25937151101056
1999-05-18,161.90217231053728
1999-05-19,164.56538242766769
1999-05-20,165.88419347034795
1999-05-21,166.5882089204128
1999-05-24,166.30487131621905
1999-05-25,163.3669610070169
1999-05-26,164.93102274771545
1999-05-27,165.39317513720002
1999-05-28,166.24991604475633
1999-05-31,164.5225792174392
1999-06-01,164.8004285786458
1999-06-02,162.77412355719036
1999-06-03,163.71624158112525
1999-06-04,166.75063566787682
1999-06-07,167.08400586983487
1999-06-08,166.15915970005003
1999-06-09,166.5633435679701
1999-06-10,169.47980788866067
1999-06-11,171.41059542573248
1999-06-14,172.4833134068077
1999-06-15,171.4689413100175
1999-06-16,170.92594698287544
1999-06-17,175.83694061982288
1999-06-18,175.86023472285714
1999-06-21,175.0222351829109
1999-06-22,173.88465687644688
1999-06-23,169.87782588486328
1999-06-24,169.09731567463393
1999-06-25,165.55561874010013
1999-06-28,163.20194399996495
1999-06-29,163.33060041337944
1999-06-30,166.60928752297966
1999-07-01,170.77837894116053
1999-07-02,169.70855430724927
1999-07-05,172.15766504070783
1999-07-06,172.01340071251977
1999-07-07,170.21009896026283
1999-07-08,172.29857897150166
1999-07-09,173.91468818386096
1999-07-12,177.3084001393807
1999-07-13,174.0191366405619
1999-07-14,175.9073461476901
1999-07-15,177.0110855579555
1999-07-16,176.16975660539305
1999-07-19,177.559998531685
1999-07-20,175.1391408972026
1999-07-21,172.51854093776012
1999-07-22,172.7032745377183
1999-07-23,172.7513358871761
1999-07-26,170.5633191083413
1999-07-27,169.96150333782876
1999-07-28,170.02722492716703
1999-07-29,168.41683112757167
1999-07-30,170.26714712095642
1999-08-02,169.14129959996663
1999-08-03,169.0135922558166
1999-08-04,166.86885386678614
1999-08-05,163.92442752326363
1999-08-06,164.3922938781052
1999-08-09,165.43374511069598
1999-08-10,164.01477342529384
1999-08-11,165.43406315521946
1999-08-12,167.3090046965011
1999-08-13,169.33939783068192
1999-08-16,169.64104695872726
1999-08-17,169.78603598318256
1999-08-18,170.42576415737082
1999-08-19,170.5213787946904
1999-08-20,169.54770835716147
1999-08-23,174.0911829196916
1999-08-24,174.78399495113894
1999-08-25,175.80065637016816
1999-08-26,169.89472714849802
1999-08-27,169.12244024471946
1999-08-30,168.68539985238803
1999-08-31,164.51916241691103
1999-09-01,165.8351174664361
1999-09-02,165.0292406480955
1999-09-03,168.0264838861328
1999-09-06,171.87416572287052
