Date,EM GCC COUNTRIES DOMESTIC SMALL CAP
2014-06-02,1017.2563868777243
2014-06-03,1011.977878952202
2014-06-04,1008.9618772803559
2014-06-05,1022.2935014976472
2014-06-06,1020.4827487424451
2014-06-09,981.8732407469289
2014-06-10,965.6490865976273
2014-06-11,969.698548847455
2014-06-12,983.0675709014931
2014-06-13,984.7330716711758
2014-06-16,924.0930500785598
2014-06-17,941.3712499951282
2014-06-18,939.5007457501514
2014-06-19,947.254864291874
2014-06-20,951.1972531418237
2014-06-23,902.8281263118088
2014-06-24,852.5339998707547
2014-06-25,877.2722040439667
2014-06-26,860.1869410180453
2014-06-27,856.9643395298747
2014-06-30,796.2974885800799
2014-07-01,823.5121693675594
2014-07-02,879.8495463972823
2014-07-03,899.744168779059
2014-07-04,901.1400509387912
2014-07-07,917.6266096963682
2014-07-08,914.3808469094705
2014-07-09,913.7365194510008
2014-07-10,919.7887472216728
2014-07-11,919.9240202192785
2014-07-14,938.5648387621716
2014-07-15,957.6270995181015
2014-07-16,965.2953170855621
2014-07-17,978.3881166154127
2014-07-18,979.0037055706833
2014-07-21,961.8298076554053
2014-07-22,963.9590607644903
2014-07-23,953.6447054568463
2014-07-24,945.8759474497475
2014-07-25,948.4108640065994
2014-07-28,951.5639970389275
2014-07-29,953.6035838374135
2014-07-30,955.9201452213291
2014-07-31,962.664367277389
2014-08-01,959.1517785517511
2014-08-04,971.5432082163245
2014-08-05,992.6250773308367
2014-08-06,976.6847179388308
2014-08-07,983.0677746059686
2014-08-08,978.4508846883291
2014-08-11,996.0090913888623
2014-08-12,1002.8184946316538
2014-08-13,999.4063500836702
2014-08-14,1001.2520865186434
2014-08-15,1001.0448835744708
2014-08-18,1006.0199218189134
2014-08-19,1011.2848889741368
2014-08-20,1008.3932054087471
2014-08-21,1013.0666138797168
2014-08-22,1017.1300282744983
2014-08-25,1026.5991766885797
2014-08-26,1024.9427694283024
2014-08-27,1021.7980822077767
2014-08-28,1007.4906665154087
2014-08-29,1007.777728870103
2014-09-01,1016.3517525476901
2014-09-02,1011.0014721417112
2014-09-03,1015.502017634911
2014-09-04,1024.3926795553198
2014-09-05,1025.0250939116452
2014-09-08,1022.6150835639156
2014-09-09,1031.9444473374756
2014-09-10,1014.6950771124214
2014-09-11,1024.446703078474
2014-09-12,1024.684246756727
2014-09-15,1031.9423662949155
2014-09-16,1026.4915832893669
2014-09-17,1027.25656656902
2014-09-18,1036.5397338140303
2014-09-19,1043.118760199751
2014-09-22,1035.136746294169
2014-09-23,1024.7408740154765
2014-09-24,1020.6885247617226
2014-09-25,1027.2777981258291
2014-09-26,1031.4522904776156
2014-09-29,1030.5565331436155
2014-09-30,1039.4598107679085
2014-10-01,1042.285657170097
2014-10-02,1032.4587666493119
2014-10-03,1044.1699672535783
2014-10-06,1039.3781796997478
2014-10-07,1033.7882240961717
2014-10-08,1020.7245877719592
2014-10-09,1023.4412705918473
2014-10-10,1030.459496773679
2014-10-13,987.4061068607651
2014-10-14,972.0491104376734
2014-10-15,952.915782737874
2014-10-16,910.940386445776
2014-10-17,911.8618168077509
2014-10-20,918.5888896089486
2014-10-21,926.116350566447
2014-10-22,953.1926014857605
2014-10-23,956.3172450178059
2014-10-24,954.8325224045935
2014-10-27,946.264377313257
2014-10-28,946.4297331208244
2014-10-29,956.8594294680997
2014-10-30,951.5548763972988
2014-10-31,958.5545211623516
2014-11-03,965.9753956201229
2014-11-04,955.0043059251707
2014-11-05,939.7579624292933
2014-11-06,949.8827739427319
2014-11-07,951.604407776606
2014-11-10,982.5703849481309
2014-11-11,994.4654430003517
2014-11-12,995.7837096587256
2014-11-13,1005.8670569999867
2014-11-14,1005.4511302713415
2014-11-17,990.8176168495876
2014-11-18,995.9137955737423
2014-11-19,999.098754072122
2014-11-20,996.1691120602846
2014-11-21,1006.4012527021669
2014-11-24,998.845614120541
2014-11-25,979.0102719131414
2014-11-26,970.260110903427
2014-11-27,964.8755946713967
2014-11-28,966.0104891989497
2014-12-01,936.0941859528001
2014-12-02,939.1555757884814
2014-12-03,944.4702219410705
2014-12-04,953.3890200926794
2014-12-05,964.2169027699313
2014-12-08,950.6110112586185
2014-12-09,922.0169061824487
2014-12-10,917.5765589404779
2014-12-11,875.4163472305657
2014-12-12,869.8317220014832
2014-12-15,814.3186529113457
2014-12-16,772.9322018087026
2014-12-17,775.8390121130749
2014-12-18,823.9838886090996
2014-12-19,825.0589277266228
2014-12-22,905.9080500910358
2014-12-23,898.6594168491176
2014-12-24,918.3522690349959
2014-12-25,930.1393560376758
2014-12-26,931.5914449218395
2014-12-29,943.5473447738219
2014-12-30,906.108620424422
2014-12-31,923.299012581347
2015-01-01,923.299012581347
2015-01-02,928.6459384958671
2015-01-05,912.5025834668616
2015-01-06,897.0890436059811
2015-01-07,928.5268815986167
2015-01-08,946.244703015949
2015-01-09,942.886531777057
2015-01-12,946.0281537158413
2015-01-13,949.7355057461286
2015-01-14,949.1109633994097
2015-01-15,976.750122447001
2015-01-16,984.4291225426231
2015-01-19,975.8576962447443
2015-01-20,986.7312405391376
2015-01-21,980.1599029568413
2015-01-22,996.9742060754191
2015-01-23,1011.7333719682292
2015-01-26,994.0744027773457
2015-01-27,984.2485243964151
2015-01-28,992.4947831914536
2015-01-29,987.2380107453471
2015-01-30,991.8572042998088
2015-02-02,998.6382209513986
2015-02-03,1007.6882533397433
2015-02-04,1011.2118733787637
2015-02-05,1013.1093927056957
2015-02-06,1020.789537954291
2015-02-09,1024.6876987351268
2015-02-10,1023.1809106027304
2015-02-11,1028.4836739322673
2015-02-12,1014.8179319813881
2015-02-13,1012.1479439998542
2015-02-16,1008.1047227350474
2015-02-17,1007.7454367564475
2015-02-18,1020.416572302885
2015-02-19,1011.1231629038107
2015-02-20,1013.0798598808865
2015-02-23,1009.8222547678392
2015-02-24,1025.4989552966967
2015-02-25,1029.6669312539987
2015-02-26,1038.898940502857
2015-02-27,1038.6035598623168
2015-03-02,1032.9368685846919
2015-03-03,1022.3470526691824
2015-03-04,1032.8139576416518
2015-03-05,1038.151000821821
2015-03-06,1054.2085774123532
2015-03-09,1051.1158098392036
2015-03-10,1075.527513394069
2015-03-11,1080.8186129907772
