Date,EFM EUROPE + CIS (E+C) ex RU SMALL CAP
2010-11-30,1000.0
2010-12-01,1018.3577805048205
2010-12-02,1028.489273834722
2010-12-03,1030.2508541664906
2010-12-06,1038.8090529109706
2010-12-07,1042.2647245594744
2010-12-08,1040.2606653691212
2010-12-09,1030.6980979666723
2010-12-10,1026.7806111674906
2010-12-13,1037.842743928821
2010-12-14,1034.238089827467
2010-12-15,1040.7848908071219
2010-12-16,1037.5492048313079
2010-12-17,1025.7086456242632
2010-12-20,1016.4779913292406
2010-12-21,1028.9541762902052
2010-12-22,1036.6797978644113
2010-12-23,1048.7006283931423
2010-12-24,1048.0031683813654
2010-12-27,1043.834660111339
2010-12-28,1042.1076604209059
2010-12-29,1049.4153605205329
2010-12-30,1047.554365823241
2010-12-31,1044.1061758331853
2011-01-03,1058.6002096187858
2011-01-04,1077.332732704752
2011-01-05,1093.0676058349843
2011-01-06,1105.4369830872542
2011-01-07,1100.8562155211953
2011-01-10,1090.4429238040093
2011-01-11,1098.83001363533
2011-01-12,1108.5040849921998
2011-01-13,1102.052660397851
2011-01-14,1101.6748533472453
2011-01-17,1112.7759052643812
2011-01-18,1115.297320438022
2011-01-19,1100.5299861269718
2011-01-20,1076.5515181510082
2011-01-21,1082.8154298811403
2011-01-24,1077.260924038316
2011-01-25,1076.3977268767771
2011-01-26,1075.0014271955786
2011-01-27,1058.7625066250914
2011-01-28,1024.6528840144122
2011-01-31,1019.0840359386657
2011-02-01,1046.1522473226462
2011-02-02,1048.2599430330488
2011-02-03,1035.6643541146868
2011-02-04,1051.7227366935476
2011-02-07,1061.9299001378533
2011-02-08,1065.0362717696419
2011-02-09,1055.3262110244207
2011-02-10,1048.4704553592157
2011-02-11,1054.5717011822178
2011-02-14,1048.4999975120259
2011-02-15,1050.2604492735315
2011-02-16,1062.9123754421612
2011-02-17,1057.67345655088
2011-02-18,1056.1036904993061
2011-02-21,1042.0024754737826
2011-02-22,1027.469391349606
2011-02-23,1005.2393032628364
2011-02-24,975.6451897434378
2011-02-25,995.9930273875511
2011-02-28,1001.7021120538749
2011-03-01,975.4883651929244
2011-03-02,970.090206656889
2011-03-03,994.5708452602851
2011-03-04,997.0845152670794
2011-03-07,990.5635022265417
2011-03-08,1007.1442181471095
2011-03-09,1014.1857456087872
2011-03-10,1014.3965610618305
2011-03-11,1008.3997620794208
2011-03-14,1008.9438126462935
2011-03-15,993.3481151056083
2011-03-16,989.9339178453467
2011-03-17,997.8916600937466
2011-03-18,997.757656578373
2011-03-21,1007.2130135274575
2011-03-22,1011.2297388864558
2011-03-23,1015.43313778407
2011-03-24,1024.4586289116808
2011-03-25,1030.1506569573737
2011-03-28,1030.1304039671386
2011-03-29,1033.175253842062
2011-03-30,1039.51789188168
2011-03-31,1044.6811234824147
2011-04-01,1057.6085378263708
2011-04-04,1063.5889905338831
2011-04-05,1070.9009670730218
2011-04-06,1085.718664405675
2011-04-07,1099.010391984725
2011-04-08,1083.1527583285717
2011-04-11,1078.8697339897121
2011-04-12,1067.8845245393352
2011-04-13,1078.6649206445254
2011-04-14,1073.9302242058357
2011-04-15,1083.833005521334
2011-04-18,1054.5273618559097
2011-04-19,1070.178947786483
2011-04-20,1073.2817281904056
2011-04-21,1077.4558528236012
2011-04-22,1083.0624263673762
2011-04-25,1085.6875344126977
2011-04-26,1080.7052217351563
2011-04-27,1078.2218565646099
2011-04-28,1080.7534177057696
2011-04-29,1087.4657599975162
2011-05-02,1091.3364316047812
2011-05-03,1086.635236091583
2011-05-04,1074.3137861720147
2011-05-05,1081.713512567418
2011-05-06,1082.3760206269637
2011-05-09,1083.6272578716655
2011-05-10,1072.1111780285555
2011-05-11,1057.2373167248268
2011-05-12,1057.36662628531
2011-05-13,1035.9272737613887
2011-05-16,1027.7480369799287
2011-05-17,1021.9728398925464
2011-05-18,1015.9834669030397
2011-05-19,1020.8456526523445
2011-05-20,1016.0440150867183
2011-05-23,1003.0423488008697
2011-05-24,1016.5258469816248
2011-05-25,1013.4663303427502
2011-05-26,1016.4014325449971
2011-05-27,1003.368016811973
2011-05-30,998.2934277923705
2011-05-31,1011.136206781965
2011-06-01,1009.1027900841441
2011-06-02,1004.9673484811196
2011-06-03,1003.3165994204861
2011-06-06,1001.0431117777425
2011-06-07,1005.8889138597468
2011-06-08,1003.1625731724617
2011-06-09,1007.2993862213474
2011-06-10,1009.8293175550298
2011-06-13,1011.0671336929693
2011-06-14,998.2210070220804
2011-06-15,988.210360952278
2011-06-16,975.9743679995217
2011-06-17,985.5113565191343
2011-06-20,973.4475028239262
2011-06-21,973.5535942049486
2011-06-22,964.6018621881085
2011-06-23,961.1248882460949
2011-06-24,967.8010256528189
2011-06-27,956.8841669413864
2011-06-28,959.338016723252
2011-06-29,970.4145080154256
2011-06-30,975.5103212887216
2011-07-01,983.6381633625517
2011-07-04,984.0669058039562
2011-07-05,981.6250522294239
2011-07-06,977.4950671446704
2011-07-07,993.6771818949476
2011-07-08,987.3787236251561
2011-07-11,978.4813343600049
2011-07-12,970.1819269037152
2011-07-13,971.5345705431115
2011-07-14,963.9595186116456
2011-07-15,960.013019433233
2011-07-18,948.276966704774
2011-07-19,940.0694411944517
2011-07-20,936.6931862695872
2011-07-21,919.1602779922165
2011-07-22,909.4338313509287
2011-07-25,901.3252895635204
2011-07-26,903.034475226377
2011-07-27,907.2132075464854
2011-07-28,922.5709554329951
2011-07-29,914.6943462582576
2011-08-01,913.7503974158285
2011-08-02,897.8995655453289
2011-08-03,870.5756858036705
2011-08-04,839.1442248781884
2011-08-05,801.2596387430674
2011-08-08,743.510233493161
2011-08-09,720.0915599548639
2011-08-10,701.5502321622447
2011-08-11,712.5870995786507
2011-08-12,734.039479499902
2011-08-15,747.6205387723869
2011-08-16,755.8261008911425
2011-08-17,764.2770020002492
2011-08-18,723.7519389894849
2011-08-19,722.4814246473159
2011-08-22,726.8050703171177
2011-08-23,726.528991312035
2011-08-24,730.1363364117592
2011-08-25,731.6787305954124
2011-08-26,733.7241829256328
2011-08-29,747.4452799762615
2011-08-30,752.313684378286
2011-08-31,764.6399131649523
2011-09-01,762.7829487627595
2011-09-02,751.8608338712655
2011-09-05,731.4952541991312
2011-09-06,737.1920767920308
2011-09-07,749.9623648584749
2011-09-08,756.0395993365722
2011-09-09,741.7223639098763
2011-09-12,725.489429986941
2011-09-13,734.9799563246288
2011-09-14,725.991147071396
2011-09-15,732.3536215665762
2011-09-16,744.6072778234794
2011-09-19,729.9298690350508
2011-09-20,749.7994423198166
2011-09-21,744.7381328412874
2011-09-22,711.0471470086864
2011-09-23,701.5577566169845
2011-09-26,704.1293522756866
2011-09-27,715.4563457526262
2011-09-28,710.7873443222866
2011-09-29,715.0434715909763
2011-09-30,714.8456119377537
2011-10-03,712.7145768060025
2011-10-04,693.7271705669914
2011-10-05,708.6194278691961
2011-10-06,714.4796188901828
2011-10-07,717.3430827438958
2011-10-10,729.0106897794632
2011-10-11,729.8580087443071
2011-10-12,742.287973566291
2011-10-13,736.6511629374227
2011-10-14,739.2805954524907
2011-10-17,730.7065927267533
2011-10-18,728.9639293118561
2011-10-19,728.8222623692885
2011-10-20,714.3052959406809
2011-10-21,725.5147690828389
2011-10-24,741.4113834482473
2011-10-25,740.8879908587928
2011-10-26,742.624941168328
2011-10-27,758.0303994937996
