Date,EM EMEA SMALL CAP
1998-12-31,169.32302050022804
1999-01-01,169.31204166527044
1999-01-04,170.56480150984999
1999-01-05,173.09734915342398
1999-01-06,177.682968731296
1999-01-07,176.1265083296915
1999-01-08,178.89288609168912
1999-01-11,177.81980376742987
1999-01-12,175.3876066762348
1999-01-13,165.53362152295557
1999-01-14,165.4702001359922
1999-01-15,166.6853965816228
1999-01-18,171.41749365396916
1999-01-19,171.27189020588972
1999-01-20,172.8404635554619
1999-01-21,170.7376631577202
1999-01-22,169.29643314678637
1999-01-25,167.6714375957031
1999-01-26,168.37066213899845
1999-01-27,171.0828507655354
1999-01-28,171.54927736580478
1999-01-29,173.90038066880675
1999-02-01,176.36890361817848
1999-02-02,175.3987014214043
1999-02-03,174.9881653617886
1999-02-04,176.90983162183412
1999-02-05,176.66054533906703
1999-02-08,178.1436746232604
1999-02-09,175.5604663111717
1999-02-10,174.77572500330606
1999-02-11,176.98666005795178
1999-02-12,177.28463966644742
1999-02-15,177.93655446006267
1999-02-16,179.55251227981972
1999-02-17,178.2369479407133
1999-02-18,178.91973036592202
1999-02-19,179.6493238889352
1999-02-22,182.3839071355255
1999-02-23,183.4761369962844
1999-02-24,184.69582500916817
1999-02-25,183.11751236873832
1999-02-26,184.10901292068058
1999-03-01,185.89521164041938
1999-03-02,185.65764267576387
1999-03-03,187.0186939587248
1999-03-04,188.21627915673207
1999-03-05,190.18989408805638
1999-03-08,192.81700006871358
1999-03-09,194.5635620945092
1999-03-10,193.2447184410224
1999-03-11,199.10901446890819
1999-03-12,197.5221177849928
1999-03-15,197.16560334445333
1999-03-16,197.03925657403812
1999-03-17,197.4175307347858
1999-03-18,198.50965095366678
1999-03-19,202.15841431922192
1999-03-22,202.677444882714
1999-03-23,202.05409737403116
1999-03-24,198.36950981431923
1999-03-25,201.85864732693545
1999-03-26,203.79419468060635
1999-03-29,205.44153794204485
1999-03-30,205.9002173936677
1999-03-31,206.3735060478096
1999-04-01,206.01891053396554
1999-04-02,206.61417326330064
1999-04-05,208.5568323027423
1999-04-06,208.84531622674464
1999-04-07,208.0327452902201
1999-04-08,206.04016995736154
1999-04-09,206.05067783037043
1999-04-12,203.88856620663302
1999-04-13,205.52773475987973
1999-04-14,208.95479584188226
1999-04-15,211.73672447628977
1999-04-16,214.4154937686465
1999-04-19,220.13963320619453
1999-04-20,219.72202222122164
1999-04-21,220.37238866007743
1999-04-22,220.9290386736107
1999-04-23,220.01059053429816
1999-04-26,222.03994796831466
1999-04-27,220.71014648101354
1999-04-28,221.04543629797493
1999-04-29,221.1100269639492
1999-04-30,221.9281960423287
1999-05-03,224.21069359975658
1999-05-04,224.16970181956975
1999-05-05,222.37565076297184
1999-05-06,222.69132728498334
1999-05-07,219.9936238975201
1999-05-10,219.37643409182863
1999-05-11,222.3451406987932
1999-05-12,219.7274569227959
1999-05-13,220.9743518045596
1999-05-14,221.43605229197047
1999-05-17,219.5048374213337
1999-05-18,221.7039512549737
1999-05-19,221.9524800807475
1999-05-20,222.55005919237297
1999-05-21,223.89538076136054
1999-05-24,222.1615061089528
1999-05-25,218.88908213172638
1999-05-26,220.5885211634882
1999-05-27,221.69708225654608
1999-05-28,222.29236580465513
1999-05-31,223.34757497836796
1999-06-01,224.72566139073234
1999-06-02,225.34478711403955
1999-06-03,225.77733469263254
1999-06-04,229.17507031700603
1999-06-07,232.95339758430882
1999-06-08,230.91277989864335
1999-06-09,231.25322220947376
1999-06-10,231.86836911333765
1999-06-11,233.8197959639144
1999-06-14,234.9942825611307
1999-06-15,234.57533125658773
1999-06-16,236.72792101273586
1999-06-17,240.57846586019681
1999-06-18,240.9075871741633
1999-06-21,242.90081552211328
1999-06-22,243.3588426586176
1999-06-23,239.47789395055705
1999-06-24,237.7247847432861
1999-06-25,233.7716261526038
1999-06-28,235.11420341689055
1999-06-29,236.7991308667408
1999-06-30,239.53599620214882
1999-07-01,244.3170051179435
1999-07-02,244.54416766583918
1999-07-05,245.92933247179485
1999-07-06,245.11683583407492
1999-07-07,244.8320973264432
1999-07-08,246.66944591516236
1999-07-09,246.26807653873814
1999-07-12,249.05046033009634
1999-07-13,244.31750521339094
1999-07-14,245.46481345427435
1999-07-15,246.28006903950964
1999-07-16,246.5459405621227
1999-07-19,248.81349640455696
1999-07-20,243.86544695754438
1999-07-21,239.39408265070205
1999-07-22,239.9495514708135
1999-07-23,240.0563159218431
1999-07-26,234.59834317267558
1999-07-27,234.28668315934004
1999-07-28,234.58783812093972
1999-07-29,230.82786448096448
1999-07-30,231.6390979000624
