Date,EFM EMEA SMALL CAP
2010-11-30,1000.0
2010-12-01,1006.3556697838284
2010-12-02,1013.3489277831897
2010-12-03,1008.0725817856178
2010-12-06,1020.4783954617576
2010-12-07,1020.80489551685
2010-12-08,1022.8494380174178
2010-12-09,1024.6412032779963
2010-12-10,1024.0397013635638
2010-12-13,1017.5097894340673
2010-12-14,1018.4505164368194
2010-12-15,1024.272720666746
2010-12-16,1029.2572643132803
2010-12-17,1027.1596108205458
2010-12-20,1026.3364683810632
2010-12-21,1034.3663181116663
2010-12-22,1043.6930013062429
2010-12-23,1051.2417965523248
2010-12-24,1049.3131571670278
2010-12-27,1045.8711350948797
2010-12-28,1049.995786915268
2010-12-29,1055.1934876442633
2010-12-30,1047.4774396437765
2010-12-31,1044.288785284791
2011-01-03,1053.035515673991
2011-01-04,1060.2019485430396
2011-01-05,1072.9953803679387
2011-01-06,1079.3313774928588
2011-01-07,1081.7453525580765
2011-01-10,1074.7646194664173
2011-01-11,1077.2576762960198
2011-01-12,1080.4161711041945
2011-01-13,1063.8857853226593
2011-01-14,1055.7118314455654
2011-01-17,1062.6421164407545
2011-01-18,1050.6985817078435
2011-01-19,1036.012585992965
2011-01-20,1020.2350646538879
2011-01-21,1017.2554804702243
2011-01-24,1013.4602306266735
2011-01-25,1009.7067196810837
2011-01-26,1007.6840230254315
2011-01-27,1000.3379081448064
2011-01-28,985.2420553662795
2011-01-31,972.1104901873285
2011-02-01,976.7247434929141
2011-02-02,979.0201903723354
2011-02-03,974.9492767148824
2011-02-04,985.7017402556559
2011-02-07,989.5460110699045
2011-02-08,988.9824649957004
2011-02-09,983.2902687934986
2011-02-10,978.3545066853344
2011-02-11,982.2661656792553
2011-02-14,986.4054827610222
2011-02-15,984.0944246635053
2011-02-16,988.4960279382901
2011-02-17,985.5312533520614
2011-02-18,984.6749823341137
2011-02-21,976.6099053733204
2011-02-22,966.5651194329556
2011-02-23,954.9728863343652
2011-02-24,941.7976940196492
2011-02-25,956.4198977515125
2011-02-28,961.0640895009584
2011-03-01,948.4124403677439
2011-03-02,941.9551784688778
2011-03-03,942.8081960028934
2011-03-04,942.1383816549427
2011-03-07,940.6772464801373
2011-03-08,945.9344957927847
2011-03-09,951.009149430811
2011-03-10,949.2268163954982
2011-03-11,943.855999922294
2011-03-14,939.2380876875422
2011-03-15,915.5588948747125
2011-03-16,918.1189761617965
2011-03-17,912.2988717693555
2011-03-18,911.890689744271
2011-03-21,918.1963672148362
