Date,EM (EMERGING MARKETS) SMALL CAP
1998-12-31,298.63112934265354
1999-01-01,298.61946763878024
1999-01-04,302.40759793036733
1999-01-05,306.0616074134796
1999-01-06,313.5324005443819
1999-01-07,316.6034576407494
1999-01-08,320.6461444861299
1999-01-11,323.588995070617
1999-01-12,320.24595118238324
1999-01-13,307.0454486029929
1999-01-14,300.0763362890438
1999-01-15,305.57105353673256
1999-01-18,308.9866610235103
1999-01-19,306.606300471578
1999-01-20,306.90753873029354
1999-01-21,300.14218300187434
1999-01-22,293.93161185857343
1999-01-25,288.2329921302383
1999-01-26,287.27419149181543
1999-01-27,294.0456287477967
1999-01-28,295.29846687391205
1999-01-29,297.01320486795726
1999-02-01,301.47797605691954
1999-02-02,298.8782343267742
1999-02-03,297.012194213759
1999-02-04,296.38631295911847
1999-02-05,295.49849184323705
1999-02-08,296.48284913294344
1999-02-09,291.16397623601813
1999-02-10,292.2483936553415
1999-02-11,294.88919929269093
1999-02-12,298.7119315333777
1999-02-15,300.23996470150456
1999-02-16,302.8280467187446
1999-02-17,300.97918669308564
1999-02-18,300.5281409569266
1999-02-19,300.0898611271371
1999-02-22,300.68683372936897
1999-02-23,300.72068390323847
1999-02-24,300.00945807866975
1999-02-25,296.4306444574553
1999-02-26,300.8818212264516
1999-03-01,305.63621119476767
1999-03-02,305.68162315887827
1999-03-03,307.1163550156651
1999-03-04,309.45297237219154
1999-03-05,311.4426349004997
1999-03-08,316.5076410541556
1999-03-09,317.7595008653893
1999-03-10,317.03425171495667
1999-03-11,323.45921952343923
1999-03-12,322.11756746140105
1999-03-15,325.26728370148373
1999-03-16,327.0100433492463
1999-03-17,325.4669642619598
1999-03-18,326.24837682337795
1999-03-19,332.5035975894447
1999-03-22,334.90993570961757
1999-03-23,335.6367894484911
1999-03-24,332.454302919247
1999-03-25,337.3237440192085
1999-03-26,340.86743009043687
1999-03-29,341.1227836766357
1999-03-30,342.0778387818625
1999-03-31,343.15162602605255
1999-04-01,344.32130001972894
1999-04-02,346.9197848021617
1999-04-05,348.14272132679696
1999-04-06,350.40978022510166
1999-04-07,350.22756388019656
1999-04-08,350.3272647034408
1999-04-09,352.1123925965574
1999-04-12,350.16338293842097
1999-04-13,353.11726297391493
1999-04-14,355.6186464198828
1999-04-15,363.1190523757431
1999-04-16,369.42856771051646
1999-04-19,378.58054984309996
1999-04-20,379.9303239997258
1999-04-21,380.18042209994974
1999-04-22,380.87818842483176
1999-04-23,380.77741542265863
1999-04-26,385.50916213609463
1999-04-27,385.6380559329566
1999-04-28,389.30865130153546
1999-04-29,391.1505354078546
1999-04-30,395.44152356847223
1999-05-03,400.8140975294916
1999-05-04,406.0469857978728
1999-05-05,404.89485229207014
1999-05-06,406.4997448277826
1999-05-07,405.68838617903265
1999-05-10,410.3478274648902
1999-05-11,411.1774252943661
1999-05-12,407.3042896740158
1999-05-13,405.6720498269914
1999-05-14,402.14144591050314
1999-05-17,395.8998248161367
1999-05-18,399.8315007939684
1999-05-19,401.0568127861164
1999-05-20,398.14187092330496
1999-05-21,398.42750104345373
1999-05-24,395.83110111344797
1999-05-25,392.9496897746341
1999-05-26,399.6063971223133
1999-05-27,399.42450195103567
1999-05-28,398.56486684130977
1999-05-31,400.1737924755629
1999-06-01,398.48392768246663
1999-06-02,403.31091927815066
1999-06-03,404.6257338136886
1999-06-04,409.9218663791178
1999-06-07,415.9153908306877
1999-06-08,417.0308353030798
1999-06-09,414.8311564968982
1999-06-10,416.65664718064664
1999-06-11,417.9733454989894
1999-06-14,419.594982103003
1999-06-15,416.1549015367838
1999-06-16,422.84229677574746
1999-06-17,427.1515971315647
1999-06-18,425.58172442866413
1999-06-21,432.63797454688375
1999-06-22,437.6231009195104
1999-06-23,435.87512982191424
1999-06-24,433.25746435725125
1999-06-25,425.96467963603527
1999-06-28,431.2165648683984
1999-06-29,434.6566936817354
1999-06-30,436.0595879100764
1999-07-01,441.2141038558051
1999-07-02,446.3347292327186
1999-07-05,454.9370937354363
1999-07-06,454.98138224269405
1999-07-07,456.054194826764
1999-07-08,459.4058853765627
1999-07-09,461.1485173542422
1999-07-12,463.8307627621099
1999-07-13,456.5430651009133
1999-07-14,451.78833348364384
1999-07-15,451.23147426319747
1999-07-16,451.44692227471285
1999-07-19,455.2215668754172
1999-07-20,444.63186798270493
1999-07-21,436.97604767735936
1999-07-22,436.11581569328894
1999-07-23,429.0284412642784
1999-07-26,412.9622852596158
1999-07-27,415.4346758517982
1999-07-28,420.65674512866025
1999-07-29,416.6688397426128
1999-07-30,414.6288861981008
1999-08-02,411.9964072990907
1999-08-03,413.6085127806094
1999-08-04,410.1527650923145
1999-08-05,401.02213211988294
1999-08-06,400.4562992403484
1999-08-09,404.5687740655622
1999-08-10,400.04635836210053
1999-08-11,399.36888965877176
1999-08-12,403.9107681905505
1999-08-13,405.1892468277212
1999-08-16,408.6754579631116
1999-08-17,408.32510161608644
1999-08-18,408.271328793135
1999-08-19,407.36865398612065
1999-08-20,409.2913735535099
1999-08-23,420.475277201316
1999-08-24,421.5136330763803
1999-08-25,424.6532054120447
1999-08-26,423.8736972703801
1999-08-27,420.82582683085406
1999-08-30,419.2230012010326
1999-08-31,414.11126707146656
1999-09-01,410.5679501023776
1999-09-02,402.38849688351934
1999-09-03,405.8538447566132
1999-09-06,409.63540114764226
1999-09-07,407.59864303890623
1999-09-08,403.80928881672236
1999-09-09,407.22129833453016
1999-09-10,415.07199352232533
1999-09-13,420.1660461738769
1999-09-14,418.8617296163321
1999-09-15,416.18839769530445
1999-09-16,411.3243594430611
1999-09-17,411.89919708076997
1999-09-20,412.799257659359
1999-09-21,408.8833136852979
1999-09-22,405.6811026332932
1999-09-23,407.3386233373103
1999-09-24,405.08879681911174
1999-09-27,402.9865051508157
1999-09-28,399.995131862546
1999-09-29,395.8278110806776
1999-09-30,392.61867993185643
1999-10-01,390.7800104090783
1999-10-04,392.1781385493016
1999-10-05,392.11319465751853
1999-10-06,394.2386065059691
1999-10-07,397.5510925060339
1999-10-08,401.3995672542198
