Date,EM EUROPE & MIDDLE EAST SMALL CAP
2007-05-31,1000.0
2007-06-01,1006.8129989202905
2007-06-04,1000.3121896593472
2007-06-05,996.5419947557992
2007-06-06,986.4171621223521
2007-06-07,977.0396717502324
2007-06-08,975.8530377635193
2007-06-11,983.1253031563832
2007-06-12,977.4497691931242
2007-06-13,980.4493708879249
2007-06-14,990.4371285748715
2007-06-15,1000.3012275067928
2007-06-18,1003.7752060271312
2007-06-19,1008.7524132993703
2007-06-20,1009.270815122404
2007-06-21,1005.4042788162926
2007-06-22,1006.5600509790331
2007-06-25,1004.5446439440242
2007-06-26,1007.6443142382232
2007-06-27,1003.0200845662911
2007-06-28,1010.9670368978099
2007-06-29,1016.3017476229801
2007-07-02,1017.3982746358247
2007-07-03,1031.146172610354
2007-07-04,1038.2287472554985
2007-07-05,1036.4752827340722
2007-07-06,1036.4193865621157
2007-07-09,1044.0283576937552
2007-07-10,1027.6265912300178
2007-07-11,1020.0756428222081
2007-07-12,1029.8100309268275
2007-07-13,1034.4380706273446
2007-07-16,1022.6577583083557
2007-07-17,1021.7033950281045
2007-07-18,1015.5150132814899
2007-07-19,1027.8282618614728
2007-07-20,1019.0327722650303
2007-07-23,1029.9623346347653
2007-07-24,1026.1078514889637
2007-07-25,1019.8617978557915
2007-07-26,993.6518268098354
2007-07-27,982.243900277324
2007-07-30,976.4654752335123
2007-07-31,992.8990136758209
2007-08-01,968.464770407493
2007-08-02,978.988128625073
2007-08-03,969.6953043267791
2007-08-06,953.6798039266711
2007-08-07,965.1684774656998
2007-08-08,982.783084498051
2007-08-09,962.3800081428355
2007-08-10,951.2081225102638
2007-08-13,970.5785335024971
2007-08-14,959.7273715379381
2007-08-15,945.4493915874186
2007-08-16,892.7624461434153
2007-08-17,905.2256459361276
2007-08-20,914.4231092572725
2007-08-21,899.0871638025268
2007-08-22,921.6093819656027
2007-08-23,924.467699988104
2007-08-24,923.2340427304149
2007-08-27,935.9224314609168
2007-08-28,931.463472622508
2007-08-29,935.2665639206143
2007-08-30,931.9867237053867
2007-08-31,949.3020268535331
2007-09-03,954.2655564004584
2007-09-04,959.1916057338949
2007-09-05,948.6693125285339
2007-09-06,943.3702254882465
2007-09-07,935.0454836852183
2007-09-10,924.7878994553023
2007-09-11,933.5891394782799
2007-09-12,932.8274425980351
2007-09-13,941.66840984086
2007-09-14,943.3680556737443
2007-09-17,940.816808532589
2007-09-18,944.5726232703557
2007-09-19,964.8710631651167
2007-09-20,960.291103665103
2007-09-21,965.3624949412524
2007-09-24,968.8317565514117
2007-09-25,964.5993005286075
2007-09-26,972.077620168531
