Date,EFM CEEC ex RU SMALL CAP
2010-11-30,1000.0
2010-12-01,1015.2312723250519
2010-12-02,1025.0395596337437
2010-12-03,1033.6598300878993
2010-12-06,1030.2594102124442
2010-12-07,1028.028468516894
2010-12-08,1025.1040061104918
2010-12-09,1025.7959004472018
2010-12-10,1024.0022396064815
2010-12-13,1040.0277100376707
2010-12-14,1037.3073209893357
2010-12-15,1045.0815721651952
2010-12-16,1037.2373091471518
2010-12-17,1041.8018178816571
2010-12-20,1033.767023278921
2010-12-21,1035.0980500933456
2010-12-22,1032.3584928324105
2010-12-23,1042.6126130270243
2010-12-24,1041.3765110336674
2010-12-27,1034.0119559207283
2010-12-28,1031.8795938974704
2010-12-29,1042.6351130786036
2010-12-30,1043.7395055351572
2010-12-31,1041.8717722202423
2011-01-03,1060.6979850260595
2011-01-04,1071.390370011656
2011-01-05,1082.2975822085696
2011-01-06,1089.3364942006979
2011-01-07,1089.1942056663217
2011-01-10,1079.5265273316681
2011-01-11,1095.5083470633226
2011-01-12,1105.929241432787
2011-01-13,1100.5514263921411
2011-01-14,1105.5905071272362
2011-01-17,1113.7007767532684
2011-01-18,1117.3524341303278
2011-01-19,1112.686358478087
2011-01-20,1098.57760867638
2011-01-21,1107.2534158972505
2011-01-24,1099.8835135219406
2011-01-25,1103.8311460540351
2011-01-26,1107.3209624420463
2011-01-27,1097.722986501835
2011-01-28,1079.859956995546
2011-01-31,1075.9576593844329
2011-02-01,1105.5207665947241
2011-02-02,1100.810827131957
2011-02-03,1098.2658309870017
2011-02-04,1102.2329054167562
2011-02-07,1111.2594813576761
2011-02-08,1111.4755729108126
2011-02-09,1100.0492940824515
2011-02-10,1085.2988622505661
2011-02-11,1087.972514522414
2011-02-14,1085.0867050322456
2011-02-15,1085.71205600601
2011-02-16,1095.8224805902255
2011-02-17,1092.9020464532853
2011-02-18,1089.358012986067
2011-02-21,1085.0666600046445
2011-02-22,1067.8323956856918
2011-02-23,1070.9246815015356
2011-02-24,1060.3454112859833
2011-02-25,1071.5325965918062
2011-02-28,1084.9868380433102
2011-03-01,1079.6262838761495
2011-03-02,1079.1632644363083
2011-03-03,1090.4145287380331
2011-03-04,1094.2853426160038
2011-03-07,1089.617964783429
2011-03-08,1091.2852922002064
2011-03-09,1089.3808573673161
2011-03-10,1075.4224529828448
2011-03-11,1065.4932186747976
2011-03-14,1054.142715930039
2011-03-15,1036.8658484397852
2011-03-16,1038.055013258908
2011-03-17,1049.0222051523817
2011-03-18,1048.0862153928729
2011-03-21,1066.6329983719809
2011-03-22,1060.70913312134
2011-03-23,1061.0837897637596
2011-03-24,1066.3872944713466
2011-03-25,1076.5580883118187
2011-03-28,1074.5058027261289
2011-03-29,1078.1408469415105
2011-03-30,1078.0569255643911
2011-03-31,1076.9413232236175
2011-04-01,1081.595294698968
2011-04-04,1085.8678625740808
2011-04-05,1096.052804485575
2011-04-06,1112.8359587406308
2011-04-07,1124.9851033596083
2011-04-08,1118.3020404409879
2011-04-11,1112.2047521620468
2011-04-12,1101.8062996813876
2011-04-13,1115.989316881485
2011-04-14,1108.414212454276
2011-04-15,1113.940691294573
2011-04-18,1091.2429430634609
2011-04-19,1098.8110642256586
2011-04-20,1103.3915403464723
2011-04-21,1106.0858104901963
2011-04-22,1106.4355541797283
2011-04-25,1106.7194616809759
2011-04-26,1106.2565814972686
2011-04-27,1107.4453714170854
2011-04-28,1107.1199721817939
2011-04-29,1116.2464605334733
2011-05-02,1124.0455428497241
2011-05-03,1116.6915186804774
2011-05-04,1103.0286879253617
2011-05-05,1098.2094240787999
2011-05-06,1094.9785539500187
2011-05-09,1090.4803031580389
2011-05-10,1093.8080563696967
2011-05-11,1090.1126973547857
2011-05-12,1073.8374716054534
2011-05-13,1073.9528634138478
2011-05-16,1066.5130768848226
2011-05-17,1053.1619443878042
2011-05-18,1055.170998483313
2011-05-19,1067.896089879817
2011-05-20,1066.5261406242007
2011-05-23,1049.4261208666157
2011-05-24,1055.9295261728855
2011-05-25,1057.092875463
2011-05-26,1061.4984958272998
2011-05-27,1069.3745388540233
2011-05-30,1066.5714202437132
2011-05-31,1081.85874978985
2011-06-01,1072.5290627457307
2011-06-02,1067.812819788162
2011-06-03,1065.4022511414414
2011-06-06,1062.5070526266568
2011-06-07,1067.024380242985
2011-06-08,1064.4108268881155
2011-06-09,1068.4937340794968
2011-06-10,1064.2719346520923
2011-06-13,1062.885175058518
