Date,EM FAR EAST SMALL CAP
1998-12-31,577.1227986820302
1999-01-01,577.1017079953151
1999-01-04,590.6141604745637
1999-01-05,601.1916776782585
1999-01-06,621.4873412256303
1999-01-07,639.4518710328961
1999-01-08,644.4900831864184
1999-01-11,660.2665803647628
1999-01-12,658.942210066508
1999-01-13,641.2082587279684
1999-01-14,614.2098087013098
1999-01-15,632.2240973371687
1999-01-18,639.2975838428116
1999-01-19,631.1644837324684
1999-01-20,627.1683685859734
1999-01-21,605.5043975635504
1999-01-22,582.5496683949048
1999-01-25,561.4426336780523
1999-01-26,555.9890489395488
1999-01-27,577.387018717194
1999-01-28,581.2360645413511
1999-01-29,585.28561007263
1999-02-01,593.7384568333273
1999-02-02,583.9779046256781
1999-02-03,576.3364515089941
1999-02-04,569.3261721824724
1999-02-05,566.7232418064997
1999-02-08,570.7181830893478
1999-02-09,553.2616806756374
1999-02-10,556.7131942082138
1999-02-11,560.0898321458067
1999-02-12,575.5089532848203
1999-02-15,578.2941163944025
1999-02-16,581.0120283547939
1999-02-17,576.2155540060552
1999-02-18,571.9796407422155
1999-02-19,565.3162554524238
1999-02-22,562.9811780933463
1999-02-23,561.0358969136834
1999-02-24,555.5908758598131
1999-02-25,548.7410168231065
1999-02-26,566.3270185870219
1999-03-01,571.6518325420842
1999-03-02,574.0317807121618
1999-03-03,574.1695045567157
1999-03-04,577.6258847541731
1999-03-05,578.2106967156487
1999-03-08,592.0723120378477
1999-03-09,588.4310851783665
1999-03-10,583.4238415084038
1999-03-11,597.593795518066
1999-03-12,596.1056165525782
1999-03-15,603.1916659549609
1999-03-16,608.5072370899985
1999-03-17,603.7255757785584
1999-03-18,601.8139824226936
1999-03-19,620.4690674036883
1999-03-22,623.7616204762793
1999-03-23,627.5290192965763
1999-03-24,625.5504925983957
1999-03-25,632.1680415137247
1999-03-26,642.1002998542931
1999-03-29,637.000405000538
1999-03-30,638.7297381072697
1999-03-31,636.557510926708
1999-04-01,643.4201502504256
1999-04-02,653.0464146611026
1999-04-05,656.8698855249888
1999-04-06,668.7002768160258
1999-04-07,671.0733496834101
1999-04-08,677.6924634207234
1999-04-09,687.6918186706807
1999-04-12,684.8185530558642
1999-04-13,692.7192709018456
1999-04-14,696.0983876286646
1999-04-15,722.884985794239
1999-04-16,731.9696872572334
1999-04-19,761.1096057193554
1999-04-20,771.5975871065984
1999-04-21,764.6746376470949
1999-04-22,765.7172017089607
1999-04-23,772.4097408087238
1999-04-26,798.581445955799
1999-04-27,807.4859195605333
1999-04-28,816.8720597027655
1999-04-29,816.8557104994624
1999-04-30,833.5809348344853
1999-05-03,848.9050809439547
1999-05-04,871.0743106817166
1999-05-05,869.7656976170111
1999-05-06,878.0874125456066
1999-05-07,872.3069383396531
1999-05-10,885.6580857539645
1999-05-11,875.6504639969172
1999-05-12,867.7350600157985
1999-05-13,846.9099417324445
1999-05-14,832.2089738999888
1999-05-17,811.5041112893791
1999-05-18,820.1235902120909
1999-05-19,822.2302177897327
1999-05-20,806.4996230530787
1999-05-21,812.0248298477682
1999-05-24,808.8027139916252
1999-05-25,809.3067099941046
1999-05-26,830.6672656781539
1999-05-27,835.6566254654821
1999-05-28,833.4390287527344
1999-05-31,828.121990151838
1999-06-01,824.6736615508336
1999-06-02,842.9969837717719
1999-06-03,845.913817010508
1999-06-04,854.7343532855867
1999-06-07,871.4696664843962
1999-06-08,888.4393257559359
1999-06-09,878.230861004932
1999-06-10,888.3755158784908
1999-06-11,894.7058643452891
1999-06-14,899.4977410230821
1999-06-15,884.6776190625424
1999-06-16,895.4878419245224
1999-06-17,903.3837156559355
1999-06-18,898.2878134252263
1999-06-21,919.2631653774031
1999-06-22,939.2759066896868
1999-06-23,945.9261045785288
1999-06-24,946.1853541374526
1999-06-25,929.5245272643973
1999-06-28,941.1147641573918
1999-06-29,949.2036562745673
1999-06-30,943.8159196556171
