Date,BRIC SMALL CAP
1998-12-31,101.43923369050061
1999-01-01,101.43923369050061
1999-01-04,102.43940783489334
1999-01-05,102.77909536629278
1999-01-06,104.38266924451939
1999-01-07,104.7058757739215
1999-01-08,107.19840483524422
1999-01-11,108.13584614570426
1999-01-12,106.2408333288581
1999-01-13,100.71875307890895
1999-01-14,99.22653747515656
1999-01-15,98.16012025622976
1999-01-18,97.05565767145019
1999-01-19,96.3715913886379
1999-01-20,96.28123323103611
1999-01-21,95.23607029773856
1999-01-22,94.34981345921713
1999-01-25,93.51441877631406
1999-01-26,93.724660444243
1999-01-27,95.70089982154286
1999-01-28,95.15480610637329
1999-01-29,94.61888191588287
1999-02-01,96.27961228701312
1999-02-02,96.69734159828207
1999-02-03,96.38745432810799
1999-02-04,95.8978796048329
1999-02-05,95.19949967279763
1999-02-08,93.94813147162365
1999-02-09,94.40085487321214
1999-02-10,95.8286166070649
1999-02-11,96.61203853961065
1999-02-12,97.1546387056637
1999-02-15,97.67487322195346
1999-02-16,99.57850820949608
1999-02-17,99.9967706446291
1999-02-18,99.8024842620759
1999-02-19,99.86936938671778
1999-02-22,98.79429275223933
1999-02-23,98.16344982113196
1999-02-24,98.17125482499065
1999-02-25,96.9991116367858
1999-02-26,96.76436585144464
1999-03-01,101.84773904904623
1999-03-02,101.49761483478497
1999-03-03,103.25975211035231
1999-03-04,104.0106805570376
1999-03-05,105.2215768115725
1999-03-08,106.11210135258618
1999-03-09,107.63707650353423
1999-03-10,108.7683124486565
1999-03-11,109.21975508844436
1999-03-12,108.0492933580889
1999-03-15,110.49494038563387
1999-03-16,111.20081860972708
1999-03-17,110.7276244477186
1999-03-18,112.63559933651425
1999-03-19,113.5663726009637
1999-03-22,116.58710766462566
1999-03-23,117.40674805447338
1999-03-24,114.60237188368716
1999-03-25,116.62564876210548
1999-03-26,116.08200778616485
1999-03-29,116.51038031794192
1999-03-30,117.39370780630138
1999-03-31,119.58676782328746
1999-04-01,119.1598892392867
1999-04-02,119.51532899037517
1999-04-05,116.94203886230567
1999-04-06,116.51686715362145
1999-04-07,115.78861436537137
1999-04-08,114.79936193128266
1999-04-09,113.31814729327343
1999-04-12,113.10828604950567
1999-04-13,112.79925914016518
1999-04-14,112.80216712032346
