Date,JORDAN + EGYPT + MOROCCO SMALL CAP
2007-05-31,1000.0
2007-06-01,1001.9700732516046
2007-06-04,1000.655167906342
2007-06-05,1001.1117369559305
2007-06-06,999.8939592747558
2007-06-07,991.7974911950919
2007-06-08,999.6678952304027
2007-06-11,1009.680735174919
2007-06-12,1012.963389895754
2007-06-13,1008.7020807114194
2007-06-14,1017.2571672641318
2007-06-15,1013.5414537625355
2007-06-18,1036.222563333484
2007-06-19,1028.308190137196
2007-06-20,1034.6723404002437
2007-06-21,1038.2976335723686
2007-06-22,1036.1396622059601
2007-06-25,1035.8976900866212
2007-06-26,1043.06119855968
2007-06-27,1043.149933636467
2007-06-28,1040.7065626235458
2007-06-29,1037.757421943983
2007-07-02,1030.707546195618
2007-07-03,1027.0957986421606
2007-07-04,1024.708998268741
2007-07-05,1031.6314416177104
2007-07-06,1030.2135459172205
2007-07-09,1039.9749887724533
2007-07-10,1032.385990483575
2007-07-11,1020.7390390509678
2007-07-12,1019.493306525081
2007-07-13,1020.8160382828133
2007-07-16,1024.1031246270886
2007-07-17,1021.5333386451481
2007-07-18,1022.1482075157429
2007-07-19,1020.7185271702406
2007-07-20,1019.8215958731035
2007-07-23,1019.7399750302195
2007-07-24,1020.3509435102928
2007-07-25,1024.8827743969048
2007-07-26,1028.9221944812307
2007-07-27,1033.9358098959408
2007-07-30,1025.0647891671442
2007-07-31,1033.9439017655086
2007-08-01,1028.1450066759708
2007-08-02,1033.380002824304
2007-08-03,1027.2263080869807
2007-08-06,1021.2866527494713
2007-08-07,1029.2135180167013
2007-08-08,1030.5365180028516
2007-08-09,1049.3311899125772
2007-08-10,1050.076403144695
2007-08-13,1043.553313817747
2007-08-14,1089.6416325890252
2007-08-15,1089.6842265036519
2007-08-16,1067.3889699996544
2007-08-17,1059.0401573692047
2007-08-20,1056.9245337315929
2007-08-21,1056.1036615150438
2007-08-22,1057.7813741800087
2007-08-23,1052.743850519184
2007-08-24,1050.07682723403
2007-08-27,1084.90307518872
2007-08-28,1093.381739712261
2007-08-29,1089.5408633216782
2007-08-30,1104.7113319459263
2007-08-31,1103.3532959551785
2007-09-03,1113.5675397351279
2007-09-04,1114.469414329614
2007-09-05,1107.9990809561448
2007-09-06,1109.1360689331582
2007-09-07,1103.9730733078093
2007-09-10,1099.556808258807
2007-09-11,1109.4423074404772
2007-09-12,1112.3036389544034
2007-09-13,1103.7658331448763
2007-09-14,1104.1036227797342
2007-09-17,1104.0017292434115
2007-09-18,1106.5733989759713
2007-09-19,1098.4086407517186
2007-09-20,1089.0935149655556
2007-09-21,1087.981446311862
2007-09-24,1088.871240163677
2007-09-25,1088.8081604573485
2007-09-26,1086.515949418695
2007-09-27,1090.7541492529394
2007-09-28,1084.995749673443
2007-10-01,1086.3228894449587
2007-10-02,1107.087636413114
2007-10-03,1111.8079416423095
2007-10-04,1119.5365717654158
2007-10-05,1120.7718223250731
2007-10-08,1132.0352226138812
2007-10-09,1135.914075681776
2007-10-10,1131.6301276831095
2007-10-11,1133.8710486360658
2007-10-12,1138.9523827266482
2007-10-15,1134.8279277121237
2007-10-16,1154.8902622163746
2007-10-17,1151.7960524471005
2007-10-18,1155.8601270600602
2007-10-19,1158.0957053783382
2007-10-22,1168.496215134514
2007-10-23,1161.6041183844773
2007-10-24,1171.3341892649146
2007-10-25,1162.8427938346267
2007-10-26,1158.2870781236406
2007-10-29,1152.4635973806078
2007-10-30,1166.7242856455418
2007-10-31,1157.0180595604616
2007-11-01,1158.3394542197473
2007-11-02,1158.4714343681046
2007-11-05,1167.485756146445
2007-11-06,1153.713570852391
2007-11-07,1139.281370965033
2007-11-08,1129.931085392247
2007-11-09,1129.6468379043947
2007-11-12,1149.6363521305439
2007-11-13,1138.3140375452797
2007-11-14,1130.898604216075
2007-11-15,1137.0663167855662
2007-11-16,1136.5450542586254
2007-11-19,1147.8911961862013
2007-11-20,1144.3775233556867
2007-11-21,1150.5311460656694
2007-11-22,1145.5900789194304
2007-11-23,1147.1592100667374
2007-11-26,1152.0969658514625
2007-11-27,1150.2197380885177
2007-11-28,1156.7313974907206
2007-11-29,1143.7116727372793
2007-11-30,1148.3443076780889
2007-12-03,1148.5700324675624
2007-12-04,1147.8396576750333
2007-12-05,1159.1192146472877
2007-12-06,1160.7084596950483
2007-12-07,1152.9595023716545
2007-12-10,1148.3921503867848
2007-12-11,1139.9323302263879
2007-12-12,1143.697282932434
2007-12-13,1151.1561082746957
2007-12-14,1163.2909251627295
2007-12-17,1178.1974248680106
2007-12-18,1176.977520973174
2007-12-19,1178.4045136114257
2007-12-20,1182.037093390238
2007-12-21,1180.9345692595023
2007-12-24,1181.7971506300576
2007-12-25,1183.1586039183467
2007-12-26,1174.9207058525135
2007-12-27,1177.8867930165784
2007-12-28,1170.6821280955503
2007-12-31,1172.9652906220535
2008-01-01,1172.9652906220535
2008-01-02,1186.7747572691226
2008-01-03,1194.0034987913336
2008-01-04,1193.2747245923763
2008-01-07,1224.868980332677
2008-01-08,1244.5190464166333
2008-01-09,1255.4472624909472
2008-01-10,1256.3367074201742
2008-01-11,1252.5254936964184
2008-01-14,1254.167912098905
2008-01-15,1265.6322970204474
2008-01-16,1270.3147012014201
2008-01-17,1268.9071041703032
2008-01-18,1272.6339280815632
2008-01-21,1229.1776486752326
2008-01-22,1181.4569048448795
2008-01-23,1218.821677803922
2008-01-24,1207.4835591590015
2008-01-25,1208.0101141279008
2008-01-28,1206.5859845516925
2008-01-29,1208.9049315799136
2008-01-30,1216.0519589751752
2008-01-31,1218.7168016480082
2008-02-01,1217.041455322345
2008-02-04,1237.3458300204009
2008-02-05,1250.463459913839
2008-02-06,1229.7210849506557
2008-02-07,1244.0277155425563
2008-02-08,1245.008976509973
2008-02-11,1238.211354318072
2008-02-12,1234.0852336128285
2008-02-13,1241.8400392372514
2008-02-14,1246.011354099538
2008-02-15,1243.4771383555608
2008-02-18,1257.0935446282506
2008-02-19,1260.335126995374
2008-02-20,1280.5039540954206
2008-02-21,1280.3532936018246
2008-02-22,1278.2585102294254
2008-02-25,1290.1526410070533
2008-02-26,1301.4267393370699
2008-02-27,1297.1498254291523
2008-02-28,1300.1742515713752
2008-02-29,1299.6989040048654
2008-03-03,1310.5812830309874
2008-03-04,1314.812287945186
2008-03-05,1326.949147742667
2008-03-06,1323.4435858486067
2008-03-07,1320.962262423838
2008-03-10,1334.3784944901865
2008-03-11,1341.1517330430906
2008-03-12,1335.280527046694
2008-03-13,1322.8533129319017
2008-03-14,1321.8416241087584
2008-03-17,1279.6786254974313
2008-03-18,1262.7419932331916
2008-03-19,1270.9348740042612
2008-03-20,1286.65580347637
2008-03-21,1286.65580347637
2008-03-24,1278.2308247444234
2008-03-25,1274.5361713419247
2008-03-26,1290.860409762215
2008-03-27,1294.2076780443608
2008-03-28,1300.178355633327
2008-03-31,1310.4212277615131
2008-04-01,1334.5505282259546
2008-04-02,1336.2923703742226
2008-04-03,1332.188298019139
2008-04-04,1326.7953517306335
2008-04-07,1350.8816234705212
2008-04-08,1371.876519970878
2008-04-09,1372.9243882840155
2008-04-10,1381.015184163155
2008-04-11,1377.8112983348465
2008-04-14,1390.707706834047
2008-04-15,1398.3117289811105
2008-04-16,1403.5796114892107
2008-04-17,1408.3780557912733
2008-04-18,1422.801805502923
2008-04-21,1428.0840712909173
2008-04-22,1414.2160198137592
2008-04-23,1413.5480512876604
2008-04-24,1435.595862568606
2008-04-25,1437.274932399556
2008-04-28,1440.5559095819171
2008-04-29,1460.6660240781482
2008-04-30,1465.041367457476
2008-05-01,1476.2928388272728
2008-05-02,1481.1469592061594
2008-05-05,1475.281308483879
2008-05-06,1467.8746746953182
2008-05-07,1480.3640154670213
2008-05-08,1471.497380502847
