Date,ANDEAN SMALL CAP
2002-05-31,1000.0
2002-06-03,994.3616420482391
2002-06-04,976.3393660162908
2002-06-05,975.9759064617189
2002-06-06,979.8731814256008
2002-06-07,974.0354417258999
2002-06-10,981.6392131477164
2002-06-11,978.7900979405086
2002-06-12,964.0620132052105
2002-06-13,967.4703710156849
2002-06-14,965.1273322057704
2002-06-17,977.0334467364881
2002-06-18,973.6322017640366
2002-06-19,952.0643286527624
2002-06-20,927.6813364359479
2002-06-21,909.9782011026574
2002-06-24,892.2685619405594
2002-06-25,906.0778837014759
2002-06-26,872.4348484510541
2002-06-27,886.8316662602725
2002-06-28,889.7193337682234
2002-07-01,885.8851347093675
2002-07-02,864.5680352230439
2002-07-03,863.2689409582981
2002-07-04,869.115071979918
2002-07-05,872.7638100528818
2002-07-08,857.1063040409487
2002-07-09,842.2565922035938
2002-07-10,844.7386492172852
2002-07-11,843.2638175205383
2002-07-12,849.6605486508568
2002-07-15,822.0453647500948
2002-07-16,814.4846196301586
2002-07-17,819.2150211600078
2002-07-18,821.6327664237116
2002-07-19,818.9989266013756
2002-07-22,819.6750397828847
2002-07-23,822.7874931450614
2002-07-24,817.0038069609263
2002-07-25,815.0805626471251
2002-07-26,824.3523481855752
2002-07-29,846.6200380712592
2002-07-30,839.2153342199266
2002-07-31,842.0308348252431
2002-08-01,836.1874978275048
2002-08-02,850.1633217492117
2002-08-05,843.9538616216515
2002-08-06,865.3211284070037
2002-08-07,868.2043247551462
2002-08-08,888.266896282464
2002-08-09,884.4698283995991
2002-08-12,871.6938065553554
2002-08-13,863.052914273309
2002-08-14,858.9466456818927
2002-08-15,866.4669096047613
2002-08-16,862.4212735585664
2002-08-19,872.7932515269928
2002-08-20,870.4889110865676
2002-08-21,860.0114549454231
2002-08-22,865.1853885875643
2002-08-23,864.4791132490129
2002-08-26,867.0516325663515
2002-08-27,862.50847080242
2002-08-28,854.6511327590416
2002-08-29,853.0250578777107
2002-08-30,860.8023072575254
2002-09-02,856.675112982178
2002-09-03,838.416149388639
2002-09-04,840.5499520583691
2002-09-05,838.5494066122804
2002-09-06,843.2119214781453
2002-09-09,848.6943686066912
2002-09-10,858.5227168492429
2002-09-11,861.195435304662
2002-09-12,857.1003992258629
2002-09-13,856.8400905002638
2002-09-16,857.9900707530907
2002-09-17,853.270647733753
2002-09-18,846.6910339146594
2002-09-19,843.2738017629507
2002-09-20,825.5498478447608
2002-09-23,809.0716853075177
2002-09-24,810.801297630908
2002-09-25,810.8329560192248
2002-09-26,814.9287923334252
2002-09-27,811.225764485671
2002-09-30,797.7872418870566
2002-10-01,804.0734426784535
2002-10-02,808.2530815985831
2002-10-03,803.5567488537654
2002-10-04,808.717783596454
2002-10-07,808.454879006851
2002-10-08,810.8206682433444
2002-10-09,792.4399990022025
2002-10-10,791.5156960818115
2002-10-11,807.7184680254628
2002-10-14,805.7142904882312
2002-10-15,809.8391593491706
2002-10-16,803.1134720083953
2002-10-17,815.2784710015607
2002-10-18,822.4634515061058
2002-10-21,830.3482207990128
2002-10-22,831.9951059469367
2002-10-23,842.1903705015131
2002-10-24,845.4387613254991
2002-10-25,849.3796187804312
2002-10-28,849.5871109471091
2002-10-29,837.1114277694857
2002-10-30,844.7802593931481
2002-10-31,851.8004638275012
2002-11-01,846.2876747642921
2002-11-04,857.6423546317714
2002-11-05,852.9097332890287
2002-11-06,862.3243347914641
2002-11-07,857.8258157053712
2002-11-08,851.7187084061969
2002-11-11,851.7291041939499
2002-11-12,857.9594779742332
2002-11-13,858.2911755245909
2002-11-14,864.3989898071852
2002-11-15,870.7307436103521
2002-11-18,872.451368744919
2002-11-19,872.6095731606819
2002-11-20,882.1843909097247
2002-11-21,880.9187279016692
2002-11-22,879.1747274284526
2002-11-25,886.3475587988931
2002-11-26,883.6956583426435
2002-11-27,891.3295665698753
2002-11-28,895.2157753904688
2002-11-29,896.9910824965682
2002-12-02,902.0651088077544
2002-12-03,896.2989493926609
2002-12-04,889.9749700486512
2002-12-05,904.6155847700826
2002-12-06,902.4696808185276
2002-12-09,901.9007373919133
2002-12-10,900.063541651334
2002-12-11,912.0806330926831
2002-12-12,913.8697604167246
2002-12-13,901.4308485007517
2002-12-16,906.5605070980351
2002-12-17,903.4318266991421
2002-12-18,909.1224557270311
2002-12-19,918.3536536594154
2002-12-20,919.8422205093243
2002-12-23,918.1370764006342
2002-12-24,914.6219264977142
2002-12-25,914.6219264977142
2002-12-26,906.259605721435
2002-12-27,894.1200829500125
2002-12-30,886.7087499244496
2002-12-31,883.4077887286898
2003-01-01,883.4077887286898
2003-01-02,899.617892771622
2003-01-03,905.3086337855899
2003-01-06,898.734186770502
2003-01-07,907.2232390746206
2003-01-08,912.7052252396057
2003-01-09,910.3124326750261
2003-01-10,907.5156276130426
2003-01-13,910.5186520393883
2003-01-14,903.6412339902703
2003-01-15,897.334652070084
2003-01-16,893.7029624234468
2003-01-17,882.8634842559671
2003-01-20,882.6084790784195
2003-01-21,878.5234041654335
2003-01-22,874.1098706451578
2003-01-23,871.3347244236668
2003-01-24,861.9837270082123
2003-01-27,853.4451409563769
2003-01-28,851.3498263531944
2003-01-29,845.6262717127511
2003-01-30,859.1750796526593
2003-01-31,857.0761243072478
2003-02-03,858.4457079947168
2003-02-04,843.1861321033558
2003-02-05,845.7947451986452
2003-02-06,843.9037664288894
2003-02-07,845.5140100136613
2003-02-10,848.1563011672777
2003-02-11,853.634437112
2003-02-12,850.7208653544172
2003-02-13,838.9490111719762
2003-02-14,846.5999543834118
2003-02-17,854.2099636734732
2003-02-18,858.6965049632425
2003-02-19,847.8067306673197
2003-02-20,840.8317664709629
2003-02-21,838.539582325745
2003-02-24,836.6535822469989
2003-02-25,837.6749422629291
2003-02-26,833.2551134276843
2003-02-27,837.2237722901684
2003-02-28,840.6716541664971
2003-03-03,834.3137591795768
2003-03-04,830.1986328201043
2003-03-05,825.2441116079432
2003-03-06,827.4425765826182
2003-03-07,828.8558957412951
2003-03-10,821.5418252448525
2003-03-11,818.8729110574997
2003-03-12,823.1970120282381
