Date,ASIA APEX SMALL CAP 200
2003-08-29,545.8113516019931
2003-09-01,551.918714879562
2003-09-02,560.4307283596354
2003-09-03,566.4349441162666
2003-09-04,560.2274371218542
2003-09-05,553.4835164028475
2003-09-08,549.4795974465407
2003-09-09,539.6308156084851
2003-09-10,531.9392940753924
2003-09-11,538.4069286912994
2003-09-12,534.579019873131
2003-09-15,536.1744056268219
2003-09-16,546.5647213145554
2003-09-17,547.1953646608163
2003-09-18,542.674235045325
2003-09-19,537.4762133084183
2003-09-22,521.8774938252443
2003-09-23,527.5337022630376
2003-09-24,537.6923835320077
2003-09-25,531.0359326169362
2003-09-26,528.9420054036663
2003-09-29,524.7823214739993
2003-09-30,522.5024766793828
2003-10-01,519.6369622142518
2003-10-02,531.8934561376535
2003-10-03,540.7883775242493
2003-10-06,546.5705354877055
2003-10-07,539.3428289709814
2003-10-08,534.9526619138691
2003-10-09,546.9137790834263
2003-10-10,547.9977209465588
2003-10-13,557.3579310363097
2003-10-14,550.8759913908813
2003-10-15,558.4311663292149
2003-10-16,561.776295643487
2003-10-17,564.4675162969419
2003-10-20,564.8434198532642
2003-10-21,565.7955050693156
2003-10-22,559.6087467335421
2003-10-23,540.3823600723958
2003-10-24,539.1365596379202
2003-10-27,545.8006957430165
2003-10-28,559.4834893583253
2003-10-29,557.9883315532664
2003-10-30,558.1614667416608
2003-10-31,560.1990790512012
2003-11-03,575.4590646272347
2003-11-04,574.8273613571239
2003-11-05,579.6065722774889
2003-11-06,574.5478903217955
2003-11-07,579.9396002772412
2003-11-10,576.0891150901131
2003-11-11,566.4203092986385
2003-11-12,565.1731673046793
2003-11-13,572.0535979900307
2003-11-14,570.3356545455898
2003-11-17,560.852877680902
2003-11-18,555.7833249800622
2003-11-19,541.017880493383
2003-11-20,535.2825260305415
2003-11-21,530.9929797583866
2003-11-24,531.006429594353
2003-11-25,536.7468471322794
2003-11-26,539.1912352152657
2003-11-27,540.307507758571
2003-11-28,544.8783982610345
2003-12-01,556.0676378763563
2003-12-02,552.9241095635728
2003-12-03,553.0470379485731
2003-12-04,557.3169068711068
2003-12-05,549.4007461879073
2003-12-08,543.2125798044439
2003-12-09,548.2516898654296
2003-12-10,546.965866890662
2003-12-11,552.4122601790244
2003-12-12,553.415179372224
2003-12-15,554.8144332316015
2003-12-16,545.2663829058303
2003-12-17,537.9868727766146
2003-12-18,538.9877673255152
2003-12-19,541.597966911458
2003-12-22,538.4723355751762
2003-12-23,539.1109630403214
2003-12-24,536.8027249439474
2003-12-25,536.6222036496495
2003-12-26,535.9330756901121
2003-12-29,537.4834200809307
2003-12-30,543.7319324093069
2003-12-31,544.0478444159909
2004-01-01,544.0478444159909
2004-01-02,554.195586424877
2004-01-05,560.1889482917056
2004-01-06,558.4651912869193
2004-01-07,561.1557130657477
2004-01-08,560.3809979583882
2004-01-09,560.4035323543346
2004-01-12,565.2712530226363
2004-01-13,565.3246463893289
2004-01-14,573.5715711515511
2004-01-15,572.5735910025139
2004-01-16,583.6228159945036
2004-01-19,586.0066311892476
2004-01-20,586.2875826516544
2004-01-21,588.5825675805905
2004-01-22,585.2318868155344
2004-01-23,586.8326432279694
2004-01-26,592.4644600582074
2004-01-27,587.6516423274448
2004-01-28,581.8021695830334
2004-01-29,588.3980650142555
2004-01-30,589.3586448105707
2004-02-02,586.8279007466801
2004-02-03,580.4882275617528
2004-02-04,581.4595370706644
2004-02-05,578.672733804949
2004-02-06,583.7055685273318
2004-02-09,596.5323077238088
2004-02-10,596.7554788062488
2004-02-11,597.3526940771628
2004-02-12,588.3950545112426
2004-02-13,594.2471169856626
2004-02-16,596.4163674660404
2004-02-17,597.2915534986508
2004-02-18,599.1808878187426
2004-02-19,604.7248797545788
2004-02-20,608.3890817186253
2004-02-23,606.161659589081
2004-02-24,595.1451202372414
2004-02-25,600.394333398902
2004-02-26,607.2531420130015
2004-02-27,614.2262435775475
2004-03-01,616.4701357045406
2004-03-02,629.5158313270482
2004-03-03,632.8702928460943
2004-03-04,636.4394149286192
2004-03-05,625.944422992088
2004-03-08,629.3863660745673
2004-03-09,626.5052368136869
2004-03-10,627.405748176646
2004-03-11,619.8509433921288
2004-03-12,612.7016321249057
2004-03-15,611.1854023259928
2004-03-16,603.288710724464
2004-03-17,619.8815475010023
2004-03-18,615.9258313837811
2004-03-19,617.8432659646168
2004-03-22,599.4819593342346
2004-03-23,600.4647859978966
2004-03-24,608.6162693540548
2004-03-25,599.848833872108
2004-03-26,604.4003030113195
2004-03-29,606.9342745090801
2004-03-30,610.1682091632418
2004-03-31,608.6387698803841
2004-04-01,610.6134916251151
2004-04-02,628.9929819000823
2004-04-05,639.3352325424922
2004-04-06,642.2402455488691
2004-04-07,637.810976367606
2004-04-08,642.7099287112965
2004-04-09,640.0005019099375
2004-04-12,647.1510383128468
2004-04-13,654.9757959945703
2004-04-14,642.60106418724
2004-04-15,634.6970640209867
2004-04-16,630.1492710138422
2004-04-19,630.0471704477558
2004-04-20,636.414673756194
2004-04-21,632.7805376523792
2004-04-22,629.2808222457771
2004-04-23,641.0548058601859
2004-04-26,630.605615001557
2004-04-27,625.8518742760496
2004-04-28,622.5867091608692
2004-04-29,592.2466866455765
2004-04-30,583.257240645504
2004-05-03,580.5398885007312
2004-05-04,585.5869922143377
2004-05-05,577.0109771980341
2004-05-06,572.9324157488334
2004-05-07,576.5382304240842
2004-05-10,543.3744699965712
2004-05-11,551.6535951795139
2004-05-12,559.096877846587
2004-05-13,549.0026646625546
2004-05-14,530.2502276935372
2004-05-17,494.7150506503302
2004-05-18,504.912819281271
2004-05-19,531.0783839154358
2004-05-20,530.8157309127694
2004-05-21,543.5145420153516
2004-05-24,550.915123742155
2004-05-25,542.7113753321541
2004-05-26,544.8065890190458
2004-05-27,548.7476458344117
2004-05-28,557.5795541699516
