Date,EFM (EMERGING + FRONTIER MKTS) SMALL CAP
2010-11-30,1000.0
2010-12-01,1010.5215114624939
2010-12-02,1012.2344134010827
2010-12-03,997.2872245159423
2010-12-06,1008.5707340765069
2010-12-07,1007.1530800954719
2010-12-08,1007.0957823164059
2010-12-09,1007.5858497163589
2010-12-10,1005.8938511117544
2010-12-13,1001.594165887883
2010-12-14,1008.5639599167832
2010-12-15,1007.3463297678535
2010-12-16,1012.7810015501407
2010-12-17,1017.7187938787268
2010-12-20,1014.4862514744251
2010-12-21,1021.5249267567496
2010-12-22,1027.3623538142099
2010-12-23,1031.5299209050502
2010-12-24,1028.2631186309013
2010-12-27,1024.8100407174156
2010-12-28,1025.1048119177528
2010-12-29,1029.7077367062686
2010-12-30,1028.126322201148
2010-12-31,1024.4616427911692
2011-01-03,1038.2614412163452
2011-01-04,1044.8898389156548
2011-01-05,1053.2617095790406
2011-01-06,1061.5785787866257
2011-01-07,1058.4649824219132
2011-01-10,1053.213232381116
2011-01-11,1057.5510310310628
2011-01-12,1059.2668740122938
2011-01-13,1038.1601508059368
2011-01-14,1033.2176055727493
2011-01-17,1032.1210477176112
2011-01-18,1024.660483477589
2011-01-19,1020.0396308390244
2011-01-20,1013.8980254709438
2011-01-21,997.8602778975331
2011-01-24,989.6974322102658
2011-01-25,988.7271898936308
2011-01-26,991.195826376424
2011-01-27,987.4269435908936
2011-01-28,983.4390783222116
2011-01-31,971.127938155556
2011-02-01,969.2524740425205
2011-02-02,972.288301865306
2011-02-03,981.3591452811349
2011-02-04,985.9618470990191
2011-02-07,988.449821100905
2011-02-08,980.9328157628544
2011-02-09,966.8190152810663
2011-02-10,962.3210262654475
2011-02-11,958.4759330518568
2011-02-14,972.3575787125629
2011-02-15,968.9461698341379
2011-02-16,970.7528250778131
2011-02-17,966.9576390455277
2011-02-18,969.1418452501114
2011-02-21,963.6690722990439
2011-02-22,943.4973463989501
2011-02-23,930.0307944179862
2011-02-24,912.9626838333025
2011-02-25,924.7659235089371
2011-02-28,922.1519379977934
2011-03-01,928.1003760265584
2011-03-02,920.7675112108313
2011-03-03,927.7493177064424
2011-03-04,930.1090845228866
2011-03-07,924.0151506364809
2011-03-08,936.9262739176593
2011-03-09,940.9513228418967
2011-03-10,941.9931169013599
2011-03-11,930.9683994695671
2011-03-14,915.5766170819003
2011-03-15,890.3175379208809
2011-03-16,901.0875403398636
2011-03-17,886.3884759616165
2011-03-18,891.182990018266
2011-03-21,898.1058025182783
2011-03-22,904.6669009537083
2011-03-23,912.290272022262
2011-03-24,914.8258030924096
2011-03-25,922.0911528297124
2011-03-28,922.1517336987762
2011-03-29,927.4271523706999
2011-03-30,934.8909990275564
2011-03-31,936.8712828873322
2011-04-01,950.2485990448025
