Date,EMERGING MARKETS+CHINA A ONSH SMALL CAP
2015-01-30,4638.74126701629
2015-02-02,4595.245358085069
2015-02-03,4600.479001167907
2015-02-04,4612.165624583396
2015-02-05,4597.239974383721
2015-02-06,4587.013099104453
2015-02-09,4556.469611322783
2015-02-10,4579.336966949222
2015-02-11,4609.8762568398115
2015-02-12,4606.218677902134
2015-02-13,4658.374135975177
2015-02-16,4688.006523055843
2015-02-17,4702.921226440007
2015-02-18,4726.071498437843
2015-02-19,4716.957630995923
2015-02-20,4726.852676599325
2015-02-23,4731.239613326632
2015-02-24,4753.565612745566
2015-02-25,4757.053123535188
2015-02-26,4842.565702477684
2015-02-27,4862.750747077315
2015-03-02,4916.4802705037
2015-03-03,4911.15614942868
2015-03-04,4990.799894036887
2015-03-05,5029.617304502177
2015-03-06,5085.797645521587
2015-03-09,5100.072210142482
2015-03-10,5171.31118631821
2015-03-11,5223.960959621116
2015-03-12,5211.797781700425
2015-03-13,5276.874996029905
2015-03-16,5320.210463594963
2015-03-17,5358.684237809384
2015-03-18,5402.4100002254045
2015-03-19,5474.33604977606
2015-03-20,5421.7338180164625
2015-03-23,5428.248102466834
2015-03-24,5466.924595824102
2015-03-25,5460.951099308017
2015-03-26,5444.091871308247
2015-03-27,5489.45322720938
2015-03-30,5574.439375266883
2015-03-31,5633.667264715889
2015-04-01,5718.7883709104135
2015-04-02,5761.644224375901
2015-04-03,5829.068809255729
2015-04-06,5774.422292189956
2015-04-07,5934.668989603019
2015-04-08,5980.997012313829
2015-04-09,6026.422747255933
2015-04-10,6159.5197952906055
2015-04-13,6296.886319304879
2015-04-14,6232.94000612377
2015-04-15,6159.284072950119
2015-04-16,6181.907752235423
2015-04-17,6153.291292923387
2015-04-20,6056.449773247489
2015-04-21,6183.440291620385
2015-04-22,6313.6205510205
2015-04-23,6305.32743629208
2015-04-24,6273.013216512867
2015-04-27,6302.815876514362
2015-04-28,6159.66127344743
2015-04-29,6146.771593040573
2015-04-30,6115.28706146622
2015-05-01,6103.136906301888
2015-05-04,6171.547715000208
2015-05-05,6042.677875378592
2015-05-06,5886.048830863836
2015-05-07,5824.364898254993
2015-05-08,6007.913878628229
2015-05-11,6200.951828891739
2015-05-12,6210.768555134736
2015-05-13,6225.184112473393
2015-05-14,6273.928804936373
2015-05-15,6239.302981356115
2015-05-18,6370.5096616995515
2015-05-19,6613.584551880414
2015-05-20,6708.769845134416
2015-05-21,6833.275512220769
2015-05-22,6971.516350604776
2015-05-25,7082.599298073245
2015-05-26,7314.639054137183
2015-05-27,7396.661472779863
2015-05-28,7098.2135022705415
2015-05-29,7115.853219835949
2015-06-01,7400.288093934407
2015-06-02,7414.015257420132
2015-06-03,7342.467536743925
2015-06-04,7306.137049715256
2015-06-05,7483.862659341258
2015-06-08,7325.144349236196
2015-06-09,7266.098182400686
2015-06-10,7353.541138160456
2015-06-11,7507.9873989974785
2015-06-12,7580.803842843258
2015-06-15,7510.619882089986
2015-06-16,7317.19703044214
2015-06-17,7418.653309615413
2015-06-18,7225.197121106592
2015-06-19,6949.798329759899
2015-06-22,6931.72647993376
2015-06-23,7046.182645155987
2015-06-24,7152.776871384411
2015-06-25,6987.052893033287
2015-06-26,6645.097513230412
2015-06-29,6289.950304487304
2015-06-30,6470.625995936939
2015-07-01,6276.614167636919
2015-07-02,6003.324058495743
2015-07-03,5746.325623902823
2015-07-06,5521.50112878359
2015-07-07,5336.359543090372
2015-07-08,5103.463955656217
2015-07-09,5287.154455140731
2015-07-10,5374.17957444792
2015-07-13,5651.849912079181
2015-07-14,5754.197324479084
2015-07-15,5612.341103579533
2015-07-16,5694.0618751692855
2015-07-17,5901.857647247873
2015-07-20,5978.852778894183
2015-07-21,6005.813408043277
2015-07-22,6072.543348484317
2015-07-23,6130.766842988968
2015-07-24,6071.906264653876
2015-07-27,5672.629033770444
2015-07-28,5579.640081194963
2015-07-29,5753.935583970222
2015-07-30,5719.707705449214
2015-07-31,5597.047701249041
2015-08-03,5464.160965538985
2015-08-04,5661.3591786818515
2015-08-05,5712.584157691315
2015-08-06,5684.329350526979
2015-08-07,5788.176160515383
2015-08-10,5946.743568012045
2015-08-11,5847.01138441752
2015-08-12,5652.2689188887425
2015-08-13,5797.21568779102
2015-08-14,5860.607201371308
2015-08-17,5937.582348448749
2015-08-18,5667.100774763761
2015-08-19,5707.906636767984
2015-08-20,5487.6077750517525
2015-08-21,5192.394819675982
2015-08-24,4702.467619599351
2015-08-25,4598.867091470704
2015-08-26,4528.36390839645
2015-08-27,4746.525651405587
2015-08-28,4935.425500557127
2015-08-31,4832.794273722413
2015-09-01,4624.235241641943
2015-09-02,4535.488837390922
2015-09-03,4600.862595471386
2015-09-04,4552.333681983537
2015-09-07,4555.717819340693
2015-09-08,4673.570249861051
2015-09-09,4832.580988702761
2015-09-10,4768.114659878885
2015-09-11,4789.20074877471
2015-09-14,4600.680601659682
2015-09-15,4471.120510982649
2015-09-16,4648.61393014202
2015-09-17,4606.079184335023
2015-09-18,4648.191826113247
2015-09-21,4789.059814723553
2015-09-22,4823.129435811262
2015-09-23,4752.621716606049
2015-09-24,4721.607439790604
2015-09-25,4690.805237068092
2015-09-28,4713.389445172613
2015-09-29,4653.680354524942
2015-09-30,4702.207069965247
2015-10-01,4703.108236256231
2015-10-02,4685.187083594355
2015-10-05,4747.966016155432
2015-10-06,4734.732684746564
2015-10-07,4771.666070960658
2015-10-08,4845.016288647739
2015-10-09,4877.350321895844
2015-10-12,5017.2602781652495
2015-10-13,5028.837753984581
2015-10-14,4961.477450209361
2015-10-15,5111.3519258887845
2015-10-16,5163.965808449066
2015-10-19,5204.987868132722
2015-10-20,5249.0570949307885
2015-10-21,5041.566121487041
2015-10-22,5227.547993673114
2015-10-23,5406.124944092556
2015-10-26,5426.78827247071
2015-10-27,5436.8291880392235
2015-10-28,5361.263531123967
2015-10-29,5424.458045731202
2015-10-30,5387.376832263997
2015-11-02,5301.619100886457
2015-11-03,5363.263148134769
2015-11-04,5572.277557475338
2015-11-05,5562.718722907316
2015-11-06,5682.713680911541
2015-11-09,5686.264792718456
2015-11-10,5721.768111612981
2015-11-11,5759.5179316327785
2015-11-12,5758.139011819492
2015-11-13,5697.90863604996
2015-11-16,5766.739456710951
2015-11-17,5806.667295175072
2015-11-18,5741.207857233149
2015-11-19,5823.816513176262
2015-11-20,5942.222236400116
2015-11-23,5943.749449873204
2015-11-24,5965.808967001433
2015-11-25,6059.373542232155
2015-11-26,6039.834489357699
2015-11-27,5805.254383310471
2015-11-30,5827.09120042354
2015-12-01,5832.2980798538665
2015-12-02,5819.362600401073
2015-12-03,5741.7239737524715
2015-12-04,5717.638827746555
2015-12-07,5770.805594124204
2015-12-08,5659.184612472583
2015-12-09,5584.024729029693
2015-12-10,5560.927863796814
2015-12-11,5448.427903621868
2015-12-14,5461.043206383122
2015-12-15,5585.038372448553
2015-12-16,5620.30961673337
2015-12-17,5791.031317252203
2015-12-18,5781.083927875942
2015-12-21,5784.716960075361
2015-12-22,5794.031567946022
2015-12-23,5823.313923239763
2015-12-24,5783.394739538684
2015-12-25,5821.503497840218
2015-12-28,5735.092903818331
2015-12-29,5827.174250245892
2015-12-30,5859.629357897052
2015-12-31,5845.0919185260955
2016-01-01,5848.593007457569
2016-01-04,5540.278699251659
2016-01-05,5528.720090246032
2016-01-06,5564.378485350789
2016-01-07,5202.3606878110595
2016-01-08,5213.387188139843
2016-01-11,4992.491893646382
2016-01-12,4977.353360523124
2016-01-13,4889.065639906735
2016-01-14,4930.041909237018
2016-01-15,4747.321100268814
2016-01-18,4822.465352784834
2016-01-19,4938.18869333095
2016-01-20,4863.216275256868
2016-01-21,4782.911645736133
2016-01-22,4868.140859594411
2016-01-25,4925.7216141871495
2016-01-26,4717.2275353493205
2016-01-27,4686.780215665468
2016-01-28,4569.925344848197
2016-01-29,4738.041067114918
2016-02-01,4683.259325081088
2016-02-02,4744.241356070571
2016-02-03,4664.663602909321
2016-02-04,4698.555765894547
2016-02-05,4697.592443289932
2016-02-08,4689.815406832772
2016-02-09,4615.273855434974
2016-02-10,4662.232722197705
2016-02-11,4544.1311799317555
2016-02-12,4547.702070912056
2016-02-15,4663.1989681536115
2016-02-16,4759.338847709591
2016-02-17,4791.36981081211
2016-02-18,4840.275126078529
2016-02-19,4852.974000975506
2016-02-22,4963.4674656652205
2016-02-23,4943.469710230533
2016-02-24,4939.675697636629
2016-02-25,4736.332615158682
2016-02-26,4791.9198832062875
2016-02-29,4690.27079140868
2016-03-01,4772.931191784423
2016-03-02,4940.280372942346
2016-03-03,4929.469882122215
2016-03-04,4858.555107003488
2016-03-07,4939.28282600986
2016-03-08,4915.66717275281
2016-03-09,4874.568527472086
2016-03-10,4791.553321681568
2016-03-11,4804.518245463812
2016-03-14,4911.552425728965
2016-03-15,4857.6125924567295
2016-03-16,4849.698232438729
2016-03-17,4876.20580659804
2016-03-18,4999.500412897839
2016-03-21,5076.9324539693735
2016-03-22,5088.94660106721
2016-03-23,5118.48124527732
2016-03-24,5061.168429729809
2016-03-25,5082.866040848858
2016-03-28,5041.726572200752
2016-03-29,5011.892969213894
2016-03-30,5083.392014114451
2016-03-31,5094.386965474172
2016-04-01,5097.38600281492
2016-04-04,5088.941653405916
2016-04-05,5131.490194924732
2016-04-06,5142.55824801435
2016-04-07,5109.719011626069
2016-04-08,5093.446742697809
2016-04-11,5145.120870877325
2016-04-12,5175.40331897918
2016-04-13,5271.022945876377
2016-04-14,5308.807987099032
2016-04-15,5304.646685283593
2016-04-18,5260.391358821881
2016-04-19,5284.722567165007
2016-04-20,5179.9162225364
2016-04-21,5172.357983608354
2016-04-22,5189.202268111977
2016-04-25,5157.531477400685
2016-04-26,5174.171046823119
2016-04-27,5170.0345979613985
2016-04-28,5172.081361607428
2016-04-29,5096.394741358955
2016-05-02,5057.578654827029
2016-05-03,5107.318106573073
2016-05-04,5075.706953157898
2016-05-05,5128.4377887905775
2016-05-06,5005.312597095102
2016-05-09,4887.448847528216
2016-05-10,4889.326263561693
2016-05-11,4865.748590314595
2016-05-12,4862.483291860974
2016-05-13,4878.780599962857
2016-05-16,4900.234297658117
2016-05-17,4903.612208904128
2016-05-18,4831.497307723114
2016-05-19,4838.407777793059
2016-05-20,4871.327046476576
2016-05-23,4921.435000333503
2016-05-24,4909.642251919565
2016-05-25,4928.325097015407
2016-05-26,4931.420263328719
2016-05-27,4969.545333967405
2016-05-30,4942.881000059716
2016-05-31,5030.708083903171
2016-06-01,5033.735896042452
2016-06-02,5074.013811238707
2016-06-03,5016.145457327004
2016-06-06,5036.813138447365
2016-06-07,5085.431864029224
2016-06-08,5077.4474874042235
2016-06-09,5102.394600014804
2016-06-10,5087.912876846052
2016-06-13,4918.51931925608
2016-06-14,4957.894630877543
2016-06-15,5035.2711972451825
2016-06-16,5054.6829493033665
2016-06-17,5037.232898580414
2016-06-20,5037.659696457773
2016-06-21,5057.45753749032
2016-06-22,5092.626956064667
2016-06-23,5061.51538333089
2016-06-24,5035.982883771561
2016-06-27,5137.6875252325435
2016-06-28,5160.836873529209
2016-06-29,5193.2693104990385
2016-06-30,5219.903847057065
2016-07-01,5214.484515940332
2016-07-04,5266.911413014739
2016-07-05,5275.980992721783
2016-07-06,5277.122443356237
2016-07-07,5306.654669082348
2016-07-08,5312.679784185452
2016-07-11,5334.534894524878
2016-07-12,5356.57855471562
2016-07-13,5360.442868171026
2016-07-14,5387.62185348108
2016-07-15,5397.887304226654
2016-07-18,5381.382267246046
2016-07-19,5421.622937660112
2016-07-20,5439.8570305082585
2016-07-21,5458.765928964233
2016-07-22,5458.660520155253
2016-07-25,5455.602450387695
2016-07-26,5488.2881681435665
2016-07-27,5379.268951994678
2016-07-28,5341.793371537744
2016-07-29,5281.620922917668
2016-08-01,5273.970242862138
2016-08-02,5262.297523590243
2016-08-03,5286.492863482859
2016-08-04,5334.294116240581
2016-08-05,5376.9590229553605
2016-08-08,5413.568728047485
2016-08-09,5437.516902720387
2016-08-10,5426.727348526327
2016-08-11,5384.3888471167875
2016-08-12,5408.275778727628
2016-08-15,5462.125122885379
2016-08-16,5463.609570405112
2016-08-17,5442.667859165673
2016-08-18,5440.334669140697
2016-08-19,5419.650987222465
2016-08-22,5365.684261975477
2016-08-23,5387.125804659508
2016-08-24,5407.3579396331725
2016-08-25,5386.838636317059
2016-08-26,5405.105821163186
2016-08-29,5434.629926516443
2016-08-30,5462.87543439499
2016-08-31,5472.959511952512
2016-09-01,5417.877400611864
2016-09-02,5442.271565047967
2016-09-05,5493.8270415447405
2016-09-06,5510.3906566754285
2016-09-07,5528.836684319859
2016-09-08,5531.583198082797
2016-09-09,5507.249594657569
2016-09-12,5362.443139037011
2016-09-13,5364.9465102564745
2016-09-14,5360.857206205703
2016-09-15,5377.013704080817
2016-09-16,5415.448483332314
2016-09-19,5464.433321197917
2016-09-20,5478.481464394364
2016-09-21,5517.557565782284
2016-09-22,5521.616611595406
2016-09-23,5522.002049985358
2016-09-26,5411.285874843484
2016-09-27,5485.402867145371
2016-09-28,5485.550868511545
2016-09-29,5473.411123137714
2016-09-30,5465.546647485271
2016-10-03,5501.64949462486
2016-10-04,5541.393106788615
2016-10-05,5520.2028297341085
2016-10-06,5534.107393959002
2016-10-07,5511.791953222514
2016-10-10,5563.9551296873615
2016-10-11,5600.191766966281
2016-10-12,5620.656476544615
2016-10-13,5575.623732850219
2016-10-14,5608.123487697837
2016-10-17,5569.540359291809
2016-10-18,5654.752652473138
2016-10-19,5675.791775219587
2016-10-20,5701.217439337163
2016-10-21,5703.130819078784
2016-10-24,5727.600932101147
2016-10-25,5750.3950139241115
2016-10-26,5703.265155228891
2016-10-27,5694.0084053821365
2016-10-28,5643.347932700176
2016-10-31,5628.190459204212
2016-11-01,5615.073514611067
2016-11-02,5525.580884660639
2016-11-03,5549.810959805386
2016-11-04,5513.2667226176245
2016-11-07,5593.085881001947
2016-11-25,5703.505773235361
2016-12-08,5694.523365999738
2017-04-03,5917.740711696373
2017-04-04,5908.82890627596
2017-04-05,5972.374323811692
2017-04-06,5965.765176607664
2017-04-07,5988.6700528995
2017-04-10,5951.5432185313
2017-04-11,5950.935742911657
2017-04-12,5941.889845076909
2017-04-13,5970.36082700196
2017-04-14,5907.620135240611
2017-04-17,5847.105808862266
2017-04-18,5796.382917076311
2017-04-19,5741.230064667945
2017-04-20,5710.845974464889
2017-04-21,5746.698116863137
2017-04-24,5574.146478041452
2017-04-25,5584.038880780528
2017-04-26,5617.394138205656
2017-04-27,5623.279371006867
2017-04-28,5619.325094697652
2017-05-01,5607.656957738215
2017-05-02,5640.031596753381
2017-05-03,5628.838288436651
2017-05-04,5594.045833416397
2017-05-05,5525.789154916979
2017-05-08,5511.433340431856
2017-05-09,5539.017034022788
2017-05-10,5521.468350773937
2017-05-11,5514.5749843784715
2017-05-12,5473.964675096578
2017-05-15,5478.075128546367
2017-05-16,5480.9141557319945
2017-05-17,5447.77691533194
2017-05-18,5374.635223836431
2017-05-19,5358.754794258767
2017-05-22,5297.306951822202
2017-05-23,5232.086474842759
2017-05-24,5264.189608815659
2017-05-25,5301.7518357167955
2017-05-26,5327.612159414848
2017-05-29,5315.207748819917
2017-05-30,5316.706633099061
2017-05-31,5297.665002393007
2017-06-01,5256.072248329643
2017-06-02,5273.245540209193
2017-06-05,5322.6187857857685
2017-06-06,5323.843662447672
2017-06-07,5379.444106665643
2017-06-08,5411.8869376832545
2017-06-09,5434.556484232666
2017-06-12,5367.542230995498
2017-06-13,5408.055077176426
2017-06-14,5383.845607319726
2017-06-15,5455.448295922529
2017-06-16,5421.614179982597
2017-06-19,5458.329210891274
2017-06-20,5452.282185672232
2017-06-21,5447.470478595935
2017-06-22,5396.043447927442
2017-06-23,5378.353999628405
2017-06-26,5420.361931755799
2017-06-27,5387.879137232387
2017-06-28,5325.310991098635
2017-06-29,5322.031711498958
2017-06-30,5336.114002014013
2017-07-03,5369.583635237158
2017-07-04,5358.743344146184
2017-07-05,5389.373383659721
2017-07-06,5355.527682820563
2017-07-07,5371.213029904865
2017-07-10,5369.597796369429
2017-07-11,5330.151225970033
2017-07-12,5354.057313367362
2017-07-13,5391.54125153543
2017-07-14,5374.914482682648
2017-07-17,5265.822979239877
2017-07-18,5249.285412063259
2017-07-19,5335.936628375679
2017-07-20,5286.780096132088
2017-07-21,5279.792452913167
2017-07-24,5311.940659841115
2017-07-25,5292.321649162621
2017-07-26,5307.828384725073
2017-07-27,5334.370697165109
2017-07-28,5284.055918058431
2017-07-31,5298.106283924837
2017-08-01,5298.709624393616
2017-08-02,5267.750085583774
2017-08-03,5246.740237102382
2017-08-04,5306.496676021495
2017-08-07,5316.886645061385
2017-08-08,5351.167484060859
2017-08-09,5336.607449511147
2017-08-10,5274.2832778027305
2017-08-11,5188.390542923013
2017-08-14,5247.31892804812
2017-08-15,5283.857107231908
2017-08-16,5310.4805483
2017-08-17,5334.788968209719
2017-08-18,5318.798912997211
2017-08-21,5315.449408861437
2017-08-22,5338.180115304191
2017-08-23,5307.8677370644255
2017-08-24,5317.131240560784
2017-08-25,5319.82418366181
2017-08-28,5330.248063106267
2017-08-29,5298.971937104789
2017-08-30,5377.759182613972
2017-08-31,5414.689642908809
2017-09-01,5459.571111056555
2017-09-04,5454.391411608646
2017-09-05,5457.970631510817
2017-09-06,5465.570233933452
2017-09-07,5457.222329949777
2017-09-08,5476.578384874378
2017-09-11,5503.254247861106
2017-09-12,5520.047470410309
2017-09-13,5541.303568226567
2017-09-14,5562.4708444338485
2017-09-15,5531.341599375734
2017-09-18,5549.762376172893
2017-09-19,5511.756161871971
2017-09-20,5526.6003443477
2017-09-21,5522.830504407899
2017-09-22,5457.083991773486
2017-09-25,5395.029479740695
2017-09-26,5439.968690120647
2017-09-27,5460.373980831999
2017-09-28,5407.674629017771
2017-09-29,5457.249503809146
2017-10-02,5504.220807507128
2017-10-03,5510.139635194692
2017-10-04,5522.286521913321
2017-10-05,5552.629669005346
2017-10-06,5547.042868296596
2017-10-09,5565.70365958142
2017-10-10,5587.330606728046
2017-10-11,5575.563420440484
2017-10-12,5584.165604663387
2017-10-13,5607.615903085472
2017-10-16,5590.532745127036
2017-10-17,5584.149371317746
2017-10-18,5550.0092505865105
2017-10-19,5476.111182403908
2017-10-20,5549.743192867897
2017-10-23,5575.0653587201505
2017-10-24,5564.150476885453
2017-10-25,5562.925166522052
2017-10-26,5618.858553812972
2017-10-27,5637.674114717144
2017-10-30,5580.668362870892
2017-10-31,5604.601151937041
2017-11-01,5639.1820655043075
2017-11-02,5586.036194336605
2017-11-03,5580.488017527369
2017-11-06,5616.057153648662
2017-11-07,5621.98655619589
2017-11-08,5634.080124730573
2017-11-09,5619.499424536381
