Date,ACFM AMERICA INDEX SMALL CAP
2010-11-30,1000.0
2010-12-01,1017.0718962351731
2010-12-02,1022.3799407475028
2010-12-03,1014.1978855245183
2010-12-06,1025.1753744563748
2010-12-07,1022.8176117108098
2010-12-08,1031.8079665626983
2010-12-09,1038.7561193952727
2010-12-10,1045.5328019601916
2010-12-13,1030.5197677061128
2010-12-14,1029.72325057941
2010-12-15,1028.9200730989614
2010-12-16,1047.2312018257287
2010-12-17,1054.6846493395053
2010-12-20,1061.1174161899696
2010-12-21,1069.2964244144596
2010-12-22,1073.9629923040673
2010-12-23,1074.9065741217964
2010-12-24,1071.2540243791548
2010-12-27,1070.7994022620633
2010-12-28,1070.8459512592713
2010-12-29,1073.930274220936
2010-12-30,1062.6980463784396
2010-12-31,1047.4472563268869
2011-01-03,1067.3695896819204
2011-01-04,1057.566571911599
2011-01-05,1080.399624624283
2011-01-06,1085.3438653562282
2011-01-07,1087.401886052129
2011-01-10,1094.8539657613317
2011-01-11,1101.00486719932
2011-01-12,1099.8244609494614
2011-01-13,1075.4092900872174
2011-01-14,1079.6719719542143
2011-01-17,1086.2248313920022
2011-01-18,1081.3716816191748
2011-01-19,1052.2410725874176
2011-01-20,1046.7735684693828
2011-01-21,1030.0035533819323
2011-01-24,1031.3850598640079
2011-01-25,1030.6533011662898
2011-01-26,1043.6691483701545
2011-01-27,1044.6189073051248
2011-01-28,1032.291373397993
2011-01-31,1033.4227385148804
2011-02-01,1047.683129798127
2011-02-02,1044.4182044271895
2011-02-03,1062.52941756466
2011-02-04,1072.0151653395649
2011-02-07,1082.6206267951202
2011-02-08,1077.740688555593
2011-02-09,1069.0417209683844
2011-02-10,1081.3199015286089
2011-02-11,1096.1650428269431
2011-02-14,1110.1677082975457
2011-02-15,1099.9648926325667
2011-02-16,1109.8555695543448
2011-02-17,1110.8689733195408
2011-02-18,1106.2554097774323
2011-02-21,1103.2438528493176
2011-02-22,1073.8704736781672
2011-02-23,1053.116300340268
2011-02-24,1053.6141032455967
2011-02-25,1078.8668324966004
2011-02-28,1077.3458323230557
2011-03-01,1059.1329193521524
2011-03-02,1059.941098774327
2011-03-03,1074.9054771105828
2011-03-04,1067.5943953138676
2011-03-07,1051.035477008803
2011-03-08,1069.907913142209
2011-03-09,1063.9540719431443
2011-03-10,1048.683624940334
2011-03-11,1051.6384039605011
2011-03-14,1034.4095303543284
2011-03-15,1025.4705955609709
2011-03-16,1017.3277543812903
2011-03-17,1016.7300873878777
2011-03-18,1016.5078499022812
2011-03-21,1034.9389815300153
2011-03-22,1028.282861290879
2011-03-23,1037.3472530120462
2011-03-24,1040.2226809148024
2011-03-25,1051.3073168877063
2011-03-28,1050.2882011633476
2011-03-29,1061.6701866415576
2011-03-30,1072.5942169991729
2011-03-31,1069.5632296089163
2011-04-01,1079.4486034237534
2011-04-04,1075.7406862339067
2011-04-05,1083.673927542409
2011-04-06,1073.803813330438
2011-04-07,1072.137144141643
2011-04-08,1055.3028679835966
2011-04-11,1044.7069356784066
2011-04-12,1027.4591184336375
2011-04-13,1030.9156619068935
2011-04-14,1036.3914800492012
2011-04-15,1047.0152163239263
2011-04-18,1045.5905340387112
2011-04-19,1043.617587669805
2011-04-20,1048.362971784935
2011-04-21,1052.2856662981605
2011-04-22,1052.2856662981605
2011-04-25,1051.6223727386684
2011-04-26,1055.361945376513
2011-04-27,1060.0352838755525
2011-04-28,1050.1650852212056
2011-04-29,1053.1616120111169
2011-05-02,1040.542198238638
2011-05-03,1030.8860957593158
2011-05-04,1016.8054213420344
2011-05-05,1029.8474301376034
2011-05-06,1042.7963906934374
2011-05-09,1070.4632144478178
2011-05-10,1076.8267067914064
2011-05-11,1065.6829440336116
2011-05-12,1077.4035672834857
2011-05-13,1064.8193286310664
2011-05-16,1049.8243209249838
2011-05-17,1049.4168008595948
2011-05-18,1060.058344711405
2011-05-19,1062.1442764839564
2011-05-20,1063.2718877829832
2011-05-23,1056.276494761254
2011-05-24,1048.1466172730043
2011-05-25,1061.2744105770773
2011-05-26,1068.6351954213503
2011-05-27,1064.2166815542473
2011-05-30,1063.9093336078327
2011-05-31,1067.8027424249915
2011-06-01,1035.7745887626131
2011-06-02,1032.6401462616761
2011-06-03,1010.9228526986011
2011-06-06,992.1810106359553
2011-06-07,989.9892972518586
2011-06-08,982.7402094005344
2011-06-09,996.1185980090654
2011-06-10,990.6269477883885
2011-06-13,984.8654712242511
2011-06-14,997.6051524768865
2011-06-15,994.3133658344246
2011-06-16,1001.7840747108484
2011-06-17,991.6618879124397
2011-06-20,998.0645988413844
2011-06-21,1015.8859989629439
2011-06-22,1006.9021644271108
2011-06-23,1026.231850298262
2011-06-24,1016.5786012560185
2011-06-27,1013.7667536105115
2011-06-28,1023.7559617710132
2011-06-29,1029.958914131209
2011-06-30,1032.1115460837486
2011-07-01,1048.638862648632
2011-07-04,1047.7931298340309
2011-07-05,1053.3623326277652
2011-07-06,1069.4930182297837
2011-07-07,1078.3387874158414
2011-07-08,1078.3563184991178
2011-07-11,1073.6666248125778
2011-07-12,1070.53571416303
2011-07-13,1066.2346118624325
2011-07-14,1052.5705297242846
2011-07-15,1061.0487494047668
2011-07-18,1054.7339650250362
2011-07-19,1063.185221186962
2011-07-20,1061.5948512603172
2011-07-21,1057.817133637967
2011-07-22,1061.9389079825826
2011-07-25,1054.5764703856755
2011-07-26,1037.2506972160274
2011-07-27,1015.1052757806474
2011-07-28,1017.396236214213
2011-07-29,1008.5495118969498
2011-08-01,1014.6325653767543
2011-08-02,985.0363848305083
2011-08-03,984.1156576172276
2011-08-04,932.0297973709047
2011-08-05,911.6862952444177
2011-08-08,834.7469634586017
2011-08-09,883.6486316504692
2011-08-10,855.542072235798
2011-08-11,892.5657584845328
2011-08-12,900.490095323033
2011-08-15,910.9661774019814
2011-08-16,899.1042279447981
2011-08-17,893.462075906411
2011-08-18,851.2899341612642
2011-08-19,831.6381048367392
2011-08-22,834.1223951862906
2011-08-23,866.4738025142458
2011-08-24,875.324334329814
2011-08-25,861.012046123028
2011-08-26,881.262466569813
2011-08-29,907.6122350633212
2011-08-30,919.042016746985
2011-08-31,923.6626586709832
2011-09-01,916.0681334354526
2011-09-02,890.9897035368849
2011-09-05,895.3817435711208
2011-09-06,894.920502722898
2011-09-07,928.3601384601319
2011-09-08,917.3592676938249
2011-09-09,909.2875364265877
2011-09-12,918.5887474521986
2011-09-13,929.1225378664702
2011-09-14,944.0149222512906
2011-09-15,944.5184435735206
2011-09-16,950.5155348833279
2011-09-19,947.5607240078662
2011-09-20,927.9238808163356
2011-09-21,896.8139246408444
2011-09-22,875.2198595862034
2011-09-23,879.8122155738407
2011-09-26,899.0165256518211
2011-09-27,907.1446038295978
2011-09-28,876.5858136039499
2011-09-29,881.712604302572
2011-09-30,872.5334320155393
2011-10-03,839.387308423906
2011-10-04,873.9645798482026
2011-10-05,890.6928806361084
2011-10-06,908.2969816175535
2011-10-07,886.038564338443
2011-10-10,907.3759465974812
2011-10-11,913.8047566247084
2011-10-12,918.445521272425
2011-10-13,922.1940162430453
2011-10-14,929.6229216317444
2011-10-17,910.1611555283176
2011-10-18,938.9682223592993
2011-10-19,914.9051084516304
2011-10-20,923.1692440983097
2011-10-21,929.8659659655843
2011-10-24,959.1542679120761
2011-10-25,933.8826614047646
2011-10-26,954.3368299941746
2011-10-27,976.1480020452248
